SMILES	AATS7se	AATSC2dv	GATS2se	BELpe-1	HATS0u	HATS5v	HATS0s	R1m+	F02[N-O]	F03[C-N]	B03[O-O]	F04[N-N]	B07[N-F]	EState_VSA8	SaasC
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3	7.293739886792453	0.841306267340179	0.9400766211690137	2.31	0.235	0.138	0.425	0.065	0	0	1	0	0	13.847474399381248	0.0
CO[C@]1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC(OC5OC(C)C(O)C(OC6OCC(O)C(O)C6O)C5O)C5CC(=O)CC[C@]5(C)C4CC[C@]3(C)C2C1C	7.628464207972269	-0.01709741640208366	0.9937304769357489	2.29	0.092	0.048	0.657	0.049	0	0	1	0	0	20.771211599071872	0.0
CNCCCN1c2ccccc2CCc2ccc(Cl)cc21	7.333554299999999	0.1776922861578947	1.0677636682145877	2.24	0.283	0.151	1.023	0.215	0	8	0	1	0	46.614900745626464	6.221535362601831
CC1=C2C(CC3CCC(O)C(C)[C@@]3(C)C2OC(=O)[C@]2(C)OC2C)OC1=O	7.9268590238095245	0.7151558626244319	0.7060629034264195	2.26	0.209	0.118	1.401	0.107	0	0	1	0	0	6.923737199690624	0.0
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F	8.543205277777778	0.35641241807651314	0.4922675629655771	2.23	0.336	0.229	5.868	0.204	1	7	0	0	0	4.992404732635669	-0.09759609630889265
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12	8.242705784946235	0.8293798358631793	0.5721411508406845	2.24	0.256	0.156	2.933	0.14	2	8	0	1	0	10.473451861131776	-0.6695037726089286
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	7.5466172156862745	0.2016891127206881	0.6484044741278557	2.24	0.25	0.108	0.928	0.073	2	5	0	0	0	18.19910120538483	2.557184744268078
OCCN1CC(O)C(O)C(O)C1CO	7.896943125000001	-0.7188196818789951	1.037451085012916	2.35	0.361	0.171	2.753	0.087	0	1	1	0	0	0.0	0.0
N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1	7.588804705882353	-0.19298245614035087	0.47947925643662814	2.23	0.484	0.069	1.772	0.072	0	8	0	0	0	0.0	2.7789485701688097
CCC(C(=O)c1ccc(C)cc1)N1CCCC1	7.119153650000001	0.26200369344413654	0.9022347435171564	2.24	0.304	0.109	0.544	0.046	0	2	0	0	0	11.823646930541102	2.060297199126565
CNc1ccc(C(=O)OC2C[C@@]3(C)CC[C@]4(C)[C@@]5(C)CCC6[C@@](C)(CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@]6(C)CO)C5CC5O[C@@]54[C@]3(O)C[C@]2(C)C=O)cc1	7.667929657219971	0.04616346153846162	0.944937799164602	2.24	0.079	0.047	0.518	0.042	0	2	1	0	0	33.01173740276883	1.1951611306363754
CC(C#Cc1ccc(Cc2ccc(F)cc2)s1)NC(N)=O	7.560984705882354	-0.1353566529492454	0.46906245791721357	2.21	0.317	0.099	2.465	0.12	2	2	0	0	0	17.15765724171762	2.9033332188094105
CC(=O)[C@@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@@]12C	7.212348031250001	-0.022259279383935134	0.47450454384066354	2.26	0.208	0.143	0.693	0.066	0	0	0	0	0	13.847474399381248	0.0
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	7.792585387096774	0.13198840901647538	0.612579251643655	2.24	0.377	0.192	1.886	0.188	2	8	0	0	0	0.0	2.5189813240110874
CCCCCCCCCCCCCCCC(=O)OC1CC[C@@]2(C)C(=CCC3C2CC[C@]2(C)C(C(C)CCCC(C)C)CCC32)C1	7.126050077519379	0.1180553240898846	0.7032955269395884	2.27	0.097	0.051	0.189	0.029	0	0	0	0	0	47.61844330497762	0.0
C[C@H]1O[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	7.593374921658984	0.07108468346237572	0.9475917498177421	2.28	0.101	0.071	0.469	0.049	0	0	1	0	0	13.847474399381248	0.0
CC1CC[C@]2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)C[C@]5(C)C4CC[C@]3(C)C1C2C	7.639615484716158	0.06315584210538726	0.9618985528234235	2.29	0.105	0.062	0.643	0.048	0	0	1	0	0	27.694948798762496	0.0
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1	7.133710786206895	-0.11830560373548461	1.2218901160349884	2.24	0.246	0.085	0.435	0.082	0	2	0	0	0	31.127987833128078	2.080450942722768
c1ccccc1		-0.75	1.2222222222222225	2.25	0.425	0.013	0.538	0.059	0	0	0	0	0	0.0	0.0
CC(C)=CC(C[C@]1(C)OC1C1CCC2[C@]3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)C(C)(C)C3CC[C@]2(C)[C@]12COC(=O)C2)OC1OC(CO)C(O)C(O)C1O	7.677275975270478	-0.03086930848439284	0.9588006376406611	2.28	0.089	0.046	0.626	0.04	0	0	1	0	0	27.694948798762496	0.0
CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(O)C[C@]5(C)C4CC[C@]3(C)C12	7.6267602148760325	-0.1141243813379563	0.9924049412097857	2.27	0.092	0.052	0.545	0.043	0	0	1	0	0	20.771211599071872	0.0
O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	8.946736680851064	1.8524545496977751	0.506650232285091	2.12	0.269	0.108	4.043	0.22	2	9	1	1	0	28.096945463800616	-0.4574127704093225
CCCCN(C)N=O	7.40664	0.11647058823529409	0.5427854194116815	2.38	0.54	0.11	5.584	0.273	1	2	0	0	0	12.209621920653333	0.0
Fc1cccc(CCN2CCN(CCCc3cc4cc(-n5cnnc5)ccc4[nH]3)CC2)c1	7.430317924812029	-0.23053684122733042	0.9529659546312814	2.23	0.2	0.089	0.671	0.097	0	9	0	0	0	49.24662987309668	3.301625749039691
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	8.207080791208792	0.5287557765384815	0.8181738643461174	2.27	0.265	0.104	1.62	0.191	4	9	0	1	0	19.8518452936921	1.1784017444185757
CNC(C)Cc1ccccc1	6.970851333333333	-0.29598948060486513	1.542242019302153	2.24	0.426	0.126	0.594	0.067	0	1	0	0	0	36.50599407754339	1.3975462962962966
COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1	7.578836039603961	-0.2791892267110925	0.9424614958578873	2.24	0.246	0.099	1.5	0.114	1	4	0	0	0	10.633577208012662	2.8585710564739193
CC(/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)CC(O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(/C)C1C=C2C(C)(C)CCC[C@]2(C)O1	7.195038754385965	0.08601492276956617	1.0114815704518914	2.24	0.131	0.07	0.365	0.051	0	0	0	0	0	148.2256333857467	0.0
BrCCBr		-0.23259602194787377	1.1666666666666665	2.43	1.454	0.0	6.498	0.701	0	0	0	0	0	31.859887795898697	0.0
COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C	7.599018658823529	-0.00015089163237297365	1.378359395928954	2.24	0.255	0.116	0.477	0.107	0	8	0	0	0	14.951935562841626	3.8966209716209725
CC(=O)OC1CC(C)CN[C@]12OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC[C@]5(C)C4CC[C@]3(C)C1C2C	7.830088414772726	-0.01322685441970517	0.9921645154759879	2.29	0.082	0.045	0.645	0.044	1	5	1	0	0	33.01173740276883	0.0
COc1ccc2c3c([nH]c2c1)C(C)=NCC3	7.448482555555556	0.21142857142857152	1.2607368784422357	2.22	0.499	0.107	0.65	0.074	0	5	0	0	0	22.96648752173511	3.4725415721844293
CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1	7.74692295111111	-0.04679788277836105	0.6971394972238164	2.24	0.16	0.045	0.894	0.163	3	7	0	0	0	15.533486938863138	2.1763061684800715
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2C)c(N)n1	8.177852676767676	2.6170085693536675	0.22952149618835238	2.12	0.237	0.105	1.94	0.157	0	10	0	4	0	23.112966942853404	3.2145383943617984
CC(O)CC(=O)O		-0.03033816425120776	0.5672009756349813	2.37	0.752	0.125	8.519	0.153	0	0	0	0	0	0.0	0.0
CC(SC(=O)c1cccs1)C(=O)NCC(=O)O	8.088521476190476	0.12634164777021908	0.5055514249565346	2.29	0.442	0.135	3.636	0.183	1	1	0	0	0	5.316788604006331	0.576744981943395
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F	8.279624536082475	-0.15750087017055336	0.7521827860196563	2.24	0.306	0.164	2.916	0.125	0	8	0	0	1	20.050617371142664	-2.777830687830686
CC1(C)O[C@]2(C)CC[C@H]1CC2		0.045281768386580996	1.138033029159624	2.32	0.369	0.151	0.479	0.041	0	0	0	0	0	20.771211599071872	0.0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1	7.735758250000001	-0.09640290047813564	0.9809499705613105	2.22	0.348	0.121	0.899	0.078	1	4	0	0	0	10.30076712495354	2.032895460653397
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	7.2953836962025305	0.02452389507725497	0.6030606502979363	2.23	0.255	0.145	0.911	0.073	0	0	0	0	0	12.990104268152233	3.2315043015663063
Clc1ccccc1CN1CCc2sccc2C1	7.322658844444444	-0.5162355712728287	1.0927706851757248	2.24	0.397	0.133	1.328	0.189	0	4	0	0	0	28.479073706701225	5.157568525867138
CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5[C@]6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(C(=O)O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@](C)(CO)C6CC[C@]5(C)[C@@]4(C)CC[C@]23C)O1	7.655713916561313	0.11952685866587132	0.8577074282862737	2.26	0.082	0.046	0.687	0.039	0	0	1	0	0	47.61844330497762	0.0
O=S(=O)(CCNCCCO)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1	7.82364880291971	0.8858345066829918	0.7952295253308406	2.24	0.187	0.053	1.222	0.123	1	13	0	2	0	30.569491291801494	1.7090048840286283
NS(=O)(=O)Cc1noc2ccccc12	8.127210444444446	1.160504567203132	0.6077457616859933	2.23	0.525	0.196	7.785	0.367	2	3	0	1	0	5.156663257125445	0.35009259259259307
CNCc1cc(=O)oc2cc(OC)ccc12	7.982708228571429	0.5	1.013810439035265	2.22	0.471	0.145	3.242	0.167	0	2	0	0	0	5.316788604006331	1.6052414021164025
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1	7.354019435897437	0.04477646089781721	0.9267480026465478	2.24	0.278	0.085	0.736	0.047	0	3	0	0	0	11.823646930541102	2.0558731640166528
OCCc1ccccc1Nc1c(Cl)cccc1Cl	7.731844370370371	-0.24190608469137792	0.7960269041606662	2.24	0.405	0.146	2.707	0.211	0	5	0	0	0	5.316788604006331	3.7558912824389026
CCC(Cc1ccc2c(c1)OCO2)NC	7.471626039215686	0.461864406779661	1.1866771394765396	2.24	0.371	0.117	0.711	0.094	0	2	0	0	0	24.373259940620173	3.0232983749055182
CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21	7.332788937728936	0.13489489489489487	1.3873542066574884	2.23	0.167	0.082	0.371	0.072	0	7	1	0	0	41.40590380839387	8.932171759484172
CCOP(=S)(OCC)SCSCC	7.313332491228071	0.15062783581302097	1.1813571338344764	2.07	0.375	0.111	0.668	0.094	0	0	0	0	0	6.923737199690624	0.0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	7.661982166666665	-0.21883490299428093	0.7068957617931677	2.24	0.243	0.095	1.506	0.123	0	2	0	0	0	4.899909730850478	1.8044851215940465
N=C(N)N1CCc2ccccc2C1	7.448476888888889	-0.29855930023154104	0.6997819504397479	2.24	0.508	0.15	1.124	0.072	0	6	0	0	0	18.19910120538483	2.684212962962963
CC1(C)S[C@@H]2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O	7.948754849315068	0.2844556032127954	0.5143372586491147	2.24	0.285	0.117	2.651	0.091	2	5	0	0	0	5.316788604006331	0.5622371079483597
COc1ccc2c(c1)[nH]c1c(C)nccc12	7.441238875000001	0.18	1.274891999859261	2.21	0.664	0.098	0.854	0.074	0	5	0	0	0	16.034324110356028	1.886421485260771
CCCCCCCC1OC1CC#CC#CC(=O)CCO	7.392222424242425	0.049639754185208655	0.8786057837459884	2.18	0.268	0.058	1.337	0.087	0	0	0	0	0	30.6054744751132	0.0
CC(C)C1CC2[C@@]3(O)C4O[C@@](O)(C[C@@]2(C)[C@]2(O)CC(OC5OC(CO)C(O)C(O)C5O)C(C)C42)[C@@]13C	7.495855010452961	0.467732864396442	0.8464987774595197	2.29	0.147	0.101	0.814	0.049	0	0	1	0	0	13.847474399381248	0.0
CCc1csc(C)n1	6.718464	0.25183947818478297	0.7364148914899319	2.3	0.687	0.129	0.958	0.269	0	1	0	0	0	17.287778491103747	2.3836574074074077
CC1=CC(=O)CC(C)(C)C1COC1OC(CO)C(O)C(O)C1O	7.813417384615385	-0.22998929657445608	0.9726715480795564	2.27	0.236	0.098	1.822	0.084	0	0	1	0	0	0.0	0.0
C=CCc1ccc(OC)c(OC)c1	7.194368972972972	-0.017115600448933677	1.5540396514532147	2.24	0.478	0.103	0.756	0.077	0	0	1	0	0	6.578935683598497	2.6989002267573703
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	7.736632633333333	0.030367141362149176	0.7432144281148055	2.23	0.378	0.194	2.002	0.244	1	7	0	0	0	4.992404732635669	3.3387035462333094
CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	8.112436078853047	1.5975607627707487	0.5223637648410585	2.12	0.122	0.054	0.819	0.122	3	14	1	4	0	41.34362850188031	-0.04149618205766137
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	7.43568572972973	0.9384615384615385	0.5472903861537328	2.22	0.324	0.15	0.975	0.074	0	0	0	0	0	0.0	1.359105725623584
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	7.621596553846153	0.05303287062075578	0.9125939013751636	2.29	0.28	0.103	2.347	0.142	0	3	0	0	0	15.209103067492478	1.9089205252553019
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1	7.378156528735631	-0.3210392073693297	1.3864277982261757	2.24	0.323	0.095	0.813	0.485	0	4	0	0	0	76.30737852587107	3.582456380700429
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3	7.242492865979381	0.05012345679012341	1.3737978371492114	2.23	0.25	0.147	0.398	0.079	0	3	0	0	0	30.1466829189125	4.25576530612245
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1	7.44992157894737	0.011946241911398784	1.0815059494996075	2.24	0.249	0.074	1.046	0.075	0	8	0	0	0	0.0	2.958602456684188
COc1cccc(CC(C)N)c1	7.390885090909092	-0.1497584541062801	1.3104375580915006	2.24	0.432	0.119	0.741	0.086	0	1	0	0	0	6.06636706846161	2.1226851851851856
O=c1[nH]c2cc(Cl)ccc2o1		0.30543758573388197	0.4969941877344436	2.24	0.367	0.137	4.614	0.241	2	2	0	0	0	4.9839785209472085	0.5782870370370374
CCCCN		-0.22974537037037038	0.9762872856390785	2.38	0.687	0.068	0.97	0.059	0	1	0	0	0	6.923737199690624	0.0
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)c(Cl)c1	7.92329106122449	0.49102592320939314	0.4808841183921204	2.24	0.367	0.085	1.381	0.184	0	10	0	4	0	15.30159806927767	1.5693463776950443
CCC(C)C1OC2(CCC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2	7.513416255892255	0.2482304321470967	1.1308584914479265	2.26	0.093	0.055	0.259	0.031	0	0	1	0	0	40.694706105287	0.0
CCCCCCCCCC(O)CCCCC(O)C1CCC(C(O)CCCCC(=O)CCCCCC(O)CC2=CC(C)OC2=O)O1	7.3945570270270276	0.1209745781817854	0.8071293447491052	2.28	0.112	0.046	0.378	0.04	0	0	1	0	0	6.923737199690624	0.0
C=CC1CC=CCC1	6.718464	-0.3888888888888889	1.2644675925925926	2.29	0.549	0.113	0.751	0.067	0	0	0	0	0	24.80699600410014	0.0
COCC[C@@H]1C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13	7.454622978723403	0.18300884955752206	1.0736509293203282	2.22	0.228	0.114	0.575	0.072	0	12	0	1	0	34.14935652564412	2.4364892237759306
CC1(C)CC[C@@]2(C(=O)O)CC[C@@]3(C)C(=CCC4[C@@]5(C)CCC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CC[C@]43C)C2C1	7.714164854599405	0.07352665165165155	0.8970787398347014	2.26	0.09	0.049	0.672	0.044	0	0	1	0	0	54.54218050466824	0.0
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1	7.0706289230769235	-0.20647435897435892	1.8814125816146752	2.23	0.298	0.158	0.46	0.064	0	6	0	0	0	65.37842799207102	5.8951880196523065
C=C1C[C@]23CC1C(O)CC2[C@]1(C)CCC(O)[C@@](C)(C(=O)O)C1C3C(=O)O	7.750929076023391	0.16892024299431702	0.4230675529054131	2.29	0.209	0.197	1.665	0.07	0	0	0	0	0	6.578935683598497	0.0
CC(C)=CCSCC(N)C(=O)O	7.354913142857143	0.1962284019897189	0.45165926290680847	2.28	0.433	0.068	3.186	0.127	0	0	0	0	0	6.076020106833881	0.0
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	7.153106913043478	-0.16141318623588127	0.38860771948316186	2.28	0.244	0.06	1.528	0.105	0	0	0	0	0	55.53189805436167	0.0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O	7.194698222222223	-0.06600957673622015	0.7064584929045523	2.27	0.208	0.141	0.575	0.053	0	0	0	0	0	19.92349450621513	0.0
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21	8.255608057142856	0.3552893944463032	0.5848065501017807	2.23	0.363	0.151	5.026	0.16	1	9	0	0	1	4.992404732635669	0.3808772675736978
COc1ccc2nc3ccc(=O)cc-3oc2c1	7.830153142857142	-0.0023668639053253276	1.111837474774729	2.24	0.886	0.092	2.194	0.116	0	4	0	0	0	4.9839785209472085	1.848331443688587
CC/C=C\CC(=O)OCC	7.735305523809524	0.3375	0.7570217862946633	2.3	0.454	0.099	0.976	0.055	0	0	0	0	0	0.0	0.0
Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2	7.425922156862745	0.26360298707548036	0.7147175696165933	2.22	0.202	0.095	0.809	0.091	2	1	1	0	0	5.316788604006331	6.73112898666694
NC(=O)CCC(N)C(=O)NC(Cc1cnc[nH]1)C(=O)O	8.006566591549296	-0.06856900492471546	0.5227750486290841	2.33	0.355	0.113	3.214	0.103	2	6	0	1	0	15.284745645900749	0.5725994425547998
CC(=O)c1ccc2ccccc2c1	7.4970164705882345	-0.1473995443749698	0.5542668387398375	2.2	0.945	0.104	1.862	0.085	0	0	0	0	0	0.0	0.7765740740740743
COc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12	7.2680786813186815	-0.0010532053473266826	0.9628242302795801	2.23	0.241	0.125	0.508	0.068	0	0	0	0	0	25.122838405075456	4.0531246719366765
CCOP(=S)(OCC)SCCSCC	7.2325015000000015	0.08229123543183682	1.171716473086218	2.07	0.342	0.151	0.755	0.194	0	0	0	0	0	6.923737199690624	0.0
Cc1ccc(O)cc1	6.718464	-0.299375	0.5756631147711809	2.24	0.897	0.082	1.933	0.088	0	0	0	0	0	0.0	1.498518518518519
CCCCCC(=O)OCC(C)C	7.3093592888888885	0.3275862068965517	0.7012630749815224	2.36	0.368	0.06	0.503	0.046	0	0	0	0	0	6.923737199690624	0.0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21	7.451976114285714	-0.046519949901592327	0.736114841435524	2.23	0.351	0.16	1.987	0.269	0	3	0	0	0	35.64862394631438	5.30575467687075
CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(O)CCCCCC	7.103351921568629	-0.181059793814433	0.8609912434968593	2.35	0.12	0.038	0.2	0.028	0	0	0	0	0	13.847474399381248	0.0
C=C(C)C1CC=C(C)CC1	7.1176319999999995	-0.3770956607495069	1.0579427083333333	2.27	0.439	0.127	0.645	0.05	0	0	0	0	0	26.502430189813627	0.0
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	7.066449971014493	0.8255478662053061	1.0262753144151673	2.25	0.34	0.136	0.663	0.064	1	6	0	0	0	0.0	2.580005668934241
CC/C=C\CCOC(=O)CCCCC	7.578901959183672	0.20273919753086433	0.7262302774548102	2.3	0.313	0.077	0.783	0.05	0	0	0	0	0	25.99951461304901	0.0
CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(SC)O1	7.539999126760562	0.5393131175532948	0.7858606060307891	2.26	0.171	0.136	1.072	0.065	0	0	0	0	0	13.847474399381248	0.0
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1	7.225424044943821	-0.1893463930258944	0.6391670115436849	2.24	0.252	0.083	0.914	0.098	0	0	0	0	0	45.92300911926414	0.0
C=C1CCC[C@]2(C)CC[C@](O)(C(=C)CO)CC12	7.255460179104478	-0.12115556216537766	0.7569222802366168	2.27	0.264	0.138	0.69	0.07	0	0	0	0	0	20.08160856688762	0.0
COc1ccc2c(c1)CC[C@H]1[C@H]2CC[C@]2(C)[C@@H](O)CC[C@H]12	7.2680786813186815	-0.0010532053473266826	0.9628242302795801	2.23	0.244	0.126	0.556	0.067	0	0	0	0	0	25.122838405075456	4.0531246719366765
C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1	7.291116374531835	-0.1679484425349087	1.4749048327739203	2.23	0.18	0.075	0.35	0.058	0	8	0	0	0	102.5821431081469	6.126384778174101
COc1ccc([N+](=O)[O-])cc1	8.980862400000001	0.26895943562610214	0.8502697471140064	2.25	1.043	0.123	4.757	0.168	0	2	0	0	0	0.0	0.6957407407407412
COC(OC)C1(C)Oc2ccc(N)cc2C(N(Cc2nnn(C)n2)c2ccc(Cl)cc2)C1O	7.852182809090908	0.12250399567083226	1.1764254886013068	2.24	0.221	0.065	0.902	0.18	0	10	1	2	0	15.410748712256943	3.6844619565912122
CNCCC=C1c2ccccc2CCc2ccccc21	7.1551088571428565	0.13702954590521527	1.4756778399209238	2.22	0.286	0.128	0.472	0.061	0	1	0	0	0	59.92374525853309	5.764742063492064
CCCNCc1cc(=O)oc2cc(OC)ccc12	7.7425065660377355	0.7845029624753128	0.9542828683552526	2.22	0.356	0.11	2.259	0.136	0	3	0	0	0	12.240525803696954	1.640435589359201
CC(C#Cc1ccc(Cc2ccccc2)s1)NC(N)=O	7.4035371764705875	-0.19358710562414286	0.3557347517812209	2.21	0.328	0.099	1.058	0.077	2	2	0	0	0	35.35675844710245	3.55804385936601
C[C@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	8.238768577777778	0.4675690027195703	0.5534440946349949	2.23	0.289	0.148	3.394	0.127	1	3	0	0	0	5.316788604006331	0.24377856685050792
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC	8.109264333333334	0.20865998422952298	0.8860392058598527	2.24	0.294	0.148	3.848	0.21	0	7	1	0	1	19.688798516641675	1.511872594738342
COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1	7.733884394366198	0.24031701127428534	0.8727683265085886	2.23	0.363	0.086	1.049	0.084	1	14	0	0	0	15.511177443797315	3.5946284279960334
O=S1(=O)NCCCNc2nc(ncc2Br)Nc2cccc1c2	7.811330674418605	0.9181346782398453	0.59036186621488	2.24	0.336	0.242	4.337	0.367	2	15	0	3	0	41.253573012308514	2.627686825501807
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1	8.591500916666668	0.5944887516793871	0.5646993772793403	2.24	0.318	0.137	7.154	0.183	0	8	0	0	1	14.951935562841626	1.1968694622910905
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1	8.112493172413794	1.010435038212816	0.554964372861049	2.23	0.384	0.101	3.744	0.216	3	7	0	0	0	10.30076712495354	1.2904040745660075
CCCc1ccc2ccccc2n1	7.02373448275862	0.592616413686648	0.8804483693190813	2.22	0.514	0.082	0.631	0.063	0	4	0	0	0	36.17318399448427	1.1955555555555557
COCCc1ccc(OCC(O)CNC(C)C)cc1	7.4791821	-0.4156600974782792	1.3876268758271415	2.24	0.267	0.085	0.868	0.071	0	1	1	0	0	5.316788604006331	2.0009136018069107
CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C	7.3687548000000005	0.3161269377485594	0.5670300108047718	2.28	0.313	0.114	2.242	0.165	0	13	0	3	0	48.30490926035803	0.8403788737717311
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12	7.454726472727273	-0.058299731182795696	1.1901059688400604	2.22	0.25	0.137	0.893	0.074	0	6	0	0	0	22.538844042230064	1.743282807460297
CCCC(C)(COC(N)=O)COC(=O)NC(C)C	7.4952895058823525	0.7274927989213701	0.5526248027337161	2.33	0.291	0.073	1.513	0.107	4	2	0	0	0	5.316788604006331	0.0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	7.716103200000001	0.27798696437222037	0.5925431334687216	2.23	0.397	0.148	4.827	0.303	0	4	0	0	0	0.0	1.495791761148906
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C	7.196845607305936	-0.04732469579874353	0.4411162369852846	2.29	0.171	0.113	0.935	0.076	0	0	0	0	0	20.771211599071872	0.0
CCCCCCCCCCCCCCCCCCCc1cc(O)cc(O)c1	7.091182222222223	0.1292816812584569	0.5863438352581811	2.24	0.178	0.054	0.638	0.07	0	0	0	0	0	6.923737199690624	1.3633396990165376
