idx_together;idx_separated;SMILES;Index;Binary_Characterization;ID;subset;COMPOUND_KEY;Characterization
370;370;CS(=O)(=O)OCCCCOS(C)(=O)=O;371;0;S(OCCCCOS(=O)(=O)C)(=O)(=O)C;training;;
371;371;CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1;372;0;O(C(=O)c1ccc(N)cc1)CCCN(CCCC)CCCC;training;;
372;372;CCCCOC(=O)c1ccc(N)cc1;373;0;O(C(=O)c1ccc(N)cc1)CCCC;training;;
373;373;CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O;374;0;O1C(=O)C2=C(C[C@@H](CC3=C(C[C@@H]2CCC)C(OC3=O)=O)CC)C1=O;training;;
374;374;O=C(O)[C@@H](O)[C@@H](O)C(=O)O;375;0;OC(=O)[C@@H](O)[C@@H](O)C(O)=O;training;;
375;375;CC1=C[C@@H]2[C@@H](C(C)C)CC[C@](C)(O)[C@H]2CC1;376;0;O[C@@]1([C@@H]2[C@H](C=C(CC2)C)[C@H](CC1)C(C)C)C;training;;
376;376;CC(=O)OC[C@@]1(O)C[C@]23CC[C@H]4c5ccoc5CC[C@@]4(C)[C@H]2CC[C@@H]1C3;377;0;o1c2CC[C@@]3([C@@H](CC[C@@]45[C@@H]3CC[C@H](C4)[C@](O)(C5)COC(=O)C)c2cc1)C;training;;
377;377;O=C(O)/C=C/c1ccc(O)c(O)c1;378;0;Oc1cc(ccc1O)\C=C\C(O)=O;training;;
378;378;O=C(O)CN(CC(=O)O)Cc1cc2c(-c3ccccc3C(=O)O)c3cc(CN(CC(=O)O)CC(=O)O)c(=O)cc-3oc2cc1O;379;0;O1C2=CC(=O)C(=CC2=C(c2cc(CN(CC(O)=O)CC(O)=O)c(O)cc12)c1ccccc1C(O)=O)CN(CC(O)=O)CC(O)=O;training;;
379;379;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1;380;0;O1CC2=C(C=C3N(Cc4c3nc3c(c4)cccc3)C2=O)[C@@](O)(CC)C1=O;training;;
380;380;N=C(N)NOCC[C@H](N)C(=O)O;381;0;O(NC(N)=N)CC[C@H](N)C(O)=O;training;;
381;381;CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;382;1;O(C(O[C@@H](OC(=O)c1c2n(Cc3ccc(cc3)-c3ccccc3-c3[nH]nnn3)c(OCC)nc2ccc1)C)=O)C1CCCCC1;training;;
382;382;C[C@@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)O;383;0;O=C1CC[C@]2([C@@H]3[C@H]([C@@H]4CC[C@@](O)(CCC(O)=O)[C@@]4(CC3)C)C=CC2=C1)C;training;;
383;383;C[C@@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)[C@H]1CC[C@]21CCC(=O)O1;384;1;O1[C@]2(CCC1=O)CC[C@H]1[C@H]3[C@H](CC[C@]12C)[C@]1(C(=CC(=O)CC1)C=C3)C;training;;
384;384;C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1;385;0;O1C(=O)[C@]2([C@H]3O[C@H](CC3)[C@@]2(C)C1=O)C;training;;
385;385;N=C1NCC[C@H]([C@@H]2NC(=O)/C(=C\NC(N)=O)NC(=O)[C@@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@@H](CO)NC(=O)[C@H](N)CNC2=O)N1;386;0;O=C/1N[C@@H]([C@@H]2NC(NCC2)=N)C(=O)NC[C@@H](N)C(=O)N[C@H](CO)C(=O)N[C@H](CNC(=O)C[C@@H](N)CCCN)C(=O)N\C\1=C\NC(=O)N;training;;
386;386;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)[C@]2(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1;387;0;O[C@H]1CC(C)(C)C(\C=C\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C(=O)[C@@]2(C[C@@H](O)CC2(C)C)C)/C)/C)\C)\C)=C(C1)C;training;;
387;387;COC(=O)C[C@H]1C(C)(C)C(=O)[C@@H]2C[C@@H]3C4=CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@@]1(C)C2=O;388;1;O1[C@H]([C@]2(CC[C@H]3[C@@H](C2=CC1=O)C[C@H]1C(=O)C(C)(C)[C@H](CC(OC)=O)[C@]3(C)C1=O)C)c1ccoc1;training;;
388;388;COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-];389;0;O(C(=O)N\N=C\c1[n+]([O-])c2c([n+]([O-])c1)cccc2)C;training;;
389;389;CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O;390;0;S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@@H](C(O)=O)c1ccccc1;training;;
390;390;CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@@H]1CC[C@@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C;391;1;O=C1[C@H]2[C@@](CC[C@H]3[C@@]2(CC[C@H](OC(=O)CCC(O)=O)C3(C)C)C)(C)[C@@]2(CC[C@@]3([C@H](C2=C1)C[C@](CC3)(C(O)=O)C)C)C;training;;
391;391;CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1;392;0;O(C(=O)C1(CCCC1)c1ccccc1)CCOCCN(CC)CC;training;;
392;392;C[C@](Cc1ccc(O)c(O)c1)(NN)C(=O)O;393;0;Oc1cc(ccc1O)C[C@@](NN)(C(O)=O)C;training;;
393;393;CCOC(=O)n1ccn(C)c1=S;394;0;S=C1N(C=CN1C)C(OCC)=O;training;;
394;394;CN(C)CCO[C@@H](c1ccc(Cl)cc1)c1ccccn1;395;0;Clc1ccc(cc1)[C@H](OCCN(C)C)c1ncccc1;training;;
395;395;CNC(=O)Oc1cccc2c1OC(C)(C)C2;396;0;O1c2c(CC1(C)C)cccc2OC(=O)NC;training;;
396;396;CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C;397;0;O(C[C@@](CCC)(COC(=O)N)C)C(=O)NC(C)C;training;;
397;397;Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O;398;1;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1Oc1c(O)c(O)c2c(c1O)C(=O)c1c(cc(O)c(C(O)=O)c1C)C2=O;training;;
398;398;CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O;399;0;FC1=CN(C(=O)NCCCCCC)C(=O)NC1=O;training;;
399;399;O=NN(CCCl)C(=O)NCCCl;400;0;ClCCN(N=O)C(=O)NCCCl;training;;
400;400;[NH3+]CCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-];401;1;O=C(N[C@@H](Cc1nc[nH]c1)C(=O)[O-])CC[NH3+];training;;
401;401;C[C@H](C(=O)[O-])c1ccc2c(c1)[NH2+]c1ccc(Cl)cc1-2;402;1;Clc1cc2-c3c([NH2+]c2cc1)cc(cc3)[C@@H](C(=O)[O-])C;training;;
402;402;C=C1C[C@@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C;403;0;O1[C@H]2CC([C@@H]3[C@@H](CC[C@@]12C)C(C3)(C)C)=C;training;;
403;403;C=C1C/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C;404;0;[C@@H]12[C@H](CC1(C)C)C(CC=C(CC2)C)=C;training;;
404;404;CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1ccc(OC(C)=O)c(OC(C)=O)c1)[C@@H](OC(C)=O)C2;405;0;O1c2c(C[C@H](OC(=O)C)[C@H]1c1cc(OC(=O)C)c(OC(=O)C)cc1)c(OC(=O)C)cc(OC(=O)C)c2;training;;
405;405;O=C(Oc1cc(OC(=O)c2ccccc2)c2c(c1)O[C@H](c1ccc(OC(=O)c3ccccc3)c(OC(=O)c3ccccc3)c1)[C@@H](OC(=O)c1ccccc1)C2)c1ccccc1;406;0;O1c2c(C[C@H](OC(=O)c3ccccc3)[C@H]1c1cc(OC(=O)c3ccccc3)c(OC(=O)c3ccccc3)cc1)c(OC(=O)c1ccccc1)cc(OC(=O)c1ccccc1)c2;training;;
406;406;COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@@H](O)C2;407;0;O1c2c(C[C@H](O)[C@H]1c1cc(OC)c(OC)cc1)c(OC)cc(OC)c2;training;;
407;407;COc1cc(O)c(C(=O)c2ccccc2)cc1O;408;0;O(C)c1cc(O)c(cc1O)C(=O)c1ccccc1;training;;
408;408;CC1(C)C(=O)C=C[C@]2(C)C1=C(O)C(=O)[C@]1(C)[C@H]2CC[C@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]321;409;1;o1cc(cc1)[C@@H]1C[C@H]2O[C@]23[C@]2([C@@H](CC[C@]13C)[C@]1(C(C(C)(C)C(=O)C=C1)=C(O)C2=O)C)C;training;;
409;409;C[C@H]1CC[C@@H]2C(C)(C)C3C[C@@]21CC[C@@]3(C)O;410;0;O[C@]1([C@@H]2C[C@@]3([C@@H](CC[C@H]3C)C2(C)C)CC1)C;training;;
410;410;CC(=O)O[C@@]1(C)CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C;411;0;O(C(=O)C)[C@]1([C@@H]2C[C@@]3([C@@H](CC[C@H]3C)C2(C)C)CC1)C;training;;
411;411;N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1;412;0;ClC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1;training;;
412;412;Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@@H](OC=O)c3ccccc3)[C@@H]2SC1;413;0;S1[C@@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1C)C(=O)[C@@H]2NC(=O)[C@@H](OC=O)c1ccccc1;training;;
413;413;Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1;414;0;s1c(nnc1SCC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)Cn1nnnc1)C;training;;
414;414;C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1;415;0;s1cc(nc1N)/C(=N/O)/C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O;training;;
415;415;CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@@H]12)c1csc(N)n1;416;0;s1cnc(C)c1\C=C/C=1CS[C@@H]2N(C=1C(OCOC(=O)C(C)(C)C)=O)C(=O)[C@@H]2NC(=O)\C(=N/OC)\c1nc(sc1)N;training;;
416;416;CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21;417;0;S1[C@@H]2N(C(C(O)=O)=C(C1)CSc1nnnn1C)C(=O)[C@@]2(OC)NC(=O)CSCC#N;training;;
417;417;CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1;418;0;s1cc(nc1N)/C(=N\OC)/C(=O)N[C@H]1[C@H]2SCC(COC(=O)C)=C(N2C1=O)C(O)=O;training;;
418;418;CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21;419;0;s1cccc1CC(=O)N[C@@]1(OC)[C@H]2SCC(COC(=O)N)=C(N2C1=O)C(O)=O;training;;
419;419;Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1;420;0;s1cc(nc1N)/C(=C/CC(O)=O)/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O;training;;
420;420;CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]12)c1ccco1;421;0;S1[C@@H]2N(C(C(O)=O)=C(C1)COC(=O)N)C(=O)[C@@H]2NC(=O)\C(=N\OC)\c1occc1;training;;
421;421;CC1=C(O)C(=O)C=C2C1=CC=C1[C@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@@]12C;422;0;OC=1C(=O)C=C2C(=CC=C3[C@@]4(CC[C@@]5([C@@H](C[C@@](CC5)(C(O)=O)C)[C@@]4(CC[C@]23C)C)C)C)C=1C;training;;
422;422;OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O;423;0;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]1CO)O;training;;
423;423;COc1ccc(-c2oc3cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c(O)c3c(=O)c2OC)cc1O;424;0;O1c2c(C(=O)C(OC)=C1c1cc(O)c(OC)cc1)c(O)c(OC)c(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2;training;;
424;424;CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccccc3)[C@H]2SC1;425;0;S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@@H](N)c1ccccc1;training;;
425;425;O=C(Cc1cccs1)N[C@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@@H]12;426;1;s1cccc1CC(=O)N[C@@H]1[C@@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(=O)[O-];training;;
426;426;CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CCC[C@H](N)C(=O)O)[C@@H]2SC1;427;0;S1[C@@H]2N(C(C(O)=O)=C(C1)COC(=O)C)C(=O)[C@H]2NC(=O)CCC[C@H](N)C(O)=O;training;;
427;427;COC1=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]3[C@@H]1O)OCO4;428;0;O1c2c(OC1)cc1[C@H]3[C@@]4([N@](CCc1c2)CCC4)C=C(OC)[C@H]3O;training;;
428;428;CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1;429;1;s1cccc1CC(=O)N[C@H]1[C@H]2SCC(COC(=O)C)=C(N2C1=O)C(O)=O;training;;
429;429;CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1;430;0;S1[C@H]2N(C(C(O)=O)=C(C1)COC(=O)C)C(=O)[C@H]2NC(=O)CSc1ccncc1;training;;
430;430;COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C;431;0;O1c2cc3[C@H]([N@](CCc3cc2OC)C)Cc2cc(Oc3ccc(C[C@@H]4[N@@](CCc5c4c1c1OCOc1c5)C)cc3)c(OC)cc2;training;;
431;431;O=C([O-])COCCN1CC[NH+]([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1;432;0;Clc1ccc(cc1)[C@H]([NH+]1CCN(CC1)CCOCC(=O)[O-])c1ccccc1;training;;
432;432;C/C=C(/C)C(=O)O[C@@H]1CC[C@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]42O[C@]31O;433;0;O1[C@@]23[C@@H](CC[C@@H]4[C@]1(O)[C@H](OC(=O)\C(=C/C)\C)CC[C@@]24C)[C@]1(O)C[C@H](O)[C@@]2(O)[C@@H](C[N@]4[C@@H](CC[C@@H](C4)C)[C@]2(O)C)[C@]1(O)C3;training;;
433;433;CCOC(=O)CCCCCCCCCCCC[C@@H]1C=CCC1;434;0;O(C(=O)CCCCCCCCCCCC[C@H]1CCC=C1)CC;training;;
434;434;O=C(O)CCCCCCCCCCCC[C@@H]1C=CCC1;435;0;OC(=O)CCCCCCCCCCCC[C@H]1CCC=C1;training;;
435;435;O=C(CCCCCCCCCCCCC1CCCC1)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCCCCCCCCCCCC3CCCC3)cc2)cc1;436;0;S(=O)(=O)(c1ccc(NC(=O)CCCCCCCCCCCCC2CCCC2)cc1)c1ccc(NC(=O)CCCCCCCCCCCCC2CCCC2)cc1;training;;
436;436;CN1Cc2c(ccc3c2OCO3)[C@H]2[C@H](O)Cc3cc4c(cc3[C@@H]21)OCO4;437;0;O1c2c3C[N@@]([C@@H]4[C@@H](c3ccc2OC1)[C@H](O)Cc1c4cc2OCOc2c1)C;training;;
437;437;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@]12C;438;1;O[C@@H]1CC[C@@]2([C@@H](C1)C[C@@H](O)[C@H]1[C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@]3(CC[C@@H]12)C)C;training;;
438;438;O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1;439;0;ClCCN(CCCl)c1ccc(cc1)CCCC(O)=O;training;;
439;439;O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl;440;0;ClC(Cl)C(=O)N[C@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO;training;;
440;440;O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl;441;0;ClC=1C(=O)C(Cl)=C(Cl)C(=O)C=1Cl;training;;
441;441;Cl[C@@H]1[C@H]2[C@@H](C[C@H]1Cl)[C@@]1(Cl)[C@H](Cl)[C@@H](Cl)[C@]2(Cl)C1(Cl)Cl;442;0;ClC1(Cl)[C@]2(Cl)[C@@H]3[C@@H](C[C@@H](Cl)[C@@H]3Cl)[C@@]1(Cl)[C@H](Cl)[C@H]2Cl;training;;
442;442;CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@]21C;443;1;ClC=1C2=CC(=O)CC[C@]2([C@@H]2[C@H]([C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@@]3(CC2)C)C=1)C;training;;
443;443;CN1C(=O)CCS(=O)(=O)[C@@H]1c1ccc(Cl)cc1;444;0;Clc1ccc(cc1)[C@H]1S(=O)(=O)CCC(=O)N1C;training;;
444;444;CC(=O)Oc1ccc(Cl)c2cccnc12;445;0;Clc1c2c(nccc2)c(OC(=O)C)cc1;training;;
445;445;Cc1cc(O)ccc1Cl;446;0;Clc1ccc(O)cc1C;training;;
446;446;O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O;447;0;Oc1cc(ccc1O)\C=C\C(O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O)=O;training;;
447;447;CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1;448;0;Clc1ccc(NC(NC(NC(C)C)=N)=N)cc1;training;;
448;448;NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O;449;0;Clc1cc2N=CNS(=O)(=O)c2cc1S(=O)(=O)N;training;;
449;449;COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1;450;0;Cl\C(=C(/c1ccc(OC)cc1)\c1ccc(OC)cc1)\c1ccc(OC)cc1;training;;
450;450;Oc1c(Cl)cc(Cl)c2cccnc12;451;1;Clc1cc(Cl)c2c(nccc2)c1O;training;;
451;451;Cc1cc(O)cc(C)c1Cl;452;0;Clc1c(cc(O)cc1C)C;training;;
452;452;CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1;453;0;Clc1ccc(cc1)[C@@H](CCN(C)C)c1ncccc1;training;;
453;453;CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1;454;0;Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1;training;;
454;454;CC(C)OC(=O)Nc1cccc(Cl)c1;455;0;Clc1cc(NC(OC(C)C)=O)ccc1;training;;
455;455;CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21;456;0;Clc1cc\2c(Sc3c(cccc3)/C/2=C\CCN(C)C)cc1;training;;
456;456;CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl;457;0;Clc1cc(Cl)c(Cl)nc1OP(=S)(OCC)OCC;training;;
457;457;Cc1ccc2c(Cl)cc(Cl)c(O)c2n1;458;0;Clc1cc(Cl)c2c(nc(cc2)C)c1O;training;;
458;458;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12;459;0;Clc1c2c(C(=O)C=3[C@H](C[C@@H]4[C@@](O)(C(=O)C(C(=O)N)=C(O)[C@H]4N(C)C)C=3O)[C@@]2(O)C)c(O)cc1;training;;
459;459;NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl;460;0;Clc1ccc(cc1S(=O)(=O)N)[C@@]1(O)NC(=O)c2c1cccc2;training;;
460;460;C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3CC[C@@H]4CC(=O)CC[C@@]4(C)[C@@H]3C=C[C@]12C;461;1;O=C1CC[C@@]2([C@@H](C1)CC[C@@H]1[C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@]3(C=C[C@H]12)C)C;training;;
461;461;CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4CC(=O)CC[C@@]4(C)[C@@H]3CC[C@@]21C;462;0;O=C1CC2=CC[C@@H]3[C@H]4CC[C@H]([C@@H](CCCC(C)C)C)[C@]4(CC[C@H]3[C@@]2(CC1)C)C;training;;
462;462;CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C;463;0;O=C1CC[C@]2([C@H](C1)CC[C@H]1[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CC[C@@H]12)C)C;training;;
463;463;CC(C)CCC[C@H](C)[C@@H]1CC[C@H]2[C@@H]3C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@@]4(C)[C@H]3CC[C@]21C;464;0;O[C@]12C[C@@H](O)CC[C@]1([C@@H]1[C@H]([C@@H]3CC[C@@H]([C@H](CCCC(C)C)C)[C@@]3(CC1)C)C[C@H]2O)C;training;;
464;464;CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C;465;0;[C@H]12CCCC[C@@]1([C@@H]1[C@H]([C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CC1)C)CC2)C;training;;
465;465;CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@@]21C;466;0;O[C@@H]1CC2=CC[C@@H]3[C@H]4CC[C@H]([C@@H](CCCC(C)C)C)[C@]4(CC[C@H]3[C@@]2(CC1)C)C;training;;
466;466;CC(=O)O[C@H]1CC[C@]2(C)C(=CC[C@@H]3[C@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@H]32)C1;467;0;O(C(=O)C)[C@@H]1CC2=CC[C@@H]3[C@H]4CC[C@H]([C@@H](CCCC(C)C)C)[C@]4(CC[C@H]3[C@@]2(CC1)C)C;training;;
467;467;COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]12C;468;1;O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@@H](CCC(OC)=O)C)[C@]13C)[C@H](O)C[C@@H]1C[C@H](O)CC[C@@]12C;training;;
468;468;O=C(O)c1cc(=O)c2ccccc2o1;469;0;O1c2c(cccc2)C(=O)C=C1C(O)=O;training;;
469;469;C[C@@H]1O[C@H](O[C@H]2[C@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CC[C@@H]5[C@]6(C)CC[C@H](O[C@H]7O[C@@H](C)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]3(C)C[C@@H]4O)OC[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;470;1;O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@H]1C)O[C@@H]1[C@H](O)[C@@H](O)CO[C@H]1OC(=O)[C@@]12[C@@H](CC(CC1)(C)C)C1=CC[C@H]3[C@](CC[C@@H]4[C@]3(CC[C@H](O[C@H]3O[C@@H](C)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H]3O)C4(C)C)C)(C)[C@@]1(C[C@@H]2O)C;training;;
470;470;CCOC(=O)[C@H]1[C@@H](C=C(C)C)C1(C)C;471;0;O(C(=O)[C@H]1[C@@H](\C=C(\C)/C)C1(C)C)CC;training;;
471;471;CC(C)=C[C@@H]1[C@H](C(=O)O)C1(C)C;472;0;OC(=O)[C@H]1[C@@H](\C=C(\C)/C)C1(C)C;training;;
472;472;CC(C)=C[C@@H]1[C@@H](CO)C1(C)C;473;0;OC[C@@H]1[C@@H](\C=C(\C)/C)C1(C)C;training;;
473;473;COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1;474;0;O1c2c(C(=O)C=C1c1ccccc1)c(OC)cc(OC)c2;training;;
474;474;O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12;475;0;O1c2c(C(=O)C=C1c1ccccc1)c(O)cc(O)c2;training;;
475;475;Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O;476;0;Oc1c2c(cc(c1)C)C(=O)c1c(C2=O)c(O)ccc1;training;;
476;476;COC(=O)C[C@H]1[C@@]2(C)C[C@]34O[C@]5(C)O[C@@]6([C@H](OC)[C@@]3(OC)[C@H]2OC(C)=O)[C@H]2/C(=C(/OC)C(C)C)C(=O)O[C@@H](c3ccoc3)[C@]2(C)[C@@H](OC(=O)C(C)C)[C@@H](OC)[C@]6(O5)[C@]14C;477;1;O1[C@H]([C@]2([C@@H]([C@]34O[C@]5(O[C@]67C[C@](C)([C@H](CC(OC)=O)[C@]6([C@@]3(O5)[C@H](OC)[C@@H]2OC(=O)C(C)C)C)[C@H](OC(=O)C)[C@]7(OC)[C@H]4OC)C)\C(=C(\OC)/C(C)C)\C1=O)C)c1ccoc1;training;;
