SMILES	SLogP	GATS6s	PEOE_VSA6	GATS3se	VSA_EState5	EState_VSA3	ATSC3dv	ATSC8p	JGI10	JGI8	GATS1d	VSA_EState3	GATS4p	MCBO	AATSC0v	GATS8d	ATSC6se	GATS3d	GATS6Z	MINssCH2	observed	predicted
c1ccc(CN2CCC[C@@H](n3nnc4cnc5[nH]ccc5c43)C2)cc1	-0.38	0.47	0.57	0.14	-0.01	-1.05	0.67	0.48	-1.4	-1.45	-1.29	0.01	-0.95	1.52	-0.0	-0.81	-0.18	-0.84	0.74	1.44	1	0
CCCOC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3cc(OCC)nc4c(C)c(OC)ccc34)CN2C1=O	0.1	0.17	0.36	0.63	-0.59	3.33	1.01	-0.69	0.27	-0.28	0.37	-0.44	-0.77	-0.91	-0.17	0.06	-1.88	-0.23	-0.13	-0.79	1	1
COC(=O)N[C@@H]1CC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1	-0.94	-0.02	-1.47	-0.79	-0.01	-1.05	-0.09	1.08	0.39	0.53	-0.96	-0.62	-1.22	0.9	-1.04	-1.18	0.01	0.17	1.38	1.2	0	0
O=C(NO)C(CCN1C(=O)c2ccccc2C1=O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1	-0.24	0.02	1.28	-0.53	-1.42	-1.12	0.08	-0.14	-0.68	0.62	0.06	-0.2	1.73	0.9	-0.51	1.46	-0.36	1.53	-1.0	-1.62	1	1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=S)NCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O	-0.25	0.21	1.46	1.84	-1.72	1.43	-1.11	-1.09	0.79	0.92	1.86	6.02	0.01	-2.98	-0.36	0.65	-0.84	1.85	0.03	-0.51	0	0
CNc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1	-1.42	1.93	-0.08	-0.13	0.09	-1.07	0.8	0.43	-2.42	-1.57	-0.64	0.13	1.06	2.07	-0.26	-2.76	-1.92	1.42	1.48	0.83	1	1
O=C(NCCc1ccccn1)c1ccc2c(c1)CC(c1nc3ccc(-c4cn[nH]c4)cc3c(=O)[nH]1)CO2	-0.19	0.9	-0.78	0.46	0.62	1.7	-1.14	1.3	-0.62	-0.77	-0.79	0.04	0.27	1.59	-0.65	0.47	0.98	0.06	-0.06	0.11	0	0
CC(=O)NCCO/N=C/c1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)c(F)c1F	-0.77	-0.37	-1.18	0.16	-3.01	-1.21	0.66	0.63	-0.23	0.18	-0.12	0.76	-0.77	-1.13	0.09	1.21	2.26	-1.59	-2.31	-1.64	0	0
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1	-0.1	-0.14	-1.47	2.38	-0.01	-1.05	-0.19	0.54	1.73	1.25	0.58	-0.61	-1.48	0.28	-0.4	-1.85	0.12	-1.49	0.8	1.18	0	0
C[C@H](COc1ccc(-c2ccc(=O)n(C)n2)cc1)CN1CCC[C@H]1C	-0.52	-1.52	-1.08	1.2	0.83	-0.66	-0.39	0.32	0.76	-0.17	0.14	-0.59	-0.56	-0.54	0.46	2.07	0.52	0.08	0.1	0.84	0	0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C	-1.36	-1.01	-1.08	-0.12	0.36	-0.67	-0.87	0.22	-2.42	1.43	-0.79	-0.78	-0.03	-1.16	-0.12	1.78	0.54	2.98	-1.39	1.65	0	0
c1cc2c(ncc3ncn([C@H]4CC[C@H](NCC5CC5)CC4)c32)[nH]1	-0.2	-0.14	-1.47	0.39	0.59	-1.05	1.04	0.66	-0.87	-0.58	-0.47	-0.52	-0.83	0.68	0.41	-0.79	-0.03	-0.89	0.68	1.98	0	0
C[C@H]1CN(c2cc(N(CCO)Cc3cccc4ccccc34)[nH]c(=O)n2)CCO1	-1.09	1.95	0.96	0.68	0.78	1.45	-0.59	-0.33	-0.85	-0.47	-0.6	0.22	0.84	0.19	0.02	-0.4	-1.63	0.25	0.86	-0.79	0	0
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](c2csc(-c3ccccc3)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	0.41	1.41	1.81	0.2	-1.64	-0.61	0.72	2.09	0.39	0.85	1.25	-0.22	-1.81	-0.57	0.63	-0.19	-3.06	-0.3	0.56	-0.42	0	0
c1ccc2c(c1)CC(c1nc3ccc(-c4ccncc4)cc3[nH]1)CO2	0.48	-0.7	-0.08	1.35	1.37	-1.01	-0.97	0.42	-0.58	-1.93	-1.12	-1.04	0.12	1.93	0.41	1.59	0.14	0.36	-0.27	0.71	1	1
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)c5ccc(C)s5)C(=O)N4C3)cc(OC(C)C)nc2c1C	0.85	0.21	-0.04	1.08	-0.77	2.8	0.73	-1.98	0.43	-0.14	0.43	-0.42	-1.13	-0.46	0.51	0.2	-1.29	-0.5	-0.38	-0.76	0	0
Nc1ncccc1-c1nc2cccnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1	0.23	-0.1	0.27	0.36	0.59	0.1	0.16	-0.01	0.02	-0.86	-1.6	-0.73	-0.45	1.86	-0.51	-1.06	-0.04	-0.11	0.43	0.19	0	0
CCCCS(=O)(=O)CCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC	0.78	-0.56	-0.71	1.96	1.75	2.57	-0.09	-0.03	-0.09	0.01	0.31	-0.64	0.74	-0.69	0.14	0.26	-0.28	-0.25	-0.53	-0.55	0	0
COc1cc(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C2)c2ccc(OC)c(C)c2n1	0.1	-0.03	-0.04	1.05	-0.65	2.48	0.22	1.38	0.15	0.02	0.89	-0.44	-0.9	-0.91	-0.17	-0.14	-1.43	-0.56	-0.26	-0.81	1	1
COc1cccc(CNC(=O)c2[nH]c3nc(-c4cn[nH]c4)ccc3c2CN2CCN(C)CC2)c1	-0.74	1.37	-0.78	-0.39	0.37	0.15	-0.06	-0.42	-0.8	-0.21	-1.22	0.11	0.95	0.44	-0.25	1.03	-0.34	0.08	0.38	0.15	1	1
CC[C@H]1C[C@@H](C(=O)NC[C@H]2CCCO2)CN(Cc2nc(-c3ccccc3)oc2C)C1	0.09	2.59	0.34	1.01	1.36	0.18	-0.39	-0.86	-0.43	-1.03	0.24	-0.71	-0.72	-0.99	0.42	0.35	-1.13	-0.47	1.22	0.65	1	1
Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1	-0.24	-0.26	0.27	0.93	0.88	-1.07	-0.32	0.36	-0.94	-0.17	-1.5	0.01	1.2	2.37	-0.73	0.45	-0.02	-0.47	-0.04	-0.05	1	1
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCOCC4)c3)nn12	0.23	-0.05	-0.43	1.0	0.82	-1.06	-0.24	0.34	-0.56	-1.54	-1.74	-0.19	0.88	0.9	-0.06	0.22	-0.27	0.63	0.34	0.93	1	1
CS(=O)(=O)CCCn1c(Cn2c(=O)n(CC(F)(F)F)c3ccncc32)nc2ccccc21	-0.77	-1.08	-0.78	-0.08	0.25	0.43	-2.0	-0.45	1.2	0.02	1.39	-1.04	0.3	0.9	-1.43	0.42	-0.35	-1.26	-1.43	-3.89	0	0
O=C(C(O)c1ccc(Br)cc1)N1CCN(c2ccc3[nH]ncc3c2)CC1	-0.69	0.11	0.14	-0.47	-0.16	-0.23	-0.64	1.42	-0.19	1.09	-0.48	0.91	0.74	0.5	0.96	-0.55	0.2	1.04	-1.49	0.56	1	1
O=C(C1CCNCC1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1	-0.62	-0.6	-0.43	-1.65	-0.06	-0.65	1.91	0.07	0.33	0.48	2.13	-0.7	1.22	-0.35	-0.05	0.51	2.28	-0.09	-0.89	-0.24	0	1
O=C(Nc1cc2ccccc2cc1C(=O)N[C@H](C(=O)O)C1CCCCC1)Nc1c(Cl)cccc1Cl	2.07	2.15	2.71	-1.2	-1.1	-1.44	1.11	0.47	-0.43	0.64	0.15	1.06	-0.09	0.02	0.51	1.11	-1.11	-0.6	-0.78	0.91	1	1
Cc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)cc1C	-0.49	1.69	-1.13	0.54	-0.04	0.13	-1.09	-0.01	1.15	-0.87	0.61	-0.75	1.61	0.68	0.84	-0.59	-0.3	0.36	3.76	0.07	1	1
COCCOc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC	0.82	-0.53	-0.43	1.04	2.13	2.61	-0.52	-0.15	-0.44	-0.57	-1.36	-0.64	0.71	0.11	-0.3	0.2	0.54	0.67	0.32	0.15	0	1
Cc1c(C(=O)Nc2ccc(F)cn2)nn(C)c1-c1ccc(F)cc1	-0.25	-0.68	-1.47	0.5	-0.66	-0.71	-1.42	0.35	0.18	0.62	-0.89	-0.32	0.4	0.68	-1.6	-0.64	0.22	0.91	-0.49	-1.36	0	0
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N4CCCCC4)cc3)sc2n1	1.08	0.27	1.72	-0.75	0.28	1.5	2.02	0.6	-0.31	0.18	0.3	-0.67	0.15	0.04	1.15	0.7	-0.42	0.18	0.78	0.5	1	1
CCOC(=O)CCn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1	0.7	-0.99	-0.46	0.41	-0.65	2.95	-1.65	-0.3	-0.03	0.2	-0.9	0.24	0.09	0.31	-0.52	-0.36	-0.25	-0.49	-0.79	-0.14	1	1
Cc1nnc(-c2ccc(F)c3c(C(=O)C(=O)N4CCN(C(=O)c5ccccc5)CC4)c[nH]c23)[nH]1	-0.79	-0.38	-0.43	-0.43	-0.79	1.25	0.03	0.46	-0.22	0.02	-1.34	-0.2	0.69	1.05	-1.4	0.23	1.3	0.36	0.21	-0.27	1	1
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C1CCC1)Cc1cc(F)c(F)cc1F	-1.0	-0.62	-1.1	-0.72	-2.05	-0.2	0.48	0.67	0.16	-0.2	1.03	-0.73	-0.18	-1.67	-0.67	-0.39	-0.47	-0.1	-0.26	-0.9	0	0
Cc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cn1	-0.4	-1.84	-0.43	1.74	0.25	-1.06	-1.45	0.32	0.04	1.39	0.37	-1.04	1.15	1.33	0.7	-1.69	0.15	0.09	-1.61	-2.1	0	0
CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](n2nnc3cnc4[nH]ccc4c32)C1	-0.53	-0.01	-1.17	2.39	-0.01	-1.44	-0.02	0.37	1.73	1.25	0.56	0.29	-2.05	0.28	-0.9	-1.85	-0.01	-1.87	0.92	1.04	0	0
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)C1CCC(F)(F)CC1	0.28	-1.02	-0.43	1.09	-2.45	-1.07	-2.22	0.67	-0.13	-0.29	1.35	-0.35	-0.21	0.07	-0.4	0.84	2.43	-0.07	-0.74	-1.43	1	1
CCC(CC)[C@@H]1CC(O)=C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)C(=O)N1Cc1ccc(F)cc1	0.06	-0.18	0.76	0.08	-0.97	-1.08	0.28	0.22	0.16	1.42	1.08	0.42	-0.11	0.09	0.08	-0.82	1.37	-0.81	-0.53	-0.54	0	0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)CO)C(=O)C(C)(c1cc(F)cc(F)c1)O2	-1.27	-0.8	-0.73	0.46	-1.56	0.83	-1.12	-0.62	0.61	0.96	-0.61	0.17	1.3	-0.35	-1.4	1.29	1.61	0.23	-0.02	-2.34	1	0
O=c1[nH]c(C2CC2)nc2ccc(-c3cn[nH]c3)cc12	-1.06	2.55	-1.13	0.23	0.77	-0.71	0.14	0.77	-2.42	0.62	-0.92	-0.27	0.08	2.25	-0.94	0.49	-0.42	-0.52	1.46	1.74	0	0
CN1CCN(c2ccc(C3CC(c4ccc([N+](=O)[O-])o4)=NO3)cn2)C(=O)C1	-1.39	-1.2	-1.18	-0.6	0.36	0.95	-0.23	-0.6	-0.02	-0.05	-0.47	0.51	0.72	0.14	-2.24	-0.53	0.82	-0.19	-0.67	0.08	0	0
CC(Oc1ccccc1)C(=O)Nc1cc(C(F)(F)F)ccc1-n1cncn1	0.02	-0.25	-0.43	-0.67	-0.09	-1.07	-0.64	0.43	-0.6	-0.57	1.21	-0.37	-0.15	0.14	-2.28	-0.37	0.27	-0.38	-0.07	0.75	1	1
Cc1ccccc1CN(C1CCOCC1)[C@H]1CCNC1	-0.95	-0.33	-0.08	1.43	-0.01	-0.66	-0.76	-0.05	-2.42	-0.71	0.21	-0.67	0.54	-1.67	0.68	-3.01	0.06	2.12	0.09	1.29	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CCC3CCCCC3)c1=O)N2	-0.06	0.25	0.72	-0.42	-0.21	-0.31	2.32	0.6	0.65	0.14	1.03	1.1	-0.77	0.76	0.41	0.55	1.06	-1.87	-0.4	-0.04	0	0
O=C(N[C@H]1CCC[C@@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1	0.92	0.18	0.93	0.76	0.08	-0.29	-0.17	0.58	-0.84	0.41	0.24	-0.63	-1.24	-0.07	0.86	-1.19	0.0	-0.26	-1.13	0.55	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(Cl)cc3)C1=O)N2	0.15	0.41	-0.11	-0.45	-0.47	-1.12	0.56	-0.02	0.55	0.95	1.15	0.55	-0.61	0.5	0.43	-0.35	0.6	-0.95	-0.54	-0.12	0	0
NC(=O)OC(CCN1CCN(c2ccccc2)CC1)c1ccc(F)cc1	-0.35	-0.48	0.27	0.53	-0.21	-1.02	-1.37	-0.61	-0.43	-0.65	0.41	-1.04	1.37	-0.68	0.12	-0.95	0.61	0.87	-0.13	0.63	1	1
Cc1n[nH]c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1	-0.38	0.58	-0.41	2.2	0.54	-1.04	-0.55	0.97	-0.24	-1.3	0.01	-0.36	0.71	-0.13	0.53	2.61	0.03	0.51	-0.17	1.69	0	0
COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N(C)C)cc3)cnc2N)cn1	-0.73	-1.97	-0.78	-0.15	0.54	-0.68	0.01	0.14	0.87	0.5	-0.47	-1.04	-0.75	0.71	0.17	-0.29	0.5	2.49	-1.77	0.99	1	0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc4nonc4c3)cc2n1	-0.27	0.04	-1.13	-0.85	0.9	-1.06	0.81	0.18	-0.12	-0.2	-1.64	0.47	-0.45	0.71	-0.1	0.8	-0.22	-2.2	1.1	1.14	0	0
CN[C@@H]1CCN(C(=O)c2cc3cc(Cl)cc(C)c3[nH]2)C1	-0.79	0.84	-0.81	-0.62	0.02	-0.35	0.03	-0.81	0.75	0.82	-0.67	-0.52	-1.38	-0.13	0.91	0.4	0.17	0.1	-1.38	0.94	0	0
CC(C)(O)CCCn1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2ccccc21	-0.13	-1.2	-0.78	2.17	0.51	-0.21	0.07	-0.97	0.3	-0.21	-0.29	0.02	-0.12	0.9	0.15	1.25	0.19	-0.97	-0.55	0.13	1	1
Cn1c(-c2nccs2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21	2.1	-0.65	0.68	-0.91	-0.8	0.04	-0.12	1.18	1.02	-0.07	-0.21	0.92	-1.04	0.4	0.89	0.66	-1.06	-0.37	2.07	1.81	1	1
NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12	-0.66	1.45	0.24	-1.51	-0.01	0.08	1.06	0.27	1.05	-0.73	-0.88	-0.77	-0.83	1.97	0.21	-0.65	-1.47	0.55	0.27	0.22	0	0
CN1CCN(C(=O)c2nc3cc(Cl)ccc3[nH]2)CC1	-1.48	1.8	-0.81	-0.72	0.2	-0.74	0.41	-0.06	3.23	1.66	-0.63	-0.98	0.28	0.09	0.05	-0.56	-0.38	-0.66	0.2	0.89	0	0
COc1cc2nc(N3CCCN(C(=O)N4CCOCC4)CC3)cc(N)c2c(-c2ccccc2)c1OC	-0.15	-0.6	0.27	-0.16	1.24	2.24	0.46	0.98	-0.28	-0.79	-1.79	-0.95	0.86	-0.39	-0.08	0.09	-0.49	0.92	0.92	0.58	1	1
CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(C4=CCCC4=O)ccc3N2)c1=O	0.26	0.26	0.37	-0.78	-0.29	1.66	2.68	0.43	0.19	0.07	-0.27	1.09	-1.2	1.04	0.28	0.45	1.14	-1.11	0.58	-0.1	1	1
C[C@H](O)CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2)CC1	-0.45	-0.38	-0.43	1.71	0.25	-0.26	-0.98	-0.73	0.57	-0.26	0.04	0.82	-0.01	0.36	0.21	0.49	0.12	0.04	-0.19	0.82	0	0
O=C(NS(=O)(=O)c1ccccc1)c1ccc(F)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12	-0.77	-0.05	0.62	-0.65	-2.47	-1.08	0.65	0.92	0.25	-0.1	-0.14	-1.07	0.4	1.16	-1.07	-0.09	1.06	0.64	0.38	-0.51	0	0
CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]21	-0.71	0.14	-0.68	-0.47	0.04	-0.25	1.49	-1.65	1.24	1.07	1.25	0.46	-1.17	-0.13	0.37	0.11	1.25	-1.24	-0.34	0.43	0	1
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1F	0.37	0.12	0.62	0.01	-1.21	0.15	-0.43	1.21	-0.52	-0.37	0.0	-0.36	1.56	1.01	-0.11	0.39	-0.04	1.54	-0.73	-0.38	1	1
COc1cccc2c(C(=O)N3C[C@H]4CCCN4C[C@H]3CC(C)C)cn(CC3CCCCC3)c12	1.36	1.86	1.12	-0.69	1.45	0.11	1.75	-2.03	0.05	-0.08	-0.3	-0.93	-0.36	-1.13	0.78	0.57	0.47	-0.33	0.66	1.17	1	1
NCC1(c2ccc(-c3ccccc3)cc2)CCCCC1	0.61	0.07	2.77	-1.59	-0.01	-1.44	0.05	-0.38	-0.43	-2.61	-0.11	-1.04	0.95	-0.13	2.16	2.73	0.13	2.68	-0.46	0.96	0	0
Cc1cc(-c2cccc3cc[nH]c23)c(C#N)c2c1NC(C)(C)[C@H](O)[C@H]2C	0.73	0.09	-0.03	0.49	-0.09	-1.08	-0.05	-0.73	1.32	1.58	-0.78	1.64	-0.76	0.9	1.07	-0.12	0.66	0.67	0.27	-0.18	1	1
COc1ccc2c(c1)CC(C(=O)Nc1ccc(-c3cn[nH]c3)cc1OC)CO2	-0.28	0.66	-1.13	0.66	1.06	0.15	-1.35	0.26	-0.62	-0.17	-1.21	-0.02	0.99	0.35	-0.35	-0.31	0.13	1.17	-0.07	-0.02	1	1
CCN(CC)Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O	-1.84	0.68	-0.33	-1.09	-0.41	-0.59	1.33	0.68	1.16	1.37	-1.4	0.53	-0.82	-0.54	-0.98	1.18	-0.63	-0.01	0.76	0.67	0	0
CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(NC(=O)C(F)(F)F)c2)C1	1.07	-1.12	-0.08	-2.51	-0.67	0.94	1.38	1.14	0.45	-0.09	1.0	-0.52	-0.32	-0.13	-1.01	-0.13	0.02	-2.29	-0.62	0.22	1	1
CN1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4ccc(C(F)(F)F)nc4)c3)cc2)CC1	0.09	-2.07	-0.43	-2.51	0.1	0.49	0.41	0.3	0.65	-0.23	0.32	-1.04	1.04	-0.07	-0.94	-0.27	0.48	-0.08	-0.84	0.79	0	0
CNCC1(c2cccc3ccccc23)CCCCC1	0.42	0.38	2.07	-1.67	-0.01	-1.09	0.52	0.45	-2.42	-0.27	-0.49	-0.38	0.09	-0.18	2.03	-3.36	0.06	1.99	0.7	1.68	0	0
CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(-c3ccc(OCC(=O)O)cc3)cc2Cl)c(Cl)c1	1.76	-0.04	3.12	-0.4	-0.53	0.66	-1.45	-0.0	0.76	-0.05	0.25	1.56	-0.68	0.11	0.23	0.69	-1.05	-0.75	3.88	-1.67	1	1
C[C@H](COc1ccc(-c2cn[nH]c(=O)c2)cc1)CN1CCC[C@H]1C	-0.53	-0.45	-0.38	0.74	0.83	-0.66	-0.07	0.21	0.79	-0.78	0.4	-0.39	-0.47	-0.39	0.4	2.47	-0.02	-0.14	0.37	0.83	0	0
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cc(C)ccc3OC)nc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	0.42	1.22	1.08	0.5	-1.22	0.5	0.61	3.21	0.44	0.75	0.89	-0.52	-1.17	-0.88	0.12	0.62	-4.3	0.5	0.72	-0.97	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3(C(F)(F)F)CC3)c1=O)N2	-0.51	-0.37	-1.13	-0.04	-0.86	-0.82	-0.56	0.32	0.68	0.73	1.74	0.99	-1.83	0.76	-1.97	-0.86	1.11	-1.26	-0.24	-2.58	0	0
CN(C)C(=O)Oc1ccc[n+](C)c1	-2.22	-0.1	-1.47	0.21	0.32	-1.07	-0.26	-0.75	-2.42	-3.7	-0.01	-1.04	-2.34	-1.08	-0.84	-4.24	0.07	-0.22	0.81	1.25	0	0
CCN1c2ncc(CCOc3ccc(CC(=O)O)cc3C)cc2C(=O)N(C)c2cccnc21	0.08	-0.18	-0.78	0.6	0.62	1.32	-0.4	0.07	0.33	-0.34	-1.4	-0.1	0.26	0.12	-0.15	-1.9	-0.85	0.41	0.69	-0.79	0	0
CC(C)N1CCN(c2ccc(NC(=O)c3ccc(-c4ccccn4)cc3)c(F)c2)CC1	0.72	0.8	-0.43	0.25	-0.49	-0.69	-0.3	-0.45	-1.26	1.01	-0.53	-0.76	1.35	0.07	0.57	0.42	-0.27	1.0	-0.59	1.16	0	0
CC(C)CCn1nc(-c2cncs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	-1.16	0.33	-0.68	0.29	-0.4	-0.71	1.47	-0.12	1.0	0.57	1.02	0.87	-1.0	0.9	-0.42	0.44	0.49	-2.11	-0.1	-0.22	0	0
Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCOCC3)cc21	1.89	-0.21	1.03	-0.73	-0.77	1.73	0.08	1.11	0.28	-0.2	-0.41	0.65	0.16	0.33	0.44	-0.09	-0.77	0.29	0.91	-0.01	0	0
CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC	-0.27	-1.06	0.78	-1.16	0.35	-1.44	1.02	-0.72	-0.32	0.2	-0.68	0.22	0.56	-1.08	-0.0	1.01	-0.19	-1.11	-0.08	1.23	0	0
O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)c1ccc(O)nc1	0.25	-1.38	-0.08	-0.27	-0.78	-0.24	-1.09	1.08	0.07	-0.89	0.33	0.22	0.35	0.33	-0.38	0.64	0.91	0.35	-0.37	0.04	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3cccs3)C1=O)N2	-0.55	0.22	-1.13	-0.2	-0.32	-0.63	0.48	-0.62	0.8	1.23	1.08	0.67	-1.58	0.76	0.43	-0.19	0.73	-0.7	-0.11	0.09	0	0
O=C(O)CCC(=O)N1CCc2cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc21	1.09	-1.18	-1.18	-1.47	-1.27	0.92	-0.93	0.18	1.07	0.73	1.7	0.27	-0.42	-0.28	-3.89	0.25	10.3	-1.36	-0.88	-1.44	0	0
COc1cc(C2CCN(CC(N)=O)CC2)ccc1Nc1ncc2c(Cl)cc(-c3ccccc3N(C)S(C)(=O)=O)n2n1	0.14	-0.22	0.59	0.48	0.61	1.86	-0.84	-0.85	0.54	0.04	-0.16	-0.16	0.24	0.27	0.15	0.18	-0.29	0.1	-0.27	-0.12	0	1
CCc1ccc(-c2nc3c(=O)n(Cc4ccccc4)c(=O)nc-3n(C)n2)cc1	-1.11	2.89	2.06	-1.43	0.35	-1.06	1.33	0.86	-0.91	0.88	-1.48	-0.58	0.13	1.63	-0.57	1.45	-1.34	-0.93	1.07	-0.43	0	0
O=C(Nc1ccc(C(=O)NCCN2CCCC2)cc1)Nc1ccc(-c2nc(O[C@H]3CCOC3)nc(N3CCOCC3)n2)cc1	-0.47	0.29	-1.47	0.61	0.54	3.42	0.53	-2.01	-0.83	-2.13	-0.12	-0.13	-0.36	-0.5	-0.65	-0.32	-1.06	-0.55	0.29	0.37	0	0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C[C@H](C)O2	-0.84	-0.34	-0.73	1.86	0.91	-1.06	-0.07	-0.34	0.8	1.66	-1.19	-1.04	0.95	-1.08	-0.31	1.42	0.26	0.31	-0.18	0.86	0	0
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21	0.61	1.01	0.71	0.87	-0.01	0.88	0.79	-0.51	-0.19	-0.16	-0.24	-0.93	-0.44	-0.39	0.51	1.35	0.8	-0.53	0.15	0.12	1	1
COc1cccc(CN(CCN2CCCC2)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1	0.39	1.54	-0.08	0.04	0.48	-0.59	-0.52	0.52	-0.88	-1.37	-0.58	-0.0	0.63	-0.1	0.26	0.4	-0.45	0.61	0.33	0.42	1	1
