SMILES	SLogP	GATS6s	PEOE_VSA6	GATS3se	VSA_EState5	EState_VSA3	ATSC3dv	ATSC8p	JGI10	JGI8	GATS1d	VSA_EState3	GATS4p	MCBO	AATSC0v	GATS8d	ATSC6se	GATS3d	GATS6Z	MINssCH2	observed	predicted
O=C(NCCC(c1ccccc1)c1ccccc1)c1ccccn1	0.26	-0.5	2.36	-1.12	0.07	-0.65	-0.03	0.98	-1.71	-1.45	-0.35	-0.73	0.67	0.9	1.31	0.41	-0.04	1.31	0.39	0.57	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3F)C1=O)N2	-0.12	-0.08	-1.13	-0.52	-2.04	-1.44	0.21	-0.23	0.64	0.8	1.13	0.47	-0.63	0.38	-0.48	-0.26	0.71	-0.88	-0.33	-1.18	0	0
COc1ccc(CN2C(=O)c3cccc(N4CCN([C@H](C)c5ccccc5)CC4)c3C2=O)cc1OC	0.51	1.01	0.96	-0.48	0.39	0.42	0.08	0.98	0.05	-0.05	-1.61	-1.04	1.51	0.04	0.53	0.72	-0.48	1.7	0.42	-0.37	1	1
CCc1nn(CCO)c(CC)c1Oc1cc(C)cc(C#N)c1	-0.5	-0.38	-0.68	0.86	0.84	-0.28	0.21	0.1	0.08	0.33	-1.49	1.36	-0.17	-0.27	0.21	0.04	0.29	0.14	0.51	-0.67	1	1
N[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1	-0.94	-0.06	-1.47	0.07	-0.01	-0.66	0.76	0.17	-2.42	1.68	-0.92	-0.92	-0.7	1.17	-0.14	-0.46	-0.19	-0.73	1.14	1.69	0	0
CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)[C@H]2[C@@H]1[C@H]1CC[C@@H]2C1	-0.71	0.14	-0.68	-0.47	0.04	-0.25	1.49	-1.65	1.24	1.07	1.25	0.46	-1.17	-0.13	0.37	0.11	1.25	-1.24	-0.34	0.43	1	1
O[C@@H](CN1c2cccc(-c3cccc(OC(F)(F)F)c3)c2CC[C@@H]1c1cccc(OC(F)(F)C(F)F)c1)C(F)(F)F	3.04	-1.12	0.62	-2.81	-0.73	-0.72	1.08	-0.17	1.36	1.0	2.72	0.01	0.25	-1.24	-2.77	0.04	-1.03	-1.25	-0.62	-2.94	0	0
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)O2	-1.18	-0.37	-0.73	1.0	0.64	0.95	-0.04	-0.42	0.55	1.36	-1.4	-1.04	1.0	-0.82	-0.63	1.81	0.67	0.58	-0.23	0.45	0	0
Cn1c(-c2ccc(F)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21	1.98	-0.88	0.31	-1.01	-1.04	1.24	0.21	1.9	0.47	-0.21	-0.33	0.63	-0.44	0.54	0.17	0.31	-0.64	-0.23	0.81	0.42	0	0
COc1ccc2c(c1)CC(c1nc3ccc(-c4ccnc(N)n4)cc3o1)CO2	-0.05	-0.44	-1.13	1.62	1.63	-0.27	-1.55	0.08	-0.5	-0.89	-1.23	-1.04	0.41	1.27	-0.77	0.88	-0.0	-0.15	-0.3	0.41	0	0
CCC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c1=O	-0.81	0.23	0.04	-0.42	-0.66	-0.32	2.55	-0.46	0.38	-0.11	-0.02	1.08	-0.49	0.47	-0.23	1.6	0.24	-1.47	0.79	-1.7	1	1
O=C(Nc1nc(-c2ccncc2)cs1)C1COc2ccccc2O1	-0.49	0.84	-0.78	1.57	0.57	-0.36	-0.59	0.6	-0.58	-1.83	-0.57	-0.49	-0.3	1.11	-0.79	0.35	-0.04	0.01	2.96	-0.38	1	1
Cc1cc(Nc2ccc(Cl)c(C(F)(F)F)c2)n2ncnc2n1	0.13	-0.2	-0.81	-0.96	0.48	-0.32	-0.17	0.29	-2.42	3.41	1.01	-0.36	2.28	0.43	-3.67	1.27	-1.18	-0.56	0.1	0.33	0	0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)CC3(CCCC3)N(Cc3ccc(F)cc3)C1=O)N2	-0.29	0.05	-0.04	0.12	-0.96	-0.25	-0.49	0.52	0.59	1.23	1.29	0.42	-0.39	0.48	-0.26	-0.49	0.71	-0.57	-0.02	-0.45	0	0
CC(C)(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3c(OCC(N)=O)cccc32)C(=O)N1Cc1ccc(F)c(Cl)c1	-0.41	0.32	1.43	-0.68	-1.6	-1.08	1.11	-2.0	0.59	0.8	0.47	0.14	-2.03	0.04	-0.46	0.92	0.39	-0.88	-1.04	-2.0	0	0
COc1cc2c(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)ncnc2cc1OCCCN1CCC(F)(F)CC1	0.5	-1.03	-1.47	1.22	-0.42	4.22	-1.74	-0.03	-0.04	-0.69	0.13	0.29	0.37	-0.36	-0.74	-0.01	-0.45	0.2	0.21	-0.95	1	1
c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1	-0.87	-0.17	-0.43	1.41	1.51	-0.66	-0.57	-0.49	-0.21	-1.26	0.06	-1.04	-0.41	-0.39	0.47	0.18	0.07	0.8	0.02	1.05	1	1
Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21	-1.86	0.1	-1.47	-0.94	-1.23	-1.21	1.29	0.48	-0.44	1.09	-0.63	1.15	-2.16	0.35	0.2	1.08	-0.47	-1.07	-2.45	-2.07	0	0
N#CC1(n2cc([C@@H](NC(=O)c3ccon3)C3CCCCC3)nn2)CC1	-0.96	0.64	0.23	-1.54	0.01	-0.69	1.2	-0.6	-1.17	-0.62	0.22	1.55	-0.48	0.28	-1.0	0.43	-0.47	-1.13	0.53	1.01	0	0
CCc1nn(CCO)c(CC)c1Oc1cc(F)cc(C#N)c1	-0.62	-1.5	-0.68	0.79	0.19	0.19	0.16	0.51	0.08	0.33	-1.32	1.33	-0.04	-0.27	-0.49	-0.46	0.5	0.03	0.05	-0.8	0	0
[2H]C([2H])([2H])N(C[C@H]1CCCC[C@]1(O)c1cccc(O)c1)C([2H])([2H])[2H]	-0.96	0.83	-0.04	0.46	-0.35	0.07	0.14	0.72	-2.42	3.23	1.06	1.16	-0.33	-2.53	0.47	-2.26	-0.64	1.59	1.31	-1.35	0	0
CNCCC(c1ccc2cc(F)ccc2c1)n1nnc(C)n1	-0.86	-0.75	-0.43	0.45	0.25	-1.06	-0.51	0.31	2.97	1.06	-0.8	0.8	0.01	0.43	-0.41	-0.01	-0.42	-0.76	0.5	1.1	0	0
CC(C)CCn1nc(-c2ccn(C)c2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O	-1.24	0.3	-0.68	0.11	-0.38	-0.66	1.45	-0.96	0.87	0.31	0.94	0.89	-0.64	0.76	-0.45	0.63	0.45	-2.13	-0.33	-0.2	0	0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCNC(=O)Nc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O	-0.41	-0.06	0.76	1.75	-1.82	-0.23	-1.35	-1.09	0.74	0.92	1.83	5.85	0.29	-2.94	-0.86	0.57	-1.17	1.86	0.16	-0.54	0	0
O=C(NOCCO)c1cc(CN2OCCOC2=O)c(F)c(F)c1Nc1ccc(I)cc1F	-0.49	0.04	-1.47	-0.44	-2.87	-0.88	0.62	0.62	-0.22	-0.26	-0.39	0.21	-1.11	-1.03	-0.41	0.81	2.35	-0.96	-2.5	-2.0	0	0
COc1ccc(C2=Nc3c(C(C)(C)C)nn(CCO)c3C(=O)NC2)cc1-c1cnc(N(C)C)nc1	-0.79	-0.73	-0.28	-0.85	0.62	0.8	0.96	0.78	0.35	0.92	-0.93	0.76	-1.38	-0.28	-0.49	-1.44	1.32	-0.43	-0.18	-1.04	0	0
CC(C)CCn1c(=O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c(O)c2cccn21	-1.49	0.08	-0.68	0.59	-0.26	0.14	0.87	-1.17	1.39	0.67	0.89	0.1	-0.95	1.06	-0.46	-0.22	0.79	-1.71	-0.48	0.02	0	0
CC(C)(C)[C@H](NC(=O)n1c(=O)n(CCN2CCCC2)c2ccccc21)C(N)=O	-1.66	2.17	0.42	-0.32	-0.41	-0.3	1.31	-1.01	2.16	-0.39	0.32	-0.76	-1.01	-0.57	-0.54	2.09	-2.08	0.13	0.67	0.38	0	0
CN(C)CCC(c1ccc2cc(F)ccc2c1)n1ncnn1	-0.83	-0.81	-0.43	-0.22	-0.15	-1.44	-0.14	-0.33	2.97	1.38	-0.53	0.43	-0.22	0.43	-0.41	-0.15	-0.45	-0.56	0.25	1.17	0	0
Cc1ccc(NS(=O)(=O)c2cc3c(cc2N(C)C)NC(=O)CC3)cc1C	-0.44	3.06	-1.13	0.45	-0.05	0.5	-0.95	-0.38	0.56	0.09	0.15	-0.74	1.63	0.11	0.77	-1.26	-1.69	0.54	3.19	0.04	1	1
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](c2csc(-c3cc(OC)ccc3OC)n2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1	0.43	1.21	0.07	0.28	-1.0	0.84	0.55	1.34	0.52	0.64	0.87	-0.25	-1.43	-0.85	0.33	-0.12	-3.47	0.02	0.99	-0.54	0	0
CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C4CC4)ccc3N2)c(O)c2cccn21	-0.97	0.14	-0.68	-0.15	-0.25	0.98	2.75	-2.47	0.87	0.27	0.63	0.36	-0.99	1.05	-0.24	0.63	0.8	-0.94	-0.27	0.03	0	0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCN(CCC#N)C(=O)Nc2ccc(Cl)cc2Cl)[C@H](C)[C@@H](O)[C@]1(C)O	1.25	-0.15	1.05	1.55	-1.9	0.51	-1.65	-1.33	0.83	0.93	1.68	6.68	-0.24	-2.78	-0.3	0.46	-0.97	1.66	-0.95	-0.61	0	0
CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCS(=O)(=O)CC4)n3)cc2)C1=O	-0.91	0.97	1.06	0.76	0.3	0.69	-0.63	0.56	0.32	-0.43	0.92	-1.04	-2.47	-0.19	0.5	-0.0	-1.85	-0.94	0.35	-0.49	1	1
Cc1cccc(NC(=O)c2nn(C)c(-c3ccccc3)c2C)n1	-0.23	1.03	0.62	0.89	0.16	-0.69	-0.62	0.37	-0.71	-0.07	-1.45	-0.28	0.82	0.9	0.18	0.7	0.08	1.26	-0.53	-0.12	0	0
Cc1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cc(F)cc(S(C)(=O)=O)c2)c1	1.45	-0.92	-0.78	0.37	-0.17	-0.69	-1.72	0.15	1.53	0.27	1.18	-1.04	-0.09	0.9	-1.64	-0.39	-0.74	-0.96	-0.6	-0.08	0	0
CC(C)N1C(=O)C(=O)N=C1/N=C(/NC(=O)C(C)(C)C)Nc1ccc(Cl)c(Cl)c1	-0.44	0.53	1.05	-0.36	-1.33	-0.42	1.17	-0.06	0.94	2.31	0.8	-0.38	-2.45	-0.94	-0.2	2.34	-0.27	-1.38	-0.8	-1.07	0	0
C[C@@H]1CCN(Cc2cccc(F)c2F)C[C@@H]1N(C)c1ncnc2[nH]ccc12	-0.06	-0.85	-0.38	-1.39	-0.13	-0.27	0.77	-0.55	-0.31	-0.35	-0.72	-0.94	-0.24	-0.05	-0.25	-0.29	-0.4	0.86	0.23	0.14	1	1
Fc1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1	-0.77	-1.92	-1.47	0.46	1.15	-0.23	-0.76	-0.51	0.66	-0.82	0.27	-1.04	-0.45	-0.54	0.04	0.5	0.2	0.44	-0.36	0.78	1	1
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21	0.89	0.59	0.37	0.98	0.05	0.51	0.66	-0.98	-0.08	-0.87	-0.2	-0.93	-0.76	-0.48	0.56	1.41	1.74	-0.49	-0.02	0.14	1	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)C=C(c1c(O)c(-c3cccs3)nn(CC3CCCC3)c1=O)N2	-0.17	0.53	-0.39	0.11	-0.09	-0.7	1.22	-0.32	0.59	0.49	1.04	1.2	-1.09	1.04	0.43	-0.47	0.7	-1.76	-0.09	0.08	0	0
c1cncc(CN2CCC(n3nnc4cnc5[nH]ccc5c43)CC2)c1	-0.81	0.58	-0.83	0.38	-0.01	-1.05	0.31	1.08	-0.74	-0.9	-1.32	-0.0	-1.05	1.52	-0.55	-0.86	-0.24	-0.47	1.16	1.38	0	0
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(C(C)=O)cc3)cc2n1	0.21	-1.52	-0.08	0.77	0.94	-1.06	0.15	-0.54	0.9	0.57	-1.11	-0.36	-0.02	-0.05	0.93	1.17	-0.19	-1.33	0.81	1.14	1	1
CC(C)(C)[C@H](NC(=O)n1c(=O)n(CCC2CCOCC2)c2ccccc21)C(N)=O	-1.14	2.21	0.42	-0.32	-0.1	0.09	1.24	-1.06	1.67	-0.41	0.58	-0.76	-0.76	-0.7	-0.46	1.94	-2.15	0.01	0.86	0.42	1	1
Clc1ccccc1CC(c1ccccc1)N1CCNCC1	-0.1	-0.13	1.98	0.58	-0.01	-1.05	-0.34	-0.83	-2.42	-0.48	-0.2	-0.59	0.92	-0.33	2.12	-2.2	0.19	1.14	-1.07	1.37	0	0
CCN1c2ncc(CCOc3ccc(C(=O)O)cc3C)cc2C(=O)N(C)c2ccc(Cl)nc21	0.6	0.11	-0.81	-0.1	0.35	2.03	-0.13	-0.14	0.24	-0.09	-1.41	-0.04	-0.02	0.12	-0.21	-2.08	-0.11	0.33	1.0	0.03	0	0
CCC1=C(c2nc(C3CCCCC3)co2)[C@H](c2ccc(O)c(Cl)c2)NC(=O)N1	1.14	1.13	1.04	-1.25	0.57	-0.26	0.91	-0.46	0.34	-0.64	-0.5	0.63	-0.33	-0.39	0.56	1.1	-0.97	-0.67	0.68	0.64	0	0
CC(C)c1ccc(SCC(=O)N2CCOCC2C(=O)OCCCc2cccnc2)cc1	0.02	1.46	0.37	0.27	0.17	0.64	-1.01	-0.86	-0.41	-0.78	0.2	-1.04	0.75	-0.93	1.1	-0.31	-0.67	0.96	1.94	-0.36	0	1
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c(-c3cccs3)nn(CC3CC3)c1=O)N2	-1.18	0.49	-1.13	0.58	-0.33	-0.31	0.94	0.74	0.76	0.84	1.08	1.06	-0.83	1.35	-0.61	-1.02	0.4	-1.84	0.02	0.01	0	0
CC1CCN(C(=O)C2CCC(=O)C2)CC1N(C)c1ncnc2[nH]ccc12	-1.2	-1.54	-1.08	0.45	0.97	0.62	-0.6	-0.29	-0.64	0.33	-0.34	-0.94	-0.72	-0.29	-0.27	-0.73	0.14	1.2	-0.26	0.17	0	0
CCN(Cc1cccc(OCc2noc(-c3ccccc3F)n2)c1)C1CCN(C2CC(C)C(C)C2)C1	1.52	-1.9	1.41	-0.34	1.6	-0.31	0.56	1.67	-0.74	-0.85	-0.04	-0.62	0.58	-0.67	0.55	-0.17	0.08	0.59	-0.15	-0.4	1	1
CNc1nc(NCCCN(C)C)c2sc(-c3ccccc3)cc2n1	0.07	0.54	0.27	0.02	0.95	-1.06	0.67	0.13	-0.13	-0.45	-1.31	-0.35	-0.54	0.04	1.2	1.64	-0.27	-1.82	1.62	1.22	0	1
Cc1cc2c(C(=O)NC[C@@H]3[C@H](C)CCCN3C(=O)c3nc(C)sc3-c3ccccc3)cccc2o1	1.56	2.27	1.01	0.55	0.49	0.5	0.54	-2.42	-0.2	-1.02	-0.98	-0.54	0.66	0.6	1.23	0.31	-1.39	0.05	1.45	0.11	0	0
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)C2CCCC2)(C(C)C)C1	-0.78	-2.05	0.06	-0.23	0.75	0.93	-0.59	2.46	-0.49	0.54	0.71	-0.64	-0.02	-2.38	-0.14	0.38	0.14	1.89	0.11	0.66	0	0
CC(C)C(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@@]1(C(C)C)CC[C@@H](NC2CCOCC2)C1	-0.9	-2.16	0.12	0.37	0.58	0.11	-1.12	1.29	-0.28	0.37	0.91	-0.64	-0.32	-2.47	-0.16	0.28	0.39	1.75	-0.08	0.85	0	0
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1	-0.6	-0.06	-0.78	-0.27	0.01	1.29	-0.35	-1.04	0.29	-0.07	-1.07	-0.57	0.3	0.34	-0.16	-0.03	0.91	0.52	-0.14	0.18	1	1
CNCc1ccccc1-c1ccc(N2CCc3c(C(N)=O)nn(-c4ccc(OC)cc4)c3C2=O)cc1	-0.07	-0.09	0.62	-0.66	-0.14	0.88	0.29	0.27	0.43	-0.23	-1.91	-0.24	0.69	0.76	0.0	0.48	1.23	0.71	-0.14	0.19	0	0
CS(=O)(=O)c1cccc(Oc2cccc(-c3ccnc4c(C(F)(F)F)cccc34)c2)c1	1.75	-0.6	0.27	-0.47	0.45	0.38	-0.76	0.29	0.96	0.08	1.35	-1.0	-0.15	1.23	-0.93	-0.35	-1.28	-0.65	-0.45	0.35	0	0
COCCNC(=O)Cn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1	-0.15	-0.9	-0.46	-0.07	-0.59	3.37	-1.0	-0.01	-0.01	0.04	-0.89	0.52	0.12	0.22	-0.66	-0.14	-0.33	-0.63	-0.62	-0.44	1	1
CC(C)(C)c1ccc(-c2ccc(C#N)cn2)cc1	0.18	-2.12	1.11	-0.89	-0.01	-1.08	-0.09	-0.2	1.88	0.45	0.61	-0.12	-0.47	0.9	1.57	-0.14	0.32	0.12	-1.82	0.13	0	0
CNCCc1c[nH]c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O	-2.73	-0.08	-1.47	-0.95	-0.72	-0.24	1.67	0.46	1.86	0.61	-0.47	-0.37	0.04	0.9	-1.04	-0.59	-0.23	-0.47	2.46	0.4	0	0
[2H]C([2H])([2H])Oc1cccc([C@@]2(O)CCCC[C@@H]2CN(C([2H])([2H])[2H])C([2H])([2H])[2H])c1	-0.74	0.86	-0.04	0.67	-0.38	0.49	0.1	0.19	6.17	1.85	0.62	0.16	0.09	-2.78	0.48	-2.21	-0.53	2.28	1.16	-1.51	0	0
CC(NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21)c1ccc(F)cc1	-0.77	0.8	-0.08	0.21	-0.22	0.63	-0.02	-0.68	0.3	-1.23	-0.68	-0.74	1.29	0.21	-0.39	0.67	-0.83	0.56	0.22	0.33	1	1
Fc1cccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)c1	-0.04	-0.19	0.27	-2.08	-0.09	-0.66	0.04	-1.2	0.43	-0.34	0.7	-0.69	0.85	-0.95	-0.15	-0.84	-1.02	0.56	0.04	0.3	0	0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@@H](F)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	0.81	0.28	1.13	-0.16	-4.98	1.42	1.85	-2.48	0.07	0.31	1.36	2.5	0.22	-2.56	-0.34	-0.08	-2.0	0.78	0.71	-1.18	1	1
CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1	0.58	-1.74	-0.11	1.04	0.78	1.49	-0.86	0.55	0.06	0.33	-0.07	1.71	-0.74	2.15	-2.26	-0.17	0.27	-0.7	-0.74	0.28	0	0
NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)[C@@H](N)Cc1ccccc1	-1.98	0.52	0.96	-0.05	-0.99	-0.66	-0.94	0.24	-0.65	-0.07	1.23	-0.77	-0.22	-0.39	-0.19	-0.51	-0.22	-0.6	0.45	-0.52	1	1
O=S(=O)(Nc1ccc(O)c(CO)c1)c1ccc(-c2ccc(Br)cc2)cc1	0.32	0.02	0.83	-0.39	-0.07	-1.44	-0.3	-0.54	-0.63	0.19	0.77	0.94	1.1	0.9	1.39	-0.09	0.03	0.64	-1.75	-1.61	1	1
Cc1c(C(=O)Nc2ccnc(Cl)c2)nn(C)c1-c1ccc(F)cc1	0.12	-0.32	-0.81	0.51	-0.42	-0.34	-1.14	0.69	0.18	0.61	-0.89	-0.27	0.46	0.68	-0.83	-0.29	0.96	1.17	-1.81	-1.02	0	0
O=C(CN1CCC(N2C(=O)OCc3ccc(Cl)cc32)CC1)Nc1ccc2sc3ccccc3c2c1	1.86	1.73	0.59	-0.33	-0.03	-0.69	-0.07	-0.34	-0.45	0.23	-0.73	-0.4	0.45	0.9	0.97	-0.64	-0.23	-0.15	0.77	-0.16	1	1
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21	1.05	-0.37	-0.68	0.68	-0.3	0.88	0.19	-0.84	-0.2	-0.81	-0.12	-0.96	-0.87	-0.48	0.23	1.54	1.52	-0.64	-0.37	-0.08	0	1
CC(CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)[C@@]1(C(C)C)CC[C@@H](NC2CCOCC2F)C1)C(F)(F)F	-0.27	-1.87	-0.28	-1.11	-1.23	1.09	-1.86	2.72	0.65	0.59	1.91	-0.68	-0.09	-2.73	-0.96	-0.82	0.78	1.12	-0.68	-1.98	0	0
CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F	-1.55	-0.51	-1.47	0.58	-2.54	-0.2	-0.5	0.85	1.09	1.23	1.74	-0.76	0.04	-2.04	-1.15	-1.82	-1.72	-1.11	0.24	-1.13	0	0
O=C(CCCc1ccc(F)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1	0.52	0.42	0.27	0.35	-0.49	0.18	-1.37	0.6	-0.82	-0.82	0.12	-0.33	0.41	0.74	0.12	0.6	-0.0	-0.02	-0.09	-0.16	1	1
Cc1c(C(=O)OC(C)C)[nH]c2c1C(=O)CC(c1cccs1)C2	0.14	-0.51	-1.13	0.92	-0.06	-0.29	-0.06	-0.85	0.25	-0.08	-0.57	-0.83	1.28	-0.04	1.4	-0.42	0.78	0.46	-0.87	0.36	1	1
Cc1cnc(NCCc2ccc(F)cc2)c(=O)n1CC(=O)NCCONC(=N)N	-2.72	0.27	-0.78	0.26	-0.55	-0.23	-1.01	0.09	0.33	-0.72	0.25	0.28	1.3	-0.7	-1.77	-0.24	-0.22	-0.34	0.59	-1.13	1	1
O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccc(F)cc2F)cc1	0.18	-0.37	-0.08	-0.16	-0.88	-0.35	-0.2	-0.21	-0.82	-0.7	0.88	-0.08	1.48	0.9	-0.37	-0.51	-0.37	0.23	1.05	-1.2	0	0
CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N(C)C)cc4)cc3)nc21	-0.42	-0.45	-1.17	0.45	0.72	2.05	0.22	-1.62	0.14	-0.26	-1.31	0.45	-0.3	0.36	-1.03	-1.76	-0.55	-0.57	0.68	0.63	0	0
N#CC1(n2cc([C@@H](NC(=O)c3cscn3)C3CCCCC3)nn2)CC1	-0.62	0.64	-0.07	-1.27	0.09	-0.69	1.07	-1.36	-1.17	-0.62	0.22	1.36	-1.4	0.28	0.18	0.43	-0.28	-1.07	-0.17	1.04	0	0
COC(=O)N[C@H]1CC[C@H](n2cnc3cnc4[nH]ccc4c32)CC1	-0.66	0.61	-1.47	-1.01	-0.01	-1.05	0.08	0.46	0.57	-0.21	-0.89	-0.62	-0.43	0.68	-0.78	-1.02	-0.87	0.09	1.61	1.34	0	0
CC1CCCCC1N(C)c1ncnc2[nH]ccc12	-0.5	0.62	-0.34	-0.47	1.1	-1.05	0.61	-0.13	-2.42	-2.63	-0.83	-0.92	-0.59	-0.24	0.25	-2.17	-0.1	1.51	-0.09	2.06	1	1
CC1=NNC(=O)CC1c1ccc(OC2CCN(C3CCC3)CC2)cc1	-0.44	0.7	-0.41	2.51	0.6	-0.63	-0.99	0.85	-0.24	-1.3	0.42	-0.61	0.6	-0.95	0.46	2.66	-0.04	0.65	-0.09	0.28	0	0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCNC(=S)NCCCc2ccccc2)[C@H](C)[C@@H](O)[C@]1(C)O	-0.22	0.23	1.46	1.82	-1.74	1.01	-1.14	-1.02	0.69	0.85	1.87	6.03	0.15	-3.0	-0.34	0.76	-0.7	1.88	-0.15	-0.51	0	0
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1	0.74	-0.35	-0.78	-2.39	0.02	-0.33	1.53	-0.75	0.4	0.4	-0.14	-0.64	-0.12	-0.28	-0.42	0.62	2.94	-0.2	-1.04	-0.61	0	0
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2csc(c2)COC/1	0.97	0.45	-0.78	0.74	0.86	1.09	0.39	-1.99	-1.37	-1.58	-0.68	-0.47	-0.78	-0.16	0.92	0.12	-0.42	-0.55	-0.12	0.25	0	0
O=S(=O)(Nc1cc(CO)ccc1O)c1ccc(-c2ccc(Br)cc2)cc1	0.32	0.39	1.18	-0.69	-0.15	-1.08	-0.16	-0.53	-0.48	-0.09	0.77	0.96	0.96	0.9	1.39	-0.92	0.1	0.16	-1.59	-1.32	1	1
O=C(NOCCO)c1c(Nc2ccc(I)cc2F)c(F)c(=O)n2c1CCC2	-1.14	0.73	-1.47	-1.21	-1.63	0.42	1.78	0.14	0.14	0.65	-0.87	0.15	-1.04	-0.44	0.91	0.26	-0.61	-0.53	-2.38	-1.47	0	0
O=c1n(Cc2nc3ccccc3n2CCCCO)c2cnccc2n1C1CCCC1	-0.13	-0.02	-0.04	-0.4	0.52	-1.02	1.08	0.84	-1.17	-0.67	-1.54	-0.07	-0.5	0.9	0.15	0.97	-0.28	0.02	0.42	-0.35	1	1
