ID_all;SMILES;ID_avdeef;orig_ID_avdeef;yorig_avdeef;CAS_avdeef;NAME_avdeef;units_avdeef;smilessource_avdeef;pka_avdeef;SMILES_avdeef;desired_units_avdeef;y_avdeef;ID_sander;orig_ID_sander;yorig_sander;CAS_sander;NAME_sander;units_sander;smilessource_sander;pka_sander;SMILES_sander;desired_units_sander;y_sander;ID_liao;orig_ID_liao;yorig_liao;CAS_liao;NAME_liao;units_liao;smilessource_liao;pka_liao;SMILES_liao;desired_units_liao;y_liao;ID_qtbx;orig_ID_qtbx;yorig_qtbx;CAS_qtbx;NAME_qtbx;units_qtbx;smilessource_qtbx;SMILES_qtbx;desired_units_qtbx;y_qtbx;ID_settimo;orig_ID_settimo;yorig_settimo;CAS_settimo;NAME_settimo;units_settimo;smilessource_settimo;pka_settimo;SMILES_settimo;desired_units_settimo;y_settimo
53;CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21;45.0;46.0;6.01;;Nalidixic acid;pKa;isoSMILES_from_NAME;acid;CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21;pKa;6.01;;;;;;;;;;;;;;;;;;;;;;;[12960, 7513, 12958, 12959];615;6.747500181198113;389-08-2;;pKa;SMILES;CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21;pKa;6.747500181198113;;;;;;;;;;;
54;CN(C)CCC=C1c2ccccc2CCc2ccccc21;106.0;107.0;9.49;;amitriptyline;pKa;isoSMILES_from_NAME;base;CN(C)CCC=C1c2ccccc2CCc2ccccc21;pKa;9.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107;92.0;8.2;;;pKa;IsomericSMILES;base;CN(C)CCC=C1c2ccccc2CCc2ccccc21;pKa;8.2
55;CN(C)CCCN1c2ccccc2CCc2ccccc21;108.0;109.0;9.51;;imipramine;pKa;isoSMILES_from_NAME;base;CN(C)CCCN1c2ccccc2CCc2ccccc21;pKa;9.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;100.0;101.0;9.24;;Chlorpromazine;pKa;isoSMILES_from_NAME;base;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;pKa;9.24;;;;;;;;;;;;;;;;;;;;;;;[5481, 5707, 7021, 7924, 7290, 7612];[1034, 14740];8.839999993642166;['50-53-3', '69-09-0'];[nan, nan, nan, nan, nan, nan];pKa;SMILES;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;pKa;8.839999993642166;109;94.0;9.2;;;pKa;IsomericSMILES;base;CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21;pKa;9.2
57;CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12;103.0;104.0;9.27;;benzydamine;pKa;isoSMILES_from_NAME;base;CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12;pKa;9.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;CN(C)CCOC(c1ccccc1)c1ccccc1;97.0;98.0;9.1;;Diphenhydramine;pKa;isoSMILES_from_NAME;base;CN(C)CCOC(c1ccccc1)c1ccccc1;pKa;9.1;6644;flea@@E@RfVYUV\tWIjh@`B`@@@;8.88;;;pKa;Smiles;a1/apparent;CN(C)CCOC(c1ccccc1)c1ccccc1;pKa;8.88;;;;;;;;;;;;[7518, 6403, 6318, 6807];1211;8.855000019073483;58-73-1;;pKa;SMILES;CN(C)CCOC(c1ccccc1)c1ccccc1;pKa;8.855000019073483;;;;;;;;;;;
59;CN(C)CCOC1(c2ccccc2)CC2CCC1(C)C2(C)C;120.0;121.0;9.61;;Deramciclane;pKa;isoSMILES_from_NAME;base;CN(C)CCOC1(c2ccccc2)CC2CCC1(C)C2(C)C;pKa;9.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12;50.0;51.0;7.05;;Terbinafine;pKa;isoSMILES_from_NAME;base;CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12;pKa;7.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;57.0;7.12;;;pKa;IsomericSMILES;base;CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12;pKa;7.12
61;CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;75.0;76.0;8.31;;ranitidine;pKa;isoSMILES_from_NAME;base;CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;pKa;8.31;;;;;;;;;;;;;;;;;;;;;;;7365;4772;8.65699958801269;66357-35-5;;pKa;SMILES;CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1;pKa;8.65699958801269;;;;;;;;;;;
62;CN1CCC[C@H]1c1cccnc1;70.0;71.0;8.11;;nicotine;pKa;isoSMILES_from_NAME;base;CN1CCC[C@H]1c1cccnc1;pKa;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;64.0;65.0;7.9;;Colzapine;pKa;isoSMILES_from_NAME;base;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;pKa;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113;98.0;7.8;;;pKa;IsomericSMILES;base;CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1;pKa;7.8
64;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O[C@H]2OC(C(=O)O)[C@@H](O)[C@@H](O)C2O)C=C[C@H]3[C@H]1C5;13.0;14.0;2.77;;Morphine-6-beta-D-glucuronide;pKa;isoSMILES_from_NAME;acid;CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O[C@H]2OC(C(=O)O)[C@@H](O)[C@@H](O)C2O)C=C[C@H]3[C@H]1C5;pKa;2.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2;127.0;128.0;9.84;;atropine;pKa;isoSMILES_from_NAME;base;CN1[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2;pKa;9.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;CNC(C)C(O)c1ccccc1;122.0;123.0;9.65;;Ephedrine;pKa;isoSMILES_from_NAME;base;CNC(C)C(O)c1ccccc1;pKa;9.65;837;dcNH@FAIfYWgZ`hH@@;9.96;;;pKa;Smiles;a1/thermodynamic;CNC(C)C(O)c1ccccc1;pKa;9.96;;;;;;;;;;;;[4923, 3619];[8704, 12099];9.724999904632565;No CAS number;;pKa;SMILES;CNC(C)C(O)c1ccccc1;pKa;9.724999904632565;;;;;;;;;;;
67;CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O;12.0;13.0;2.66;;vancomycin;pKa;isoSMILES_from_NAME;acid;CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O;pKa;2.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;CNCCC=C1c2ccccc2CCc2ccccc21;131.0;132.0;10.13;;nortryptiline;pKa;isoSMILES_from_NAME;base;CNCCC=C1c2ccccc2CCc2ccccc21;pKa;10.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;CNCCCN1c2ccccc2CCc2ccccc21;132.0;133.0;10.16;;Desipramine;pKa;isoSMILES_from_NAME;base;CNCCCN1c2ccccc2CCc2ccccc21;pKa;10.16;5300;fbmP@@@IrRJJIQJIHdjmhKhu@DPQAT@@@;10.65;;;pKa;Smiles;a1/apparent;CNCCCN1c2ccccc2CCc2ccccc21;pKa;10.65;;;;;;;;;;;;2314;14743;10.6499996185302;58-28-6;;pKa;SMILES;CNCCCN1c2ccccc2CCc2ccccc21;pKa;10.6499996185302;116;101.0;10.2;;;pKa;IsomericSMILES;base;CNCCCN1c2ccccc2CCc2ccccc21;pKa;10.2
70;CN[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O;119.0;120.0;9.6;;N-methyl-D-glucamine;pKa;isoSMILES_from_NAME;base;CN[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O;pKa;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2/C=C/C(=O)C(C)CC(CC=O)C1OC1OC(C)C(O)C(N(C)C)C1O;77.0;78.0;8.44;;desmycarosyl carbomycin a;pKa;isoSMILES_from_NAME;base;COC1C(OC(C)=O)CC(=O)OC(C)CC2OC2/C=C/C(=O)C(C)CC(CC=O)C1OC1OC(C)C(O)C(N(C)C)C1O;pKa;8.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O;57.0;58.0;7.55;;Carbomycin B;pKa;isoSMILES_from_NAME;base;COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O;pKa;7.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;COC1CC(OC2C(C)C(O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O;89.0;90.0;8.84;;oleandomycin;pKa;isoSMILES_from_NAME;base;COC1CC(OC2C(C)C(O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O;pKa;8.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;COCCc1ccc(OCC(O)CNC(C)C)cc1;116.0;117.0;9.56;;metoprolol;pKa;isoSMILES_from_NAME;base;COCCc1ccc(OCC(O)CNC(C)C)cc1;pKa;9.56;;;;;;;;;;;;;;;;;;;;;;;[4593, 4526];[3124, 12111];9.615000247955315;['No CAS number', '51384-51-1'];;pKa;SMILES;COCCc1ccc(OCC(O)CNC(C)C)cc1;pKa;9.615000247955315;;;;;;;;;;;
75;CO[C@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O[C@@H](O)CC(C)C)[C@H](C)O3)[C@@H](N(C)C)[C@H]2O)[C@@H](CCO)C[C@@H](C)[C@H](O)CC[C@@H]2O[C@H]2C[C@@H](C)O[C@@H](O)C[C@H]1O[C@H](C)O;59.0;60.0;7.61;;Carbomycin A;pKa;isoSMILES_from_NAME;base;CO[C@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O[C@@H](O)CC(C)C)[C@H](C)O3)[C@@H](N(C)C)[C@H]2O)[C@@H](CCO)C[C@@H](C)[C@H](O)CC[C@@H]2O[C@H]2C[C@@H](C)O[C@@H](O)C[C@H]1O[C@H](C)O;pKa;7.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;COc1cc(NC(C)CCCN)c2ncccc2c1;130.0;131.0;10.03;;Primaquine;pKa;isoSMILES_from_NAME;base;COc1cc(NC(C)CCCN)c2ncccc2c1;pKa;10.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;95.0;96.0;9.07;;Verapamil;pKa;isoSMILES_from_NAME;base;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;pKa;9.07;;;;;;;;;;;;;;;;;;;;;;;[7320, 6666];8922;8.785000324249264;23313-68-0;;pKa;SMILES;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;pKa;8.785000324249264;;;;;;;;;;;
78;COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1;69.0;70.0;8.02;;Diltiazem;pKa;isoSMILES_from_NAME;base;COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1;pKa;8.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;38.0;39.0;4.42;;indomethacin;pKa;isoSMILES_from_NAME;acid;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;pKa;4.42;;;;;;;;;;;;;;;;;;;;;;;[19009, 17498, 17819];1038;4.36333338419596;53-86-1;;pKa;SMILES;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;pKa;4.36333338419596;12;8.0;4.5;;;pKa;IsomericSMILES;acid;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;pKa;4.5
80;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314;73.0;74.0;8.22;;Codeine phosphate;pKa;isoSMILES_from_NAME;base;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314;pKa;8.22;;;;;;;;;;;;;;;;;;;;;;;[13120, 13392, 8531, 8532, 13685, 13686, 13021, 13022, 8991];1256;6.692222277323398;76-57-3;[nan, nan, nan, nan, nan, nan, nan, nan, nan];pKa;SMILES;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314;pKa;6.692222277323398;;;;;;;;;;;
81;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314;99.0;100.0;9.23;;norcodeine;pKa;isoSMILES_from_NAME;base;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314;pKa;9.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;COc1ccc2cc(C(C)C(=O)O)ccc2c1;36.0;37.0;4.18;;Naproxen;pKa;isoSMILES_from_NAME;acid;COc1ccc2cc(C(C)C(=O)O)ccc2c1;pKa;4.18;[6070, 6071];['fhiA`@@H|dwMkZ{IUgMT@@APPpP@', 'fhiA`@@H|dwMkZ{IUgMT@@AP@@@'];4.35;;;pKa;Smiles;a1/apparent;COc1ccc2cc(C(C)C(=O)O)ccc2c1;pKa;4.35;;;;;;;;;;;;[19679, 15548, 17229, 17228];[3564, 7742];4.535000085830685;['23981-80-8', 'No CAS number'];;pKa;SMILES;COc1ccc2cc(C(C)C(=O)O)ccc2c1;pKa;4.535000085830685;;;;;;;;;;;
83;COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12;68.0;69.0;7.97;;Carvedilol;pKa;isoSMILES_from_NAME;base;COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12;pKa;7.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;Cc1cc(=O)oc2cc(C3OC(C(=O)O)C(O)C(O)C3O)ccc12;14.0;15.0;2.82;;4-Me-umbelliferyl b-D-glucuron;pKa;isoSMILES_from_NAME;acid;Cc1cc(=O)oc2cc(C3OC(C(=O)O)C(O)C(O)C3O)ccc12;pKa;2.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;Cc1cc(Cl)ccc1O[C@H](C)C(=O)O;21.0;22.0;3.21;;mecoprop;pKa;isoSMILES_from_NAME;acid;Cc1cc(Cl)ccc1O[C@H](C)C(=O)O;pKa;3.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1;61.0;62.0;7.8;;olanzapine;pKa;isoSMILES_from_NAME;base;Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1;pKa;7.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;Cc1cccc(C)c1OCC(C)N;98.0;99.0;9.14;;mexiletine;pKa;isoSMILES_from_NAME;base;Cc1cccc(C)c1OCC(C)N;pKa;9.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;Cc1cnc2c(C(=O)O)c(Cl)ccc2c1;29.0;30.0;3.96;;quinmerac;pKa;isoSMILES_from_NAME;acid;Cc1cnc2c(C(=O)O)c(Cl)ccc2c1;pKa;3.96;;;;;;;;;;;;;;;;;;;;;;;19864;8552;3.96000003814697;No CAS number;;pKa;SMILES;Cc1cnc2c(C(=O)O)c(Cl)ccc2c1;pKa;3.96000003814697;;;;;;;;;;;
89;N#Cc1ccc2c(c1)N(CCCCN1CCC(O)CC1)c1ccccc1S2;84.0;85.0;8.76;;periciazine;pKa;isoSMILES_from_NAME;base;N#Cc1ccc2c(c1)N(CCCCN1CCC(O)CC1)c1ccccc1S2;pKa;8.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;NC(CC(=O)O)C(=O)O;124.0;125.0;9.67;;aspartic acid;pKa;isoSMILES_from_NAME;base;NC(CC(=O)O)C(=O)O;pKa;9.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O;24.0;25.0;3.38;;trp-trp;pKa;isoSMILES_from_NAME;acid;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O;pKa;3.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O;19.0;20.0;3.18;;trp-phe;pKa;isoSMILES_from_NAME;acid;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O;pKa;3.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;NC(Cc1ccc(O)c(O)c1)C(=O)O;3.0;4.0;2.21;;DOPA;pKa;isoSMILES_from_NAME;acid;NC(Cc1ccc(O)c(O)c1)C(=O)O;pKa;2.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;NC(Cc1ccc(O)cc1)C(=O)O;1.0;2.0;2.2;;tyrosine;pKa;isoSMILES_from_NAME;acid;NC(Cc1ccc(O)cc1)C(=O)O;pKa;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;NCCCCc1ccccc1;134.0;135.0;10.5;;4-phenylbutylamine;pKa;isoSMILES_from_NAME;base;NCCCCc1ccccc1;pKa;10.5;4385;dmv@@@RUVUeZj@@@@;10.39;;;pKa;Smiles;a1/apparent;NCCCCc1ccccc1;pKa;10.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;27.0;28.0;3.52;;furosemide;pKa;isoSMILES_from_NAME;acid;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;pKa;3.52;6476;fjmQQ@IZxIwh`bBAFQQQJQJiQFILUdlDBqTuMB@@;3.62;;;pKa;Smiles;a1/apparent;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;pKa;3.62;98;110;3.65;;;pKa;Smiles string;acid;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;pKa;3.65;20093;1039;3.90000009536743;54-31-9;;pKa;SMILES;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;pKa;3.90000009536743;23;19.0;3.5;;;pKa;IsomericSMILES;acid;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl;pKa;3.5
97;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;83.0;84.0;8.65;;haloperidol;pKa;isoSMILES_from_NAME;base;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;pKa;8.65;;;;;;;;;;;;;;;;;;;;;;;[7347, 8311];1037;8.480000019073485;52-86-8;;pKa;SMILES;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;pKa;8.480000019073485;44;40.0;8.5;;;pKa;IsomericSMILES;base;O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1;pKa;8.5
98;O=C(O)CCCCc1ccccc1;41.0;42.0;4.56;;5-phenylvaleric acid;pKa;isoSMILES_from_NAME;acid;O=C(O)CCCCc1ccccc1;pKa;4.56;3483;dklD@@QImUe]Mjj@@@@;4.88;;;pKa;Smiles;a/apparent;O=C(O)CCCCc1ccccc1;pKa;4.88;;;;;;;;;;;;[15930, 15931, 15932];2264;4.88000011444091;2270-20-4;;pKa;SMILES;O=C(O)CCCCc1ccccc1;pKa;4.88000011444091;;;;;;;;;;;
99;O=C(O)COc1ccc(Cl)cc1Cl;10.0;11.0;2.64;;2,4-dichlorophenoxyacetic acid;pKa;isoSMILES_from_NAME;acid;O=C(O)COc1ccc(Cl)cc1Cl;pKa;2.64;;;;;;;;;;;;;;;;;;;;;;;[24258, 18498, 18499, 24259, 24777, 24650, 24401, 24402, 24314];1081;3.162888871298892;94-75-7;[nan, nan, nan, nan, nan, nan, nan, nan, nan];pKa;SMILES;O=C(O)COc1ccc(Cl)cc1Cl;pKa;3.162888871298892;;;;;;;;;;;
100;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;32.0;33.0;3.99;;Diclofenac;pKa;isoSMILES_from_NAME;acid;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;pKa;3.99;;;;;;;;;;;;92;94;3.99;;;pKa;Smiles string;acid;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;pKa;3.99;[19128, 19501, 19502, 19503];2286;4.075000166893002;15307-86-5;;pKa;SMILES;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;pKa;4.075000166893002;24;20.0;4.3;;;pKa;IsomericSMILES;acid;O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl;pKa;4.3
101;O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O;11.0;12.0;2.65;;Sulfasalazine;pKa;isoSMILES_from_NAME;acid;O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O;pKa;2.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;O=C(O)c1ccc2ccccc2c1;35.0;36.0;4.18;;2-napthoic acid;pKa;isoSMILES_from_NAME;acid;O=C(O)c1ccc2ccccc2c1;pKa;4.18;3250;dk\D@@QInUm^GSZ@@@@@@;4.2;;;pKa;Smiles;a1/apparent;O=C(O)c1ccc2ccccc2c1;pKa;4.2;;;;;;;;;;;;[19049, 19050, 19051, 18348, 18349, 19052, 19053, 19563, 19564, 19593, 19594, 19001, 19002, 19003, 19163];203;4.143333339691156;93-09-4;[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];pKa;SMILES;O=C(O)c1ccc2ccccc2c1;pKa;4.143333339691156;;;;;;;;;;;
103;O=C(O)c1ccccc1;31.0;32.0;3.98;;benzoic acid;pKa;isoSMILES_from_NAME;acid;O=C(O)c1ccccc1;pKa;3.98;2769;didD@@QInUxV`@@@;4.18;;;pKa;Smiles;a1/apparent;O=C(O)c1ccccc1;pKa;4.18;84;58;4.207;;;pKa;Smiles string;acid;O=C(O)c1ccccc1;pKa;4.207;;;;;;;;;;;27;23.0;3.96;;;pKa;IsomericSMILES;acid;O=C(O)c1ccccc1;pKa;3.96
104;O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1;34.0;35.0;4.09;;flufenamic acid;pKa;isoSMILES_from_NAME;acid;O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1;pKa;4.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;O=C(O)c1ccccc1O;16.0;17.0;2.88;;Salicylic Acid;pKa;isoSMILES_from_NAME;acid;O=C(O)c1ccccc1O;pKa;2.88;1469;deTL@@QdfygFV``@@@;2.99;;;pKa;Smiles;a1/apparent;O=C(O)c1ccccc1O;pKa;2.99;110;180;2.78;;;pKa;Smiles string;acid;O=C(O)c1ccccc1O;pKa;2.78;;;;;;;;;;;;;;;;;;;;;
106;O=C(O)c1nc(Cl)ccc1Cl;5.0;6.0;2.32;;Clopyralid;pKa;isoSMILES_from_NAME;acid;O=C(O)c1nc(Cl)ccc1Cl;pKa;2.32;;;;;;;;;;;;;;;;;;;;;;;[26019, 25925, 25926];2176;2.309999942779533;1702-17-6;;pKa;SMILES;O=C(O)c1nc(Cl)ccc1Cl;pKa;2.309999942779533;;;;;;;;;;;
107;O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1;58.0;59.0;7.6;;Buspinone;pKa;isoSMILES_from_NAME;base;O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1;pKa;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;Oc1ccc2c3c1O[C@H]1C(O)C=C[C@H]4[C@@H](C2)NCC[C@]314;126.0;127.0;9.8;;normorphine;pKa;isoSMILES_from_NAME;base;Oc1ccc2c3c1O[C@H]1C(O)C=C[C@H]4[C@@H](C2)NCC[C@]314;pKa;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Brc1c[nH]cn1;;;;;;;;;;;;7303;gFtHEQbILimKP@;3.8;;;pKa;Smiles;b1/apparent;Brc1c[nH]cn1;pKa;3.8;;;;;;;;;;;;20572;4755;3.79999995231628;2302-25-2;;pKa;SMILES;Brc1c[nH]cn1;pKa;3.79999995231628;;;;;;;;;;;
110;Brc1cc2cccnc2c2ncccc12;;;;;;;;;;;;7174;foQPB@NFAbILrrk{ARuYt@@@@@@@@;4.2;;;pKa;Smiles;a/apparent;Brc1cc2cccnc2c2ncccc12;pKa;4.2;;;;;;;;;;;;18859;3587;4.19999980926513;40000-20-2;;pKa;SMILES;Brc1cc2cccnc2c2ncccc12;pKa;4.19999980926513;;;;;;;;;;;
