ID_all;SMILES;ID_avdeef;orig_ID_avdeef;yorig_avdeef;CAS_avdeef;NAME_avdeef;units_avdeef;smilessource_avdeef;pka_avdeef;SMILES_avdeef;desired_units_avdeef;y_avdeef;ID_sander;orig_ID_sander;yorig_sander;CAS_sander;NAME_sander;units_sander;smilessource_sander;pka_sander;SMILES_sander;desired_units_sander;y_sander;ID_liao;orig_ID_liao;yorig_liao;CAS_liao;NAME_liao;units_liao;smilessource_liao;pka_liao;SMILES_liao;desired_units_liao;y_liao;ID_qtbx;orig_ID_qtbx;yorig_qtbx;CAS_qtbx;NAME_qtbx;units_qtbx;smilessource_qtbx;SMILES_qtbx;desired_units_qtbx;y_qtbx;ID_settimo;orig_ID_settimo;yorig_settimo;CAS_settimo;NAME_settimo;units_settimo;smilessource_settimo;pka_settimo;SMILES_settimo;desired_units_settimo;y_settimo
14620;O=S(=O)([O-])CCNCl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9413;13228;7.90000009536743;No CAS number;;pKa;SMILES;O=S(=O)([O-])CCNCl;pKa;7.90000009536743;;;;;;;;;;;
14621;O=S(=O)([O-])CCOCC(S)CS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3921;13287;9.85999965667724;No CAS number;;pKa;SMILES;O=S(=O)([O-])CCOCC(S)CS;pKa;9.85999965667724;;;;;;;;;;;
14622;O=S(=O)([O-])CC[C@H]1c2cc(c(O)cc2O)[C@@H](CCS(=O)(=O)[O-])c2cc(c(O)cc2O)[C@@H](CCS(=O)(=O)[O-])c2cc(c(O)cc2O)[C@@H](CCS(=O)(=O)[O-])c2cc1c(O)cc2O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3513;13200;10.0;No CAS number;;pKa;SMILES;O=S(=O)([O-])CC[C@H]1c2cc(c(O)cc2O)[C@@H](CCS(=O)(=O)[O-])c2cc(c(O)cc2O)[C@@H](CCS(=O)(=O)[O-])c2cc(c(O)cc2O)[C@@H](CCS(=O)(=O)[O-])c2cc1c(O)cc2O;pKa;10.0;;;;;;;;;;;
14623;O=S(=O)([O-])CC[n+]1ccc(-c2c3nc(c(-c4cc[n+](CCS(=O)(=O)[O-])cc4)c4ccc([nH]4)c(-c4cc[n+](CCS(=O)(=O)[O-])cc4)c4nc(c(-c5cc[n+](CCS(=O)(=O)[O-])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28424;12370;1.00999999046325;No CAS number;;pKa;SMILES;O=S(=O)([O-])CC[n+]1ccc(-c2c3nc(c(-c4cc[n+](CCS(=O)(=O)[O-])cc4)c4ccc([nH]4)c(-c4cc[n+](CCS(=O)(=O)[O-])cc4)c4nc(c(-c5cc[n+](CCS(=O)(=O)[O-])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1;pKa;1.00999999046325;;;;;;;;;;;
14624;O=S(=O)([O-])Cc1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24424;13230;2.85999989509582;No CAS number;;pKa;SMILES;O=S(=O)([O-])Cc1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)cc1;pKa;2.85999989509582;;;;;;;;;;;
14625;O=S(=O)([O-])Cc1ccc(CNCCN(Cc2ccccn2)Cc2ccccn2)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6153;13231;9.09000015258789;No CAS number;;pKa;SMILES;O=S(=O)([O-])Cc1ccc(CNCCN(Cc2ccccn2)Cc2ccccn2)cc1;pKa;9.09000015258789;;;;;;;;;;;
14626;O=S(=O)([O-])c1c(F)c(F)c(O)c(F)c1F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17551;13186;4.5;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1c(F)c(F)c(O)c(F)c1F;pKa;4.5;;;;;;;;;;;
14627;O=S(=O)([O-])c1cc(N=Nc2ccc(Cl)cc2)c(O)c2ncccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24682;13192;2.76999998092651;130313-70-1;;pKa;SMILES;O=S(=O)([O-])c1cc(N=Nc2ccc(Cl)cc2)c(O)c2ncccc12;pKa;2.76999998092651;;;;;;;;;;;
14628;O=S(=O)([O-])c1cc(N=Nc2ccccc2)c(O)c2ncccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24163;13193;2.9300000667572;87340-51-0;;pKa;SMILES;O=S(=O)([O-])c1cc(N=Nc2ccccc2)c(O)c2ncccc12;pKa;2.9300000667572;;;;;;;;;;;
14629;O=S(=O)([O-])c1cc(N=Nc2ncc(Br)cc2Br)c(O)c2ccccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9356;13190;7.9099998474121;130335-65-8;;pKa;SMILES;O=S(=O)([O-])c1cc(N=Nc2ncc(Br)cc2Br)c(O)c2ccccc12;pKa;7.9099998474121;;;;;;;;;;;
14630;O=S(=O)([O-])c1cc(N=Nc2ncc(Br)cc2Br)c(O)c2ncccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26230;13194;2.21000003814697;130313-67-6;;pKa;SMILES;O=S(=O)([O-])c1cc(N=Nc2ncc(Br)cc2Br)c(O)c2ncccc12;pKa;2.21000003814697;;;;;;;;;;;
14631;O=S(=O)([O-])c1cc(N=Nc2ncc(Cl)cc2Cl)c(O)c2ccccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9162;13191;7.98999977111816;130335-64-7;;pKa;SMILES;O=S(=O)([O-])c1cc(N=Nc2ncc(Cl)cc2Cl)c(O)c2ccccc12;pKa;7.98999977111816;;;;;;;;;;;
14632;O=S(=O)([O-])c1cc(N=Nc2ncc(Cl)cc2Cl)c(O)c2ncccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26165;13195;2.23000001907348;130313-66-5;;pKa;SMILES;O=S(=O)([O-])c1cc(N=Nc2ncc(Cl)cc2Cl)c(O)c2ncccc12;pKa;2.23000001907348;;;;;;;;;;;
14633;O=S(=O)([O-])c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)[O-])cc2c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24928;13187;2.6800000667572;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)[O-])cc2c1;pKa;2.6800000667572;;;;;;;;;;;
14634;O=S(=O)([O-])c1cc(O)cc(S(=O)(=O)[O-])c1O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4929;13110;9.48999977111816;51579-80-7;;pKa;SMILES;O=S(=O)([O-])c1cc(O)cc(S(=O)(=O)[O-])c1O;pKa;9.48999977111816;;;;;;;;;;;
14635;O=S(=O)([O-])c1cc2c([O-])c(c1)S(=O)(=O)c1cc(S(=O)(=O)[O-])cc(c1O)S(=O)(=O)c1cc(S(=O)(=O)[O-])cc(c1O)S(=O)(=O)c1cc(S(=O)(=O)[O-])cc(c1O)S2(=O)=O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16212;13199;4.80999994277954;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1cc2c([O-])c(c1)S(=O)(=O)c1cc(S(=O)(=O)[O-])cc(c1O)S(=O)(=O)c1cc(S(=O)(=O)[O-])cc(c1O)S(=O)(=O)c1cc(S(=O)(=O)[O-])cc(c1O)S2(=O)=O;pKa;4.80999994277954;;;;;;;;;;;
14636;O=S(=O)([O-])c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccc(S(=O)(=O)O)cc2)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22772;996;3.26999998092651;69898-45-9;;pKa;SMILES;O=S(=O)([O-])c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccc(S(=O)(=O)O)cc2)cc1;pKa;3.26999998092651;;;;;;;;;;;
14637;O=S(=O)([O-])c1ccc(/N=N/c2c(O)c(O)c(/N=N/c3ccc(S(=O)(=O)[O-])cc3)c3ccccc23)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3134;13188;10.1999998092651;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1ccc(/N=N/c2c(O)c(O)c(/N=N/c3ccc(S(=O)(=O)[O-])cc3)c3ccccc23)cc1;pKa;10.1999998092651;;;;;;;;;;;
14638;O=S(=O)([O-])c1ccc(/N=N/c2ccc(O)c3ccccc23)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8822;13202;8.10999965667724;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1ccc(/N=N/c2ccc(O)c3ccccc23)cc1;pKa;8.10999965667724;;;;;;;;;;;
14639;O=S(=O)([O-])c1ccc(O)c2ccccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8242;11483;8.34000015258789;32743-85-4;;pKa;SMILES;O=S(=O)([O-])c1ccc(O)c2ccccc12;pKa;8.34000015258789;;;;;;;;;;;
14640;O=S(=O)([O-])c1ccc(O)c2ncccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8470;11484;8.25;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1ccc(O)c2ncccc12;pKa;8.25;;;;;;;;;;;
14641;O=S(=O)([O-])c1ccc2c(/N=N/c3ccc(Cl)cc3)c(O)ccc2c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2788;13207;10.3599996566772;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1ccc2c(/N=N/c3ccc(Cl)cc3)c(O)ccc2c1;pKa;10.3599996566772;;;;;;;;;;;
14642;O=S(=O)([O-])c1ccc2c(/N=N/c3cccc(C(F)(F)F)c3)c(O)ccc2c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2866;13209;10.3100004196167;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1ccc2c(/N=N/c3cccc(C(F)(F)F)c3)c(O)ccc2c1;pKa;10.3100004196167;;;;;;;;;;;
14643;O=S(=O)([O-])c1ccc2c(/N=N/c3ccccc3)c(O)ccc2c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2292;13210;10.6599998474121;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1ccc2c(/N=N/c3ccccc3)c(O)ccc2c1;pKa;10.6599998474121;;;;;;;;;;;
14644;O=S(=O)([O-])c1ccc2c(N=Nc3ccc4[nH]cnc4c3)c(O)c(S(=O)(=O)[O-])cc2c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4120;13197;9.80000019073486;137528-33-7;;pKa;SMILES;O=S(=O)([O-])c1ccc2c(N=Nc3ccc4[nH]cnc4c3)c(O)c(S(=O)(=O)[O-])cc2c1;pKa;9.80000019073486;;;;;;;;;;;
14645;O=S(=O)([O-])c1ccc2c(N=Nc3ncc(Br)cc3Br)c(O)ccc2c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2159;13205;10.7299995422363;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1ccc2c(N=Nc3ncc(Br)cc3Br)c(O)ccc2c1;pKa;10.7299995422363;;;;;;;;;;;
14646;O=S(=O)([O-])c1ccc2c(N=Nc3ncc(Cl)cc3Cl)c(O)ccc2c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2244;13206;10.6999998092651;130313-68-7;;pKa;SMILES;O=S(=O)([O-])c1ccc2c(N=Nc3ncc(Cl)cc3Cl)c(O)ccc2c1;pKa;10.6999998092651;;;;;;;;;;;
14647;O=S(=O)([O-])c1cccc2c(/N=N/c3ccc(O)cc3)cccc12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9495;11534;7.8600001335144;98928-28-0;;pKa;SMILES;O=S(=O)([O-])c1cccc2c(/N=N/c3ccc(O)cc3)cccc12;pKa;7.8600001335144;;;;;;;;;;;
14648;O=S(=O)([O-])c1cccc2c1C=CC2=C(O)O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27995;10771;1.33000004291534;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1cccc2c1C=CC2=C(O)O;pKa;1.33000004291534;;;;;;;;;;;
14649;O=S(=O)([O-])c1ccccc1C(O)(c1ccc(O)cc1)c1ccc(O)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6378;11493;9.0;No CAS number;;pKa;SMILES;O=S(=O)([O-])c1ccccc1C(O)(c1ccc(O)cc1)c1ccc(O)cc1;pKa;9.0;;;;;;;;;;;
14650;O=S(=O)([O-])c1ccccc1[C+](c1ccc(O)cc1)c1ccc(O)cc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27581;11509;1.60000002384185;38814-96-9;;pKa;SMILES;O=S(=O)([O-])c1ccccc1[C+](c1ccc(O)cc1)c1ccc(O)cc1;pKa;1.60000002384185;;;;;;;;;;;
14651;O=S(=O)(c1cc2c(O)c(c1)Cc1cc(S(=O)(=O)N(CCO)CCO)cc(c1O)Cc1cc(S(=O)(=O)N(CCO)CCO)cc(c1O)Cc1cc(S(=O)(=O)N(CCO)CCO)cc(c1O)C2)N(CCO)CCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27176;10867;1.79999995231628;139097-71-5;;pKa;SMILES;O=S(=O)(c1cc2c(O)c(c1)Cc1cc(S(=O)(=O)N(CCO)CCO)cc(c1O)Cc1cc(S(=O)(=O)N(CCO)CCO)cc(c1O)Cc1cc(S(=O)(=O)N(CCO)CCO)cc(c1O)C2)N(CCO)CCO;pKa;1.79999995231628;;;;;;;;;;;
14652;O=S1(=O)N=CNc2ncn([C@@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12524;10893;6.3600001335144;71518-27-9;;pKa;SMILES;O=S1(=O)N=CNc2ncn([C@@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c21;pKa;6.3600001335144;;;;;;;;;;;
14653;O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2c(Br)c(Br)c(Br)c(Br)c21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21758;2518;3.51999998092651;4430-25-5;;pKa;SMILES;O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2c(Br)c(Br)c(Br)c(Br)c21;pKa;3.51999998092651;;;;;;;;;;;
14654;O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21814;11351;3.50999999046325;61054-01-1;;pKa;SMILES;O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c21;pKa;3.50999999046325;;;;;;;;;;;
14655;O=S1(=O)OC(c2cc(Cl)c(O)c(Cl)c2)(c2cc(Cl)c(O)c(Cl)c2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17764;11370;4.44000005722045;4430-21-1;;pKa;SMILES;O=S1(=O)OC(c2cc(Cl)c(O)c(Cl)c2)(c2cc(Cl)c(O)c(Cl)c2)c2ccccc21;pKa;4.44000005722045;;;;;;;;;;;
14656;O=S1(=O)OC(c2ccc(NCCO)cc2)(c2ccc(NCCO)cc2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28761;10877;0.509999990463256;No CAS number;;pKa;SMILES;O=S1(=O)OC(c2ccc(NCCO)cc2)(c2ccc(NCCO)cc2)c2ccccc21;pKa;0.509999990463256;;;;;;;;;;;
14657;O=S1(=O)OC(c2ccc(NCc3ccccc3)cc2)(c2ccc(NCc3ccccc3)cc2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28853;10182;0.300000011920928;No CAS number;;pKa;SMILES;O=S1(=O)OC(c2ccc(NCc3ccccc3)cc2)(c2ccc(NCc3ccccc3)cc2)c2ccccc21;pKa;0.300000011920928;;;;;;;;;;;
14658;O=S1(=O)OC(c2ccc(Nc3ccc(O)cc3)cc2)(c2ccc(Nc3ccc(O)cc3)cc2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1869;11468;10.9200000762939;No CAS number;;pKa;SMILES;O=S1(=O)OC(c2ccc(Nc3ccc(O)cc3)cc2)(c2ccc(Nc3ccc(O)cc3)cc2)c2ccccc21;pKa;10.9200000762939;;;;;;;;;;;
14659;O=S1(=O)OC(c2ccc(Nc3cccc(O)c3)cc2)(c2ccc(Nc3cccc(O)c3)cc2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2112;11588;10.7600002288818;No CAS number;;pKa;SMILES;O=S1(=O)OC(c2ccc(Nc3cccc(O)c3)cc2)(c2ccc(Nc3cccc(O)c3)cc2)c2ccccc21;pKa;10.7600002288818;;;;;;;;;;;
14660;O=S1(=O)OC(c2ccc(Nc3ccccc3Br)cc2)(c2ccc(Nc3ccccc3Br)cc2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6692;4872;8.88000011444091;No CAS number;;pKa;SMILES;O=S1(=O)OC(c2ccc(Nc3ccccc3Br)cc2)(c2ccc(Nc3ccccc3Br)cc2)c2ccccc21;pKa;8.88000011444091;;;;;;;;;;;
14661;O=S1(=O)OC(c2ccc(O)c(Cl)c2)(c2ccc(O)c(Cl)c2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[13090, 17797, 13318];[937, 14571];5.48666667938232;['Invalid CAS number: 40-01-9', '4430-20-0'];;pKa;SMILES;O=S1(=O)OC(c2ccc(O)c(Cl)c2)(c2ccc(O)c(Cl)c2)c2ccccc21;pKa;5.48666667938232;;;;;;;;;;;
14662;O=S1(=O)OC(c2ccc(O)c(O)c2)(c2ccc(O)c(O)c2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9570;459;7.82000017166137;115-41-3;;pKa;SMILES;O=S1(=O)OC(c2ccc(O)c(O)c2)(c2ccc(O)c(O)c2)c2ccccc21;pKa;7.82000017166137;;;;;;;;;;;
14663;O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(Br)c(Br)c(Br)c(Br)c21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11224;3651;7.03000020980835;77172-72-6;;pKa;SMILES;O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(Br)c(Br)c(Br)c(Br)c21;pKa;7.03000020980835;;;;;;;;;;;
14664;O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11302;11496;7.0;61054-05-5;;pKa;SMILES;O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c21;pKa;7.0;;;;;;;;;;;
14665;O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[8904, 6921, 9769, 10095, 10105, 10138, 9821];563;7.864285741533548;143-74-8;[nan, nan, nan, nan, nan, nan, nan];pKa;SMILES;O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21;pKa;7.864285741533548;;;;;;;;;;;
14666;O=S1(=O)OI(O)c2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12270;10996;6.5;No CAS number;;pKa;SMILES;O=S1(=O)OI(O)c2ccccc21;pKa;6.5;;;;;;;;;;;
14667;O=[N+]([O-])/C(=N/O)c1cccc([N+](=O)[O-])c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13231;11309;6.0;No CAS number;;pKa;SMILES;O=[N+]([O-])/C(=N/O)c1cccc([N+](=O)[O-])c1;pKa;6.0;;;;;;;;;;;
14668;O=[N+]([O-])C(Br)[N+](=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[22016, 22017, 21403];4648;3.513333320617667;Invalid CAS number: 5-10-9;;pKa;SMILES;O=[N+]([O-])C(Br)[N+](=O)[O-];pKa;3.513333320617667;;;;;;;;;;;
14669;O=[N+]([O-])C(CC(CC([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28529;10089;0.899999976158142;25242-71-1;;pKa;SMILES;O=[N+]([O-])C(CC(CC([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-];pKa;0.899999976158142;;;;;;;;;;;
14670;O=[N+]([O-])C(CC(CO)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28244;10830;1.17999994754791;89281-59-4;;pKa;SMILES;O=[N+]([O-])C(CC(CO)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-];pKa;1.17999994754791;;;;;;;;;;;
14671;O=[N+]([O-])C(CCO)[N+](=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16547;13354;4.73000001907348;Invalid CAS number: 4-02-7;;pKa;SMILES;O=[N+]([O-])C(CCO)[N+](=O)[O-];pKa;4.73000001907348;;;;;;;;;;;
14672;O=[N+]([O-])C(CO)([N+](=O)[O-])[N+](=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[13001, 13002];2000;6.1100001335144;918-54-7;;pKa;SMILES;O=[N+]([O-])C(CO)([N+](=O)[O-])[N+](=O)[O-];pKa;6.1100001335144;;;;;;;;;;;
14673;O=[N+]([O-])C(CO)[N+](=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[18656, 18429];[3057, 13353];4.26499986648559;['Invalid CAS number: 4-02-6', '29609-98-1'];;pKa;SMILES;O=[N+]([O-])C(CO)[N+](=O)[O-];pKa;4.26499986648559;;;;;;;;;;;
14674;O=[N+]([O-])C(Cl)Cl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[13253, 13254];4647;5.98999977111816;Invalid CAS number: 5-10-6;;pKa;SMILES;O=[N+]([O-])C(Cl)Cl;pKa;5.98999977111816;;;;;;;;;;;
14675;O=[N+]([O-])C(F)(F)C(O)(C(F)(F)F)C(F)(F)F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[20112, 20113, 20111];4574;3.90000009536743;Invalid CAS number: 4-13-0;;pKa;SMILES;O=[N+]([O-])C(F)(F)C(O)(C(F)(F)F)C(F)(F)F;pKa;3.90000009536743;;;;;;;;;;;
14676;O=[N+]([O-])C(F)Cl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28302;14153;1.13999998569488;Invalid CAS number: 5-11-6;;pKa;SMILES;O=[N+]([O-])C(F)Cl;pKa;1.13999998569488;;;;;;;;;;;
14677;O=[N+]([O-])C(I)[N+](=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23117;14151;3.19000005722045;Invalid CAS number: 5-11-0;;pKa;SMILES;O=[N+]([O-])C(I)[N+](=O)[O-];pKa;3.19000005722045;;;;;;;;;;;
14678;O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])C1(O)CCC1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26310;10801;2.19000005722045;89180-03-0;;pKa;SMILES;O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])C1(O)CCC1;pKa;2.19000005722045;;;;;;;;;;;
14679;O=[N+]([O-])C([N+](=O)[O-])=S(c1ccccc1)c1ccccc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15309;10087;5.09999990463256;No CAS number;;pKa;SMILES;O=[N+]([O-])C([N+](=O)[O-])=S(c1ccccc1)c1ccccc1;pKa;5.09999990463256;;;;;;;;;;;
14680;O=[N+]([O-])C([N+](=O)[O-])=S1CCCC1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18178;10088;4.34999990463256;No CAS number;;pKa;SMILES;O=[N+]([O-])C([N+](=O)[O-])=S1CCCC1;pKa;4.34999990463256;;;;;;;;;;;
14681;O=[N+]([O-])C1=CC(=NO)C=C([N+](=O)[O-])C12OCCO2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14470;11035;5.42000007629394;70501-51-8;;pKa;SMILES;O=[N+]([O-])C1=CC(=NO)C=C([N+](=O)[O-])C12OCCO2;pKa;5.42000007629394;;;;;;;;;;;
14682;O=[N+]([O-])C1=CC=CC1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22847;10090;3.25;10236-21-2;;pKa;SMILES;O=[N+]([O-])C1=CC=CC1;pKa;3.25;;;;;;;;;;;
14683;O=[N+]([O-])C1C=Cc2ccccc21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26741;10091;2.0;15095-57-5;;pKa;SMILES;O=[N+]([O-])C1C=Cc2ccccc21;pKa;2.0;;;;;;;;;;;
14684;O=[N+]([O-])CCl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[10941, 10846, 10847];2189;7.186666488647453;1794-84-9;;pKa;SMILES;O=[N+]([O-])CCl;pKa;7.186666488647453;;;;;;;;;;;
14685;O=[N+]([O-])CS(=O)(=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6869;13229;8.81999969482421;119142-73-3;;pKa;SMILES;O=[N+]([O-])CS(=O)(=O)[O-];pKa;8.81999969482421;;;;;;;;;;;
14686;O=[N+]([O-])C[N+](=O)[O-];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[21544, 21249, 21402, 21543];4645;3.5924999713897625;Invalid CAS number: 5-09-8;;pKa;SMILES;O=[N+]([O-])C[N+](=O)[O-];pKa;3.5924999713897625;;;;;;;;;;;
14687;O=[N+]([O-])Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[13957, 13958];4347;5.6599998474121;70136-12-8;;pKa;SMILES;O=[N+]([O-])Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1;pKa;5.6599998474121;;;;;;;;;;;
14688;O=[N+]([O-])N/C(=N\c1ccccc1)NCCNc1ccccc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5508;10095;9.30000019073486;No CAS number;;pKa;SMILES;O=[N+]([O-])N/C(=N\c1ccccc1)NCCNc1ccccc1;pKa;9.30000019073486;;;;;;;;;;;
14689;O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1644;3278;11.119999885559;No CAS number;;pKa;SMILES;O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1;pKa;11.119999885559;;;;;;;;;;;
14690;O=[N+]([O-])NCCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13261;10876;5.98999977111816;74386-82-6;;pKa;SMILES;O=[N+]([O-])NCCO;pKa;5.98999977111816;;;;;;;;;;;
