ID_all;SMILES;ID_Li;orig_ID_Li;yorig_Li;CAS_Li;NAME_Li;units_Li;smilessource_Li;SMILES_Li;desired_units_Li;y_Li;y_consensus;valid/outlier
2645;Cc1noc(C)c1-c1ccc(-c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(-c3ccc(Cl)cc3)c2C)cc1;3568;CHEMBL3287925;0;;;classHLM;SMILES;Cc1noc(C)c1-c1ccc(-c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(-c3ccc(Cl)cc3)c2C)cc1;classHLM;0;0;valid
2646;Cc1noc(C)c1-c1ccc(-c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(-c3ccc4c(c3)CCCO4)c2C)c(F)c1;3517;CHEMBL3287921;0;;;classHLM;SMILES;Cc1noc(C)c1-c1ccc(-c2nc(C)c([C@H](OC(C)(C)C)C(=O)O)c(-c3ccc4c(c3)CCCO4)c2C)c(F)c1;classHLM;0;0;valid
2647;Cc1noc(C)c1NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCC1;2907;CHEMBL2431654;1;;;classHLM;SMILES;Cc1noc(C)c1NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCC1;classHLM;1;1;valid
2648;Cc1noc([C@@H](NC(=O)n2c(=O)n(CCN3CCOCC3)c3ccccc32)C(C)(C)C)n1;441;CHEMBL495881;1;;;classHLM;SMILES;Cc1noc([C@@H](NC(=O)n2c(=O)n(CCN3CCOCC3)c3ccccc32)C(C)(C)C)n1;classHLM;1;1;valid
2649;Cc1noc([C@@H]2C[C@@H](C(=O)NC[C@@H]3CCCO3)CN(Cc3nc(-c4ccccc4)oc3C)C2)n1;1793;CHEMBL1780103;1;;;classHLM;SMILES;Cc1noc([C@@H]2C[C@@H](C(=O)NC[C@@H]3CCCO3)CN(Cc3nc(-c4ccccc4)oc3C)C2)n1;classHLM;1;1;valid
2650;Cc1oc(-c2ccccc2)nc1CN1CCCC(C(=O)NCC2CCOCC2)C1;1821;CHEMBL1780099;1;;;classHLM;SMILES;Cc1oc(-c2ccccc2)nc1CN1CCCC(C(=O)NCC2CCOCC2)C1;classHLM;1;1;valid
2651;Cc1oc(-c2ccccc2)nc1CN1CCC[C@@H](C(=O)NC[C@@H]2CCCO2)C1;1858;CHEMBL1780115;1;;;classHLM;SMILES;Cc1oc(-c2ccccc2)nc1CN1CCC[C@@H](C(=O)NC[C@@H]2CCCO2)C1;classHLM;1;1;valid
2652;Cc1oc(-c2ccccc2)nc1CN1CCC[C@@H](C(=O)NC[C@H]2CCCO2)C1;1835;CHEMBL1780092;1;;;classHLM;SMILES;Cc1oc(-c2ccccc2)nc1CN1CCC[C@@H](C(=O)NC[C@H]2CCCO2)C1;classHLM;1;1;valid
2653;Cc1oc(-c2ccccc2)nc1CN1CCC[C@@H](C(=O)NCc2cccc(N)n2)C1;1903;CHEMBL1780091;1;;;classHLM;SMILES;Cc1oc(-c2ccccc2)nc1CN1CCC[C@@H](C(=O)NCc2cccc(N)n2)C1;classHLM;1;1;valid
2654;Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C;65;CHEMBL59532;1;;;classHLM;SMILES;Cc1sc(N)c(C(=O)c2cccc(C(F)(F)F)c2)c1C;classHLM;1;1;valid
2655;Clc1ccc(-c2n[nH]c(C3CCN(C4CCOC4)CC3)c2-c2ccncn2)cc1;1552;CHEMBL1092001;0;;;classHLM;SMILES;Clc1ccc(-c2n[nH]c(C3CCN(C4CCOC4)CC3)c2-c2ccncn2)cc1;classHLM;0;0;valid
2656;Clc1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1;1431;CHEMBL1223448;1;;;classHLM;SMILES;Clc1ccc(C(c2nnnn2Cc2ccccc2)N2CCCN(C3CCC3)CC2)cc1;classHLM;1;1;valid
2657;Clc1ccc(C2(CNC3CC3)CCCCC2)cc1Cl;1970;CHEMBL1683873;0;;;classHLM;SMILES;Clc1ccc(C2(CNC3CC3)CCCCC2)cc1Cl;classHLM;0;0;valid
2658;Clc1ccc(C[C@@]23CCCC[C@@H]2CNC3)cc1Cl;2395;CHEMBL1813489;0;;;classHLM;SMILES;Clc1ccc(C[C@@]23CCCC[C@@H]2CNC3)cc1Cl;classHLM;0;0;valid
2659;Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(Cl)c1;5;CHEMBL302075;1;;;classHLM;SMILES;Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(Cl)c1;classHLM;1;1;valid
2660;Clc1ccc([C@@]23CCCC[C@@H]2CNC3)cc1Cl;2394;CHEMBL1813472;0;;;classHLM;SMILES;Clc1ccc([C@@]23CCCC[C@@H]2CNC3)cc1Cl;classHLM;0;0;valid
2661;Clc1ccc([C@@]23CCC[C@@H]2CNC3)cc1Cl;2173;CHEMBL1813475;0;;;classHLM;SMILES;Clc1ccc([C@@]23CCC[C@@H]2CNC3)cc1Cl;classHLM;0;0;valid
2662;Clc1ccc([C@]23CCCC[C@H]2CNC3)cc1Cl;2393;CHEMBL1813471;0;;;classHLM;SMILES;Clc1ccc([C@]23CCCC[C@H]2CNC3)cc1Cl;classHLM;0;0;valid
2663;Clc1ccc([C@]23CCC[C@H]2CNC3)cc1Cl;1918;CHEMBL1813474;1;;;classHLM;SMILES;Clc1ccc([C@]23CCC[C@H]2CNC3)cc1Cl;classHLM;1;1;valid
2664;Clc1ccc2c(NCCCNCc3ccc(Br)cc3)ccnc2c1;3168;CHEMBL2402910;0;;;classHLM;SMILES;Clc1ccc2c(NCCCNCc3ccc(Br)cc3)ccnc2c1;classHLM;0;0;valid
2665;Clc1ccc2c(NCCCNCc3cccc4c3OCO4)ccnc2c1;1594;CHEMBL1088123;0;;;classHLM;SMILES;Clc1ccc2c(NCCCNCc3cccc4c3OCO4)ccnc2c1;classHLM;0;0;valid
2666;Clc1ccc2c(NCCCNCc3ccccc3)ccnc2c1;3171;CHEMBL2402786;0;;;classHLM;SMILES;Clc1ccc2c(NCCCNCc3ccccc3)ccnc2c1;classHLM;0;0;valid
2667;Clc1ccc2c(NCCCNCc3cccnc3)ccnc2c1;3167;CHEMBL2402781;0;;;classHLM;SMILES;Clc1ccc2c(NCCCNCc3cccnc3)ccnc2c1;classHLM;0;0;valid
2668;Clc1ccc2c(NCCCNCc3ccncc3)ccnc2c1;2957;CHEMBL2402779;1;;;classHLM;SMILES;Clc1ccc2c(NCCCNCc3ccncc3)ccnc2c1;classHLM;1;1;valid
2669;Clc1ccc2c(NCCCNCc3cnccc3Cl)ccnc2c1;3015;CHEMBL2402783;1;;;classHLM;SMILES;Clc1ccc2c(NCCCNCc3cnccc3Cl)ccnc2c1;classHLM;1;1;valid
2670;Clc1ccc2c(NCCNCc3ccc(Br)cc3)ccnc2c1;3169;CHEMBL2402793;0;;;classHLM;SMILES;Clc1ccc2c(NCCNCc3ccc(Br)cc3)ccnc2c1;classHLM;0;0;valid
2671;Clc1ccc2c(NCCNCc3ccccc3)ccnc2c1;3172;CHEMBL511003;0;;;classHLM;SMILES;Clc1ccc2c(NCCNCc3ccccc3)ccnc2c1;classHLM;0;0;valid
2672;Clc1ccc2c(NCCNCc3cnccc3Cl)ccnc2c1;2969;CHEMBL2402782;1;;;classHLM;SMILES;Clc1ccc2c(NCCNCc3cnccc3Cl)ccnc2c1;classHLM;1;1;valid
2673;Clc1cccc(CN(CC2CC2)[C@@H]2CCNC2)c1Cl;392;CHEMBL395931;0;;;classHLM;SMILES;Clc1cccc(CN(CC2CC2)[C@@H]2CCNC2)c1Cl;classHLM;0;0;valid
2674;Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl;386;CHEMBL246920;0;;;classHLM;SMILES;Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl;classHLM;0;0;valid
2675;Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl;327;CHEMBL391806;0;;;classHLM;SMILES;Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl;classHLM;0;0;valid
2676;Clc1cccc(COc2cncc(N3CCNCC3)n2)c1;849;CHEMBL494947;1;;;classHLM;SMILES;Clc1cccc(COc2cncc(N3CCNCC3)n2)c1;classHLM;1;1;valid
2677;Clc1cccc(OC(c2ccccc2)C2CCNCC2)c1Cl;997;CHEMBL541226;0;;;classHLM;SMILES;Clc1cccc(OC(c2ccccc2)C2CCNCC2)c1Cl;classHLM;0;0;valid
2678;Clc1cccc(OC(c2ccccn2)[C@H]2CCNC2)c1Cl;1227;CHEMBL563495;0;;;classHLM;SMILES;Clc1cccc(OC(c2ccccn2)[C@H]2CCNC2)c1Cl;classHLM;0;0;valid
2679;Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl;1225;CHEMBL559456;0;;;classHLM;SMILES;Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl;classHLM;0;0;valid
2680;Clc1ccccc1CC(c1ccccc1)N1CCNCC1;[174, 142];CHEMBL213287;0;;;classHLM;SMILES;Clc1ccccc1CC(c1ccccc1)N1CCNCC1;classHLM;0;0;valid
2681;Cn1c(-c2ccc(C(F)(F)F)cn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1972;CHEMBL1778756;0;;;classHLM;SMILES;Cn1c(-c2ccc(C(F)(F)F)cn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2682;Cn1c(-c2ccc(Cl)cc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2858;CHEMBL2181775;0;;;classHLM;SMILES;Cn1c(-c2ccc(Cl)cc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2683;Cn1c(-c2ccc(Cl)cc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;2101;CHEMBL1778597;0;;;classHLM;SMILES;Cn1c(-c2ccc(Cl)cc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2684;Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;2723;CHEMBL2181789;0;;;classHLM;SMILES;Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2685;Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2857;CHEMBL2181634;0;;;classHLM;SMILES;Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2686;Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21;2860;CHEMBL2181621;0;;;classHLM;SMILES;Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21;classHLM;0;0;valid
2687;Cn1c(-c2ccc(F)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2703;CHEMBL2181635;0;;;classHLM;SMILES;Cn1c(-c2ccc(F)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2688;Cn1c(-c2ccc3ncccc3c2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;2138;CHEMBL1778739;0;;;classHLM;SMILES;Cn1c(-c2ccc3ncccc3c2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2689;Cn1c(-c2cccc(N)n2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2861;CHEMBL2181638;0;;;classHLM;SMILES;Cn1c(-c2cccc(N)n2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2690;Cn1c(-c2cccc(N)n2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;2102;CHEMBL1778749;0;;;classHLM;SMILES;Cn1c(-c2cccc(N)n2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2691;Cn1c(-c2cccc3cccnc23)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;2155;CHEMBL1778741;0;;;classHLM;SMILES;Cn1c(-c2cccc3cccnc23)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2692;Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;2715;CHEMBL2181786;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2693;Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2643;CHEMBL2181776;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2694;Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21;2654;CHEMBL2181618;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21;classHLM;0;0;valid
2695;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(-c4ccc(C(=O)O)o4)cc3)cc21;2007;CHEMBL1778598;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(-c4ccc(C(=O)O)o4)cc3)cc21;classHLM;0;0;valid
2696;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(-c4ccc(C(N)=O)o4)cc3)cc21;1889;CHEMBL1778599;1;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(-c4ccc(C(N)=O)o4)cc3)cc21;classHLM;1;1;valid
2697;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(-c4nc(C(=O)O)cs4)cc3)cc21;2043;CHEMBL1778600;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(-c4nc(C(=O)O)cs4)cc3)cc21;classHLM;0;0;valid
2698;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(-c4nc(C(N)=O)cs4)cc3)cc21;1870;CHEMBL1778601;1;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(-c4nc(C(N)=O)cs4)cc3)cc21;classHLM;1;1;valid
2699;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1988;CHEMBL1778481;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2700;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(CCC(=O)O)cc3)cc21;2060;CHEMBL1778497;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(CCC(=O)O)cc3)cc21;classHLM;0;0;valid
2701;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(NC(=O)C(N)=O)cc3)cc21;1934;CHEMBL1778499;1;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(NC(=O)C(N)=O)cc3)cc21;classHLM;1;1;valid
2702;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc4sc(C(=O)O)cc4c3)cc21;2019;CHEMBL1778502;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc4sc(C(=O)O)cc4c3)cc21;classHLM;0;0;valid
2703;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2023;CHEMBL1778482;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2704;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCCC3)cc21;2053;CHEMBL1778483;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCCC3)cc21;classHLM;0;0;valid
2705;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCOCC3)cc21;2004;CHEMBL1778484;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCOCC3)cc21;classHLM;0;0;valid
2706;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(C(=O)O)cc4)CCC3)cc21;1911;CHEMBL1778602;1;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(C(=O)O)cc4)CCC3)cc21;classHLM;1;1;valid
2707;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(S(N)(=O)=O)cc4)CCC3)cc21;1863;CHEMBL1778603;1;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(S(N)(=O)=O)cc4)CCC3)cc21;classHLM;1;1;valid
2708;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)N[C@@]3(C(=O)Nc4ccc(-c5cncnc5)cc4)CCNC3)cc21;2063;CHEMBL1778611;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)N[C@@]3(C(=O)Nc4ccc(-c5cncnc5)cc4)CCNC3)cc21;classHLM;0;0;valid
2709;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)N[C@@]3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCNC3)cc21;2093;CHEMBL1778488;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)N[C@@]3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCNC3)cc21;classHLM;0;0;valid
2710;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)N[C@@]3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCNC3)cc21;2392;CHEMBL1778492;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)N[C@@]3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCNC3)cc21;classHLM;0;0;valid
2711;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)N[C@]3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCNC3)cc21;2161;CHEMBL1778491;0;;;classHLM;SMILES;Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)N[C@]3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCNC3)cc21;classHLM;0;0;valid
2712;Cn1c(-c2cccnc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1933;CHEMBL1778742;1;;;classHLM;SMILES;Cn1c(-c2cccnc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;1;1;valid
2713;Cn1c(-c2cccnc2)nc2ccc(-c3ccccc3Cl)c(CN)c21;667;CHEMBL261246;0;;;classHLM;SMILES;Cn1c(-c2cccnc2)nc2ccc(-c3ccccc3Cl)c(CN)c21;classHLM;0;0;valid
2714;Cn1c(-c2cccs2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;2113;CHEMBL1778590;0;;;classHLM;SMILES;Cn1c(-c2cccs2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;0;0;valid
2715;Cn1c(-c2ccncc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2671;CHEMBL2181642;0;;;classHLM;SMILES;Cn1c(-c2ccncc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2716;Cn1c(-c2ccncc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21;2666;CHEMBL2181629;0;;;classHLM;SMILES;Cn1c(-c2ccncc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21;classHLM;0;0;valid
2717;Cn1c(-c2ccncc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1888;CHEMBL1778743;1;;;classHLM;SMILES;Cn1c(-c2ccncc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;1;1;valid
2718;Cn1c(-c2ccoc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2701;CHEMBL2181765;0;;;classHLM;SMILES;Cn1c(-c2ccoc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2719;Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1957;CHEMBL1778587;1;;;classHLM;SMILES;Cn1c(-c2ccoc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;1;1;valid
2720;Cn1c(-c2cnccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;2655;CHEMBL2181643;0;;;classHLM;SMILES;Cn1c(-c2cnccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21;classHLM;0;0;valid
2721;Cn1c(-c2cnccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1949;CHEMBL1778758;1;;;classHLM;SMILES;Cn1c(-c2cnccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;1;1;valid
2722;Cn1c(-c2cncnc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1833;CHEMBL1778757;1;;;classHLM;SMILES;Cn1c(-c2cncnc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;1;1;valid
2723;Cn1c(-c2cnco2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1841;CHEMBL1778592;1;;;classHLM;SMILES;Cn1c(-c2cnco2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;1;1;valid
2724;Cn1c(-c2csc(-c3cccnc3)n2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1941;CHEMBL1778593;1;;;classHLM;SMILES;Cn1c(-c2csc(-c3cccnc3)n2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;1;1;valid
2725;Cn1c(-c2nccs2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;1958;CHEMBL1778591;1;;;classHLM;SMILES;Cn1c(-c2nccs2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21;classHLM;1;1;valid
2726;Cn1c(=N)n(CCOc2ccc(Cl)cc2)c2c(Cl)cccc21;3582;CHEMBL3302593;0;;;classHLM;SMILES;Cn1c(=N)n(CCOc2ccc(Cl)cc2)c2c(Cl)cccc21;classHLM;0;0;valid
2727;Cn1c(=N)n(CCOc2ccc(Cl)cc2)c2cc(Cl)ccc21;3581;CHEMBL3303100;0;;;classHLM;SMILES;Cn1c(=N)n(CCOc2ccc(Cl)cc2)c2cc(Cl)ccc21;classHLM;0;0;valid
