ID_all;SMILES;ID_ChEMBL;orig_ID_ChEMBL;yorig_ChEMBL;CAS_ChEMBL;NAME_ChEMBL;units_ChEMBL;smilessource_ChEMBL;SMILES_ChEMBL;desired_units_ChEMBL;y_ChEMBL;ID_CtoxPred;orig_ID_CtoxPred;yorig_CtoxPred;CAS_CtoxPred;NAME_CtoxPred;units_CtoxPred;smilessource_CtoxPred;SMILES_CtoxPred;desired_units_CtoxPred;y_CtoxPred;comparison_ChEMBL_CtoxPred;onlyequal_ChEMBL_CtoxPred;y_CtoxPred_nonambiguous;y_ChEMBL_nonambiguous;y_consensus;valid/outlier
43;CCOC(=O)C1=C(C)NC(C)=C(C#N)[C@@H]1c1cnccc1-c1ccccc1;55;85;1.0;;CHEMBL3392227;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C#N)[C@@H]1c1cnccc1-c1ccccc1;classCavinh;1.0;141.0;KPTVIFYXSIIULZ-OAQYLSRUSA-N;1.0;;CHEMBL3392227;classCavinh;SMILES;CCOC(=O)C1=C(C)NC(C)=C(C#N)[C@@H]1c1cnccc1-c1ccccc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
44;CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl;[165, 143];[261, 231];1.0;;CHEMBL1491;classCavinh;SMILES;CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl;classCavinh;1.0;138.0;HTIQEAQVCYTUBX-UHFFFAOYSA-N;1.0;;CHEMBL1491;classCavinh;SMILES;CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
45;CCOC(=O)N1CC/C(=C\C#Cc2cccc(C)n2)C1;175;279;0.0;;CHEMBL4551786;classCavinh;SMILES;CCOC(=O)N1CC/C(=C\C#Cc2cccc(C)n2)C1;classCavinh;0.0;461.0;NDVDBJIRXMBDOD-VGOFMYFVSA-N;0.0;;;classCavinh;SMILES;CCOC(=O)N1CC/C(=C\C#Cc2cccc(C)n2)C1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
46;CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc(C23CCC(C(=O)O)(CC2)CC3)n2ccnc(N)c12;51;77;0.0;;CHEMBL4097019;classCavinh;SMILES;CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc(C23CCC(C(=O)O)(CC2)CC3)n2ccnc(N)c12;classCavinh;0.0;447.0;LQQCSYOAQDXWAD-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc(C23CCC(C(=O)O)(CC2)CC3)n2ccnc(N)c12;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
47;CCOc1ccc(Oc2ccc(OCc3cc(F)ccc3F)cc2)c(N)c1;104;170;1.0;;CHEMBL332214;classCavinh;SMILES;CCOc1ccc(Oc2ccc(OCc3cc(F)ccc3F)cc2)c(N)c1;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
48;CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1;96;153;0.0;;CHEMBL14762;classCavinh;SMILES;CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1;classCavinh;0.0;376.0;BTIHMVBBUGXLCJ-OAHLLOKOSA-N;0.0;;;classCavinh;SMILES;CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
49;CCc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F;142;230;1.0;;CHEMBL4207291;classCavinh;SMILES;CCc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F;classCavinh;1.0;204.0;UXEUCTHNMIENKB-UHFFFAOYSA-N;1.0;;CHEMBL4207291;classCavinh;SMILES;CCc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
50;CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cc1;155;249;1.0;;CHEMBL4205005;classCavinh;SMILES;CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cc1;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
51;CN(CCCc1nc2ccccc2[nH]1)CC[C@@]1(OC(=O)C2CC2)C[C@@H]2CC[C@H]1c1ccccc12;71;123;1.0;;CHEMBL3608946;classCavinh;SMILES;CN(CCCc1nc2ccccc2[nH]1)CC[C@@]1(OC(=O)C2CC2)C[C@@H]2CC[C@H]1c1ccccc12;classCavinh;1.0;390.0;GERVYTOORWZGGL-RPFOIHMYSA-N;1.0;;;classCavinh;SMILES;CN(CCCc1nc2ccccc2[nH]1)CC[C@@]1(OC(=O)C2CC2)C[C@@H]2CC[C@H]1c1ccccc12;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
52;CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1;[158, 79];[252, 133];0.0;;CHEMBL473;classCavinh;SMILES;CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1;classCavinh;0.0;208.0;IXTMWRCNAAVVAI-UHFFFAOYSA-N;0.0;;CHEMBL473;classCavinh;SMILES;CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
53;CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O;28;43;0.0;;CHEMBL779;classCavinh;SMILES;CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O;classCavinh;0.0;175.0;WOXKDUGGOYFFRN-IIBYNOLFSA-N;0.0;;CHEMBL779;classCavinh;SMILES;CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
54;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12;190;299;0.0;;CHEMBL3947779;classCavinh;SMILES;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12;classCavinh;0.0;449.0;MURUVADFDBVLDP-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
55;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ccn5c6cccc(F)c6cc5c4n3)cc12;19;30;0.0;;CHEMBL3901713;classCavinh;SMILES;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ccn5c6cccc(F)c6cc5c4n3)cc12;classCavinh;0.0;159.0;GSURGAWEPTXPFX-UHFFFAOYSA-N;0.0;;CHEMBL3901713;classCavinh;SMILES;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ccn5c6cccc(F)c6cc5c4n3)cc12;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
56;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12;26;41;0.0;;CHEMBL4590062;classCavinh;SMILES;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12;classCavinh;0.0;450.0;QUQQSAYJYFXNAN-UHFFFAOYSA-N;0.0;;;classCavinh;SMILES;CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
57;CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O;210;343;0.0;;CHEMBL4635134;classCavinh;SMILES;CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O;classCavinh;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
58;CNC1(c2ccccc2Cl)CCCCC1=O;25;38;1.0;;CHEMBL742;classCavinh;SMILES;CNC1(c2ccccc2Cl)CCCCC1=O;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
59;CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;77;130;1.0;;CHEMBL41;classCavinh;SMILES;CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;classCavinh;1.0;198.0;RTHCYVBBDHJXIQ-UHFFFAOYSA-N;1.0;;CHEMBL41;classCavinh;SMILES;CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
60;CNCC[C@@](O)(c1cccc2ccccc12)[C@H](c1ccccc1)c1cc2cc(Br)ccc2nc1OC;218;363;1.0;;CHEMBL5184933;classCavinh;SMILES;CNCC[C@@](O)(c1cccc2ccccc12)[C@H](c1ccccc1)c1cc2cc(Br)ccc2nc1OC;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
61;CNCC[C@H](Oc1cccc2ccccc12)c1cccs1;[208, 139];[225, 338];0.0;;CHEMBL1175;classCavinh;SMILES;CNCC[C@H](Oc1cccc2ccccc12)c1cccs1;classCavinh;0.0;212.0;ZEUITGRIYCTCEM-KRWDZBQOSA-N;0.0;;CHEMBL1175;classCavinh;SMILES;CNCC[C@H](Oc1cccc2ccccc12)c1cccs1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
62;COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C;101;167;1.0;;CHEMBL3115194;classCavinh;SMILES;COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C;classCavinh;1.0;371.0;GLOKEGVIMFVYSX-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;COC(=O)C(CCC(=O)N(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
63;COC(=O)C(CCC(=O)N1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C;129;211;1.0;;CHEMBL3115195;classCavinh;SMILES;COC(=O)C(CCC(=O)N1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C;classCavinh;1.0;370.0;DYXWAEVVVRIZRB-UHFFFAOYSA-N;1.0;;;classCavinh;SMILES;COC(=O)C(CCC(=O)N1CCN(c2ccccc2OC)CC1)(c1ccc(Br)cc1)C(C)C;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
64;COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12;1;2;1.0;;CHEMBL1648;classCavinh;SMILES;COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
65;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-];[117, 3, 93];[4, 150, 191];1.0;;CHEMBL193;classCavinh;SMILES;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-];classCavinh;1.0;1.0;HYIMSNHJOBLJNT-UHFFFAOYSA-N;1.0;;CHEMBL193;classCavinh;SMILES;COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
66;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-];157;251;1.0;;CHEMBL1726;classCavinh;SMILES;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-];classCavinh;1.0;207.0;VKQFCGNPDRICFG-UHFFFAOYSA-N;1.0;;CHEMBL1726;classCavinh;SMILES;COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-];classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
67;COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1;[115, 195];[189, 310];1.0;;CHEMBL2103761;classCavinh;SMILES;COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;186.0;VXMOONUMYLCFJD-DHLKQENFSA-N;1.0;;CHEMBL2103761;classCavinh;SMILES;COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
68;COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O;29;44;0.0;;CHEMBL1111;classCavinh;SMILES;COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O;classCavinh;0.0;154.0;OUJTZYPIHDYQMC-LJQANCHMSA-N;0.0;;CHEMBL1111;classCavinh;SMILES;COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
69;COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CC(C)(C)c2cc(F)ccc2[C@@H]1C(C)C;180;285;1.0;;CHEMBL3609823;classCavinh;SMILES;COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CC(C)(C)c2cc(F)ccc2[C@@H]1C(C)C;classCavinh;1.0;192.0;CAFYOFMRFOIFOW-IGYGKHONSA-N;1.0;;CHEMBL3609823;classCavinh;SMILES;COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CC(C)(C)c2cc(F)ccc2[C@@H]1C(C)C;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
70;COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12;177;281;1.0;;CHEMBL3608944;classCavinh;SMILES;COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12;classCavinh;1.0;397.0;FJMAUPWFRMSLJB-JMFZDZGDSA-N;1.0;;;classCavinh;SMILES;COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
71;COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;94;151;1.0;;CHEMBL1428;classCavinh;SMILES;COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;203.0;UIAGMCDKSXEBJQ-UHFFFAOYSA-N;1.0;;CHEMBL1428;classCavinh;SMILES;COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
72;COCCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;131;215;1.0;;CHEMBL3969496;classCavinh;SMILES;COCCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;classCavinh;1.0;125.0;PWUMRLWMPRUWGH-UHFFFAOYSA-N;1.0;;CHEMBL3969496;classCavinh;SMILES;COCCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
73;COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1;41;61;0.0;;CHEMBL58323;classCavinh;SMILES;COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1;classCavinh;0.0;485.0;VPPJLAIAVCUEMN-GFCCVEGCSA-N;0.0;;;classCavinh;SMILES;COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
74;CO[C@@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21;50;76;1.0;;CHEMBL3609825;classCavinh;SMILES;CO[C@@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21;classCavinh;1.0;392.0;HQBVENHUOCSWIS-SXQNJKPJSA-N;1.0;;;classCavinh;SMILES;CO[C@@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
75;CO[C@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21;75;128;1.0;;CHEMBL3608940;classCavinh;SMILES;CO[C@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21;classCavinh;1.0;389.0;HQBVENHUOCSWIS-DEDOGFMKSA-N;1.0;;;classCavinh;SMILES;CO[C@H]1C[C@@](CCN(C)CCCc2nc3ccccc3[nH]2)(OC(=O)C(C)C)[C@@H](C(C)C)c2ccc(F)cc21;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
76;CO[C@H]1C[C@H](Oc2cc(F)c(F)c(-c3ccc4c(c3)CC[C@H](CCC(=O)O)O4)n2)C1;182;289;0.0;;CHEMBL3980898;classCavinh;SMILES;CO[C@H]1C[C@H](Oc2cc(F)c(F)c(-c3ccc4c(c3)CC[C@H](CCC(=O)O)O4)n2)C1;classCavinh;0.0;118.0;PGPQNVUVHSSUSY-BZUAXINKSA-N;0.0;;CHEMBL3980898;classCavinh;SMILES;CO[C@H]1C[C@H](Oc2cc(F)c(F)c(-c3ccc4c(c3)CC[C@H](CCC(=O)O)O4)n2)C1;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
77;CO[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12;185;292;1.0;;CHEMBL3609820;classCavinh;SMILES;CO[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12;classCavinh;1.0;184.0;WJZQMTNKCMFTFN-NDIWIEOSSA-N;1.0;;CHEMBL3609820;classCavinh;SMILES;CO[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)C[C@@H]2CC[C@H]1c1ccccc12;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
78;COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;[144, 209];[232, 341];0.0;;CHEMBL32;classCavinh;SMILES;COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;classCavinh;0.0;26.0;FABPRXSRWADJSP-MEDUHNTESA-N;0.0;;CHEMBL32;classCavinh;SMILES;COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
79;COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC;118;192;1.0;;CHEMBL1909324;classCavinh;SMILES;COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
80;COc1cc(CCC(C)=O)ccc1O;49;73;0.0;;CHEMBL25894;classCavinh;SMILES;COc1cc(CCC(C)=O)ccc1O;classCavinh;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
81;COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;202;329;0.0;;CHEMBL3657473;classCavinh;SMILES;COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;classCavinh;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
82;COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;54;81;0.0;;CHEMBL4871292;classCavinh;SMILES;COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;classCavinh;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
83;COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC;8;15;0.0;;CHEMBL709;classCavinh;SMILES;COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC;classCavinh;0.0;145.0;WNMJYKCGWZFFKR-UHFFFAOYSA-N;0.0;;CHEMBL709;classCavinh;SMILES;COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC;classCavinh;0.0;0;0.0;0.0;0.0;0.0;valid
84;COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;124;203;0.0;;CHEMBL3657502;classCavinh;SMILES;COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;classCavinh;0.0;;;;;;;;;;;0;0.0;;0.0;0.0;valid
85;COc1ccc(C2=NN(C(=O)Nc3ccc(Cl)cc3)[C@](CCO)(c3cccnc3)C2)cc1;100;165;1.0;;CHEMBL3966824;classCavinh;SMILES;COc1ccc(C2=NN(C(=O)Nc3ccc(Cl)cc3)[C@](CCO)(c3cccnc3)C2)cc1;classCavinh;1.0;431.0;JFFRVODNJCCGPV-DEOSSOPVSA-N;1.0;;;classCavinh;SMILES;COc1ccc(C2=NN(C(=O)Nc3ccc(Cl)cc3)[C@](CCO)(c3cccnc3)C2)cc1;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
86;COc1ccc(CCC(=O)O)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;125;204;1.0;;CHEMBL4848777;classCavinh;SMILES;COc1ccc(CCC(=O)O)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
87;COc1ccc(CCN(C)C2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC;[114, 60, 46, 15];[188, 69, 102, 23];1.0;;CHEMBL138302;classCavinh;SMILES;COc1ccc(CCN(C)C2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC;classCavinh;1.0;129.0;GGMRORCMNUZGCM-UHFFFAOYSA-N;1.0;;CHEMBL138302;classCavinh;SMILES;COc1ccc(CCN(C)C2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
88;COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC;172;275;1.0;;CHEMBL51149;classCavinh;SMILES;COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC;classCavinh;1.0;46.0;XQLWNAFCTODIRK-UHFFFAOYSA-N;1.0;;CHEMBL51149;classCavinh;SMILES;COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
89;COc1ccc(CCNC2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC;[57, 145, 12, 22];[233, 34, 20, 90];1.0;;CHEMBL343771;classCavinh;SMILES;COc1ccc(CCNC2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC;classCavinh;1.0;107.0;DUNPNGZZOYBONZ-UHFFFAOYSA-N;1.0;;CHEMBL343771;classCavinh;SMILES;COc1ccc(CCNC2CCCC(C(C#N)(c3ccc(OC)c(OC)c3)C(C)C)C2)cc1OC;classCavinh;1.0;1;1.0;1.0;1.0;1.0;valid
90;COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1;153;246;0.0;;CHEMBL23;classCavinh;SMILES;COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1;classCavinh;0.0;24.0;HSUGRBWQSSZJOP-RTWAWAEBSA-N;1.0;;CHEMBL23;classCavinh;SMILES;COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1;classCavinh;1.0;-1;;;;;outlier
91;COc1ccc([C@H]2C[C@H](C(=O)O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;203;330;1.0;;CHEMBL3933320;classCavinh;SMILES;COc1ccc([C@H]2C[C@H](C(=O)O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12;classCavinh;1.0;;;;;;;;;;;1;1.0;;1.0;1.0;valid
