ID;NAME;CAS;CAS.Checksum;DSSTox.GSID;SMILES;All.Compound.Names;logMA;logMA.Reference;logP;logP.Reference;logPwa;logPwa.Reference;MW;MW.Reference;pKa_Accept;pKa_Accept.Reference;pKa_Donor;pKa_Donor.Reference;All.Species;DSSTox.GSID.Reference;Human.Clint;Human.Clint.pValue;Human.Clint.pValue.Reference;Human.Clint.Reference;Human.Fgutabs;Human.Fgutabs.Reference;Human.Funbound.plasma;Human.Funbound.plasma.Reference;Human.Rblood2plasma;Human.Rblood2plasma.Reference;Rat.Clint;Rat.Clint.pValue;Rat.Clint.pValue.Reference;Rat.Clint.Reference;Rat.Fgutabs;Rat.Fgutabs.Reference;Rat.Funbound.plasma;Rat.Funbound.plasma.Reference;Rat.Rblood2plasma;Rat.Rblood2plasma.Reference;SMILES.desalt.Reference;smiles_source;orig_ID;experimental_column;UNITS
991;Nalmefene;55096-26-9;True;23347.0;C=C1CC[C@@]6(O)[C@H]3Cc5ccc(O)c4O[C@@H]1[C@]6(CCN3CC2CC2)c45;Nalmefene;;;2.66;EPISuite;30.489299869864308;EPISuite;339.4281;DSSTox;9.57;Strope 2015;10.35,13.59;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.65;Obach 2008;1.11;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
992;Naltrexone;16590-41-3;True;46313.0;O=C1CC[C@@]6(O)[C@H]3Cc5ccc(O)c4O[C@@H]1[C@]6(CCN3CC2CC2)c45;Naltrexone;;;1.92;EPISuite;30.489299869864308;EPISuite;341.4009;DSSTox;8.88;Strope 2015;10.11,13.59;Strope 2015;Human;DSSTox;;;;;;;0.79;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
993;Napsagatran;154397-77-0;True;;;Napsagatran;;;;;;;;;;Strope 2015;14.02;Strope 2015;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
994;Naratriptan;121679-13-8;True;23354.0;CN1CCC(CC1)c2cnc3ccc(CCS(=O)(=O)NC)cc23;Naratriptan;;;2.69;EPISuite;11.410259018569215;EPISuite;335.4643;DSSTox;9.18;Strope 2015;11.55;Strope 2015;Human;DSSTox;;;;;;;0.7;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
995;Nateglinide;105816-04-4;True;40687.0;CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)O;Nateglinide;;;4.7;EPISuite;9.789542584085828;EPISuite;317.4226;DSSTox;;Strope 2015;4,14.28;Strope 2015;Human;DSSTox;;;;;;;0.029;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
996;Nebivolol;118457-14-0;True;;;Nebivolol;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
997;Nefazodone;83366-66-9;True;23357.0;Clc1cccc(c1)N4CCN(CCCN3N=C(CC)N(CCOc2ccccc2)C3=O)CC4;Nefazodone;;;5.0;EPISuite;30.489299869864308;EPISuite;470.0069;DSSTox;7.09;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.01;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
998;Nefopam;13669-70-0;True;48535.0;CN1Cc3ccccc3C(OCC1)c2ccccc2;Nefopam;;;3.05;EPISuite;6.94219395930037;EPISuite;253.3389;DSSTox;8.01;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
999;Nelarabine;121032-29-9;True;46842.0;Nc3nc2c(ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)c(OC)n3;Nelarabine;;;-1.0;EPISuite;30.489299869864308;EPISuite;297.2673;DSSTox;0.84;Strope 2015;"12.45,13.89;14.78";Strope 2015;Human;DSSTox;;;;;;;0.8;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1000;Neostigmine;59-99-4;True;23360.0;O=C(Oc1cccc(c1)[N+](C)(C)C)N(C)C;Neostigmine;;;-0.13;EPISuite;30.489299869864308;EPISuite;223.2909;DSSTox;;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1001;Netilmicin;56391-56-1;True;48542.0;NC3CC=C(CN)OC3O[C@H]2[C@H](O)[C@@H](O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O)[C@H](NCC)C[C@@H]2N;Netilmicin;;;-2.5;EPISuite;30.489299869864308;EPISuite;475.5795;DSSTox;"9.97,9.4;8.97";Strope 2015;"12.55,13.16;13.84";Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1002;Nevirapine;129618-40-2;True;31797.0;O=C3Nc1c(C)ccnc1N(C2CC2)c4ncccc34;Nevirapine;;;1.81;EPISuite;30.489299869864308;EPISuite;266.2979;DSSTox;5.06,2.96;Strope 2015;12.45;Strope 2015;Human;DSSTox;;;;;;;0.32;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1003;Nimodipine;66085-59-4;True;23370.0;CC=1NC(C)=C(C(C=1C(=O)OC(C)C)c2cccc(c2)[N+]([O-])=O)C(=O)OCCOC;Nimodipine;;;3.05;EPISuite;12.77294481443705;EPISuite;418.4403;DSSTox;4.16;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.016;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1004;Nisoldipine;63675-72-9;True;23371.0;CC=1NC(C)=C(C(C=1C(=O)OCC(C)C)c2ccccc2[N+]([O-])=O)C(=O)OC;Nisoldipine;;;3.26;EPISuite;10.841333247275955;EPISuite;388.4144;DSSTox;4.17;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.003;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1005;Nitrazepam;146-22-5;True;23372.0;[O-][N+](=O)c1ccc2NC(=O)CN=C(c2c1)c3ccccc3;Nitrazepam;;;2.25;EPISuite;10.033616082915456;EPISuite;281.2661;DSSTox;2.65;Strope 2015;11.66;Strope 2015;Human;DSSTox;;;;;;;0.13;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1006;Nitrofurantoin;67-20-9;True;20972.0;O=[N+]([O-])c2ccc(/C=N/N1CC(=O)NC1=O)o2;Nitrofurantoin;;;-0.47;EPISuite;9.88465307562264;EPISuite;238.157;DSSTox;;Strope 2015;3.98,12.13;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.17;Obach 2008;0.76;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1007;Nizatidine;76963-41-2;True;23376.0;CN(C)Cc1nc(CSCCNC(=C[N+]([O-])=O)NC)cs1;Nizatidine;3.0;Endo 2011;-0.43;EPISuite;30.489299869864308;EPISuite;331.4574;DSSTox;9.54,6.68;Strope 2015;7.37;Strope 2015;Human;DSSTox;;;;;;;0.65;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1008;Nk 611;105760-98-3;True;;;Nk 611;;;;;;;;;;;;;Human;;;;;;;;0.013;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1009;Nomifensine;24526-64-5;True;23377.0;Nc3cccc1c3CN(C)CC1c2ccccc2;Nomifensine;;;2.38;EPISuite;8.403749854277892;EPISuite;238.3275;DSSTox;8.88,1.88;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.4;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1010;Nortilidine;38677-94-0;True;191973.0;CCOC(=O)[C@]1(CCC=C[C@@H]1NC)C1=CC=CC=C1;Nortilidine;;;3.51;EPISuite;6.242719266746993;EPISuite;259.3489990234375;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1011;Nortriptyline;72-69-5;True;23384.0;CNCCC=C1c3ccccc3CCc2ccccc12;Nortriptyline;;;4.51;EPISuite;5.57989902846625;EPISuite;263.3767;DSSTox;10.47;Strope 2015;;Strope 2015;Human;DSSTox;9.865153538050734e-06;;;Paixao 2012;0.73;Paixao 2012;0.12;Obach 2008;1.5;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1012;Ofloxacin;82419-36-1;True;41085.0;CN1CCN(CC1)c4c(F)cc2c3N(C=C(C2=O)C(=O)O)C(C)COc34;Ofloxacin;;;-0.39;EPISuite;30.489299869864308;EPISuite;361.3675;DSSTox;6.2;Strope 2015;5.45;Strope 2015;Human;DSSTox;;;;;;;0.75;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1013;Olcegepant;204697-65-4;True;174443.0;NCCCC[C@H](NC(=O)[C@@H](CC1=CC(Br)=C(O)C(Br)=C1)NC(=O)N1CCC(CC1)N1CC2=CC=CC=C2NC1=O)C(=O)N1CCN(CC1)C1=CC=NC=C1;Olcegepant;;;4.3;EPISuite;;EPISuite;869.6599731445312;DSSTox;10.19,8.69;Strope 2015;"6.75,11.45;12.88";Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1014;Olsalazine;15722-48-2;True;23391.0;OC(=O)c1cc(ccc1O)/N=N/c2cc(C(=O)O)c(O)cc2;Olsalazine;;;4.61;EPISuite;30.489299869864308;EPISuite;302.239;DSSTox;;Strope 2015;"2.93,3.53;11.48";Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1015;Oseltamivir acid;187227-45-8;True;171996.0;CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O;Oseltamivir acid;;;0.18;EPISuite;30.489299869864308;EPISuite;284.3559875488281;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;0.97;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1016;Oxacillin;66-79-5;True;23397.0;OC(=O)[C@@H]3N4C(=O)[C@@H](NC(=O)c2c(C)onc2c1ccccc1)[C@H]4SC3(C)C;Oxacillin;;;2.38;EPISuite;30.489299869864308;EPISuite;401.4363;DSSTox;;Strope 2015;"3.75,13.65;13.68";Strope 2015;Human;DSSTox;;;;;;;0.07;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1017;Oxiracetam;62613-82-5;True;45180.0;OC1CC(=O)N(CC(=O)N)C1;Oxiracetam;;;-2.94;EPISuite;12.266237155483692;EPISuite;158.1552;DSSTox;;Strope 2015;14.64;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1018;Oxybutynin;5633-20-5;True;23406.0;OC(C(=O)OCC#CCN(CC)CC)(c1ccccc1)C2CCCCC2;Oxybutynin;;;3.96;EPISuite;7.212598041247589;EPISuite;357.4864;DSSTox;8.77;Strope 2015;11.53;Strope 2015;Human;DSSTox;;;;;;;0.0034;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1019;Oxycodone;76-42-6;True;23407.0;O=C1CC[C@@]5(O)[C@H]2Cc4ccc(OC)c3O[C@@H]1[C@]5(CCN2C)c34;Oxycodone;;;0.66;EPISuite;30.489299869864308;EPISuite;315.3636;DSSTox;8.21;Strope 2015;13.57;Strope 2015;Human;DSSTox;;;;;0.82;Paixao 2012;0.55;Obach 2008;1.03;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1020;Paclitaxel;33069-62-4;True;23413.0;O=C(N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]5C[C@@]6(O)[C@@H](OC(=O)c2ccccc2)[C@H]4[C@@](C)([C@@H](O)C[C@H]3OC[C@]34OC(C)=O)C(=O)[C@H](OC(C)=O)C(=C5C)C6(C)C)c7ccccc7;Paclitaxel;;;3.31;EPISuite;30.489299869864308;EPISuite;853.9061;DSSTox;;Strope 2015;"9.73,11.98;13.31";Strope 2015;Human;DSSTox;;;;;;;0.12;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1021;Palonosetron;135729-61-2;True;;;Palonosetron;;;;;;;;;;;;;Human;;;;;;;;0.38;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1022;Pamidronic acid (pamidronate);40391-99-9;True;23414.0;OC(CCN)(P(O)(=O)O)P(=O)(O)O;Pamidronic acid (pamidronate)|Pamidronic acid;;;-4.9;EPISuite;30.489299869864308;EPISuite;235.0695;DSSTox;9.86;Strope 2015;"0.67,1.43;7.41";Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1023;Pancuronium;15500-66-0;True;23415.0;C[N+]1(CCCCC1)[C@H]6C[C@@]5(C)[C@@H](CC[C@@H]3[C@@H]5CC[C@]2(C)[C@@H](OC(C)=O)[C@H](C[C@H]23)[N+]4(C)CCCCC4)C[C@@H]6OC(C)=O;Pancuronium|Pancuronium bromide;;;-1.17;EPISuite;30.489299869864308;EPISuite;732.6699;DSSTox;;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.09;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1024;Panipenem;87726-17-8;True;;;Panipenem;;;;;;;;;12.21;Strope 2015;4.01;Strope 2015;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1025;Pantoprazole;102625-70-7;True;23416.0;COc3c(OC)ccnc3CS(=O)c1nc2cc(ccc2n1)OC(F)F;Pantoprazole;;;2.22;EPISuite;30.489299869864308;EPISuite;383.3698;DSSTox;3.55,1.36;Strope 2015;9.54;Strope 2015;Human;DSSTox;;;;;;;0.02;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1026;Papaverine;58-74-2;True;23418.0;COc1ccc(cc1OC)Cc3nccc2cc(OC)c(cc23)OC;Papaverine;;;2.95;EPISuite;10.198707702403714;EPISuite;339.385;DSSTox;6.03;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.073;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1027;Paricalcitol;131918-61-1;True;48640.0;O[C@@H]3CC(=CC=C1/CCC[C@]2(C)[C@H](CC[C@@H]12)[C@H](C)/C=C/[C@H](C)C(C)(C)O)/C[C@@H](O)C3;Paricalcitol;;;7.4;EPISuite;4.468508357341892;EPISuite;416.6365;DSSTox;;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.0016;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1028;Paroxetine;61869-08-7;True;23425.0;Fc1ccc(cc1)[C@@H]4CCNC[C@H]4COc2ccc3OCOc3c2;Paroxetine;;;3.95;EPISuite;9.824997300725967;EPISuite;329.3654;DSSTox;9.77;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.06;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1029;Penciclovir;39809-25-1;True;46491.0;OCC(CO)CCn2cnc1c2NC(N)=NC1=O;Penciclovir;;;-1.85;EPISuite;30.489299869864308;EPISuite;253.2578;DSSTox;2.84;Strope 2015;8.01;Strope 2015;Human;DSSTox;;;;;;;0.84;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1030;Penicillin g;61-33-6;True;46934.0;OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@H]3SC2(C)C;Penicillin g;;;1.83;EPISuite;11.943860361566909;EPISuite;334.3901;DSSTox;;Strope 2015;3.53,12.12;Strope 2015;Human;DSSTox;;;;;;;0.4;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1031;Pentamidine;100-33-4;True;23431.0;N=C(N)c1ccc(cc1)OCCCCCOc2ccc(cc2)C(=N)N;Pentamidine;;;2.79;EPISuite;30.489299869864308;EPISuite;340.4195;DSSTox;12.13,11.53;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1032;Pentoxifylline;6493-05-6;True;23437.0;CC(=O)CCCCN2C(=O)c1n(C)cnc1N(C)C2=O;Pentoxifylline;;;0.29;EPISuite;11.259151681398242;EPISuite;278.307;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1033;Perindoprilat;95153-31-4;True;;;Perindoprilat;;;;;;;;;8.06;Strope 2015;3.08,3.85;Strope 2015;Human;;;;;;;;0.16;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1034;Perphenazine;58-39-9;True;23441.0;OCCN1CCN(CC1)CCCN2c4ccccc4Sc3ccc(Cl)cc23;Perphenazine;;;4.2;EPISuite;30.489299869864308;EPISuite;403.9686;DSSTox;8.21,2.68;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.07;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1035;Phencyclidine;77-10-1;True;23446.0;C1CC(CCC1)(c2ccccc2)N3CCCCC3;Phencyclidine;;;4.69;EPISuite;3.331686783997686;EPISuite;243.3871;DSSTox;10.64;Strope 2015;4.98;Strope 2015;Human;DSSTox;;;;;;;0.35;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1036;Phenethicillin;147-55-7;True;23448.0;OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)C(C)Oc1ccccc1)[C@H]3SC2(C)C;Phenethicillin;;;2.2;EPISuite;12.241612658359777;EPISuite;364.4161;DSSTox;;Strope 2015;3.47,11.78;Strope 2015;Human;DSSTox;;;;;;;0.25;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1037;Pimobendan;74150-27-9;True;;;Pimobendan;;;;;;;;;4.76,1.27;Strope 2015;11.17,11.91;Strope 2015;Human;;;;;;;;0.024;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1038;Piperacillin;61477-96-1;True;23482.0;OC(=O)[C@@H]3N4C(=O)[C@@H](NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)c2ccccc2)[C@H]4SC3(C)C;Piperacillin;;;0.5;EPISuite;30.489299869864308;EPISuite;517.5548;DSSTox;;Strope 2015;"3.49,11.6;12.76";Strope 2015;Human;DSSTox;;;;;;;0.5;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1039;Pipercuronium;68399-58-6;True;;;Pipercuronium;;;;;;;;;5.31,4.71;Strope 2015;;Strope 2015;Human;;;;;;;;0.98;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1040;Piretanide;55837-27-9;True;23488.0;O=C(O)c2cc(c(Oc1ccccc1)c(c2)N3CCCC3)S(N)(=O)=O;Piretanide;;;3.92;EPISuite;12.625582279821845;EPISuite;362.4002;DSSTox;;Strope 2015;4.68,9.61;Strope 2015;Human;DSSTox;;;;;;;0.058;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1041;Piritramide;302-41-0;True;184293.0;NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1;Piritramide;;;3.91;EPISuite;30.489299869864308;EPISuite;430.59600830078125;DSSTox;9.17,6.76;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.061;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1042;Pirmenol;68252-19-7;True;43839.0;C[C@H]3CCC[C@@H](C)N3CCCC(O)(c1ccccc1)c2ccccn2;Pirmenol;;;4.36;EPISuite;11.359762907838121;EPISuite;338.4864;DSSTox;9.55,3.88;Strope 2015;12.78;Strope 2015;Human;DSSTox;;;;;;;0.13;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1043;Pnu-145156e;154788-16-6;True;;;Pnu-145156e|Fce 26644;;;;;;;;;;Strope In Prep.;;Strope In Prep.;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1044;Pravastatin (acid);81093-37-0;True;23498.0;O=C(O)C[C@H](O)C[C@H](O)CC[C@H]2[C@@H](C)C=CC1=C[C@@H](O)C[C@H](OC(=O)[C@@H](C)CC)[C@@H]12;Pravastatin (acid)|Pravastatin;;;2.18;EPISuite;12.742426249873503;EPISuite;424.5277;DSSTox;;Strope 2015;4.21,14.65;Strope 2015;Human;DSSTox;;;;;0.51;Paixao 2012;0.5;Obach 2008;0.55;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1045;Prilocaine;721-50-6;True;31955.0;O=C(Nc1ccccc1C)C(C)NCCC;Prilocaine;;;2.11;EPISuite;8.15377241799723;EPISuite;220.3107;DSSTox;8.82;Strope 2015;13.51;Strope 2015;Human;DSSTox;;;;;;;0.72;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1046;Primaquine;90-34-6;True;23509.0;CC(CCCN)Nc1cc(cc2cccnc12)OC;Primaquine;;;3.15;EPISuite;12.011651262689156;EPISuite;259.3467;DSSTox;"10.2,4.09;0.6";Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1047;Probenecid;57-66-9;True;21188.0;O=S(=O)(N(CCC)CCC)c1ccc(cc1)C(=O)O;Probenecid;;;3.21;EPISuite;7.881913942337197;EPISuite;285.3593;DSSTox;;Strope 2015;3.53;Strope 2015;Human;DSSTox;;;;;;;0.13;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1048;Prochlorperazine;58-38-8;True;23514.0;CN1CCN(CC1)CCCN2c4ccccc4Sc3ccc(Cl)cc23;Prochlorperazine;;;4.88;EPISuite;10.986368849811958;EPISuite;373.9427;DSSTox;8.39,2.8;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1049;Procyclidine;77-37-2;True;23515.0;OC(CCN1CCCC1)(c2ccccc2)C3CCCCC3;Procyclidine;;;4.78;EPISuite;7.49323913545347;EPISuite;287.4397;DSSTox;9.45;Strope 2015;13.84;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1050;Pseudohypericin;55954-61-5;True;204541.0;CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C4=C3C3=C2C1=C1C(CO)=CC(O)=C2C(=O)C5=C(O)C=C(O)C4=C5C3=C12;Pseudohypericin;;;5.95;EPISuite;30.489299869864308;EPISuite;520.448974609375;DSSTox;;Strope In Prep.;;Strope In Prep.;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1051;Quercetin;117-39-5;True;21218.0;Oc1ccc(cc1O)C=3Oc2cc(O)cc(O)c2C(=O)C=3O;Quercetin;;;1.48;EPISuite;30.489299869864308;EPISuite;302.2357;DSSTox;;Strope 2015;"7.58,8.9;9.49";Strope 2015;Human;DSSTox;;;;;;;0.009;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1052;Quinacrine;83-89-6;True;22627.0;CCN(CC)CCCC(C)Nc1c3cc(OC)ccc3nc2cc(Cl)ccc12;Quinacrine|Atabrine;;;5.75;EPISuite;12.22310924592785;EPISuite;399.9568;DSSTox;10.33,8.37;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.13;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1053;Quinaprilat;82768-85-2;True;;;Quinaprilat;;;;;;;;;;;;;Human;;;;;;;;0.32;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1054;Quinine;130-95-0;True;44280.0;COc1cc2c(cc1)nccc2[C@@H](O)[C@@H]4CC3CCN4C[C@@H]3C=C;Quinine;;;3.44;EPISuite;13.111706847835837;EPISuite;324.4168;DSSTox;9.05,4.02;Strope 2015;13.89;Strope 2015;Human;DSSTox;;;;;0.79;Paixao 2012;0.3;Obach 2008;0.91;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1055;Quinupristin;120138-50-3;True;;;Quinupristin;;;;;;;;;;;;;Human;;;;;;;;0.34;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1056;Rabeprazole;117976-89-3;True;44122.0;Cc3c(OCCCOC)ccnc3CS(=O)c1nc2ccccc2n1;Rabeprazole;;;2.99;EPISuite;30.489299869864308;EPISuite;359.4426;DSSTox;4.24,1.13;Strope 2015;9.35;Strope 2015;Human;DSSTox;;;;;;;0.037;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
1057;R-apomorphine;58-00-4;True;22614.0;Oc3ccc2C[C@@H]1c4c(CCN1C)cccc4c2c3O;R-apomorphine|Apomorphine;;;2.3;EPISuite;13.252083161901226;EPISuite;267.3224;DSSTox;7.8;Strope 2015;9.26,12.68;Strope 2015;Human;DSSTox;;;;;;;0.057;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
