ID;NAME;CAS;CAS.Checksum;DSSTox.GSID;SMILES;All.Compound.Names;logMA;logMA.Reference;logP;logP.Reference;logPwa;logPwa.Reference;MW;MW.Reference;pKa_Accept;pKa_Accept.Reference;pKa_Donor;pKa_Donor.Reference;All.Species;DSSTox.GSID.Reference;Human.Clint;Human.Clint.pValue;Human.Clint.pValue.Reference;Human.Clint.Reference;Human.Fgutabs;Human.Fgutabs.Reference;Human.Funbound.plasma;Human.Funbound.plasma.Reference;Human.Rblood2plasma;Human.Rblood2plasma.Reference;Rat.Clint;Rat.Clint.pValue;Rat.Clint.pValue.Reference;Rat.Clint.Reference;Rat.Fgutabs;Rat.Fgutabs.Reference;Rat.Funbound.plasma;Rat.Funbound.plasma.Reference;Rat.Rblood2plasma;Rat.Rblood2plasma.Reference;SMILES.desalt.Reference;smiles_source;orig_ID;experimental_column;UNITS
922;Ketoprofen;22071-15-4;True;20771.0;CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2;Ketoprofen;;;3.12;EPISuite;8.719556464003682;EPISuite;254.2806;DSSTox;;Strope in prep.;4.36;Strope in prep.;Human;DSSTox;9e-06;;;Paixao 2012;1.0;Paixao 2012;0.008;Obach 2008;1.0;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
923;Ketorolac;74103-06-3;True;23189.0;O=C(O)C1CCn2c(ccc12)C(=O)c3ccccc3;Ketorolac;;;2.32;EPISuite;10.519793950389042;EPISuite;255.2686;DSSTox;;Strope 2015;3.84;Strope 2015;Human;DSSTox;;;;;;;0.0068;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
924;Krn-5500;151276-95-8;True;;;Krn-5500;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
925;Kw-2170;207862-44-0;True;;;Kw-2170|Kw 2170;;;;;;;;;;Strope In Prep.;;Strope In Prep.;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
926;Labetalol;36894-69-6;True;23191.0;O=C(N)c1cc(ccc1O)C(O)CNC(C)CCc2ccccc2;Labetalol;;;3.09;EPISuite;30.489299869864308;EPISuite;328.4055;DSSTox;9.8;Strope 2015;8.05,14.11;Strope 2015;Human;DSSTox;;;;;;;0.5;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
927;Lamifiban;144412-49-7;True;;;Lamifiban;;;;;;;;;10.95;Strope 2015;"3.69,9.49;14.82";Strope 2015;Human;;;;;;;;0.94;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
928;Lamivudine;134678-17-4;True;23194.0;NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)SC2;Lamivudine;;;-0.93;EPISuite;30.489299869864308;EPISuite;229.2562;DSSTox;0.21;Strope 2015;14.29;Strope 2015;Human;DSSTox;;;;;0.93;Paixao 2012;0.94;Obach 2008;1.06;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
929;Lansoprazole;103577-45-3;True;23200.0;FC(F)(F)COc3ccnc(CS(=O)c1nc2ccccc2n1)c3C;Lansoprazole;;;3.68;EPISuite;30.489299869864308;EPISuite;369.3615;DSSTox;4.16,1.13;Strope 2015;9.35;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.021;Obach 2008;0.56;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
930;Letrozole;112809-51-5;True;23202.0;N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3cncn3;Letrozole;;;2.22;EPISuite;8.776957856997038;EPISuite;285.3027;DSSTox;2.17;Strope 2015;;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.41;Obach 2008;0.92;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
931;Leuprolide;53714-56-0;True;;;Leuprolide;;;;;;;;;;;;;Human;;;;;;;;0.54;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
932;Levodopa;59-92-7;True;23209.0;Oc1ccc(C[C@H](N)C(=O)O)cc1O;Levodopa|L-dopa;;;-2.39;EPISuite;30.489299869864308;EPISuite;197.1879;DSSTox;9.06;Strope 2015;"1.65,9.69;12.74";Strope 2015;Human;DSSTox;;;;;;;0.76;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
933;Levofloxacin;100986-85-4;True;41060.0;CN1CCN(CC1)c4c(F)cc2c3N(C=C(C2=O)C(=O)O)[C@@H](C)COc34;Levofloxacin;;;-0.39;EPISuite;30.489299869864308;EPISuite;361.3675;DSSTox;6.2;Strope 2015;5.45;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.75;Obach 2008;1.05;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
934;Levomepromazine;60-99-1;True;23289.0;CN(C)C[C@@H](C)CN1c3ccccc3Sc2ccc(OC)cc12;Levomepromazine|Levomethotrimeprazine;;;4.68;EPISuite;8.423901118238202;EPISuite;328.4717;DSSTox;9.42;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
935;Levonorgestrel;797-63-7;True;36496.0;O=C4CC[C@H]3C(CC[C@@H]2[C@@H]3CC[C@@]1(CC)[C@H]2CC[C@@]1(O)C#C)=C4;Levonorgestrel|Norgestrel;;;3.48;EPISuite;7.158788954939776;EPISuite;312.4458;DSSTox;;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.025;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
936;Levosimendan;141505-33-1;True;46445.0;N#C/C(C#N)=NNc1ccc(cc1)C2=NNC(=O)C[C@H]2C;Levosimendan;;;2.86;EPISuite;12.705178588343308;EPISuite;280.2847;DSSTox;4.91;Strope 2015;10.53,11.81;Strope 2015;Human;DSSTox;;;;;;;0.02;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
937;Lincomycin;154-21-2;True;23215.0;O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@@H](C)O;Lincomycin;;;0.2;EPISuite;30.489299869864308;EPISuite;406.5374;DSSTox;7.97;Strope 2015;"12.37,12.97;13.56";Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
938;Linezolid;165800-03-3;True;46489.0;CC(=O)NC[C@@H]1OC(=O)N(C1)c2cc(F)c(cc2)N3CCOCC3;Linezolid;;;1.26;EPISuite;11.764540169989056;EPISuite;337.3461;DSSTox;;Strope 2015;14.45;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.69;Obach 2008;0.73;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
939;Lisinopril;76547-98-3;True;40537.0;OC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCCN)N[C@@H](CCc1ccccc1)C(=O)O;Lisinopril;;;-1.22;EPISuite;30.489299869864308;EPISuite;405.4879;DSSTox;10.21,8.01;Strope 2015;3.17,3.85;Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
940;Lithium carbonate;554-13-2;True;23784.0;O=C(O)O;Lithium carbonate;;;-4.9;EPISuite;6.263056586014319;EPISuite;73.8909;DSSTox;;Strope 2015;6.05,10.64;Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
941;Lormetazepam;848-75-9;True;;;Lormetazepam;;;;;;;;;;Strope 2015;10.68;Strope 2015;Human;;;;;;;;0.12;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
942;Losartan;114798-26-4;True;23227.0;OCc4c(Cl)nc(CCCC)n4Cc1ccc(cc1)c2ccccc2c3nnnn3;Losartan;;;4.01;EPISuite;30.489299869864308;EPISuite;422.9106;DSSTox;4.07;Strope 2015;4.29,14.27;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.01;Obach 2008;0.55;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
943;Lovastatin (acid);75225-51-3;True;;;Lovastatin (acid);;;;;;;;;;;;;Human;;;;;;;;0.043;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
944;Loxiglumide;107097-80-3;True;57615.0;Clc1ccc(cc1Cl)C(=O)NC(CCC(=O)O)C(=O)N(CCCCC)CCCOC;Loxiglumide;;;3.52;EPISuite;30.489299869864308;EPISuite;461.3793;DSSTox;;Strope 2015;4.05,14.44;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
945;Maprotiline;10262-69-8;True;45029.0;CNCCCC24CCC(c1ccccc12)c3ccccc34;Maprotiline;;;4.52;EPISuite;5.172791381130141;EPISuite;277.4033;DSSTox;10.54;Strope 2015;;Strope In Prep.;Human;DSSTox;;;;;;;0.11;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
946;Maxipost;187523-35-9;True;;;Maxipost;;;;;;;;;;Strope 2015;11.56;Strope 2015;Human;;;;;;;;0.0038;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
947;Mebendazole;31431-39-7;True;40682.0;O=C(OC)Nc1nc2cc(ccc2n1)C(=O)c3ccccc3;Mebendazole;;;2.83;EPISuite;30.489299869864308;EPISuite;295.2927;DSSTox;3.42;Strope 2015;9.17,13.92;Strope 2015;Human;DSSTox;;;;;;;0.086;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
948;Medroxalol;56290-94-9;True;;;Medroxalol;;;;;;;;;9.8;Strope 2015;8.05,14.11;Strope 2015;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
949;Melagatran;159776-70-2;True;166724.0;NC(=N)C1=CC=C(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(O)=O)C2CCCCC2)C=C1;Melagatran;;;-1.93;EPISuite;30.489299869864308;EPISuite;429.52099609375;DSSTox;11.48,7.66;Strope 2015;3.2;Strope 2015;Human;DSSTox;;;;;;;0.93;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
950;Meloxicam;71125-38-7;True;20803.0;Cc3cnc(NC(=O)C2=C(O)c1ccccc1S(=O)(=O)N2C)s3;Meloxicam;;;3.43;EPISuite;30.489299869864308;EPISuite;351.4007;DSSTox;0.4;Strope 2015;1.99;Strope 2015;Human;DSSTox;;;;;0.98;Paixao 2012;0.003;Obach 2008;1.22;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
951;Melperone;3575-80-2;True;23298.0;Fc1ccc(cc1)C(=O)CCCN2CCC(C)CC2;Melperone|Methylperone;;;3.84;EPISuite;5.9200024397532385;EPISuite;263.3504;DSSTox;8.9;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
952;Melphalan;148-82-3;True;20804.0;O=C(O)[C@@H](N)Cc1ccc(cc1)N(CCCl)CCCl;Melphalan;;;-0.52;EPISuite;10.393687170358591;EPISuite;305.2002;DSSTox;9.51,2.62;Strope 2015;1.29;Strope 2015;Human;DSSTox;;;;;0.74;Paixao 2012;0.14;Obach 2008;0.96;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
953;Men-10755;169317-77-5;True;;;Men-10755;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
954;Meperidine;57-42-1;True;23253.0;CN1CCC(CC1)(C(=O)OCC)c2ccccc2;Meperidine;;;2.72;EPISuite;6.09149792814828;EPISuite;247.3327;DSSTox;8.16;Strope 2015;;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.42;Obach 2008;0.87;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
955;Mepivacaine;96-88-8;True;23259.0;O=C(Nc1c(C)cccc1C)C2CCCCN2C;Mepivacaine;;;1.95;EPISuite;8.125065552743425;EPISuite;246.348;DSSTox;8.57;Strope 2015;13.63;Strope 2015;Human;DSSTox;;;;;;;0.3;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
956;Meprobamate;57-53-4;True;23261.0;O=C(N)OCC(C)(COC(=O)N)CCC;Meprobamate;;;0.7;EPISuite;7.74392871542513;EPISuite;218.2502;DSSTox;;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
957;Meptazinol;54340-58-8;True;48543.0;CN1CCCCC(CC)(C1)c2cccc(O)c2;Meptazinol;;;3.77;EPISuite;7.146293611375217;EPISuite;233.3492;DSSTox;9.16;Strope 2015;10.23;Strope 2015;Human;DSSTox;;;;;;;0.73;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
958;Mercaptopurine, 6-;50-44-2;True;20810.0;S=C2NC=Nc1ncnc12;Mercaptopurine, 6-|Mercaptopurine|6-mercaptopurine;;;0.01;EPISuite;7.199860875413569;EPISuite;152.1771;DSSTox;1.75;Strope 2015;9.69,11.78;Strope 2015;Human;DSSTox;;;;;0.19;Paixao 2012;0.85;Obach 2008;1.2;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
959;Meropenem;96036-03-2;True;45526.0;O[C@H](C)[C@H]3C(=O)N2C(=C(S[C@H]1C[C@H](NC1)C(=O)N(C)C)[C@H](C)[C@@H]23)C(=O)O;Meropenem;;;-1.25;EPISuite;30.489299869864308;EPISuite;383.4625;DSSTox;9.39;Strope 2015;3.47;Strope 2015;Human;DSSTox;;;;;;;0.87;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
960;Metformin;657-24-9;True;23270.0;N=C(N)NC(=N)N(C)C;Metformin;;;-2.64;EPISuite;13.249949198331073;EPISuite;129.1636;DSSTox;12.33,10.27;Strope 2015;;Strope 2015;Human;DSSTox;;;;;0.52;Paixao 2012;1.0;Obach 2008;1.04;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
961;Methamphetamine;537-46-2;True;37128.0;C[C@H](NC)Cc1ccccc1;Methamphetamine;;;2.07;EPISuite;3.700229081340786;EPISuite;149.2328;DSSTox;10.21;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.85;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
962;Methicillin;61-32-5;True;23284.0;OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)c1c(OC)cccc1OC)[C@H]3SC2(C)C;Methicillin;;;1.22;EPISuite;30.489299869864308;EPISuite;380.4155;DSSTox;;Strope 2015;"2.96,13.33;13.53";Strope 2015;Human;DSSTox;;;;;;;0.43;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
963;Methimazole;60-56-0;True;20820.0;S=C1NC=CN1C;Methimazole;;;-0.34;EPISuite;3.8249772109630835;EPISuite;114.1688;DSSTox;0.82;Strope 2015;14.91;Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
964;Methyldopa;555-30-6;True;23295.0;Oc1ccc(C[C@](C)(N)C(=O)O)cc1O;Methyldopa;;;-1.79;EPISuite;30.489299869864308;EPISuite;211.2145;DSSTox;6.97;Strope 2015;9.29,12.74;Strope 2015;Human;DSSTox;;;;;;;0.85;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
965;Methylnaltrexone;73232-52-7;True;;;Methylnaltrexone;;;;;;;;;;Strope 2015;9.9,12.41;Strope 2015;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
966;Trestolone;3764-87-2;True;;;Trestolone;;;;;;;;;;Strope 2015;;Strope 2015;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
967;Methylthiomethylpaclitaxel, 7-;160237-25-2;True;;;Methylthiomethylpaclitaxel, 7-;;;;;;;;;;;;;Human;;;;;;;;;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
968;Metoclopramide;364-62-5;True;45169.0;Nc1cc(OC)c(cc1Cl)C(=O)NCCN(CC)CC;Metoclopramide;;;2.62;EPISuite;30.489299869864308;EPISuite;299.7964;DSSTox;9.04,1.64;Strope 2015;14.49;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.6;Obach 2008;0.96;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
969;Metocurine;5152-30-7;True;48262.0;COc7ccc1cc7Oc6cc5c(CC[N+](C)(C)[C@H]5Cc4ccc(Oc3c2c(CC[N+](C)(C)[C@@H]2C1)cc(OC)c3OC)cc4)cc6OC;Metocurine|Dimethyltubocurarine;;;9.4;EPISuite;30.489299869864308;EPISuite;652.8178;DSSTox;;Strope 2015;12.99,14.52;Strope 2015;Human;DSSTox;;;;;;;0.65;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
970;Metolazone;17560-51-9;True;45167.0;NS(=O)(=O)c1cc2C(=O)N(C(C)Nc2cc1Cl)c3ccccc3C;Metolazone;;;1.84;EPISuite;10.770483530360703;EPISuite;365.8345;DSSTox;;Strope 2015;9.54,12.23;Strope 2015;Human;DSSTox;;;;;;;0.05;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
971;Metrizoate;1949-45-7;True;23311.0;Ic1c(NC(C)=O)c(I)c(c(I)c1N(C)C(C)=O)C(=O)O;Metrizoate|Metrizoic acid;;;1.58;EPISuite;30.489299869864308;EPISuite;627.9402;DSSTox;;Strope 2015;2.16,12.14;Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
972;Metronidazole;443-48-1;True;20892.0;Cc1ncc([N+]([O-])=O)n1CCO;Metronidazole;;;-0.02;EPISuite;8.816317274571727;EPISuite;171.154;DSSTox;2.57;Strope 2015;;Strope 2015;Human;DSSTox;;;;;1.0;Paixao 2012;0.96;Obach 2008;1.07;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
973;Mexiletine;31828-71-4;True;48446.0;CC(N)COc1c(C)cccc1C;Mexiletine;;;2.15;EPISuite;5.226947903023477;EPISuite;179.2588;DSSTox;9.52;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.36;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
974;Mezlocillin;51481-65-3;True;23316.0;OC(=O)[C@@H]3N4C(=O)[C@@H](NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)c2ccccc2)[C@H]4SC3(C)C;Mezlocillin;;;2.41;EPISuite;30.489299869864308;EPISuite;539.5819;DSSTox;;Strope 2015;"3.49,11.42;12.54";Strope 2015;Human;DSSTox;;;;;;;0.7;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
975;Mibefradil;116644-53-2;True;23318.0;CC(C)[C@H]3c4ccc(F)cc4CC[C@]3(OC(=O)COC)CCN(C)CCCc1nc2ccccc2n1;Mibefradil;;;6.27;EPISuite;11.708141603706656;EPISuite;495.6287;DSSTox;5.679886,8.011238;Strope in prep.;13.3;Strope in prep.;Human;DSSTox;;;;;;;0.005;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
976;Micafungin;235114-32-6;True;;;Micafungin;;;;;;;;;;;;;Human;;;;;;;;0.0023;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
977;Miglitol;72432-03-2;True;23323.0;OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO;Miglitol;;;-3.53;EPISuite;12.407498345429715;EPISuite;207.2243;DSSTox;7.6;Strope 2015;12.91,14.07;Strope 2015;Human;DSSTox;;;;;;;1.0;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
978;Milrinone;78415-72-2;True;23324.0;N#CC1=CC(=C(C)NC1=O)c2ccncc2;Milrinone;;;1.17;EPISuite;12.64376934860219;EPISuite;211.2194;DSSTox;5.03;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.035;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
979;Minocycline;10118-90-8;True;45033.0;CN(C)c2ccc(O)c1C(=O)C3=C(O)[C@]4(O)C(=O)C(=C(O)[C@@H](N(C)C)[C@@H]4C[C@@H]3Cc12)C(N)=O;Minocycline;;;0.05;EPISuite;30.489299869864308;EPISuite;457.4764;DSSTox;6.11,4.47;Strope 2015;"1.78,9.41;11.4";Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
980;Mirtazapine;85650-52-8;True;;;Mirtazapine;;;;;;;;;6.67,5.36;Strope 2015;;Strope 2015;Human;;;;;;;;0.15;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
981;Mitoxantrone;65271-80-9;True;46947.0;OCCNCCNc3ccc(NCCNCCO)c2C(=O)c1c(O)ccc(O)c1C(=O)c23;Mitoxantrone;;;2.28;EPISuite;30.489299869864308;EPISuite;444.4809;DSSTox;"9.22,8.73;1.97";Strope 2015;8.21,10.28;Strope 2015;Human;DSSTox;;;;;;;0.25;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
982;Mivacurium (cis/cis);106791-40-6;True;;;Mivacurium (cis/cis);;;;;;;;;;;;;Human;;;;;;;;0.7;Obach 2008;;;;;;;;;;;;;;SMILES.desalt;;Human.Funbound.plasma;ratioFU
983;Moclobemide;71320-77-9;True;40554.0;Clc1ccc(cc1)C(=O)NCCN2CCOCC2;Moclobemide;;;1.16;EPISuite;11.799110010748553;EPISuite;268.7393;DSSTox;6.02;Strope 2015;14.73;Strope 2015;Human;DSSTox;;;;;;;0.77;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
984;Montelukast;158966-92-8;True;23334.0;CC(C)(O)c5ccccc5CC[C@@H](SCC1(CC(=O)O)CC1)c2cccc(c2)/C=C/c3ccc4ccc(Cl)cc4n3;Montelukast;;;9.4;EPISuite;30.489299869864308;EPISuite;586.1832;DSSTox;4.119615,4.886443;Strope in prep.;4.119615,4.886443;Strope in prep.;Human;DSSTox;;;;;0.66;Paixao 2012;0.002;Obach 2008;0.55;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
985;Morphine-6-glucuronide;20290-10-2;True;174158.0;CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=C35;Morphine-6-glucuronide;;;-3.24;EPISuite;30.489299869864308;EPISuite;461.4670104980469;DSSTox;9.12;Strope 2015;"2.87,10.25;12.23";Strope 2015;Human;DSSTox;;;;;;;;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
986;Moxalactam;64952-97-2;True;23338.0;O=C3N1C(=C(CO[C@@H]1[C@]3(OC)NC(=O)C(c2ccc(O)cc2)C(=O)O)CSc4nnnn4C)C(=O)O;Moxalactam;;;-0.58;EPISuite;30.489299869864308;EPISuite;520.4726;DSSTox;;Strope 2015;"2.92,3.61;9.46";Strope 2015;Human;DSSTox;;;;;;;0.39;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
987;Moxifloxacin;151096-09-2;True;48491.0;O=C(O)C2=CN(c1c(OC)c(c(F)cc1C2=O)N3C[C@@H]4CCCN[C@@H]4C3)C5CC5;Moxifloxacin;;;0.95;EPISuite;30.489299869864308;EPISuite;401.4314;DSSTox;9.42;Strope 2015;5.69;Strope 2015;Human;DSSTox;;;;;0.94;Paixao 2012;0.6;Obach 2008;1.05;Paixao 2012;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
988;Moxonidine;75438-57-2;True;45170.0;COc2nc(C)nc(Cl)c2NC1=NCCN1;Moxonidine;1.8;Endo 2011;0.9;EPISuite;10.399332998623333;EPISuite;241.6775;DSSTox;7.26;Strope 2015;;Strope 2015;Human;DSSTox;;;;;;;0.93;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
989;Nafcillin;147-52-4;True;23343.0;OC(=O)[C@@H]3N4C(=O)[C@@H](NC(=O)c1c2ccccc2ccc1OCC)[C@H]4SC3(C)C;Nafcillin;;;3.79;EPISuite;30.489299869864308;EPISuite;414.4748;DSSTox;;Strope 2015;"3.31,13.98;14.78";Strope 2015;Human;DSSTox;;;;;;;0.13;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
990;Nalbuphine;20594-83-6;True;23345.0;Oc1ccc2C[C@H]4N(CC[C@@]35[C@@H](Oc1c23)[C@@H](O)CC[C@@]45O)CC6CCC6;Nalbuphine;;;1.61;EPISuite;30.489299869864308;EPISuite;357.4434;DSSTox;9.62;Strope 2015;"10.39,13.49;14.27";Strope 2015;Human;DSSTox;;;;;;;0.5;Obach 2008;;;;;;;;;;;;;DSSTox;SMILES.desalt;;Human.Funbound.plasma;ratioFU
