SMILES	SLogP	ATS0d	ATSC5s	GATS2c	PNSA1	AATS2i	GATS7Z	ATSC5se	AATS5d	AATS7i	ww	ATS0Z	MAXDN	PEOE_VSA7	O-057	SIC3	ATSC1v	PEOE_VSA10	AATS5i	GATS6c	observed	predicted
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	-0.12	1.86	1.13	0.41	0.6	0.05	0.15	0.37	1.02	-0.12	1.08	0.88	0.8	1.0	-0.38	0.87	0.61	0.07	-0.12	0.32	1	1
CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1	-0.07	-0.35	-0.15	0.8	-0.49	0.15	-0.13	-0.28	0.02	-0.27	-0.29	-0.37	-0.48	-0.22	-0.38	0.82	-0.62	-0.84	-0.2	0.2	0	0
COP(=S)(OC)SCn1nnc2ccccc2c1=O	-0.15	-0.5	-0.28	0.53	0.44	0.71	0.13	-0.01	0.89	-1.05	-0.28	0.42	0.67	-0.02	-0.38	-0.26	-0.72	0.02	-0.81	-0.85	0	0
CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	1.63	1.57	-1.2	-0.5	1.5	0.14	0.02	-2.29	1.52	-0.79	0.74	1.02	0.11	1.35	-0.38	0.31	-0.84	-0.38	-0.51	0.11	1	1
COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C	0.21	0.12	-0.49	0.43	-0.59	0.1	0.3	-0.27	0.85	-0.43	-0.1	-0.17	-0.76	0.92	1.13	-0.08	0.09	-0.84	-0.72	0.19	1	0
COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@]2(O)C=C3[C@H]4CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@@]1(C)C2=O	0.55	1.39	0.42	0.11	0.49	-0.38	-0.19	-0.05	0.6	-0.47	0.41	0.7	0.88	0.26	-0.38	0.12	0.19	0.08	-0.91	0.09	1	1
COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1	0.22	-0.26	-0.26	-1.0	0.35	-0.26	-0.39	-0.21	1.45	-0.75	-0.25	0.02	1.28	-0.21	-0.38	0.9	-0.13	-0.84	-0.99	-0.13	0	0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	-0.37	-0.45	-0.84	-1.49	0.07	0.49	0.41	-0.89	0.35	0.07	-0.3	-0.15	2.94	0.31	-0.38	0.68	-0.01	-0.84	0.75	-0.77	0	0
CN1CCN(C(c2ccccc2)c2ccccc2)CC1	0.27	-0.3	0.21	3.8	-0.57	0.4	-0.16	0.13	0.33	-0.28	-0.29	-0.49	-1.27	-0.67	-0.38	-1.98	-0.73	-0.84	-0.66	-0.63	0	0
C=C[C@@]1(C)CC(=O)[C@]2(O)[C@]3(C)[C@H]([C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1)C(C)(C)CC[C@@H]3O	-0.35	0.71	1.02	0.13	-0.42	-0.16	0.16	0.85	-0.3	-0.1	-0.08	0.19	0.93	-0.15	-0.38	-0.17	0.52	-0.42	-0.15	0.76	0	0
O=c1[nH]c(=O)n([C@@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F	-1.31	-0.39	-1.78	-0.7	0.43	2.57	0.68	-1.47	0.69	1.84	-0.29	-0.14	3.37	-1.36	-0.38	0.99	-0.33	0.5	1.71	-0.62	0	0
CO[C@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@H](C)OC(=O)C[C@H]1O	-0.02	2.88	-1.6	1.0	0.64	0.93	-0.12	-1.91	0.01	-0.34	2.03	1.98	0.33	2.19	-0.38	-0.14	-1.97	1.92	0.12	-0.11	0	0
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12	-0.19	-0.21	0.2	0.17	-0.45	0.87	-0.03	0.36	0.46	-0.17	-0.25	-0.35	-0.36	0.54	-0.38	0.27	-0.59	-0.34	-0.14	-0.09	0	0
O=C(O)c1cc2cc(F)ccc2[nH]1	-0.15	-0.93	0.26	-0.89	-0.07	-0.79	0.34	0.43	0.12	2.87	-0.32	-0.73	0.29	-0.44	-0.0	1.74	0.15	0.03	0.98	2.27	0	0
CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1	-0.36	-0.39	-0.1	0.35	0.13	0.64	0.06	-0.42	1.69	0.11	-0.25	-0.38	-0.34	-0.66	-0.38	0.89	-0.46	0.03	-0.8	-0.59	0	0
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2	0.68	0.17	0.44	1.1	0.29	-0.26	-0.46	0.49	0.53	-0.52	-0.08	0.15	-0.44	0.76	-0.38	-0.05	0.06	-0.84	-0.87	-0.46	0	0
O=C(O)c1cc(O)c2c(c1)[C@@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O	-1.43	3.03	-0.88	-0.36	2.81	-0.98	-0.59	-0.8	2.41	-1.61	3.8	2.27	0.8	0.86	1.89	-0.65	4.33	4.54	-1.15	-0.4	0	1
S=C=NCCc1ccccc1	-0.02	-1.17	0.27	0.88	-0.36	-0.63	3.95	0.21	-0.91	-1.71	-0.33	-0.67	-1.58	-0.44	-0.38	0.41	-0.75	-0.84	0.0	0.7	0	0
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	-0.73	4.07	0.9	0.17	2.02	0.09	-0.08	2.75	0.08	-0.22	4.56	2.65	0.57	2.67	-0.38	-0.31	2.02	3.32	0.18	-0.13	0	1
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1	1.12	0.82	0.16	1.33	0.83	-0.24	0.12	0.3	0.33	-0.38	-0.11	0.61	-0.33	0.7	-0.38	-0.97	-0.09	-0.43	-0.74	-0.06	0	1
CCCC[C@H]1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O	0.46	-0.05	-0.28	-0.41	0.3	-0.38	0.51	-0.5	1.45	-0.79	-0.25	-0.19	-0.35	0.26	0.37	0.46	-0.32	0.04	-0.84	-0.1	1	1
NCCc1ccc(O)cc1	-0.61	-1.17	0.25	-1.11	-0.84	-0.28	-0.23	0.29	-1.3	1.44	-0.33	-0.97	-0.91	-0.2	0.37	0.89	0.15	-0.4	0.83	0.95	0	0
COC1[C@@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O	-2.3	-0.88	-0.22	0.37	-0.73	0.65	-1.15	-0.31	-2.01	2.01	-0.33	-0.65	0.45	-1.36	-0.38	-2.99	0.26	1.91	2.11	-0.15	0	0
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O	-3.59	0.72	-0.7	0.3	-0.33	0.83	-0.0	-0.07	0.02	0.26	-0.09	0.5	0.35	-0.87	-0.38	0.12	2.18	1.91	1.22	-0.26	0	0
CC(C)(S)[C@@H]([NH3+])C(=O)[O-]	-1.79	-1.22	-1.43	-1.61	-0.69	0.79	-2.34	-0.78	-2.87	1.63	-0.34	-0.68	0.28	-0.84	-0.38	-1.63	-0.61	0.06	3.59	-0.78	0	0
Nc1nc2nc[nH]c2c(=S)[nH]1	-0.73	-1.07	0.23	-1.12	-0.43	1.87	-2.67	0.13	-0.84	2.26	-0.33	-0.6	-1.02	-1.36	-0.38	1.33	0.09	-0.07	1.01	1.49	0	0
CC[C@H](c1ccc(O)cc1)[C@H](CC)c1ccc(O)cc1	1.0	-0.35	0.27	-1.46	-0.3	-0.95	-0.38	0.39	-0.37	-0.05	-0.3	-0.45	-0.91	0.91	1.13	-1.47	0.43	0.03	-1.1	-1.26	1	1
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	-0.6	0.84	1.06	-0.15	0.28	1.33	0.15	1.3	-0.83	0.34	0.18	0.83	-0.15	0.83	-0.38	-2.01	-1.46	-0.84	0.95	-0.33	0	0
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0.42	1.1	0.6	-1.04	0.34	-0.3	-0.62	0.92	-0.63	-0.03	0.3	0.71	3.08	2.57	-0.38	-0.22	1.89	-0.84	0.19	-0.42	1	1
C/C1=C/CCC(=O)[C@H]2CC(C)(C)[C@@H]2CC1	0.57	-0.58	0.4	-0.41	-1.09	-0.26	0.89	0.29	-1.12	-0.15	-0.3	-0.73	-1.1	0.3	-0.38	-0.45	0.01	-0.4	0.2	0.85	0	0
c1ccc2c(CC3=NCCN3)cccc2c1	0.01	-0.63	0.25	0.58	-0.73	-0.47	0.37	0.3	0.35	-0.31	-0.29	-0.69	-1.6	-0.74	-0.38	0.43	-0.06	-0.4	-0.51	0.54	0	0
CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O	0.0	0.0	-1.89	-1.33	0.58	-0.42	1.11	-1.59	0.88	0.13	-0.15	-0.11	-0.09	0.06	-0.38	-0.74	-0.36	-0.84	-0.83	1.01	0	0
C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(O)ccc4[C@@H]3CC[C@@]21C	0.51	0.08	-0.08	-1.38	-0.23	-1.24	-0.36	0.33	-0.61	-0.33	-0.14	-0.35	-0.19	1.64	0.37	0.67	1.28	0.01	-0.05	-0.49	1	1
CC(C)=CCOc1cc2oc(=O)ccc2cc1O	0.2	-0.55	0.13	-0.03	-0.25	-0.39	0.02	-0.01	0.09	-1.58	-0.28	-0.48	-0.26	-0.15	0.37	0.14	-0.45	0.08	0.22	1.0	0	0
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl	0.06	-1.11	0.91	0.41	1.18	-2.12	0.04	0.54	-2.87	-0.01	-0.33	0.49	-0.84	-1.36	-0.38	-4.35	-0.53	0.67	1.78	-0.99	0	0
CO[C@@]1(C)CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C	0.59	-0.15	0.53	0.78	-1.09	0.22	0.61	1.09	-0.81	0.37	-0.28	-0.54	-1.07	1.03	-0.38	-0.93	-0.1	-0.84	0.32	0.33	0	0
CC(=O)N1CCC[C@@H]1C(=O)O	-0.95	-1.07	0.35	-0.51	-0.9	1.16	-2.67	0.13	-2.12	2.26	-0.33	-0.84	0.16	-0.87	-0.0	0.3	-0.84	-0.38	1.42	-0.03	0	0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O	-0.97	0.12	0.18	-0.48	0.93	-0.13	-0.03	0.03	0.11	-0.54	-0.23	0.24	0.24	-0.17	0.75	0.68	0.98	1.35	0.5	-0.22	0	0
O=C(O)c1cc(O)c(O)c(O)c1	-0.77	-1.06	1.58	-0.86	-0.18	-1.29	1.63	1.4	-1.35	2.27	-0.33	-0.75	0.51	-0.9	2.27	0.91	0.75	-0.84	1.44	0.73	0	0
C=C1C2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)C[C@@]13O[C@H]1CC(=O)C(C)(C)C(CC(=O)OC)[C@@]21C	0.91	1.11	1.22	0.19	0.23	-0.38	0.13	1.05	0.2	-0.59	0.21	0.43	-0.16	0.01	-0.38	0.1	-0.06	0.47	-0.63	0.0	1	1
CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1	1.73	0.28	0.38	2.12	0.63	-0.38	-0.47	0.03	0.22	-1.56	-0.19	0.31	-1.43	0.22	-0.38	-0.8	-0.57	0.09	-0.88	0.82	0	0
CNC(=O)O/N=C(/C)SC	-0.55	-1.26	-0.0	-0.53	-0.63	2.42	1.74	0.09	-1.01	0.03	-0.34	-0.62	-0.19	-0.86	-0.38	-0.42	-1.25	-0.46	1.38	0.92	0	0
CN1CCCN=C1COC(=O)[C@@](O)(c1ccccc1)C1CCCCC1	0.15	0.1	-0.58	1.18	-0.4	0.32	0.12	-0.92	-0.08	-0.39	-0.24	-0.13	0.39	-0.42	-0.38	-0.2	-0.5	0.1	0.2	0.62	0	0
O=C([O-])C1=CCC[NH2+]C1	-1.96	-1.25	-1.08	-1.36	-1.01	0.98	-2.28	-0.55	-2.19	2.21	-0.34	-0.98	0.27	-1.36	-0.38	0.34	-0.38	-0.35	2.44	5.64	0	0
CC(C)=CCC/C(C)=C/CO	0.12	-1.11	-0.0	-0.14	-0.97	0.57	1.18	0.07	-1.87	-1.12	-0.33	-0.93	-0.93	-0.09	-0.38	-1.66	-0.91	-0.84	0.93	-0.01	0	0
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](NC(C)=O)CC2	0.08	0.27	-0.7	0.87	-0.27	0.15	-0.39	-1.62	1.22	-0.21	-0.03	0.1	-0.18	0.44	0.37	-0.16	-0.37	-0.84	-1.12	0.13	0	0
CN[C@@H]1[C@H](O[C@@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O	-4.18	1.28	1.22	-0.04	0.93	1.08	-0.22	0.59	0.5	0.28	0.11	1.03	1.12	-0.83	-0.38	0.34	1.79	2.36	1.24	0.12	0	0
O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O	-0.03	-0.41	-1.13	-0.32	0.16	-0.93	-0.31	-0.91	0.53	-1.13	-0.28	-0.46	0.1	-0.66	-0.0	1.02	-0.05	-0.84	-0.26	0.16	0	0
CC1(C)C=Cc2c(cc3occ(-c4ccc5c(c4)OCO5)c(=O)c3c2O)O1	0.71	0.33	-0.52	0.25	-0.0	-0.93	0.86	-0.76	1.59	-1.26	-0.03	0.03	-0.35	0.29	0.37	0.65	-0.11	1.74	-1.11	-0.1	0	1
OC[C@@H]1CCCN2CCCC[C@H]12	-0.47	-0.87	0.15	0.67	-1.51	0.65	-1.59	0.2	-1.66	2.08	-0.32	-0.86	-1.14	0.33	-0.38	-0.48	-0.35	-0.84	0.94	0.55	0	0
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1	0.14	0.89	-1.12	0.09	-0.07	-0.54	-0.24	-1.11	0.05	-0.22	0.27	0.24	0.06	0.76	-0.38	0.79	1.18	-0.34	-0.14	0.29	1	1
COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3	0.33	0.19	-0.11	1.2	-1.04	0.4	0.56	0.0	0.96	-0.43	-0.07	-0.12	-0.78	0.48	0.37	-0.51	-0.47	-0.84	-0.71	0.14	0	0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	0.47	3.31	0.97	0.69	0.38	0.08	-0.01	0.53	1.64	-0.66	3.77	1.89	1.24	1.44	-0.38	0.51	0.5	0.0	-1.11	0.41	0	1
S=P(N1CC1)(N1CC1)N1CC1	-0.92	-0.86	0.1	1.46	-1.51	2.72	0.52	0.14	-0.84	0.51	-0.34	-0.37	-0.07	-0.91	-0.38	-3.96	-0.92	-0.35	-1.63	-2.36	0	0
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	-0.16	0.29	0.14	0.43	1.29	0.7	-0.78	-0.19	-0.34	-0.53	-0.15	0.74	2.39	0.73	-0.38	-0.28	-0.64	0.09	-0.01	0.09	0	0
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N	-1.43	-0.86	-1.24	-1.2	-0.15	2.21	0.59	-0.37	0.11	2.33	-0.32	-0.29	-0.05	-1.36	-0.38	0.99	0.9	-0.84	2.05	-1.45	0	0
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	0.6	0.31	0.62	0.97	0.4	-0.42	-0.49	0.49	0.31	-0.72	-0.15	0.22	2.56	1.46	-0.38	0.73	0.4	-0.84	-0.26	0.64	0	0
C[C@@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CC[C@H]2O	0.3	0.2	0.5	-1.73	0.37	-0.73	0.07	0.56	-0.43	-0.28	-0.09	0.15	3.48	1.85	-0.38	0.63	0.98	-0.4	0.13	-0.61	0	0
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1	0.41	0.53	-0.49	-0.35	0.92	0.49	-0.68	-0.4	0.15	-0.19	0.02	0.46	-0.6	0.76	-0.38	-0.21	-0.54	-0.84	0.01	-0.6	0	0
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1	-0.58	-0.77	-0.4	0.56	0.15	1.55	0.12	-0.6	1.71	-0.33	-0.31	-0.5	0.24	-1.13	-0.38	1.24	-1.27	0.03	0.55	-0.7	0	0
CCS(=O)CCSP(=O)(OC)OC	-0.2	-1.0	-0.6	-0.29	-0.55	1.08	0.99	0.04	-1.15	-0.07	-0.33	0.12	1.61	-0.93	-0.38	-1.2	-0.87	-0.84	-0.53	-1.44	0	0
NC(=O)c1ccccc1O	-0.78	-1.2	-0.71	-1.24	-0.7	-0.92	-2.67	-0.49	-2.04	2.26	-0.33	-0.94	-0.09	-0.9	0.37	0.99	0.28	-0.4	2.06	-1.12	0	0
[NH3+]C[C@H](O)c1ccc([O-])c(O)c1	-1.5	-1.02	0.56	-1.2	-0.47	0.03	0.88	0.6	-1.15	1.78	-0.33	-0.8	-0.25	-0.92	0.37	0.89	0.66	0.54	0.81	0.11	0	0
COc1c(C(=O)O)ccc2c1CCC(C)(C)O2	0.05	-0.53	0.01	-0.12	-0.62	0.02	-0.12	-0.05	-0.22	0.77	-0.3	-0.53	0.23	0.11	-0.0	-0.33	-0.46	0.86	-0.75	-0.33	0	0
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1	-1.24	0.28	0.07	-0.22	1.69	0.64	-0.66	0.28	1.53	-0.31	-0.13	1.07	0.29	-0.49	-0.0	1.14	-0.05	1.78	-0.24	-0.19	0	0
C[C@@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)[C@H]1CC[C@]21CCC(=O)O1	0.83	0.43	0.65	-0.54	-0.18	-0.93	-0.12	0.66	-0.49	-0.52	-0.04	-0.17	-0.64	1.41	-0.38	0.47	0.94	-0.42	0.08	-0.4	1	1
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	-0.38	-0.41	0.36	0.05	-0.23	0.19	1.71	0.94	0.98	0.49	-0.25	-0.38	0.46	-0.87	-0.0	0.96	-0.58	-0.42	-0.87	0.48	0	0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12	-0.04	-0.3	-0.6	-0.51	0.2	-1.88	-0.04	-0.53	1.66	-0.99	-0.25	-0.27	-0.05	-0.21	2.64	0.55	1.09	0.01	-1.06	-0.22	0	0
Cn1cc[nH]c1=S	-0.53	-1.39	0.24	0.84	-1.27	2.28	-2.34	0.34	-2.87	1.63	-0.34	-0.84	-1.73	-0.9	-0.38	0.45	-1.01	-0.84	3.58	-0.15	0	0
O=C1c2ccccc2C(=O)c2ccccc21	0.04	-0.65	-0.08	-0.15	-0.05	-2.45	0.18	-0.05	0.59	-0.71	-0.27	-0.66	-0.58	-1.36	-0.38	-3.5	-0.14	-0.84	-1.27	-0.25	0	0
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O	-0.76	-0.28	0.71	-0.36	0.27	0.12	0.29	0.15	-0.31	0.21	-0.29	-0.24	0.36	-0.44	-0.0	0.28	0.32	0.07	0.56	0.69	0	0
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21	1.2	-0.01	0.34	1.19	0.85	1.34	-0.29	1.13	1.05	-0.09	-0.16	0.17	2.81	0.81	-0.38	-0.18	-0.6	-0.84	-0.55	-0.12	0	0
CSCC[C@@H]([NH3+])C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)[O-]	-1.25	0.14	2.66	-0.93	0.89	0.29	-0.07	1.5	0.04	-0.0	-0.24	0.37	0.56	0.01	-0.38	0.16	0.19	-0.38	0.27	0.39	0	0
C[C@]12CC(=O)[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CC[C@]2(O)C(=O)CO	-0.16	0.43	-0.68	-0.52	-0.08	-0.82	-0.44	-0.31	-0.52	-0.15	-0.04	-0.04	0.42	0.73	-0.38	0.67	1.34	0.51	0.21	0.11	0	0
COc1cccc(/C=C/C(=O)O)c1C(C)C	0.23	-0.73	-0.03	-0.46	-0.45	-0.09	-1.24	-0.35	-0.44	0.99	-0.32	-0.61	0.21	-0.47	-0.0	-0.25	-0.57	-0.4	-1.16	-0.48	0	0
OCc1ccccc1O	-0.62	-1.26	-0.11	-0.84	-1.0	-0.83	-2.67	-0.07	-2.22	2.26	-0.34	-1.0	-0.69	-1.13	0.37	0.99	0.03	-0.4	1.93	-0.85	0	0
C=CCc1cc(OC)c2c(c1OC)OCO2	-0.09	-0.68	-0.19	1.91	-0.97	0.83	-0.11	-0.93	-0.05	0.83	-0.31	-0.58	-0.96	-0.89	-0.38	-0.35	-1.33	-0.84	-0.65	-0.21	0	0
C#CCCCCCCCCCCC[C@H](O)C[C@H](O)COC(C)=O	0.5	-0.28	0.95	-0.1	-0.4	0.34	-0.46	1.11	-1.17	-0.03	-0.26	-0.22	-0.24	-0.87	-0.38	-2.05	-1.03	-0.34	0.37	0.09	0	0
O=C(Cc1ccccc1)NO	-0.68	-1.15	0.15	-0.0	-0.39	-0.48	0.75	0.03	-0.77	1.13	-0.33	-0.88	-0.29	-1.15	-0.38	0.72	-0.06	-0.84	0.82	1.07	0	0
CCCCNc1ccc(C(=O)OCCN(C)C)cc1	0.1	-0.5	-0.21	1.33	-0.46	1.36	0.4	-0.24	-0.55	-0.45	-0.3	-0.46	-0.4	0.33	-0.38	-0.07	-1.54	-0.34	0.63	-1.16	0	0
CCCc1occc(=O)c1/C=C/O	-0.1	-0.98	0.53	-0.37	-0.95	-0.24	0.09	0.62	-0.62	0.92	-0.33	-0.76	-0.52	-0.89	-0.0	0.75	-0.56	-0.4	-0.59	0.31	0	0
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	0.46	-0.01	0.9	0.77	-0.36	0.94	0.53	1.4	-0.28	-0.61	-0.19	-0.15	-0.57	-0.39	-0.38	-0.13	-1.29	-0.84	0.53	1.11	0	0
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	-3.21	-0.07	0.22	0.42	-0.13	0.67	-0.21	0.37	-0.12	0.24	-0.27	0.03	1.1	-1.36	-0.38	0.0	0.88	2.36	1.1	-0.14	0	0
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	-2.29	-0.6	0.19	-0.55	-0.27	1.92	0.37	0.17	0.03	1.47	-0.31	-0.43	0.27	-1.36	-0.38	1.18	-0.18	1.01	1.7	0.0	0	0
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1	-0.95	-0.7	-0.36	0.2	0.52	1.52	-0.25	-0.53	2.01	-0.17	-0.31	-0.44	0.28	-1.13	-0.38	1.49	-0.87	0.02	0.69	-0.38	0	0
C[C@]12CC[C@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@@H]3[C@H]1CCC2=O	1.22	0.48	0.08	-0.59	0.33	-1.27	-0.22	0.01	-0.04	-0.93	0.06	-0.02	-0.36	1.86	-0.38	0.43	0.67	0.03	-0.24	-0.14	0	1
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@@H](Cc1cccc(c1)Oc1ccc(c(O)c1)C[C@@H]3N(C)CC2)N(C)CC4	1.86	1.82	-0.27	1.22	-0.38	0.1	0.06	-0.81	1.4	-1.19	2.59	0.96	-0.83	2.57	0.37	-0.59	-0.43	0.46	-0.77	0.35	0	0
CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]2[C@@H](OC)[C@@H]([C@@H]13)[C@@]1(OC(C)=O)[C@@H]2[C@H](OC(=O)c3ccccc3)[C@](O)(C[C@@H]24)[C@@H](OC)[C@@H]1O	-0.71	2.19	0.62	0.74	2.3	0.13	-0.03	0.3	1.31	-0.18	1.05	1.19	0.62	-0.19	-0.38	0.06	0.5	0.96	-0.56	0.29	0	0
NCC(=O)CCC(=O)O	-1.24	-1.32	1.69	-1.13	-0.69	1.04	1.87	1.32	-1.76	2.49	-0.34	-0.94	0.22	-1.36	-0.0	0.34	-0.39	-0.4	1.96	0.15	0	0
CCCCC[C@@H]1C(=O)CC[C@H]1CC(=O)OC	0.15	-0.68	-0.21	0.04	-0.89	0.28	-0.05	-0.12	-0.91	-0.12	-0.32	-0.61	-0.48	-0.65	-0.38	-0.33	-0.88	-0.4	0.47	-0.01	0	0
CCOC(=O)[C@H]1[C@@H](C=C(C)C)C1(C)C	0.17	-0.73	-0.68	0.41	-0.92	0.6	-0.53	-0.88	-0.46	1.23	-0.33	-0.74	-0.6	-0.15	-0.38	-1.42	-0.88	-0.84	-0.05	-0.76	0	0
C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O	-1.61	1.77	-0.24	-0.38	0.65	-0.37	-0.22	-0.8	-0.12	-0.07	0.7	0.96	0.48	0.77	-0.38	0.56	2.87	1.03	0.32	-0.09	1	0
CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12	0.43	-0.34	0.43	0.52	-0.41	0.17	0.53	0.13	-0.13	-0.11	-0.29	-0.48	-0.39	0.11	-0.38	-0.69	-0.2	0.47	-0.26	0.75	0	0
O=S(=O)(O)CCS	-1.06	-1.44	-0.18	-1.19	-0.48	0.16	-2.12	-0.11	-2.87	1.53	-0.34	-0.47	2.54	-1.36	-0.38	0.11	-0.69	-0.84	2.4	-1.65	0	0
