SMILES	SLogP	ATS0d	ATSC5s	GATS2c	PNSA1	AATS2i	GATS7Z	ATSC5se	AATS5d	AATS7i	ww	ATS0Z	MAXDN	PEOE_VSA7	O-057	SIC3	ATSC1v	PEOE_VSA10	AATS5i	GATS6c	observed	predicted
CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C	1.85	1.54	-0.75	-0.98	0.07	-0.52	-0.01	-0.4	-0.32	-0.24	0.69	0.51	-0.04	2.32	-0.0	-0.75	1.4	-0.38	-0.29	-0.09	1	1
CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O	-0.05	-0.4	-0.63	-1.44	-0.13	-0.34	0.31	-0.33	-1.16	-1.4	-0.31	-0.43	0.28	0.04	-0.0	-0.1	-0.02	-0.42	0.1	-0.45	0	0
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1	-0.9	-0.98	-0.78	0.11	0.08	1.61	0.34	-0.82	0.7	0.99	-0.33	-0.62	0.27	-1.13	-0.38	1.44	-0.3	-0.47	1.51	-1.35	0	0
C/C(=C\CO)CC[C@H](C)CCC[C@H](C)CCCC(C)C	1.49	-0.35	0.1	-0.25	-0.85	0.36	0.09	0.13	-1.45	-0.29	-0.3	-0.47	-0.95	0.06	-0.38	-2.06	-0.98	-0.84	0.52	-0.58	0	0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	0.78	0.39	0.21	0.4	1.15	0.07	0.54	-0.54	0.95	-0.34	-0.09	0.44	-0.82	-0.09	-0.38	0.73	-0.12	-0.4	-0.45	-0.09	1	1
CO[C@H]1[C@H](O)[C@@H](O[C@H]2CC[C@]3(C=O)[C@@H]4[C@H](OC(C)=O)C[C@@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@H]4CC[C@]3(O)C2)O[C@@H](C)[C@@H]1OC(C)=O	-0.35	2.15	-0.44	0.07	0.94	-0.07	-0.01	-0.09	0.22	-0.32	1.11	1.29	0.38	1.26	-0.38	0.49	0.6	1.5	-0.02	0.07	0	1
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@H]5[C@H](O)C[C@]43C)[C@H]12	0.68	1.49	0.38	-1.08	-0.0	-0.59	-0.15	0.34	-0.45	-0.05	0.62	0.5	0.03	1.85	-0.0	-0.29	2.74	-0.84	-0.06	-0.09	0	1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@@]21C)C(C)C	2.33	0.84	0.19	-0.52	-0.39	-0.54	-0.03	0.29	-0.82	-0.59	0.11	0.02	-0.98	2.78	-0.38	-0.14	1.12	-0.84	-0.01	-0.33	0	0
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O	0.51	-0.15	-0.47	-0.77	0.52	-1.4	0.77	-0.84	1.06	-0.67	-0.23	-0.24	-0.09	-0.43	0.37	0.57	0.12	0.45	-1.26	0.3	0	0
C=C1C/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C	0.81	-0.63	0.33	0.23	-1.15	-0.34	-0.57	0.25	-1.29	0.73	-0.31	-0.82	-1.52	0.52	-0.38	-0.53	0.02	-0.84	0.45	0.86	0	0
COc1ccc(C(=O)CC(=O)O)c2c1C=CC(C)(C)O2	0.07	-0.35	-0.02	-0.03	-0.27	-0.21	0.8	-0.14	0.79	-0.2	-0.27	-0.35	0.4	0.08	-0.0	0.03	-0.45	0.93	-1.32	-0.62	0	0
S=c1[nH]cnc2nc[nH]c12	-0.56	-1.16	0.15	0.12	-0.66	1.68	-0.51	0.15	-1.29	1.35	-0.33	-0.67	-1.35	-1.36	-0.38	1.25	-0.42	-0.07	1.16	-2.28	0	0
O=C(O)COc1cc(Cl)c(Cl)cc1Cl	0.31	-0.97	0.32	0.33	0.9	-0.65	1.67	0.57	0.57	0.36	-0.33	0.29	0.18	-1.13	-0.0	1.09	-0.31	-0.4	-1.0	-0.04	0	0
C[C@H]1CC[C@]2(NC1)O[C@@H]1[C@H]3CC[C@H]4C[C@@H](O[C@H]5O[C@H](CO)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@H]7OC[C@@H](O)[C@H](O)[C@H]7O[C@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)CC[C@@]4(C)[C@@H]3CC[C@]1(C)[C@@H]2C	-2.36	4.11	2.57	0.39	1.46	0.21	-0.17	4.7	0.25	-0.2	4.74	2.71	0.82	1.92	-0.38	-0.67	3.26	6.45	0.36	-0.28	0	0
O=C1C=C2C[C@]3(O)COc4c(ccc(O)c4O)C3=C2C=C1O	-0.43	-0.07	-1.15	-0.33	0.27	-1.61	0.48	-0.89	1.43	0.06	-0.14	-0.22	0.18	-0.02	1.51	1.08	1.35	0.08	-1.38	-0.34	0	0
O=C(O)CCCOc1ccc(Cl)cc1Cl	0.36	-0.88	0.35	-0.38	0.07	-0.38	0.65	0.99	-0.11	-0.74	-0.32	0.01	0.04	-0.43	-0.0	1.06	-0.46	-0.4	-0.35	-0.71	0	0
CC(=O)O[C@@H]1C[C@H]2C(C)(C)[C@H](O)C=C[C@@]2(C)[C@H]2CC[C@@]3(C)C(=CC(=O)O[C@@H]3c3ccoc3)[C@]21C	1.15	1.14	0.62	-0.22	0.1	-0.55	-0.11	0.68	0.18	-0.72	0.31	0.39	-0.31	0.66	-0.38	0.01	0.55	0.08	-0.76	0.06	1	1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	0.03	2.47	0.83	0.89	0.17	0.87	-0.11	-0.36	-0.06	-0.53	0.97	1.58	0.74	1.47	-0.38	-0.38	-1.61	1.39	-0.03	0.13	1	1
CC(=O)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]12C	0.89	0.26	-0.05	-0.89	-0.73	-0.7	-0.12	0.11	-0.86	-0.22	-0.11	-0.29	-0.83	1.92	-0.38	0.33	1.27	-0.4	0.21	-0.33	0	0
COc1ccc([C@H]2CC(=O)c3ccc(OC)cc3O2)cc1	0.43	-0.28	0.2	1.22	-0.27	-0.41	0.33	0.24	0.35	-1.53	-0.25	-0.34	-0.69	-0.23	-0.38	0.14	-0.69	0.91	-0.64	-0.46	0	0
COP(=S)(OC)Oc1ccc(SC)c(C)c1	0.51	-0.72	-0.11	0.1	-0.54	0.53	-0.42	-0.21	-0.45	-0.43	-0.32	0.23	1.1	0.04	-0.38	-0.73	-0.99	-0.4	-1.29	-0.91	0	0
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1	0.06	0.56	0.76	-0.61	0.99	-1.37	-0.44	1.39	1.47	-1.17	0.0	0.42	0.23	-0.44	4.91	0.42	2.08	0.91	-0.6	-0.53	1	1
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	-0.34	0.43	-0.55	-0.57	-0.1	-0.88	-0.42	-0.26	-0.56	-0.01	-0.04	-0.04	0.38	0.76	-0.38	0.83	1.6	0.08	0.2	0.26	0	0
C[C@H](C(=O)[O-])c1ccc2c(c1)[NH2+]c1ccc(Cl)cc1-2	-0.28	-0.4	-0.0	-1.79	0.29	-1.26	0.44	0.25	0.42	-0.62	-0.25	-0.16	0.28	-0.46	-0.38	1.16	0.35	0.02	-0.49	-0.18	1	0
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21	1.3	0.17	-0.33	-0.65	0.84	-1.66	0.6	-0.28	0.4	-0.82	-0.15	0.21	-0.27	0.73	-0.0	-0.49	0.67	-0.84	-0.82	0.76	0	1
CSc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1ccccc1S2	1.45	0.15	0.28	2.69	0.24	-0.24	0.34	0.36	0.26	-1.53	-0.1	0.34	-0.58	1.26	-0.38	0.37	0.01	-0.84	-0.61	0.94	0	0
N[C@H](CO)Cc1ccccc1	-0.75	-1.1	0.33	-0.21	-0.73	-0.24	-0.22	0.29	-1.0	0.95	-0.33	-0.92	-0.82	-0.91	-0.38	0.46	0.13	-0.84	0.11	0.48	0	0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1	1.04	0.61	-0.91	-0.54	0.22	0.06	0.15	-0.79	1.09	-0.95	-0.13	0.38	0.37	-0.03	-0.0	-0.12	0.11	-0.4	-1.79	-0.84	1	1
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O	-0.69	-0.54	1.53	-0.56	-0.31	-0.02	-0.13	1.12	0.06	0.1	-0.29	-0.5	-0.16	-0.92	-0.38	0.89	0.31	-0.38	0.08	0.34	0	0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12	0.09	0.19	-2.07	0.2	0.13	0.34	0.21	-2.88	1.56	-0.0	-0.18	0.05	-0.15	0.52	-0.38	-0.5	-0.77	-0.01	-0.87	0.22	0	0
COC(=O)C[C@H]1C(C)(C)[C@@H](OC(C)=O)[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@H]3[C@]1(C)C2=O	0.97	1.29	1.05	0.03	0.43	-0.35	-0.16	0.81	0.47	-0.51	0.37	0.61	-0.23	0.26	-0.38	0.22	-0.07	0.51	-0.9	-0.18	1	1
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1	0.86	-0.12	0.22	0.54	0.08	-0.57	0.46	0.35	-0.55	-1.97	-0.27	-0.27	-0.47	-0.03	-0.38	-0.91	-0.44	-0.4	-0.32	-0.67	0	0
CSc1nc(NC(C)C)nc(NC(C)C)n1	-0.06	-0.69	-0.34	-1.33	-0.49	2.08	3.78	-0.96	0.65	0.21	-0.32	-0.34	-0.67	-0.08	-0.38	-2.91	-1.33	-0.84	1.28	1.07	0	0
CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]12)c1ccco1	-1.2	0.23	-0.39	-0.14	0.86	0.62	-0.3	-0.49	1.32	-0.3	-0.17	0.56	0.53	-0.9	-0.0	1.17	-0.11	1.47	-0.14	0.39	0	0
CC1(C)O[C@@H]2C[C@H]3[C@H]4CCC5=CC(=O)CC[C@@]5(C)[C@]4(F)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)CCl)O1	0.63	0.96	-1.72	0.24	0.43	-0.34	-0.1	-1.53	-0.0	0.24	0.25	0.6	0.61	0.83	-0.38	0.31	0.85	-0.41	0.09	-0.11	0	1
CN(C)CCC=C1c2ccccc2CCc2ccccc21	0.74	-0.21	0.13	3.16	-0.19	-0.3	-0.09	0.24	0.31	-0.62	-0.19	-0.46	-1.75	0.95	-0.38	-1.29	-0.22	-0.84	-1.36	-0.42	0	0
CC(C)(O)[C@@H]1[C@@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C	-1.34	0.26	1.38	-0.12	0.08	-0.53	-0.24	0.68	-0.1	0.04	-0.2	-0.17	0.3	-0.57	-0.38	0.12	0.71	0.08	0.91	0.77	0	0
CC[C@@H](N)[C@@H](O)c1ccc(O)c(O)c1	-0.62	-0.84	0.36	-0.8	-0.63	-0.19	0.25	0.52	-1.06	0.67	-0.33	-0.69	-0.21	-0.45	1.13	0.55	0.63	-0.84	0.73	-0.43	0	0
C[C@H]1[C@H](C)CC[C@]2(CO)CC[C@@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@@]43C)[C@H]12	1.91	1.24	0.25	-0.81	-0.7	-0.53	-0.18	0.28	-0.68	-0.13	0.4	0.16	-0.8	2.76	-0.38	-0.9	2.17	-0.84	-0.04	-0.44	0	0
COc1cc(OC)c2ccc(=O)oc2c1	-0.23	-0.78	0.19	0.86	-0.94	0.23	0.25	0.02	0.01	-0.52	-0.31	-0.63	-0.29	-1.13	-0.38	-0.46	-1.02	0.44	-0.49	0.92	0	0
CCc1ccc2c(O)c3c(cc2c1C(=O)OC)C(=O)c1c(O)ccc(O)c1C3=O	0.29	0.38	1.09	-0.84	0.35	-1.37	-0.12	0.42	1.57	-0.94	0.08	0.16	0.07	-0.22	1.89	0.24	1.0	0.46	-1.32	0.04	0	1
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	0.15	-0.15	0.38	-0.44	0.16	0.01	0.11	0.14	-0.16	-0.14	-0.24	-0.16	0.12	-0.14	0.75	0.49	-0.18	0.94	-0.4	-0.29	0	0
COC(=O)C[C@H]1C(C)(C)C(=O)[C@@H]2C[C@@H]3C4=CC(=O)O[C@@H](c5ccoc5)[C@@]4(C)CC[C@@H]3[C@@]1(C)C2=O	0.77	1.06	0.54	-0.11	0.33	-0.58	0.04	0.42	0.29	-0.68	0.24	0.42	-0.24	0.48	-0.38	-0.22	0.19	0.49	-0.72	-0.05	1	1
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I	0.33	-0.81	-0.21	-1.3	1.26	-1.31	-0.96	0.32	0.32	-0.63	-0.32	10.51	0.09	1.43	-0.0	1.11	0.17	-0.84	-2.03	0.81	0	0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1	-0.74	0.05	0.69	-0.27	0.84	-0.23	-0.14	1.28	0.83	-0.79	-0.2	0.6	0.43	-0.93	-0.0	1.12	0.07	0.94	-0.21	0.31	1	1
O=C(O)CCNC(=O)c1ccccc1	-0.61	-0.94	-0.65	-0.89	-0.19	-0.12	-0.71	-0.5	-0.22	-0.54	-0.32	-0.7	0.18	-0.9	-0.0	0.75	-0.24	-0.84	0.18	-1.11	0	0
CN(CCCl)CCCl	-0.4	-1.37	0.22	4.22	-0.47	2.82	-0.98	-0.19	-2.53	1.42	-0.34	-0.42	-1.98	-1.09	-0.38	-2.6	-1.6	-0.84	2.26	-0.5	0	0
NC(=O)c1ccc([N+](=O)[O-])cc1Cl	-0.42	-1.02	-1.11	-0.74	0.11	-0.61	-1.64	-0.32	-1.11	3.3	-0.33	-0.4	0.1	-1.13	-0.38	1.39	0.1	-0.84	1.58	0.74	0	0
Cc1c(O)c(C(=O)CC(C)C)c2oc3c(C(=O)CC(C)C)c(O)c(C)c(O)c3c2c1O	1.29	0.61	-2.43	-0.94	0.09	-0.53	0.68	-2.4	1.52	-0.89	-0.03	0.27	-0.27	-0.39	2.64	-2.43	1.07	1.72	-1.14	0.43	1	1
C[C@](Cc1ccc(O)c(O)c1)(NN)C(=O)O	-1.0	-0.7	-0.06	-0.66	-0.27	0.11	-0.16	-0.06	-0.64	0.82	-0.32	-0.55	0.34	-0.43	1.51	0.61	0.83	-0.42	0.75	-0.02	0	0
CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1	-0.35	-0.64	1.26	-1.01	-0.58	0.33	-0.29	1.03	-0.68	-0.3	-0.32	-0.59	-0.26	0.09	1.13	-1.13	0.1	0.03	0.54	0.83	0	0
CCc1cn([C@H]2OC[C@@H](O)[C@@H]2CO)c(=O)nc1O	-1.39	-0.5	-0.99	-0.72	-0.26	1.04	0.55	-1.24	0.13	-0.21	-0.3	-0.41	-0.04	-1.12	0.37	0.93	-0.43	-0.37	0.7	-0.63	0	0
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	0.21	1.71	0.33	0.52	0.82	0.23	-0.01	0.02	0.46	-0.46	0.41	0.95	-0.19	0.98	-0.38	0.0	0.32	-0.38	-0.12	0.59	1	1
CC(C)C[C@@H]1C(=O)N2CCC[C@H]2[C@@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12	0.34	1.87	1.05	0.42	0.96	0.31	0.13	-0.35	1.2	-0.24	0.92	2.47	0.77	1.56	-0.38	0.16	0.27	0.07	-0.14	0.7	0	1
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4	0.01	-0.05	0.01	0.33	-0.63	-0.08	0.25	-1.11	-0.36	0.14	-0.2	-0.34	-0.3	-0.15	-0.38	-0.1	-0.18	-0.84	0.49	-0.11	0	0
Cc1cc(=O)c2c(O)c(C)c(O)cc2o1	-0.23	-0.73	-0.96	-0.83	-0.77	-0.79	1.91	-0.83	-0.52	0.32	-0.31	-0.63	-0.36	-0.84	1.13	0.44	0.14	1.28	0.04	-0.72	0	0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C	2.54	0.66	0.11	0.42	-1.11	-0.41	0.02	0.15	-0.94	-0.37	0.01	-0.15	-1.61	2.55	-0.38	-2.42	1.28	-0.84	0.14	-0.5	0	0
COC1=CC(=O)C=C(OC)C1=O	-0.9	-1.06	0.18	1.76	-0.91	0.86	-0.84	-0.16	-1.03	0.36	-0.33	-0.78	-0.28	-1.36	-0.38	-2.13	-1.08	-0.84	0.5	0.92	0	0
COc1cccc(O)c1O	-0.52	-1.18	-0.26	0.37	-0.87	-0.02	-2.67	-0.31	-1.78	2.26	-0.33	-0.91	-0.44	-0.9	1.13	0.56	-0.26	-0.84	1.02	-0.8	0	0
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1	-0.4	-0.57	-0.02	1.56	-0.14	1.05	-0.37	0.13	-0.68	-0.35	-0.3	-0.18	-0.65	-0.44	-0.38	-0.01	-0.97	-0.84	1.19	-0.13	0	0
O=c1[nH]cnc2nc[nH]c12	-1.13	-1.16	0.05	-0.07	-0.88	2.31	0.17	0.08	-1.29	1.11	-0.33	-0.92	-0.47	-1.36	-0.38	1.25	-0.51	-0.84	1.96	-2.29	0	0
O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1	-1.61	-1.01	1.25	-0.92	-0.45	-0.3	0.64	1.17	-1.77	2.27	-0.33	-0.74	0.41	-1.13	-0.0	1.21	0.52	0.08	2.05	1.28	0	0
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1	0.64	-0.25	0.25	2.13	-0.43	-0.08	0.34	0.41	0.66	-1.09	-0.28	-0.44	-1.58	0.55	-0.38	0.46	-0.49	-0.84	-0.76	0.74	0	0
COc1cc(-c2coc3cc(OCc4ccccc4)c(OC)c(O)c3c2=O)cc(O)c1OC	0.87	0.61	-1.56	1.05	0.11	-0.37	-0.4	-2.38	1.2	-0.89	-0.0	0.4	-0.17	-0.48	1.13	-0.07	-0.3	0.95	-0.72	-0.18	0	1
COc1nc(NC(C)C)nc(NC(C)C)n1	-0.35	-0.69	-0.55	-0.8	-0.91	2.72	1.82	-1.24	0.65	1.17	-0.32	-0.6	-0.91	-0.31	-0.38	-2.91	-1.96	-0.84	1.75	1.59	0	0
O=C(O)c1ccccc1O	-0.53	-1.21	-0.94	-1.23	-0.54	-1.4	-2.67	-0.72	-2.08	2.26	-0.33	-0.92	0.35	-0.9	0.75	1.33	0.1	0.01	1.87	-0.44	0	0
CC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	0.91	0.61	0.96	-0.19	-0.3	-0.6	-0.51	0.61	-0.39	-0.11	0.01	0.02	-0.13	1.69	-0.38	0.27	0.53	-0.84	-0.41	-0.49	0	1
COC(=O)c1c(C)c2c(c(C)c1O)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2	0.86	0.18	-2.34	-0.14	0.72	-0.42	-0.28	-1.58	1.4	-0.71	-0.09	0.74	0.01	-0.36	1.13	-0.36	-0.06	0.8	-0.66	-0.6	1	1
C=C[C@@](C)(O)CC[C@@H]1C(=C)C[C@H](O)[C@@H]2C(C)(C)CCC[C@@]12C	0.87	0.08	-0.87	-0.93	-0.77	-0.35	0.74	-0.56	-1.23	-0.59	-0.25	-0.34	-0.28	0.97	-0.38	-0.49	0.47	-0.84	0.03	-0.81	1	1
NNCCc1ccccc1	-0.69	-1.18	0.32	0.78	-0.87	0.41	-0.21	0.28	-1.2	1.26	-0.33	-0.99	-1.53	-0.91	-0.38	0.3	-0.03	-0.84	1.02	1.15	0	0
c1ccc2c(c1)[nH]c1cnccc12	0.14	-0.86	0.2	0.4	-0.87	-1.2	-0.09	0.21	-0.06	1.75	-0.3	-0.85	-1.62	-0.9	-0.38	1.46	-0.15	-0.84	-0.73	-0.71	0	0
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	-0.35	0.44	0.52	0.13	-0.32	-0.56	0.31	0.07	0.6	0.09	-0.02	-0.12	-0.17	0.76	0.37	0.76	1.2	-0.84	-0.36	-0.68	0	0
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)[C@@H](C(C)=O)C(=O)[C@]12C	-0.36	0.13	-1.95	-0.73	0.49	-0.88	0.04	-2.0	0.85	0.08	-0.17	-0.03	0.41	-0.31	1.13	0.49	0.45	2.59	-0.89	-0.21	1	1
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3CC[C@@H]4C[C@H](O)CC[C@@]4(C)[C@@H]3C=C[C@]12C	1.21	0.56	0.57	-1.51	-0.42	-0.66	-0.32	0.62	-0.67	-0.26	0.0	-0.06	-0.05	2.33	-0.0	-0.01	1.53	-0.84	0.03	-0.47	1	1
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21	-1.28	0.32	-1.33	0.22	1.72	0.76	-0.38	-1.62	1.01	-0.37	-0.14	1.14	0.37	-0.75	-0.0	0.86	-0.35	-0.01	-0.06	-0.52	0	0
CC(=O)OC[C@H]1O[C@@H](Oc2cc(OC(C)=O)c3c(=O)cc(-c4ccc(OC(C)=O)cc4)oc3c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O	0.17	1.72	0.05	0.46	1.48	0.23	-0.04	1.32	1.55	-0.78	0.58	1.48	0.52	-0.44	-0.38	-1.06	-2.0	2.66	-0.94	0.08	0	1
O=C(O)CCCCCCCCCCCC[C@@H]1C=CCC1	1.39	-0.4	0.15	-1.4	-0.86	-0.11	-0.3	0.21	-1.21	-0.12	-0.28	-0.44	-0.05	-0.17	-0.0	-2.89	-0.32	-0.84	0.29	-0.69	0	0
CC(=O)O[C@@H]1CC2C(C)(C)C=CC(=O)[C@]2(C)[C@@H]2CC[C@]3(C)[C@@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]21C	0.91	1.32	0.3	0.15	0.32	-0.55	-0.11	0.07	0.58	-0.74	0.42	0.47	-0.19	0.48	-0.38	-0.02	0.33	0.5	-0.83	0.2	1	1
CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1	-0.79	-0.5	0.41	0.18	-0.49	0.64	-0.52	0.18	-0.46	0.54	-0.3	-0.43	-0.32	-0.69	-0.38	0.22	-0.3	0.55	0.06	0.92	0	0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21	0.49	0.0	-0.1	-0.83	0.66	-2.05	0.02	-0.39	1.87	-0.86	-0.23	-0.19	-0.03	-0.21	1.13	-0.15	0.65	0.03	-2.2	-1.34	1	1
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2	0.55	-0.57	0.11	0.62	-0.87	0.15	-0.38	0.41	-0.5	0.02	-0.3	-0.67	-1.04	0.58	-0.38	-0.38	-0.45	-0.4	-1.15	-0.04	0	0
CCCc1[nH+]c2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1	1.23	1.24	0.19	-0.7	1.08	-0.51	-0.12	-0.07	1.36	-0.88	0.37	0.54	0.4	0.46	-0.38	0.65	-0.04	0.09	-1.16	-0.07	0	1
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1	-0.55	-0.29	-1.28	-1.15	-0.36	-0.14	-0.5	-1.04	-0.59	0.09	-0.29	-0.36	-0.27	-0.18	-0.38	-0.14	0.13	-0.4	0.25	-0.19	0	0
CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O	-0.37	-0.63	-0.31	-0.32	-0.39	0.47	-0.71	-0.53	-0.48	0.9	-0.32	-0.62	-0.22	-0.91	-0.38	0.29	-0.66	-0.42	0.03	-0.75	0	0
C=C[C@@](C)(O)CC[C@H]1C(=C)C[C@H](OC(C)=O)[C@H]2C(C)(C)CCC[C@]12C	1.11	0.28	-0.52	-0.45	-0.43	-0.18	1.3	-0.64	-0.85	-0.67	-0.22	-0.15	-0.26	0.51	-0.38	-0.43	-0.11	-0.38	-0.14	-0.68	0	1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O	-0.69	-0.6	-1.53	-1.29	0.08	-0.28	0.47	-1.43	-0.58	0.96	-0.31	-0.54	0.16	-0.91	-0.38	-0.07	-0.15	-0.84	0.46	-0.4	0	0
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F	-1.17	-0.7	0.02	-0.29	-0.19	1.37	-0.28	0.44	0.21	1.24	-0.31	-0.22	0.01	-1.36	-0.38	1.1	-0.18	0.04	1.79	-0.13	0	0
[NH3+][C@@H](COCc1ccccc1)C(=O)[O-]	-1.58	-0.92	0.23	-0.96	-0.36	0.39	-0.42	0.11	0.0	-0.7	-0.32	-0.7	0.42	-1.15	-0.38	0.36	-0.16	0.56	-0.32	-0.24	0	0
COc1ccc(-c2coc3cc(O)ccc3c2=O)c(OC)c1	0.34	-0.22	0.28	0.52	-0.46	-0.6	0.25	0.56	0.86	-0.89	-0.23	-0.25	-0.47	-0.44	0.37	0.09	-0.4	1.34	-0.93	0.34	0	0
CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	-0.25	1.0	-0.51	0.01	0.36	-0.32	-0.02	-0.6	0.01	-0.32	0.24	0.52	1.02	0.55	-0.38	0.44	0.65	-0.38	0.28	0.23	0	0
Nc1c2c(nc3ccccc13)CCC[C@@H]2O	-0.08	-0.58	-0.5	-0.84	-0.68	-0.85	-0.21	-0.55	0.01	0.08	-0.27	-0.66	-0.54	-0.4	-0.38	0.85	0.74	-0.84	0.16	-0.55	0	0
C[C@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23	-0.01	-0.38	0.79	-0.83	-0.06	-0.39	1.42	1.08	0.65	1.66	-0.25	-0.4	0.5	0.06	-0.0	0.99	-0.06	0.02	-0.36	0.53	0	0
