ID_SET_COMPOUND;ID_SET;ID NUMBER;IRB PLATE;LIBRARY;ORIGINAL WELL;ID;ROMol;SMILES
8913;set_4;HY-N0863;PLATE_169;Natural products;M17;atoms 102 bonds 110;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517F90>;CO[C@]1(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C
8914;set_4;HY-N0446;PLATE_169;Natural products;N17;atoms 28 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A040>;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OC)ccc3nc2-1
8915;set_4;HY-N2622;PLATE_169;Natural products;A18;atoms 23 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A0B0>;CC(C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12
8916;set_4;HY-N4102;PLATE_169;Natural products;C18;atoms 14 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A120>;Cc1cc(=O)oc2cc(O)cc(O)c12
8917;set_4;HY-N1458;PLATE_169;Natural products;D18;atoms 49 bonds 53;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A190>;O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c12
8918;set_4;HY-N1502;PLATE_169;Natural products;F18;atoms 64 bonds 68;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A200>;C=C1[C@@H]2CC[C@H]3[C@]4(C)C[C@H](O[C@H]5O[C@@H](CO)[C@H](OS(=O)(=O)O[K])[C@@H](OS(=O)(=O)O[K])[C@@H]5OC(=O)CC(C)C)C[C@](C(=O)O)(C(=O)O[K])[C@H]4CC[C@]3(C2)[C@H]1O
8919;set_4;HY-N0642;PLATE_169;Natural products;I18;atoms 17 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A270>;C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O.O
8920;set_4;HY-N0341;PLATE_169;Natural products;J18;atoms 30 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A2E0>;COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
8921;set_4;HY-N2420;PLATE_169;Natural products;L18;atoms 23 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A350>;COc1ccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc1
8922;set_4;HY-N0306;PLATE_169;Natural products;N18;atoms 112 bonds 121;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A3C0>;C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC=C6[C@@H]7CC(C)(C)CC[C@]7(C(=O)O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
8923;set_4;HY-18260;PLATE_169;Natural products;O18;atoms 17 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A430>;CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
8924;set_4;HY-121471;PLATE_169;Natural products;P18;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A4A0>;COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O
8925;set_4;HY-N2307A;PLATE_169;Natural products;E19;atoms 22 bonds 25;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A510>;COc1cc2c3c(c1O)-c1ccccc1C[C@@H]3N(C)CC2
8926;set_4;HY-34544;PLATE_169;Natural products;F19;atoms 11 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A580>;CCCCCCc1cccs1
8927;set_4;HY-N0127;PLATE_169;Natural products;G19;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A5F0>;COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O.Cl
8928;set_4;HY-B0573B;PLATE_169;Natural products;H19;atoms 19 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A660>;CC(C)NCC(O)COc1cccc2ccccc12
8929;set_4;HY-N0876;PLATE_169;Natural products;J19;atoms 36 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A6D0>;C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C(=O)[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O
8930;set_4;HY-N10015;PLATE_169;Natural products;O19;atoms 15 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A740>;COc1ccc2c(C)cc(=O)oc2c1O
8931;set_4;HY-N7252;PLATE_169;Natural products;P19;atoms 29 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A7B0>;O=c1ccc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2o1
8932;set_4;HY-N4252;PLATE_169;Natural products;C20;atoms 46 bonds 51;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A820>;CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@H](C)[C@H]1O
8933;set_4;HY-N4010;PLATE_169;Natural products;D20;atoms 18 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A890>;O=C(c1ccc(O)cc1)c1c(O)cc(O)cc1O
8934;set_4;HY-13738A;PLATE_169;Natural products;F20;atoms 35 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A900>;Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
8935;set_4;HY-N7199;PLATE_169;Natural products;G20;atoms 34 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A970>;COc1cc(C2Oc3ccc(-c4cc(=O)c5c(O)cc(O)cc5o4)cc3OC2CO)ccc1O
8936;set_4;HY-N0189;PLATE_169;Natural products;H20;atoms 20 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4A9E0>;O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21
8937;set_4;HY-N0016;PLATE_169;Natural products;I20;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AA50>;COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O
8938;set_4;HY-N1507;PLATE_169;Natural products;K20;atoms 45 bonds 48;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AAC0>;COc1ccc(C[C@H]2COC(=O)[C@]2(O)Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC
8939;set_4;HY-N0308;PLATE_169;Natural products;L20;atoms 12 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AB30>;CCCCCCCCOC(C)=O
8940;set_4;HY-N0224;PLATE_169;Natural products;M20;atoms 9 bonds 9;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4ABA0>;C=C[C@@H]1CNC(=S)O1
8941;set_4;HY-N4180;PLATE_169;Natural products;O20;atoms 84 bonds 92;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AC10>;C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]1(O)[C@@H]2C
8942;set_4;HY-N0704;PLATE_169;Natural products;P20;atoms 50 bonds 52;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AC80>;CCCC(=O)c1c(O)c(Cc2c(O)c(Cc3c(O)c(C)c(OC)c(C(=O)CCC)c3O)c(O)c(C(=O)[C@@H](C)CC)c2O)c(O)c(C)c1OC
8943;set_4;HY-N0132A;PLATE_169;Natural products;B21;atoms 13 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4ACF0>;CNCC(O)c1ccc(O)cc1.Cl
8944;set_4;HY-N1775;PLATE_169;Natural products;C21;atoms 11 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AD60>;CC(=O)c1ccc(O)c(O)c1
8945;set_4;HY-N0398;PLATE_169;Natural products;D21;atoms 37 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4ADD0>;Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
8946;set_4;HY-B1361;PLATE_169;Natural products;G21;atoms 33 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AE40>;C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
8947;set_4;HY-N0925;PLATE_169;Natural products;H21;atoms 25 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AEB0>;COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
8948;set_4;HY-B0927;PLATE_169;Natural products;I21;atoms 30 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AF20>;COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3
8949;set_4;HY-41094;PLATE_169;Natural products;J21;atoms 12 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4AF90>;C=C(C)[C@H]1C=C[C@@](C)(O)CC1
8950;set_4;HY-N2368A;PLATE_169;Natural products;L21;atoms 12 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B040>;CN1CCC=C(C(=O)O)C1.Cl
8951;set_4;HY-N2547;PLATE_169;Natural products;M21;atoms 57 bonds 62;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B0B0>;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
8952;set_4;HY-N0026;PLATE_169;Natural products;O21;atoms 57 bonds 60;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B120>;CC(=O)O[C@H]1[C@H](OCCc2ccc(O)c(O)c2)O[C@H](CO)[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
8953;set_4;HY-W013571;PLATE_169;Natural products;P21;atoms 12 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B190>;CC(C)c1ccc(C(=O)O)cc1
8954;set_4;HY-N2201;PLATE_169;Natural products;A22;atoms 83 bonds 90;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B200>;CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
8955;set_4;HY-N1375;PLATE_169;Natural products;C22;atoms 39 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B270>;CC(=O)[C@]1(O)CC[C@@]2(O)[C@]1(C)[C@H](OC(=O)c1ccc(O)cc1)C[C@@H]1[C@@]3(C)CC[C@H](O)CC3=CC[C@]12O
8956;set_4;HY-116934;PLATE_169;Natural products;F22;atoms 23 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B2E0>;CCCCCCCCCCCCCCCc1cc(O)cc(O)c1
8957;set_4;HY-N2395;PLATE_169;Natural products;G22;atoms 35 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B350>;Cc1cc(O)c2c(c1)C(=O)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O
8958;set_4;HY-N0524;PLATE_169;Natural products;H22;atoms 15 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B3C0>;CCCOC(=O)c1cc(O)c(O)c(O)c1
8959;set_4;HY-W017141;PLATE_169;Natural products;I22;atoms 12 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B430>;COc1nccnc1CC(C)C
8960;set_4;HY-N2372;PLATE_169;Natural products;J22;atoms 16 bonds 17;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B4A0>;COc1cc2oc(=O)ccc2c(OC)c1O
8961;set_4;HY-N0517;PLATE_169;Natural products;K22;atoms 23 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B510>;COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O
8962;set_4;HY-41404;PLATE_169;Natural products;P22;atoms 12 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B580>;O=C(O)c1ccc2c(c1)OCO2
8963;set_4;HY-N0143;PLATE_170;Natural products;A03;atoms 36 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B5F0>;O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
8964;set_4;HY-N7930;PLATE_170;Natural products;C03;atoms 22 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B660>;C=CC(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
8965;set_4;HY-N0638;PLATE_170;Natural products;D03;atoms 25 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B6D0>;CC(C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@@H]1CC[C@@H]3CN(C)[C@H]2[C@@]31C
8966;set_4;HY-N4114;PLATE_170;Natural products;F03;atoms 29 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B740>;CC1=C(C=O)C(C)(C)C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1
8967;set_4;HY-113351;PLATE_170;Natural products;J03;atoms 28 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B7B0>;C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C)C(=O)CC[C@@H]12
8968;set_4;HY-N6011;PLATE_170;Natural products;L03;atoms 28 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B820>;CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(OC)cccc3nc2-1
8969;set_4;HY-B1173;PLATE_170;Natural products;M03;atoms 12 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B890>;CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2
8970;set_4;HY-N6945;PLATE_170;Natural products;N03;atoms 105 bonds 112;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B900>;C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C
8971;set_4;HY-131503;PLATE_170;Natural products;O03;atoms 17 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B970>;CC(C)CCCCCCCCCCCC(=O)O
8972;set_4;HY-N3617;PLATE_170;Natural products;P03;atoms 29 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7B9E0>;COc1cc(/C=C/CO)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
8973;set_4;HY-N0923;PLATE_170;Natural products;B04;atoms 29 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BA50>;COc1cc2c(cc1OC)[C@H]1[C@@H](C)c3ccc(OC)c(OC)c3CN1CC2
8974;set_4;HY-N0009;PLATE_170;Natural products;E04;atoms 35 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BAC0>;COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12
8975;set_4;HY-N7398;PLATE_170;Natural products;F04;atoms 10 bonds 10;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BB30>;CCCCCc1ccco1
8976;set_4;HY-16941;PLATE_170;Natural products;G04;atoms 72 bonds 77;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BBA0>;CC(C)=CC/C=C(\C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)C[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C
8977;set_4;HY-N4202;PLATE_170;Natural products;I04;atoms 32 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BC10>;COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)C)O4
8978;set_4;HY-B0900;PLATE_170;Natural products;J04;atoms 11 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BC80>;C/C=C/c1ccc(OC)cc1
8979;set_4;HY-N3121;PLATE_170;Natural products;K04;atoms 25 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BCF0>;COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(OC)c3)oc2c1
8980;set_4;HY-N6985;PLATE_170;Natural products;L04;atoms 48 bonds 52;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BD60>;CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](O)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
8981;set_4;HY-N0849;PLATE_170;Natural products;M04;atoms 15 bonds 17;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BDD0>;COc1c2ccccc2nc2occc12
8982;set_4;HY-N0903;PLATE_170;Natural products;O04;atoms 26 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BE40>;COc1ccc2c(c1OC)CN(C)c1c-2ccc2cc3c(cc12)OCO3
8983;set_4;HY-W009811;PLATE_170;Natural products;P04;atoms 14 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BEB0>;CCCCCCCCCCCC(C)=O
8984;set_4;HY-W110662;PLATE_170;Natural products;A05;atoms 14 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BF20>;O=C(O)c1cc(=O)c2ccccc2[nH]1
8985;set_4;HY-N10372;PLATE_170;Natural products;B05;atoms 61 bonds 60;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC7BF90>;CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
8986;set_4;HY-N2022;PLATE_170;Natural products;E05;atoms 18 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D040>;O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12
8987;set_4;HY-133860;PLATE_170;Natural products;I05;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D0B0>;COc1cc2c(c(OC)c1OC)C(=O)c1c(cc(C)c(O)c1OC)C2=O
8988;set_4;HY-N9499;PLATE_170;Natural products;N05;atoms 19 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D120>;COc1c(-c2ccccc2)oc2ccccc2c1=O
8989;set_4;HY-W088037;PLATE_170;Natural products;P05;atoms 13 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D190>;CCCCCCCCCCCCC
8990;set_4;HY-N2373A;PLATE_170;Natural products;A06;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D200>;COc1cc2c(cc1OC)-c1cc3ccc(OC)c(O)c3c[n+]1CC2.[OH-]
8991;set_4;HY-N4296;PLATE_170;Natural products;B06;atoms 38 bonds 41;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D270>;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1
8992;set_4;HY-N4119;PLATE_170;Natural products;C06;atoms 53 bonds 57;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D2E0>;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)c(O)c3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
8993;set_4;HY-N2510;PLATE_170;Natural products;G06;atoms 14 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D350>;C=CCc1cc(OC)c2c(c1)OCO2
8994;set_4;HY-107670;PLATE_170;Natural products;J06;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D3C0>;Br.CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1
8995;set_4;HY-N0528;PLATE_170;Natural products;M06;atoms 52 bonds 56;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D430>;COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1
8996;set_4;HY-W012185;PLATE_170;Natural products;N06;atoms 21 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D4A0>;C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1
8997;set_4;HY-Y1097;PLATE_170;Natural products;B07;atoms 13 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D510>;COC(=O)c1ccccc1C(=O)O
8998;set_4;HY-N2017;PLATE_170;Natural products;D07;atoms 34 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D580>;C=C1[C@@H]2CC[C@@H]3[C@](C2)(C(=O)[C@@H](O)[C@@H]2C(C)(C)[C@H]4CC(=O)[C@@]32CO4)[C@@H]1OC(C)=O
8999;set_4;HY-N1438;PLATE_170;Natural products;F07;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D5F0>;COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1
9000;set_4;HY-W000427;PLATE_170;Natural products;L07;atoms 14 bonds 14;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D660>;CCOC(=O)c1c(C)cc(O)cc1O
9001;set_4;HY-W004285;PLATE_170;Natural products;M07;atoms 14 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D6D0>;CCCCCCCCCCC(=O)OC
9002;set_4;HY-N0273;PLATE_170;Natural products;O07;atoms 45 bonds 48;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D740>;CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C
9003;set_4;HY-N0013;PLATE_170;Natural products;A08;atoms 36 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D7B0>;O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12
9004;set_4;HY-103643;PLATE_170;Natural products;B08;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D820>;CO[C@@H]1[C@H](O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
9005;set_4;HY-N1454;PLATE_170;Natural products;C08;atoms 37 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D890>;O=C(O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O
9006;set_4;HY-B1419;PLATE_170;Natural products;F08;atoms 9 bonds 9;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D900>;OCc1ccccc1O
9007;set_4;HY-W004287;PLATE_170;Natural products;G08;atoms 16 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D970>;CCCCCCCCCCCCC(=O)OC
9008;set_4;HY-N2004;PLATE_170;Natural products;H08;atoms 13 bonds 14;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4D9E0>;CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
9009;set_4;HY-N6629;PLATE_170;Natural products;L08;atoms 20 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4DA50>;COc1cccc(-c2oc3ccccc3c(=O)c2O)c1
9010;set_4;HY-N3463;PLATE_170;Natural products;O08;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4DAC0>;C=C[C@@]1(C)CC[C@H]2C(=CC[C@@H]3[C@]2(C)CCC[C@@]3(C)C(=O)O)C1
9011;set_4;HY-N7059;PLATE_170;Natural products;P08;atoms 33 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4DB30>;O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
9012;set_4;HY-N7005;PLATE_170;Natural products;B09;atoms 67 bonds 72;<rdkit.Chem.rdchem.Mol object at 0x00000213DCC4DBA0>;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
