ID_SET_COMPOUND;ID_SET;ID NUMBER;IRB PLATE;LIBRARY;ORIGINAL WELL;ID;ROMol;SMILES
8819;set_4;HY-N1366;PLATE_169;Natural products;I06;atoms 13 bonds 14;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5345F0>;COc1ccc2ccc(=O)oc2c1
8820;set_4;HY-13680;PLATE_169;Natural products;N06;atoms 21 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534660>;CN1C(=O)/C(=C2/C(=O)Nc3ccccc32)c2ccccc21
8821;set_4;HY-N0248;PLATE_169;Natural products;O06;atoms 69 bonds 75;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5346D0>;C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=CC3=C5CC(C)(C)CC[C@]5(CO)[C@H](O)C[C@]34C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
8822;set_4;HY-N2268;PLATE_169;Natural products;P06;atoms 43 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534740>;CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@H](O)[C@@]2(CO)[C@@H](O)[C@@H]1O
8823;set_4;HY-N0649;PLATE_169;Natural products;D07;atoms 54 bonds 58;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5347B0>;COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
8824;set_4;HY-N4309A;PLATE_169;Natural products;F07;atoms 25 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534820>;COc1cc2c(cc1O)CC[N+](C)(C)[C@@H]2Cc1ccc(O)cc1.[OH-]
8825;set_4;HY-N0686;PLATE_169;Natural products;H07;atoms 99 bonds 107;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534890>;CC1=C(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12
8826;set_4;HY-121118;PLATE_169;Natural products;L07;atoms 28 bonds 32;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534900>;CC[C@H]1C[C@H]2C[N@]3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@H]13
8827;set_4;HY-N0521;PLATE_169;Natural products;M07;atoms 24 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534970>;Oc1cc(O)c2c(c1)O[C@@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2
8828;set_4;HY-B1071A;PLATE_169;Natural products;N07;atoms 51 bonds 53;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5349E0>;CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O[Na])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C
8829;set_4;HY-B1777A;PLATE_169;Natural products;A08;atoms 18 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534A50>;Cl.Cl.Cl.Cl.NCCCNCCCCNCCCN
8830;set_4;HY-Y0790;PLATE_169;Natural products;B08;atoms 11 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534AC0>;CC(C)c1ccc(C=O)cc1
8831;set_4;HY-76299;PLATE_169;Natural products;C08;atoms 23 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534B30>;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
8832;set_4;HY-N0871;PLATE_169;Natural products;D08;atoms 34 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534BA0>;CC1=C[C@]23C(=O)[C@H](C=C4COC(C)(C)OC4C24OC(C)(C)OC14)[C@@H]1[C@H](CC3C)C1(C)C
8833;set_4;HY-107811;PLATE_169;Natural products;H08;atoms 15 bonds 17;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534C10>;Cc1nccc2c1[nH]c1cc(O)ccc12
8834;set_4;HY-N3266;PLATE_169;Natural products;K08;atoms 28 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534C80>;COC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1
8835;set_4;HY-N2177;PLATE_169;Natural products;L08;atoms 37 bonds 40;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534CF0>;CC(C)=CCC[C@@H](C(=O)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C
8836;set_4;HY-N0671;PLATE_169;Natural products;A09;atoms 35 bonds 37;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534D60>;COc1ccc(/C=C/c2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1O
8837;set_4;HY-N7076;PLATE_169;Natural products;B09;atoms 23 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534DD0>;O=C(O)CCCCCCC[C@@H](O)[C@@H](O)CCCCCCO
8838;set_4;HY-N6808;PLATE_169;Natural products;D09;atoms 73 bonds 79;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534E40>;C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
8839;set_4;HY-N1400;PLATE_169;Natural products;E09;atoms 57 bonds 61;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534EB0>;CC(C)=CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C
8840;set_4;HY-N2184;PLATE_169;Natural products;F09;atoms 17 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534F20>;C/C1=C\C(=O)c2c(C)coc2C/C(C)=C/CC1
8841;set_4;HY-N1938;PLATE_169;Natural products;I09;atoms 52 bonds 49;<rdkit.Chem.rdchem.Mol object at 0x00000213EA534F90>;O.O.O.O.O.OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
8842;set_4;HY-B0425A;PLATE_169;Natural products;J09;atoms 49 bonds 52;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C040>;CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O[Na])c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
8843;set_4;HY-W040971;PLATE_169;Natural products;L09;atoms 10 bonds 10;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C0B0>;COc1cc(C)ccc1O
8844;set_4;HY-N0252;PLATE_169;Natural products;M09;atoms 27 bonds 31;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C120>;CCC1=C[C@@H]2C[N@@]3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13
8845;set_4;HY-N4214;PLATE_169;Natural products;N09;atoms 71 bonds 78;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C190>;CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1
8846;set_4;HY-N1039A;PLATE_169;Natural products;O09;atoms 23 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C200>;C=C[C@](C)(O)CC[C@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@]12C
8847;set_4;HY-W016289;PLATE_169;Natural products;J10;atoms 13 bonds 13;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C270>;COc1cc(O)cc(OC)c1OC
8848;set_4;HY-N0173;PLATE_169;Natural products;L10;atoms 26 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C2E0>;C=C[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12
8849;set_4;HY-N2380;PLATE_169;Natural products;M10;atoms 23 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C350>;O=C(N[C@@H](c1ccccc1)[C@@H](O)C(=O)O)c1ccccc1
8850;set_4;HY-N0438;PLATE_169;Natural products;A11;atoms 18 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C3C0>;COc1c(OC)c2occc2c2oc(=O)ccc12
8851;set_4;HY-N6940;PLATE_169;Natural products;B11;atoms 69 bonds 76;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C430>;C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
8852;set_4;HY-N0562;PLATE_169;Natural products;D11;atoms 44 bonds 47;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C4A0>;C=C1CC[C@H]2[C@@H](/C=C(/C)C(=O)[C@@]3(OC(C)=O)C[C@H](C)[C@H](OC(=O)c4ccccc4)[C@@H]3[C@H]1OC(C)=O)C2(C)C
8853;set_4;HY-Y0265;PLATE_169;Natural products;E11;atoms 11 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C510>;O=C1Nc2ccccc2C1=O
8854;set_4;HY-N7043;PLATE_169;Natural products;H11;atoms 39 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C580>;COc1cc([C@H]2Oc3ccc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)cc3O[C@@H]2CO)ccc1O
8855;set_4;HY-N7690;PLATE_169;Natural products;I11;atoms 27 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C5F0>;COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1
8856;set_4;HY-N7654;PLATE_169;Natural products;L11;atoms 34 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C660>;COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
8857;set_4;HY-Y0152;PLATE_169;Natural products;M11;atoms 26 bonds 29;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C6D0>;C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12
8858;set_4;HY-N2224;PLATE_169;Natural products;N11;atoms 35 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C740>;O=c1c(O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
8859;set_4;HY-136552;PLATE_169;Natural products;P11;atoms 16 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C7B0>;C=C(CCC=C(C)C)[C@@H]1CC=C(C)CC1
8860;set_4;HY-N0321;PLATE_169;Natural products;A12;atoms 24 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C820>;O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O
8861;set_4;HY-N0148A;PLATE_169;Natural products;C12;empty mol;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C890>;
8862;set_4;HY-N6037;PLATE_169;Natural products;D12;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C900>;COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1
8863;set_4;HY-N1430;PLATE_169;Natural products;E12;atoms 18 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C970>;Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1
8864;set_4;HY-N1100;PLATE_169;Natural products;F12;atoms 16 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53C9E0>;O=c1c2ccccc2nc2n1CC[C@@H]2O
8865;set_4;HY-N0601;PLATE_169;Natural products;G12;atoms 73 bonds 78;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CA50>;CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C
8866;set_4;HY-N2102;PLATE_169;Natural products;H12;atoms 73 bonds 80;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CAC0>;CO[C@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]56OC57CC[C@@H](C(C)=O)[C@@]7(C)[C@H](OC(C)=O)[C@@H](OC(=O)c5ccccc5)[C@H]46)C3)C[C@H]2OC)O[C@H](C)[C@H]1O
8867;set_4;HY-N2567;PLATE_169;Natural products;I12;atoms 18 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CB30>;CC1(C)Oc2cc3oc(=O)ccc3cc2CC1O
8868;set_4;HY-W017523;PLATE_169;Natural products;J12;atoms 10 bonds 9;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CBA0>;COC(=O)CCCC(=O)O
8869;set_4;HY-N1916;PLATE_169;Natural products;K12;atoms 26 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CC10>;COc1cc(/C=C/COC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
8870;set_4;HY-N0852;PLATE_169;Natural products;L12;atoms 42 bonds 48;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CC80>;CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O
8871;set_4;HY-15449;PLATE_169;Natural products;M12;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CCF0>;COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1
8872;set_4;HY-Y0546;PLATE_169;Natural products;N12;atoms 14 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CD60>;O=C(c1ccccc1)c1ccccc1
8873;set_4;HY-N0591;PLATE_169;Natural products;O12;atoms 21 bonds 23;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CDD0>;C=C1CC[C@H]2C(=C)CC[C@H]3C(=C)C(=O)O[C@@H]3[C@@H]12
8874;set_4;HY-N6819;PLATE_169;Natural products;C13;atoms 40 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CE40>;COc1cc(-c2coc3cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c(O)c3c2=O)ccc1O
8875;set_4;HY-N0778;PLATE_169;Natural products;D13;atoms 54 bonds 58;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CEB0>;COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)ccc1O
8876;set_4;HY-N0019;PLATE_169;Natural products;E13;atoms 19 bonds 21;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CF20>;O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
8877;set_4;HY-N3059;PLATE_169;Natural products;G13;atoms 18 bonds 19;<rdkit.Chem.rdchem.Mol object at 0x00000213EA53CF90>;COc1cc(O)cc(/C=C/c2ccc(O)cc2)c1
8878;set_4;HY-114557;PLATE_169;Natural products;I13;empty mol;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517040>;
8879;set_4;HY-N2080;PLATE_169;Natural products;J13;atoms 31 bonds 36;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5170B0>;C=C1[C@H]2C[C@@]3(C4C[C@H]5C6(C4N(CC)C[C@]5(C)CC[C@@H]6O)[C@@H]3CC2=O)[C@@H]1O
8880;set_4;HY-N0873;PLATE_169;Natural products;K13;atoms 58 bonds 62;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517120>;COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
8881;set_4;HY-N5106;PLATE_169;Natural products;N13;atoms 24 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517190>;*.COc1ccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc1
8882;set_4;HY-N4286;PLATE_169;Natural products;O13;atoms 14 bonds 15;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517200>;Cc1cc(=O)oc2c(O)c(O)ccc12
8883;set_4;HY-N0747;PLATE_169;Natural products;B14;atoms 21 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517270>;CC1(C)OC1COc1c2ccoc2cc2oc(=O)ccc12
8884;set_4;HY-W013788;PLATE_169;Natural products;D14;atoms 23 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5172E0>;CCCCCCCCCCCCCCCC(=O)OC(CO)CO
8885;set_4;HY-N2147;PLATE_169;Natural products;H14;atoms 31 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517350>;CC1=C[C@H]2[C@@]3(O)[C@H](C)[C@@H](O)[C@]4(O)[C@H]([C@@H]3C=C(CO)C[C@]2(O)C1=O)C4(C)C
8886;set_4;HY-128426;PLATE_169;Natural products;J14;atoms 10 bonds 9;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5173C0>;O=C(O)C/C=C/CC(=O)O
8887;set_4;HY-N0478;PLATE_169;Natural products;N14;atoms 39 bonds 44;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517430>;CCN1C[C@]2(COC)CC[C@H](O)C34C1C([C@H](OC)[C@@H]32)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@H]2O
8888;set_4;HY-N1282;PLATE_169;Natural products;O14;atoms 26 bonds 28;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5174A0>;C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23
8889;set_4;HY-N9506;PLATE_169;Natural products;C15;atoms 27 bonds 30;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517510>;C[C@@H]1C[C@@H](O)[C@@]2(O)[C@@]13C[C@@H](OC(=O)[C@@H]3O)[C@](C)(O)[C@@]21COC1=O
8890;set_4;HY-N0240;PLATE_169;Natural products;D15;atoms 22 bonds 24;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517580>;O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12
8891;set_4;HY-N6845;PLATE_169;Natural products;J15;atoms 30 bonds 33;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5175F0>;COc1c(O)cc2oc3cc4c(c(O)c3c(=O)c2c1CC=C(C)C)CCC(C)(C)O4
8892;set_4;HY-N4000;PLATE_169;Natural products;K15;atoms 120 bonds 130;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517660>;C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
8893;set_4;HY-B1934;PLATE_169;Natural products;L15;atoms 21 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5176D0>;CCCCCCCCCCCCCCCCCC(=O)OC
8894;set_4;HY-N1484;PLATE_169;Natural products;N15;atoms 32 bonds 34;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517740>;C=C1[C@H](O)C[C@H]2[C@@H](/C=C(/C)C(=O)[C@@]3(O)C[C@H](C)[C@H](O)[C@@H]3[C@H]1O)C2(C)C
8895;set_4;HY-N0206;PLATE_169;Natural products;O15;atoms 97 bonds 106;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5177B0>;CC1(C)[C@@H](O[C@@H]2OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3CC[C@]45OC[C@@]6(CC[C@](C)(C=O)C[C@H]64)[C@H](O)C[C@@]5(C)[C@]3(C)CC[C@@H]12
8896;set_4;HY-N0726;PLATE_169;Natural products;P15;atoms 25 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517820>;COc1c(C)c(O)cc2[o+]c(-c3ccccc3)ccc12.[O-][Cl+3]([O-])([O-])[O-]
8897;set_4;HY-N7681;PLATE_169;Natural products;A16;atoms 40 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517890>;O=C1c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
8898;set_4;HY-N4087;PLATE_169;Natural products;B16;atoms 127 bonds 137;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517900>;C[C@@H]1O[C@@H](O[C@H]2[C@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CC[C@@H]5[C@@]6(C)C[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)C(CO)(CO)[C@@H]6CC[C@@]5(C)[C@]3(C)C[C@H]4O)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@H]1O
8899;set_4;HY-W010451;PLATE_169;Natural products;F16;atoms 9 bonds 9;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517970>;Oc1ccc(O)c(O)c1
8900;set_4;HY-B1841;PLATE_169;Natural products;G16;atoms 17 bonds 18;<rdkit.Chem.rdchem.Mol object at 0x00000213EA5179E0>;O=C(Nc1ccccc1)Nc1ccnc(Cl)c1
8901;set_4;HY-N0756;PLATE_169;Natural products;H16;atoms 16 bonds 17;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517A50>;CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
8902;set_4;HY-W016993;PLATE_169;Natural products;L16;atoms 12 bonds 12;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517AC0>;O=C(O)c1ccc(O)c(O)c1O
8903;set_4;HY-N1083;PLATE_169;Natural products;N16;atoms 25 bonds 27;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517B30>;COc1c(O)ccc(O)c1-c1cc(=O)c2c(O)cc(O)c(OC)c2o1
8904;set_4;HY-N7610;PLATE_169;Natural products;B17;atoms 25 bonds 26;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517BA0>;CC(=O)O[C@@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O
8905;set_4;HY-W011641;PLATE_169;Natural products;C17;atoms 20 bonds 22;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517C10>;O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
8906;set_4;HY-N0834;PLATE_169;Natural products;D17;atoms 82 bonds 89;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517C80>;C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
8907;set_4;HY-N7266;PLATE_169;Natural products;E17;atoms 36 bonds 39;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517CF0>;C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C
8908;set_4;HY-22024;PLATE_169;Natural products;F17;atoms 18 bonds 20;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517D60>;O=c1cc(-c2ccccc2)oc2cccc(O)c12
8909;set_4;HY-N1427A;PLATE_169;Natural products;G17;atoms 41 bonds 43;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517DD0>;C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.O
8910;set_4;HY-101392;PLATE_169;Natural products;H17;atoms 14 bonds 16;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517E40>;Cc1nccc2c1[nH]c1ccccc12
8911;set_4;HY-I0637;PLATE_169;Natural products;J17;atoms 11 bonds 11;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517EB0>;COc1ccc(C=O)cc1O
8912;set_4;HY-N0753;PLATE_169;Natural products;L17;atoms 37 bonds 38;<rdkit.Chem.rdchem.Mol object at 0x00000213EA517F20>;C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](OC(C)=O)C/C=C(\COC(C)=O)C[C@@H](OC(=O)/C(C)=C/CO)[C@@H]12
