SMILES	ATSC6dv	X3sol	VSA_EState3	X2sol	PEOE_VSA8	H-050	GATS1c	SLogP	observed	predicted
CCCCCCOC(=O)CC	-0.12	-0.17	-0.55	-0.18	0.19	-0.53	0.79	0.15	2.6657216683873965	2.6602022000003323
COc1cccc(C)c1OC	1.73	0.45	-0.55	0.02	-0.82	-0.53	-0.34	-0.18	2.6786549281630445	2.6768406548649026
FC(F)(F)c1cccnc1	-1.09	-0.51	-0.55	-0.63	1.12	-0.53	1.13	-0.12	2.5878792635995502	2.591136510360551
C/C=C/Cl	0.1	-1.17	-0.55	-1.33	-0.82	-0.53	-1.3	-0.34	2.489090898441961	2.484344357758836
Cc1cc(O)ccc1O	0.41	0.04	3.28	-0.1	-0.82	2.23	-0.03	-0.56	2.7365160164218456	2.730501620729036
CCCOC(C)C	0.31	-0.95	-0.55	-0.73	0.22	-0.53	-0.37	-0.3	2.551632948680588	2.5403941130733267
CCC(C)=O	0.1	-1.13	-0.55	-1.07	0.19	-0.53	-1.08	-0.82	2.5473438881806207	2.536449921419438
Clc1ccc(Cl)c(I)c1	0.1	1.27	-0.23	0.78	0.53	-0.53	-0.77	0.83	2.7211095747344105	2.717400311560067
CC(C)=CC(C)C	0.62	-1.06	-0.55	-0.5	-0.82	-0.53	-0.07	0.2	2.5521204407838614	2.5496102514169596
CCCc1ccc2c(c1)OCO2	-0.92	0.75	-0.55	0.39	-0.82	-0.53	0.27	0.05	2.6999677346938125	2.7096136549523937
C/C=C(/C)CCC	0.31	-0.75	-0.55	-0.84	-0.82	-0.53	-0.25	0.29	2.566732028986219	2.561466463303267
CCCCC(CC)CCC	0.01	-0.31	-0.55	-0.42	-0.82	-0.53	0.85	1.08	2.64033234004778	2.6365638906240676
C=COCC(F)(F)F	-2.22	-1.19	-0.55	-1.28	-0.82	-0.53	0.91	-0.37	2.4992057936633727	2.4908210181734467
CC1CNCC(C)O1	0.84	-0.34	0.16	-0.34	1.23	0.85	0.09	-1.21	2.6229907048100864	2.6233870546363773
CN(C)CCCO	-0.31	-0.95	1.24	-0.73	0.22	0.85	-0.18	-1.49	2.640133464494492	2.6331871735050787
C=C/C=C/CC	0.17	-1.05	-0.55	-1.12	-0.82	-0.53	-0.28	-0.1	2.5397032389478253	2.5311504428358007
COc1ccc(COC(C)=O)cc1	-0.24	0.52	-0.55	0.55	0.27	-0.53	0.14	-0.34	2.734919783872693	2.71779270118256
O=[N+]([O-])C(Cl)(Cl)Cl	0.1	-0.11	1.49	0.81	-0.82	-0.53	0.06	-0.44	2.5856299021972218	2.5902389648167485
Cc1cccc2c1ccc1cc(C(C)C)ccc12	-1.05	2.37	0.63	1.85	-0.82	-0.53	-0.98	1.98	2.821611773961555	2.8167889263310335
CC(=O)OCCBr	0.73	-0.74	-0.39	-0.5	1.1	-0.53	0.64	-0.85	2.639137718370094	2.6203624317133065
C1=CCC=C1	0.1	-0.88	-0.55	-1.09	-0.82	-0.53	-1.28	-0.5	2.497137064051958	2.5308305727425644
CC(C)OC(=O)OC(C)C	-0.64	-0.6	-0.55	0.13	-0.82	-0.53	2.09	-0.21	2.6234043678792496	2.6174830305832284
N#Cc1cc(F)c(F)c(F)c1F	0.13	-0.28	1.2	-0.55	-0.82	-0.53	-1.46	-0.11	2.6411269328035094	2.6470928290494795
Cc1cc2ccccc2cc1C	-0.39	0.91	0.03	0.53	-0.82	-0.53	-1.37	0.74	2.733317662782867	2.7345386266999103
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	0.09	2.38	-0.55	2.86	-0.82	-0.53	0.46	6.11	2.8590481853568894	2.862034450191304
CCc1c(C)cccc1C	1.46	0.27	-0.55	-0.06	-0.82	-0.53	-0.96	0.36	2.6657216683873965	2.657782921675416
O=C(O)c1ccco1	0.62	-0.25	1.22	-0.38	-0.82	0.85	0.21	-0.83	2.702559771525159	2.6930708094490727
COCCCN	0.08	-1.05	-0.55	-1.12	1.33	2.23	0.1	-1.46	2.591787828645595	2.5894743294981954
Fc1cccc(F)c1	0.1	-0.74	-0.55	-0.93	0.13	-0.53	-0.98	-0.21	2.551144908756322	2.5568651052966804
CN(C)CCCN(C)C	-0.7	-0.7	-0.55	-0.18	-0.82	-0.53	-0.21	-1.13	2.6202922479198407	2.6409702208700363
CCC(C)C(CC)CC	0.5	-0.17	-0.55	-0.53	-0.82	-0.53	1.05	0.75	2.616107757092463	2.596790489099257
c1ccc(N(c2ccccc2)c2ccccc2)cc1	-1.64	2.17	-0.55	1.72	1.85	-0.53	0.01	1.81	2.8049227735729985	2.7972886740238816
O=CO	0.1	-1.6	0.94	-1.59	-0.82	0.85	0.44	-1.64	2.5730457495590535	2.5767755626023896
Cc1cccc(C)c1N	1.03	0.19	-0.55	-0.16	0.07	2.23	1.12	-0.26	2.688553293647024	2.696849607298481
Cc1cccc2sc3nncn3c12	-0.66	1.86	1.16	1.12	-0.82	-0.53	1.02	-0.02	2.738899418444579	2.748147476531208
C=C(C)C1CCC(C)(O)CC1	0.11	0.31	1.53	0.54	-0.82	0.85	0.01	0.14	2.6840819838753727	2.693137141351675
CCOC(=O)c1ccccc1Br	-0.83	0.9	-0.55	0.63	-0.12	-0.53	0.52	0.21	2.7223459424755814	2.7215765502145093
Cc1cccc2[nH]ccc12	1.29	0.51	-0.26	0.08	1.86	0.85	0.31	0.12	2.7325143804269665	2.721488776729085
Oc1ccccc1C(F)(F)F	-0.76	-0.14	1.34	-0.4	-0.82	0.85	0.72	0.08	2.6239208932516296	2.6422741504075202
CCc1ccc(C)cc1C	0.73	0.2	-0.55	-0.01	-0.82	-0.53	-0.99	0.36	2.6642187553031396	2.6617413177369444
[Si]CCl	0.1	-1.6	-0.55	-1.17	1.65	-0.53	-2.83	-1.23	2.447390626803587	2.4713641209854638
CCC(C)C(C)C	0.26	-0.58	-0.55	-0.69	-0.82	-0.53	1.18	0.25	2.559727127417561	2.54996547679976
CCCCCCCC/C=C/CCCCCCCCCCCCC	0.1	1.38	-0.55	1.7	-0.82	-0.53	0.21	4.24	2.813681044894381	2.7990337248690165
CCCCCCCOC(=O)CCCC	-1.06	0.18	-0.55	0.33	0.19	-0.53	0.77	0.89	2.7146231028714842	2.710360494130365
C=C(C)CCCCCC	0.03	-0.66	-0.55	-0.4	-0.82	-0.53	0.09	0.79	2.6211243295670776	2.6316377727594986
Clc1ccc(Oc2ccc(Cl)cc2)cc1	-0.16	1.56	-0.25	1.5	0.75	-0.53	-0.1	1.58	2.7680087693220896	2.7655067976132335
CCCCOC(=O)CCCC	-1.59	-0.25	-0.55	-0.17	0.19	-0.53	0.78	0.15	2.661765374193252	2.652264882191651
CCC(C)(CO)CO	0.32	-0.13	3.18	-0.57	0.03	2.23	-0.07	-1.2	2.6980570269619073	2.6974978541343275
O=[N+]([O-])c1cccc(F)c1	-0.59	-0.11	1.61	-0.21	0.13	-0.53	-1.77	-0.35	2.67407999402218	2.6878002397016747
CCCOC(=O)C1CCCCC1	-1.38	0.39	-0.55	0.2	-0.82	-0.53	0.62	0.15	2.6889979031063134	2.6938530815028305
c1ccc(N2CCCCC2)cc1	-0.29	0.67	-0.55	0.33	2.12	-0.53	0.03	0.24	2.725217185813792	2.719114056512796
CCc1cccc(Cl)c1	0.25	0.06	-0.37	-0.07	-0.03	-0.53	-0.77	0.39	2.6660965854124314	2.6607523715567676
COc1ccc(NC(C)=O)cc1	0.42	0.32	0.03	0.39	1.16	0.85	0.29	-0.4	2.7840107110782126	2.774744150104751
CN(C=O)c1ccccc1	0.3	0.18	-0.55	-0.15	1.18	-0.53	0.09	-0.64	2.712775931676611	2.6891826888529167
Nc1ccc2c(c1)CCC2	0.23	0.44	-0.55	0.13	0.07	2.23	0.8	-0.34	2.7169627421024516	2.719420841100315
COc1ccccc1Br	0.49	0.45	-0.55	0.04	-0.82	-0.53	-0.54	0.11	2.6894420578616383	2.674320922894973
CCCCC(C)CCCC	0.02	-0.39	-0.55	-0.33	-0.82	-0.53	0.83	1.08	2.6417219247658323	2.635822327740218
CC(=O)Cc1ccccc1	-0.02	-0.15	-0.55	0.02	0.19	-0.53	-1.48	-0.3	2.6898857588421032	2.687317664159824
CCCCCCCCCCCCCCCCCCCCC	0.08	1.1	-0.55	1.37	-0.82	-0.53	0.52	3.89	2.7990992076958268	2.7978691604780828
CCNCCN	0.11	-1.05	0.12	-1.12	1.23	3.61	1.11	-1.73	2.6043880730385607	2.6091451639397114
NCCOCCO	0.27	-0.9	1.21	-0.95	0.21	3.61	0.14	-2.11	2.6938587997009296	2.6946431471579473
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	-0.28	-0.74	-0.55	-0.77	2.72	-0.53	0.88	1.39	2.5653164270856204	2.5635083689892153
O=C(O)C(Cl)=C(Cl)Cl	0.1	0.39	1.06	0.3	-0.82	0.85	0.73	-0.21	2.6947367833859928	2.698535065871183
CC(C)(O)C#N	0.1	-0.99	2.98	-0.55	-0.82	0.85	0.29	-1.27	2.6475296664449806	2.630911872593287
C[Si]	0.1	-1.6	-0.55	-1.92	0.79	-0.53	3.49	-1.32	2.3337494624819706	2.308691613348107
Sc1ccc(Br)cc1	0.17	0.22	-0.55	0.23	0.65	0.85	-0.74	0.28	2.702128838286881	2.716745619109602
COCC1CCCO1	0.22	-0.35	-0.55	-0.54	1.33	-0.53	-0.83	-0.93	2.616107757092463	2.6300076870579843
CC(C)(O)CO	0.1	-0.99	3.06	-0.55	-0.82	2.23	0.13	-1.61	2.652391404017054	2.6545858648392784
CCc1ccccc1Cl	0.35	0.23	-0.36	-0.14	-0.03	-0.53	-0.69	0.39	2.654705846613685	2.65518847771103
COC(=O)CF	0.1	-1.13	-0.55	-1.07	-0.82	-0.53	0.22	-1.37	2.5770894890331864	2.559020372262191
Nc1cccc(Oc2ccccc2)c1	-0.32	0.94	-0.55	0.83	1.02	2.23	0.42	0.49	2.769488101355888	2.782672812112348
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1	-2.59	1.15	1.69	2.01	-0.82	0.85	0.27	1.27	2.730903344611624	2.731583578424973
Oc1cc(Cl)c(Cl)c(Cl)c1	0.2	1.17	1.54	0.64	1.08	0.85	-0.26	0.67	2.738899418444579	2.737083317823989
O=C1CCCC1	0.1	-0.65	-0.55	-0.8	1.19	-0.53	-1.37	-0.73	2.6060049568194357	2.624347069583041
C1CCC1	0.1	-1.02	-0.55	-1.26	-0.82	-0.53	-0.08	-0.46	2.4559862390673195	2.473656213031895
CC(C)(C)c1ccccn1	0.35	0.02	-0.55	0.28	1.89	-0.53	-0.37	0.06	2.646550753640341	2.6638876345557834
Oc1ccccn1	0.25	-0.51	1.29	-0.63	1.1	0.85	0.26	-0.95	2.7428429167274433	2.6922184661007247
N#Cc1ccccc1Cl	-0.1	0.23	1.37	-0.14	-0.82	-0.53	-1.44	-0.05	2.703420357325243	2.6949678689940924
CC1(C)CON(Cc2ccccc2Cl)C1=O	-0.55	2.05	-0.1	1.69	-0.03	-0.53	-0.45	0.22	2.738899418444579	2.749255874468013
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C	4.48	3.47	-0.55	6.99	-0.82	-0.53	2.78	1.6	2.703420357325243	2.709163662845162
CC(=O)C(c1ccccc1)c1ccccc1	-0.74	1.36	-0.55	1.18	-0.82	-0.53	-1.44	0.71	2.7635402965800444	2.7729130428294124
Oc1ccc(Nc2ccccc2)cc1	-0.25	0.99	2.11	0.83	0.96	2.23	0.13	0.53	2.7804253321585923	2.784469440865037
CCCCC(C)C(C)(C)C	-0.13	-0.18	-0.55	0.15	-0.82	-0.53	1.15	0.99	2.6344268850476285	2.640319791850931
CC(=O)c1ccccc1C	1.18	0.14	-0.55	0.03	0.05	-0.53	-1.08	-0.06	2.6876627068858356	2.6789027907544916
Cc1c[nH]c(C)c1	0.55	-0.48	-0.55	-0.5	1.04	0.85	0.51	-0.42	2.6445862835627505	2.6383047534708206
ClC(Cl)=CBr	0.1	-0.19	-0.55	-0.35	-0.04	-0.53	-0.09	0.23	2.5805258341293302	2.605143871441893
Nc1cccc([N+](=O)[O-])c1	-1.44	0.08	1.63	0.08	1.97	2.23	-0.38	-0.7	2.76279106067973	2.763787602424016
CCN=C=O	0.1	-1.19	-0.55	-1.28	0.21	-0.53	0.52	-1.23	2.5226398176041553	2.5138068443975743
CCCCCCCCC(C)=O	0.1	-0.37	-0.55	-0.07	0.19	-0.53	-0.84	0.66	2.6840819838753727	2.6719933908789977
CC1(C)COC(C)(C)C1	1.0	-0.2	-0.55	0.43	-0.82	-0.53	-0.24	-0.05	2.595661530898903	2.61906490247065
Cc1cc(N)ccc1Br	0.86	0.53	-0.55	0.24	0.77	2.23	1.1	0.03	2.7102443332407438	2.710043166349984
c1ccc(-c2ccccc2)cc1	-0.06	0.67	-0.55	0.33	-0.82	-0.53	-1.47	0.67	2.7240299729355977	2.7150511252429506
C/C=C/c1cccc(OC)c1O	-0.69	0.59	1.51	0.19	0.05	0.85	-0.1	0.09	2.7329162073263795	2.714711632752906
Oc1ccccc1-c1ccccc1	-0.16	0.94	1.52	0.58	0.05	0.85	-0.3	0.49	2.7475283292345005	2.7405130176368315
COc1ccc(S)cc1	0.02	0.12	-0.55	-0.07	-0.05	0.85	-0.53	-0.19	2.6999677346938125	2.700500155318018
CC1=CCCCCC1	0.36	-0.37	-0.55	-0.47	-0.82	-0.53	-0.75	0.38	2.611882555512116	2.6086913262228144
NN1CCOCC1	0.1	-0.51	-0.16	-0.63	1.23	2.23	-0.65	-1.96	2.6426128870881476	2.6538267402940185
CCCCCCCCCCCC	0.06	-0.19	-0.55	-0.13	-0.82	-0.53	0.66	1.67	2.6897083328435563	2.6776455157326335
CC(C)(C#N)C#N	0.1	-0.5	2.96	-0.57	-0.82	-0.53	-1.14	-0.78	2.646060468555641	2.6577866198590603
CC(C)(C)OCC1CO1	-1.4	-0.52	-0.55	0.21	-0.82	-0.53	-0.4	-0.69	2.6285421834125686	2.6446065632906692
CC1CCCCCC1	0.27	-0.37	-0.55	-0.47	-0.82	-0.53	0.25	0.43	2.609754439128856	2.6048080641484836
CCCCCCCCCC(=O)OCC	0.06	0.17	-0.55	0.33	0.19	-0.53	0.76	0.89	2.7115119771118548	2.7116032034066917
CC(C)CCC(O)C(C)C	-0.84	-0.26	1.48	0.05	-0.82	0.85	0.19	0.09	2.651423400759052	2.6625981320698173
CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1	0.08	2.03	-0.55	1.96	5.37	-0.53	-0.04	0.71	2.821611773961555	2.8054433191733525
c1ccc(CCCc2ccncc2)cc1	0.61	1.08	-0.55	0.86	1.12	-0.53	-1.35	0.61	2.774626437933953	2.7699654239642695
c1ccc(Cn2cccc2)cc1	-0.35	0.62	-0.55	0.37	2.14	-0.53	-0.48	0.16	2.7161286028238334	2.713143142444324
CC(NC(C)c1ccccc1)c1ccccc1	0.37	1.64	0.23	1.35	1.07	0.85	0.12	1.14	2.7556081017156715	2.7558105129929062
S=C=NCc1ccccc1	-0.01	0.04	-0.04	-0.09	-0.82	-0.53	-0.7	-0.0	2.712775931676611	2.692121008189808
Fc1cc(F)cc(F)c1	0.1	-0.74	-0.55	-0.93	2.03	-0.53	-1.17	-0.12	2.542389669540937	2.5562633685451255
N#Cc1c(F)c(F)c(F)c(F)c1F	0.08	-0.28	1.19	-0.55	-0.82	-0.53	-1.63	-0.02	2.638638987858345	2.6573058648916135
CCNc1cccc2ccccc12	-0.55	0.91	0.74	0.51	1.94	0.85	0.4	0.62	2.762040529978979	2.7668683029448844
CC(C)O[N+](=O)[O-]	0.1	-1.06	1.31	-0.5	-0.82	-0.53	2.02	-1.07	2.571883445956414	2.5643942647655917
Cc1ccc(C(=O)c2ccc(C)cc2)cc1	-1.15	1.61	-0.55	1.31	0.92	-0.53	-0.93	0.79	2.7832959993528457	2.782593152763709
IC1CCCC1	0.1	-0.16	-0.55	-0.23	-0.2	-0.53	-0.69	0.05	2.6431070774941166	2.6329925429880863
COCCO	0.24	-1.19	1.17	-1.28	0.3	0.85	-0.43	-1.68	2.599063905879417	2.6242376425075276
CC(=O)N(C)C	0.1	-0.83	-0.55	-0.75	2.47	-0.53	0.85	-1.39	2.6416228160292308	2.6451544717620625
COc1ccc(C#N)cc1	0.88	0.19	1.27	-0.18	-0.82	-0.53	-0.66	-0.46	2.723988976618778	2.7181514551638357
c1ccc2c(c1)CCN2	0.65	0.24	0.17	-0.17	1.1	0.85	0.33	-0.4	2.7008334670285428	2.6876021238539107
CCN1CCOCC1	0.02	-0.28	-0.55	-0.55	1.23	-0.53	-0.5	-1.23	2.6145281197475394	2.6416817235506134
C=C(Cl)c1ccccc1	0.31	0.02	-0.42	0.0	-0.03	-0.53	-0.69	0.38	2.67407999402218	2.6617541188462965
CCOC(CN(CC)CC)OCC	-2.31	0.24	-0.55	0.12	2.27	-0.53	0.32	-0.36	2.669920938681443	2.680835426223327
COc1cccc(Cl)n1	0.58	0.06	-0.45	-0.07	0.13	-0.53	0.37	-0.35	2.6614813978436156	2.6677560000421203
O=c1ccocc1	0.1	-0.51	-0.55	-0.63	1.08	-0.53	-0.99	-1.04	2.6863233930718122	2.6540358933648394
Cc1cccc(C)c1Br	0.91	0.84	-0.55	0.15	-0.12	-0.53	-0.89	0.49	2.6781995973581743	2.6838727857573663
c1ccc2oncc2c1	0.29	0.24	0.46	-0.17	0.03	-0.53	-1.19	-0.29	2.688553293647024	2.6930905081472294
N#CC(=O)c1ccccc1	-0.68	0.18	1.22	-0.15	0.05	-0.53	-1.01	-0.57	2.6804714924842656	2.705599727363611
CC(C)(C)CC(=O)Cl	0.1	-0.95	-0.6	0.26	0.19	-0.53	0.1	-0.06	2.605466664135372	2.6021165840707106
Oc1cccc(O)c1O	0.84	0.19	5.08	-0.16	-0.82	3.61	-0.0	-0.94	2.7650349017956963	2.7486456270429813
Cc1cccc(-c2ccccc2)c1	-0.41	0.86	-0.55	0.63	-0.82	-0.53	-1.43	0.87	2.7370733146419166	2.7277664776278208
FC(F)(F)C(F)(Cl)C(F)(Cl)C(F)(F)F	0.1	-0.4	-3.02	-0.33	-0.82	-0.53	1.27	1.03	2.5265331155907425	2.539086002930916
Cc1c(O)cccc1Cl	0.49	0.42	1.53	0.01	0.84	0.85	-0.08	0.04	2.6973601346540663	2.6969924249419206
CC(=O)c1ccc(C)cc1C	1.22	0.32	-0.55	0.33	0.05	-0.53	-1.04	0.14	2.6999677346938125	2.7047528274747874
C=CCN(CC=C)CC=C	0.15	-0.4	-0.55	-0.4	2.25	-0.53	0.24	-0.28	2.632102828062753	2.6370275675411556
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C	-5.89	1.69	-0.55	2.07	-0.82	-0.53	0.73	0.65	2.7552267401861577	2.7593900999902288
CCOC(=O)C(C)=O	0.35	-0.52	-0.55	-0.51	0.27	-0.53	0.41	-1.36	2.631595948357801	2.621376208944811
CCCC(O)CC	0.34	-0.75	1.37	-0.84	-0.82	0.85	0.13	-0.46	2.6105537053170944	2.6095845195035077
COc1ccc(CC(C)=O)cc1	0.1	0.32	-0.55	0.39	0.19	-0.53	-0.76	-0.29	2.733317662782867	2.706609675750674
CCCCCCCC(=O)OC(=O)CCCCCCC	-0.94	0.93	-0.55	1.29	1.19	-0.53	1.32	1.57	2.7448013186837734	2.7352584247168164
COC(C)(C)CC(C)=O	0.34	-0.5	-0.55	0.01	1.3	-0.53	-0.81	-0.57	2.6366383187350237	2.634689106076156
CC(C)CCCCO	0.09	-0.8	1.26	-0.56	0.22	0.85	-0.05	-0.31	2.646550753640341	2.6394916712470535
CCCCCCCOCCCCCCC	0.08	0.24	-0.55	0.37	1.25	-0.53	-0.41	1.68	2.725625818213062	2.72894018403172
CCc1cccc(C)c1N	1.0	0.35	-0.55	-0.07	0.07	2.23	1.16	-0.09	2.702559771525159	2.6998565541293646
Cc1ccsc1C	0.1	0.08	-0.09	-0.27	-0.05	-0.53	-1.3	0.05	2.6177863946963984	2.6232981803122466
CCCCCCCCCCCCCCc1ccccc1	0.1	1.37	-0.55	1.45	-0.82	-0.53	-0.38	2.93	2.8008201422741443	2.791914066861429
CCCC/C=C/CCCCC	-0.15	-0.33	-0.55	-0.29	-0.82	-0.53	0.12	1.28	2.667733052533267	2.665988757770757
CCC/C=C/CO	-0.02	-0.9	1.22	-0.95	-0.82	0.85	-0.04	-0.6	2.6336199272367296	2.63365639335005
F/C(Cl)=C(\Cl)C(F)(F)F	0.1	-0.72	-1.38	-0.75	-0.82	-0.53	1.43	0.55	2.5057602759200854	2.495744804664764
C=CC(O)CO	0.23	-0.8	2.97	-1.02	-0.82	2.23	0.08	-1.75	2.6717743266725966	2.671744635302627
CCCC(C)C(C)C	0.23	-0.52	-0.55	-0.51	-0.82	-0.53	1.08	0.5	2.5896704020348937	2.5792270142132727
O=NN1CCCC1	0.1	-0.42	0.39	-0.72	1.23	-0.53	0.27	-0.96	2.6876627068858356	2.6689815104404886
NCCNCCNCCN	0.2	-0.48	0.82	-0.46	5.32	7.75	1.12	-2.66	2.7321121813966434	2.7212415671510977
O=C(O)C(Cl)Cl	0.1	-0.45	1.12	-0.26	-0.82	0.85	0.74	-0.89	2.6694563531836693	2.6560902427700532
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	0.09	4.39	-0.55	5.17	-0.82	-0.53	0.42	9.56	2.9144224972192694	2.8976714812502817
CCC(Br)C(Br)Br	0.1	1.07	-0.55	0.78	-0.06	-0.53	-0.31	0.62	2.689619592654873	2.6873999499904078
O=C1CCOCC1	0.1	-0.51	-0.55	-0.63	1.19	-0.53	-1.3	-1.22	2.6431070774941166	2.632053432443045
O=CF	0.1	-1.6	-0.55	-1.92	-0.82	-0.53	-0.24	-1.36	2.39208111979816	2.357128033410889
Nc1ccc(Cl)c(Cl)c1	0.22	0.56	-0.32	0.24	0.07	2.23	0.93	0.18	2.7365160164218456	2.735741990713264
NC(=O)Nc1ccccc1	-0.13	-0.15	-0.02	0.02	0.07	3.61	1.93	-0.7	2.708548365130561	2.7221691266848813
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	0.32	-1.19	-0.55	-1.28	-0.82	-0.53	1.04	1.09	2.4805099729419604	2.492350746393148
CC(=O)C(=O)CC(C)C	-0.77	-0.46	-0.55	-0.11	1.27	-0.53	-0.85	-0.69	2.6140002945951797	2.639113320958309
Cc1cc(C)c(N)c(C)c1	1.49	0.32	-0.55	0.14	0.07	2.23	1.18	-0.06	2.703850011576653	2.6980125665506574
C=CCOC(=O)CC	-0.1	-0.6	-0.55	-0.67	0.19	-0.53	0.84	-0.74	2.5989545668854097	2.6128413980516485
C=C1C=CC(C(C)C)CC1	-0.05	0.12	-0.55	0.08	-0.82	-0.53	-0.25	0.55	2.6480182966516828	2.659754774470182
CCCCCCCCCCCCCC(C)=O	0.11	0.34	-0.55	0.76	0.19	-0.53	-0.69	1.89	2.753697936418217	2.7427267756167484
c1ccc2c(c1)CCCC2	0.38	0.39	-0.55	-0.0	-0.82	-0.53	-1.41	0.17	2.6819192929105173	2.681240572319056
Cc1ccc(C)c2ccccc12	0.73	0.93	0.05	0.49	-0.82	-0.53	-1.31	0.74	2.733317662782867	2.7255106643611535
CCCCCCC(=O)CCCC	-0.51	-0.11	-0.55	0.0	1.19	-0.53	-0.72	0.9	2.6991002731412457	2.6952407246728587
CCN(CC)c1cccc(C)c1	-0.34	0.52	-0.55	0.24	2.12	-0.53	0.28	0.35	2.7029902775892602	2.7067827485961575
FCC(F)F	0.1	-1.6	-0.55	-1.92	-0.82	-0.53	-0.44	-0.68	2.444279064276847	2.401629636858606
CCCC(O)CCC	0.29	-0.7	1.41	-0.66	-0.82	0.85	0.13	-0.22	2.632609116860944	2.6191818749801925
C[Si](C)(Cl)Cl	0.1	-1.6	-0.55	1.33	-0.82	-0.53	2.76	-0.08	2.5358635207124527	2.538331134962752
CC(C)c1cc(C(C)C)c(C(C)C)cc1C(C)C	-2.6	1.62	-0.55	1.88	-0.82	-0.53	0.46	2.46	2.726034066487064	2.748652880151341
CC(C)CCCC(C)(C)O	-0.32	-0.62	1.47	0.35	-0.82	0.85	0.31	0.19	2.6494808973220154	2.6484274053071157
CCCCNCCCC	0.0	-0.62	0.19	-0.62	-0.82	0.85	0.77	-0.07	2.6362370765474314	2.619401220370586
CCC(=O)C(C)=O	0.84	-0.58	-0.55	-0.69	1.27	-0.53	-0.89	-1.1	2.5810959241060507	2.5915437342623426
ClCCCCCCl	0.15	-0.7	-0.55	-0.72	1.02	-0.53	-1.82	0.22	2.6552825351772134	2.6558536062053535
O=C(C(F)(F)Cl)C(F)(F)Cl	0.1	-0.4	-2.53	-0.83	-0.82	-0.53	0.83	-0.04	2.5019488596712804	2.5126538275949573
C=CC(OCC)OCC	0.5	-0.47	-0.55	-0.58	1.25	-0.53	0.47	-0.45	2.598407458622196	2.6011767143616003
O=c1cccco1	0.1	-0.51	-0.55	-0.63	0.13	-0.53	0.45	-1.04	2.6869935662646784	2.6402494586706347
CC(CO)CC(F)(F)F	-0.91	-0.8	1.22	-1.02	1.22	0.85	1.26	-0.46	2.6081514803138717	2.625956290934198
FC1CCCCC1	0.1	-0.74	-0.55	-0.93	-0.82	-0.53	-1.19	-0.0	2.5730457495590535	2.5632423112782274
C=C/C=C/OC	0.19	-1.05	-0.55	-1.12	-0.82	-0.53	-0.63	-0.61	2.561876217899017	2.5503592141388363
CCOC(=O)C(C(C)=O)C(=O)OCC	-4.26	0.45	-0.55	0.59	-0.82	-0.53	0.22	-1.25	2.703420357325243	2.7004135732269585
c1cc2c3c(cccc3c1)CC2	1.36	1.17	0.08	0.56	-0.82	-0.53	-1.67	0.41	2.742057076502348	2.7355984125522115
COCCCl	0.1	-1.09	-0.55	-1.17	1.22	-0.53	-1.06	-0.9	2.5630655777602662	2.547612192339816
O=C(Cl)c1ccccc1	-0.08	0.02	-0.63	0.0	0.05	-0.53	-0.34	-0.14	2.6724211483609537	2.676885879012462
CCCC	0.1	-1.31	-0.55	-1.45	-0.82	-0.53	1.22	-0.31	2.43560550202284	2.4562059710513675
CCC(O)CO	0.22	-0.8	3.01	-1.02	-0.82	2.23	0.03	-1.61	2.6694563531836693	2.6784726083254093
CCCCCCCCC(C)C	0.06	-0.37	-0.55	-0.07	-0.82	-0.53	0.77	1.33	2.6650647837821895	2.668998889061679
CCCNCCC	0.11	-0.9	0.16	-0.95	-0.82	0.85	0.8	-0.57	2.5825746652583113	2.5732890517829525
CN(C(=O)N(C)c1ccccc1)c1ccccc1	-0.24	2.09	-0.55	1.54	3.17	-0.53	1.5	0.69	2.794592599357641	2.779265482722509
Cc1cc(Cl)ccc1Cl	0.34	0.44	-0.22	0.26	0.75	-0.53	-0.56	0.64	2.6749988444271446	2.679071964677912
CC(C)=CCC(C)C	0.01	-0.84	-0.55	-0.34	-0.82	-0.53	-0.13	0.45	2.585855363322027	2.593183600142206
Cc1cc(O)cc(O)c1	1.48	-0.21	3.26	-0.03	0.13	2.23	-0.07	-0.56	2.750238323206404	2.7351311039530253
c1ncncn1	0.1	-0.74	-0.55	-0.93	-0.82	-0.53	-0.06	-1.53	2.5878792635995502	2.586088927867976
O=C1CCC(=O)N1	0.1	-0.48	-0.08	-0.5	1.19	0.85	0.71	-1.81	2.7490789672538862	2.7523117792438634
CC(C)OP(C)(=O)F	1.27	-0.79	-0.55	-0.12	0.23	-0.53	2.12	-0.05	2.6234043678792496	2.5966013916924635
Cc1cc(Br)ccc1Br	0.32	0.83	-0.55	0.63	0.58	-0.53	-0.68	0.78	2.7068457481036043	2.712974864173008
CC/C=C\O	0.21	-1.19	1.16	-1.28	-0.82	0.85	-0.03	-0.52	2.597859660262605	2.5947460077651487
