SMILES	ATSC6dv	X3sol	VSA_EState3	X2sol	PEOE_VSA8	H-050	GATS1c	SLogP	observed	predicted
CC(=O)CC(C)=O	0.84	-1.06	-0.55	-0.5	-0.82	-0.53	-1.41	-1.1	2.6140002945951797	2.627842042978775
CC(Cl)C(C)(C)O	0.1	-0.36	1.35	-0.07	-0.82	0.85	0.2	-0.57	2.61768166971834	2.62424818186779
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2	0.74	1.88	0.06	1.68	1.16	0.85	0.46	0.59	2.7605355662208573	2.772386941681267
CCCC(O)CO	0.09	-0.75	3.08	-0.84	-0.82	2.23	0.03	-1.36	2.6804714924842656	2.688705261418467
CCON=O	0.1	-1.19	-0.09	-1.28	-0.82	-0.53	0.46	-1.0	2.464116794444044	2.483229254991028
Oc1ccc(Br)cc1Br	0.21	0.8	1.39	0.63	-0.12	0.85	-0.13	0.4	2.7089729784630787	2.7211930149673687
C=Cc1ccc(C)cc1	-0.1	-0.04	-0.55	-0.26	-0.82	-0.53	-0.95	0.22	2.649286168260619	2.6540285246865962
Cc1ccc2[nH]ccc2c1	0.04	0.44	-0.27	0.13	1.02	0.85	0.3	0.12	2.7325143804269665	2.736826036723811
CC(=O)c1ccc(C)c(C)c1	-0.78	0.45	-0.55	0.32	0.05	-0.53	-1.04	0.14	2.7157109316222785	2.7115379891044205
CCC(=O)OC1CCCCC1	-0.63	0.21	-0.55	0.07	0.19	-0.53	0.71	-0.01	2.6685256885568625	2.6912956107708284
CCCCCCCCCCCCCCCCCC	0.08	0.67	-0.55	0.87	-0.82	-0.53	0.55	3.15	2.7704469720349363	2.7681676442161716
CCCCCCCCOC(=O)CC	0.05	0.12	-0.55	0.15	0.19	-0.53	0.78	0.64	2.6999677346938125	2.6839789943592125
CC(O)CBr	0.1	-0.66	1.39	-0.88	0.02	0.85	-0.1	-0.97	2.6228872274491244	2.6175156889116855
CC(C)CS	0.1	-0.89	-0.55	-0.98	-0.82	0.85	-0.04	-0.45	2.5582884694331347	2.561336298931079
COc1ccccc1Oc1ccccc1	-0.75	1.24	-0.55	0.87	-0.82	-0.53	-0.24	0.76	2.7490789672538862	2.749369286323894
Cc1ccc([N+](=O)[O-])c(C)c1	0.97	0.32	1.68	0.33	1.0	-0.53	-1.66	-0.05	2.7161286028238334	2.717752767980794
ClC#CCl	0.1	-0.95	0.28	-1.22	0.87	-0.53	-1.27	-0.57	2.485934263771752	2.5244934156234615
C=CCC(C)C(C)C	0.1	-0.52	-0.55	-0.51	-0.82	-0.53	0.38	0.36	2.582233863920993	2.5683788375951164
C=C(CC(=O)OCC)C(=O)OCC	0.57	0.28	-0.55	0.36	0.06	-0.53	0.82	-0.78	2.6999677346938125	2.698021834186838
CCCN(CC)CCC	0.35	-0.47	-0.55	-0.58	-0.82	-0.53	0.26	-0.1	2.6140002945951797	2.587345359999878
CCNc1ccccc1C	0.38	0.09	0.16	-0.13	1.1	0.85	0.7	0.09	2.6894420578616383	2.693796593436192
CCCC#N	0.1	-1.19	1.14	-1.28	0.19	-0.53	-1.44	-0.62	2.5918989866912243	2.602191338659866
CCCCCCCCCl	0.08	-0.52	-0.55	-0.5	0.1	-0.53	-0.56	0.82	2.6576771954233034	2.6544712959429413
CC1C=CCC2C1C2(C)C	1.09	0.61	-0.55	0.36	-0.82	-0.53	-0.24	0.36	2.6440937744581383	2.6577115287167157
CC(C)c1ccc(Cl)cc1	0.05	0.29	-0.37	0.27	-0.03	-0.53	-0.46	0.74	2.673435640073261	2.6851274391469993
O=C(CCc1ccccc1)CCc1ccccc1	-0.12	1.6	-0.55	1.49	1.19	-0.53	-1.51	0.97	2.7959842355140516	2.791664822989138
CCC1CCC(=O)O1	-0.14	-0.23	-0.55	-0.42	0.19	-0.53	0.58	-0.75	2.6889979031063134	2.6663340957058197
c1ccc2c(c1)CCC2	0.58	0.24	-0.55	-0.17	-0.82	-0.53	-1.59	-0.07	2.6542246871561987	2.65878748808043
CC(=O)c1ccc(-c2ccccc2)cc1	0.82	1.31	-0.55	1.04	0.05	-0.53	-1.2	0.8	2.777535563653136	2.7639378396969096
CC(C)Sc1ccccc1	-0.29	0.2	-0.4	0.4	0.77	-0.53	-0.66	0.57	2.6822804901301343	2.696575087727484
C1CO1	0.1	-1.45	-0.55	-1.42	-0.82	-0.53	-1.16	-1.44	2.452935870201179	2.461387122880204
CC(C)OC(=O)c1ccco1	-2.0	0.15	-0.55	0.26	-0.82	-0.53	0.4	-0.28	2.6736198387747407	2.6808501570274172
CNc1ccc(C)cc1	-0.24	-0.04	0.11	-0.26	1.18	0.85	0.53	-0.16	2.6840819838753727	2.6896645230633918
O=CC12CC=CCC1C1CC=CCC1O2	0.1	1.89	-0.55	1.12	1.11	-0.53	-1.0	-0.02	2.7635402965800444	2.7527123056031173
C=CC#N	0.1	-1.31	1.07	-1.45	0.13	-0.53	-0.97	-1.01	2.544626064319563	2.5287740509036465
FC(F)(F)CS	0.1	-1.6	-0.55	-1.42	-0.82	0.85	2.02	-0.51	2.4880569194240474	2.4639346548550005
CCCCOC(=O)Cl	-0.67	-0.72	-0.55	-0.33	1.0	-0.53	1.34	-0.08	2.6182050422592695	2.608229600105473
CCCC1CCCC1	0.18	-0.35	-0.55	-0.54	-0.82	-0.53	0.28	0.43	2.6065425831345697	2.6017493152381266
COc1ccccc1OC	1.1	0.19	-0.55	-0.22	-0.82	-0.53	-0.39	-0.37	2.6804714924842656	2.665822670066675
CCC(=O)OC/C=C(\C)CCC=C(C)C	-0.69	0.45	-0.55	0.83	0.19	-0.53	0.68	0.85	2.7211095747344105	2.7255648358283104
CCCc1ccccn1	-0.0	-0.21	-0.55	-0.38	1.04	-0.53	-0.7	-0.16	2.643600706192297	2.6466616365502675
CCCC(=O)N(C)C	0.54	-0.52	-0.55	-0.51	2.39	-0.53	0.89	-0.89	2.661954588653016	2.651838095436649
CCOCC(=O)OCC	-1.53	-0.55	-0.55	-0.5	0.22	-0.53	0.43	-1.08	2.634628390436653	2.6343906296585016
COC(C)CCO	0.02	-0.75	1.24	-0.84	1.33	0.85	-0.4	-1.19	2.6336199272367296	2.630078111259826
C=CC[Si](C)(OCC)OCC	0.45	0.6	-0.55	0.58	2.19	-0.53	1.53	0.02	2.631595948357801	2.6580917305155918
ClCI	0.1	-1.6	-0.55	-0.68	-0.82	-0.53	-1.38	-0.42	2.582233863920993	2.5694756719552734
CC(C)(C)SC(C)(C)C	0.87	-0.69	-0.55	1.1	0.67	-0.53	1.17	0.65	2.6255696582430463	2.623967019164805
c1ccc2c(c1)CCCN2	0.48	0.39	0.18	-0.0	1.1	0.85	0.41	-0.15	2.7194555901325703	2.7176137956224684
ClCCC(Cl)(Cl)Cl	0.1	-0.74	-0.55	0.88	1.11	-0.53	1.21	0.44	2.6336199272367296	2.617826859694899
CCCO	0.1	-1.31	1.15	-1.45	0.22	0.85	-0.09	-1.2	2.5686123489876134	2.5650818977722936
C/C=C/C	0.1	-1.31	-0.55	-1.45	-0.82	-0.53	-0.44	-0.45	2.4399875896602916	2.45365067008954
CCCCCCCC(=O)Cl	0.06	-0.43	-0.59	-0.0	0.19	-0.53	0.06	0.52	2.670941280735775	2.676447199636776
CC#CCO	0.3	-1.19	1.16	-1.28	-0.82	0.85	-0.08	-1.45	2.624436805027557	2.613613086968419
CC1C(=O)CC2CC1C2(C)C	-0.12	1.11	-0.55	0.63	1.11	-0.53	-1.07	-0.02	2.68587603571674	2.7248808354887952
CCCOC(C)=O	-0.1	-0.95	-0.55	-0.73	0.27	-0.53	0.76	-0.84	2.57362573693412	2.572287974044933
Cc1ccc(Br)cc1C	0.39	0.34	-0.55	0.28	-0.12	-0.53	-1.04	0.49	2.688108228551808	2.685500974302891
Cc1cn(C)c2ccccc12	1.5	0.74	-0.25	0.33	2.96	-0.53	-0.11	0.12	2.725625818213062	2.718428788510029
CC#CCCCCCCCC	0.11	-0.33	-0.55	-0.29	0.19	-0.53	-1.0	0.93	2.678836926900922	2.6920358154342674
c1ccc(C2CCCCC2)cc1	-0.33	0.67	-0.55	0.33	-0.82	-0.53	-1.04	0.91	2.7103289580426293	2.7120598380309744
O=Cc1ccco1	0.1	-0.42	-0.55	-0.72	-0.82	-0.53	-0.89	-0.76	2.6383394744106785	2.5914978165902753
CCC(C)(CC(=O)O)CC(=O)O	0.61	-0.08	3.12	0.59	-0.82	2.23	0.84	-0.59	2.727663232729935	2.7044523405759078
CC(C#N)CCC#N	-0.07	-0.6	2.96	-0.67	1.11	-0.53	-1.69	-0.53	2.7292863103246043	2.7181449597649463
C=C(C)CC(C)=O	0.77	-1.06	-0.55	-0.5	0.19	-0.53	-1.07	-0.47	2.599173217352912	2.593877212813849
CC1(C)CC1	0.1	-0.95	-0.55	-0.67	-0.82	-0.53	0.61	-0.31	2.4679778752797925	2.519049826089605
N#CC(C#N)=Cc1ccccc1Cl	-0.79	0.96	3.23	0.57	-0.03	-0.53	-1.56	0.3	2.7676381476219185	2.7612862248406924
CC(C)C(C)C(C)C(C)C	0.4	0.08	-0.55	0.05	-0.82	-0.53	1.19	0.81	2.63281146723474	2.637413771788951
CC/C(C)=C(/C)C(C)=O	0.45	-0.11	-0.55	-0.28	-0.82	-0.53	-0.67	0.02	2.634628390436653	2.624471604561472
O=C1CCCN1CCO	-0.12	-0.05	1.28	-0.3	2.23	0.85	0.26	-1.7	2.7544630110138644	2.728035703312142
Clc1ccc(Cl)c(Br)c1	0.1	0.99	-0.25	0.61	0.67	-0.53	-0.77	0.93	2.698231075449119	2.7064196048313676
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C(\I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	-0.44	1.1	-0.55	1.4	0.13	-0.53	0.69	5.54	2.7268494135432264	2.7477113342342125
Cc1ccccc1CC=O	-0.16	0.09	-0.55	-0.13	0.19	-0.53	-1.89	-0.35	2.6938587997009296	2.6970229505853407
CC(Cl)C(Cl)(Cl)Cl	0.1	0.26	-0.64	1.01	-0.82	-0.53	1.5	0.44	2.62905263772839	2.616182417554126
c1ccc(-n2ccnc2)cc1	0.1	0.53	-0.55	0.16	2.01	-0.53	-0.12	-0.26	2.7396909879372124	2.7145546887530156
FCCCCCCCl	0.04	-0.8	-0.55	-0.84	0.1	-0.53	-1.66	0.29	2.6445862835627505	2.624668564554926
CCCl	0.1	-1.6	-0.55	-1.42	0.1	-0.53	-1.56	-0.66	2.4555300473427017	2.46706246349133
CCCOC(=O)C(C)C	-0.23	-0.36	-0.55	-0.34	-0.82	-0.53	0.87	-0.44	2.611245214834831	2.623134943947568
C=CC(=O)O	0.1	-1.13	1.09	-1.07	0.13	0.85	1.01	-1.29	2.617367343179719	2.6076461306922245
CC1CC=CCC1	0.17	-0.51	-0.55	-0.63	-0.82	-0.53	-0.55	0.05	2.575014554582114	2.585310516203661
CCCCCCC(=O)O	-0.14	-0.66	1.23	-0.4	0.19	0.85	0.85	-0.16	2.694912167328569	2.6902555125541143
CC1=CCC(=C(C)C)CC1	-0.23	0.12	-0.55	0.08	-0.82	-0.53	-1.24	0.74	2.661954588653016	2.6682992868547726
C=CCBr	0.1	-1.02	-0.35	-1.22	0.02	-0.53	-0.62	-0.46	2.5356105459087925	2.5273401455376603
C=CC[Si](C)(Cl)Cl	0.18	-0.52	-0.55	1.33	-0.82	-0.53	2.01	0.27	2.5940056017883415	2.5816928775171815
CCCCCCCCCC=O	0.1	-0.33	-0.55	-0.29	0.19	-0.53	-1.28	0.66	2.6827315646221837	2.6767499649168838
CC(=O)OCC(CO)OC(C)=O	-0.21	-0.15	1.31	0.37	1.35	0.85	0.66	-1.78	2.726034066487064	2.7134887918370967
Cc1cc(C)c(C)c(C)c1C	1.47	0.81	-0.55	0.31	-0.82	-0.53	-1.05	0.59	2.703420357325243	2.700342124073879
CSC#N	0.1	-1.17	1.49	-1.22	-0.82	-0.53	-0.59	-0.92	2.6085795148261877	2.5983814002697074
CCCCCCC(C)CCC	0.12	-0.26	-0.55	-0.17	-0.82	-0.53	0.78	1.33	2.662899426362577	2.643802764190131
Cc1cncc(C)c1	1.07	-0.34	-0.55	-0.34	1.12	-0.53	-1.13	-0.37	2.6485063777121614	2.6425944683533142
N#Cc1nc(C#N)nc(C#N)n1	0.12	0.54	4.86	0.2	-0.82	-0.53	0.3	-1.77	2.7284755297625956	2.7132930519224567
CC1CNC(C)CN1	0.24	-0.28	0.91	-0.34	3.12	2.23	0.78	-1.48	2.6393038346825164	2.6722870746730756
ClC1CCCC1	0.1	-0.49	-0.43	-0.61	0.03	-0.53	-0.96	-0.08	2.5878792635995502	2.5966253690787773
CC(=O)c1ccncc1	0.29	-0.11	-0.55	-0.21	1.99	-0.53	-1.19	-0.64	2.68587603571674	2.6765874390524305
OCC(O)C(O)CO	0.28	-0.3	6.61	-0.62	-0.82	4.99	0.02	-2.91	2.7807852049682986	2.7611862757748105
CCCCC(C)C	0.13	-0.95	-0.55	-0.73	-0.82	-0.53	0.99	0.34	2.560086048497414	2.5444528439122873
CCCCCCCOC(=O)CCCCCC	-0.33	0.46	-0.55	0.66	0.19	-0.53	0.76	1.38	2.7404811172953423	2.7346429864393467
CCCCC1CCCCC1	-0.03	-0.06	-0.55	-0.21	-0.82	-0.53	0.28	0.93	2.6571036800122543	2.6533838105078797
CCOC(=O)CC1CCCCC1	-1.19	0.26	-0.55	0.25	0.19	-0.53	0.56	0.15	2.68497993618928	2.7024415070840795
CCC(C)C(C)C(C)C	0.42	-0.11	-0.55	-0.28	-0.82	-0.53	1.15	0.65	2.6151606643165564	2.6129584109111943
COS(=O)OC	0.96	-0.4	-0.55	-0.57	-0.82	-0.53	1.46	-1.54	2.60113613360707	2.6219024885180002
CCc1cccc(C(C)C)c1	-0.39	0.32	-0.55	0.16	-0.82	-0.53	-0.57	0.68	2.667593025293008	2.686133197314453
CCC(C)CC(C)C(C)C	-0.07	-0.1	-0.55	-0.06	-0.82	-0.53	1.05	0.9	2.6373396017878252	2.6410493745334995
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	0.06	-0.76	-0.55	-0.79	-0.82	-0.53	0.79	2.3	2.578696500975596	2.5908145961938174
Brc1ccc(I)cc1	0.1	0.55	-0.55	0.61	0.44	-0.53	-0.93	0.48	2.720283369820714	2.708225497819892
C=CCCCC=C	0.05	-0.9	-0.55	-0.95	-0.82	-0.53	-0.17	0.15	2.5856299021972218	2.5701327684248003
Nc1cccc(N)c1N	1.0	0.19	-0.55	-0.16	-0.82	7.75	1.39	-1.17	2.784724248545718	2.762964279948545
O=Cc1ccc(Cl)cc1Cl	0.03	0.55	-0.34	0.35	0.84	-0.53	-1.62	0.33	2.7042792411845356	2.714013497378683
CC(Oc1ccccc1)C(=O)Cl	0.23	0.61	-0.65	0.62	-0.82	-0.53	-0.12	-0.04	2.6234043678792496	2.6574737204318994
O=C1C(=O)c2ccccc2-c2ccccc21	-1.62	2.11	-0.55	1.33	0.92	-0.53	-1.25	0.28	2.8015066112100895	2.7953344086045995
CCCCCCCC(C)CC	0.06	-0.17	-0.55	-0.18	-0.82	-0.53	0.78	1.33	2.663936379167117	2.6636598134887017
CC(C)SC(C)C	0.4	-0.79	-0.2	-0.06	-0.82	-0.53	0.2	0.16	2.5946687312953243	2.6057229398650374
CC(=O)OCC(C)OC(C)=O	0.47	-0.39	-0.55	0.29	1.35	-0.53	0.85	-1.13	2.666190264118986	2.676824829306728
CC(C)CN=C=O	-1.14	-0.95	-0.55	-0.73	-0.82	-0.53	0.58	-0.83	2.578811060322581	2.5679644323961046
CC(C)c1ccccc1O	0.9	0.14	1.46	0.03	-0.82	0.85	0.03	0.14	2.687216727711397	2.683122299187734
CCOC(=O)C(C(=O)OCC)C(=O)OCC	-8.63	0.81	-0.55	0.83	-0.82	-0.53	0.41	-1.26	2.7211095747344105	2.7291428087288483
COC(=O)C(C)(C)O	1.74	-0.4	1.36	-0.2	-0.82	0.85	0.68	-1.49	2.61294271588699	2.6197048935420297
CNC1CCCCC1	0.27	-0.28	0.17	-0.55	0.13	0.85	0.49	-0.48	2.6234043678792496	2.631141264080714
C1CC2CCC1C2	0.1	-0.09	-0.55	-0.46	-0.82	-0.53	-0.45	-0.06	2.5780085095732557	2.5900788087619744
COC(C)(C)OC	0.42	-0.5	-0.55	-0.57	1.41	-0.53	0.34	-0.81	2.551632948680588	2.596898482910062
FC(Cl)C(F)(F)Br	0.1	-0.74	-0.55	-1.1	-0.82	-0.53	0.85	0.14	2.512751082510101	2.51463400843989
Oc1ccccc1Cc1ccccc1	-0.37	1.06	1.52	0.78	0.19	0.85	-0.3	0.44	2.7672672093674726	2.7612247112676234
Cc1ccc(C(=O)c2ccccc2)cc1C	-1.82	1.71	-0.55	1.26	0.92	-0.53	-0.93	0.79	2.7882744561838897	2.7918509702714394
OCCCc1ccccc1	0.13	-0.06	1.29	-0.21	0.22	0.85	-0.55	-0.43	2.7059919299146995	2.7168084628544777
C/C=C(C)\C=C\C=C(C)C	-0.64	-0.35	-0.55	-0.12	-0.82	-0.53	-0.9	0.75	2.663842212973794	2.6585567873250673
COC1C=CC(OC)O1	-0.2	0.01	-0.55	-0.34	1.41	-0.53	0.38	-1.12	2.637639805358698	2.6479251016161003
CC#C/C=C/C	0.26	-1.05	-0.55	-1.12	-0.82	-0.53	-1.77	-0.44	2.5582884694331347	2.5777428451424993
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	0.12	-0.03	-0.55	0.06	2.72	-0.53	0.61	3.39	2.670385027721014	2.6738464330170957
CC(C)CCC(C)(C)C	-0.1	-0.75	-0.55	0.19	-0.82	-0.53	1.16	0.75	2.5989545668854097	2.603098548248862
CCC(C)O[N+](=O)[O-]	-1.53	-0.7	1.35	-0.45	-0.82	-0.53	2.01	-0.82	2.5989545668854097	2.6027070911323578
COC(=O)C(C)C(=O)OC	-0.8	0.17	-0.55	-0.22	-0.82	-0.53	0.5	-1.47	2.650453235088312	2.66460347871846
CI	0.1	-1.6	-0.55	-1.92	-0.82	-0.53	-2.76	-0.78	2.4992057936633727	2.456404234532308
CN=C=S	0.1	-1.17	-0.08	-1.33	0.29	-0.53	-0.55	-0.99	2.5934522193461094	2.565510827974306
CCC(C)C(C)CC	0.33	-0.3	-0.55	-0.62	-0.82	-0.53	1.11	0.5	2.5920101162931366	2.597581740012375
Ic1cccs1	0.1	0.29	-0.1	0.23	-0.82	-0.53	-0.73	0.04	2.657199318524401	2.6523902795222267
Cc1cc(C)c(C)c(C)n1	1.59	0.32	-0.55	0.14	0.96	-0.53	-0.34	0.02	2.6777437886661413	2.6728384777218848
NC1CCC1	0.1	-0.8	-0.55	-0.96	0.13	2.23	0.98	-1.13	2.550411819008074	2.5897997930894174
Cc1ncsc1C	0.1	0.08	-0.55	-0.27	-0.05	-0.53	-0.3	-0.33	2.634628390436653	2.6237918438592422
C=Cc1ccccc1CC	0.7	0.19	-0.55	-0.22	-0.82	-0.53	-0.72	0.38	2.663182477305838	2.658186958006118
c1ccc(CCCC2CCCC2)cc1	0.34	0.94	-0.55	0.7	-0.82	-0.53	-0.97	1.21	2.7365160164218456	2.7242612379029025
C1CC2OC2CC1C1CO1	-0.24	0.49	-0.55	0.27	-0.82	-0.53	-0.76	-0.85	2.6991002731412457	2.7005151581303593
Cc1ccc(C)o1	0.72	-0.48	-0.55	-0.5	-0.82	-0.53	-0.24	-0.25	2.564251689331629	2.57564019128912
C#CCCCCC#C	0.27	-0.76	-0.55	-0.79	1.19	-0.53	-1.55	-0.3	2.611351503254819	2.6065796481496917
Cc1cc(C)c(Br)c(C)c1	1.76	0.97	-0.55	0.45	-0.12	-0.53	-0.8	0.69	2.6973601346540663	2.701671810739767
c1ccc(N(CC2CO2)CC2CO2)cc1	0.34	1.12	-0.55	1.13	2.12	-0.53	-0.43	-0.63	2.6786549281630445	2.706003447372464
O=C1Cc2ccccc2O1	-0.1	0.39	-0.55	0.13	0.05	-0.53	0.29	-0.72	2.71779528233997	2.71150521452575
CCOc1ccccc1[N+](=O)[O-]	-1.68	0.4	1.7	0.3	0.13	-0.53	-0.97	-0.19	2.7325143804269665	2.727970398751685
COCCOCCOCCO	0.23	-0.33	1.25	-0.29	0.3	0.85	-0.52	-1.66	2.71779528233997	2.706318915737173
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl	-0.59	2.07	1.62	1.43	-0.82	-0.53	-2.09	1.21	2.7612886999947945	2.7778595160690274
CCc1c(CC)c(CC)c(CC)c(CC)c1CC	-0.83	1.91	-0.55	1.09	-0.82	-0.53	0.25	1.75	2.7567501811306006	2.7581368950683762
CCOC(CN(C)C)OCC	-0.75	-0.34	-0.55	-0.01	2.27	-0.53	0.24	-0.85	2.64704048585496	2.6491254231308314
Cc1cnc(C)o1	0.95	-0.48	-0.55	-0.5	0.27	-0.53	0.36	-0.63	2.591787828645595	2.5994079089149644
ClCCCl	0.1	-0.95	-0.55	-1.22	1.02	-0.53	-2.47	-0.52	2.552242228356702	2.5676868152801537
Cc1ccc(N)c(Cl)c1	-0.07	0.27	-0.41	0.07	-0.82	2.23	1.06	-0.04	2.692979037459632	2.7088886582969365
CCOC(=O)CCCCl	0.43	-0.45	-0.55	-0.38	1.11	-0.53	0.6	-0.46	2.660058724103915	2.6465250188857197
C=Cc1cccc(C)c1	0.42	-0.1	-0.55	-0.26	-0.82	-0.53	-0.95	0.22	2.640630482724411	2.6383277967359393
CCCCCCCCCCC(C)O	0.11	-0.09	1.4	0.26	-0.82	0.85	0.12	1.02	2.720283369820714	2.709619667706605
O=C(Cl)C(=O)Cl	0.1	-0.4	-1.04	-0.33	-0.82	-0.53	-0.22	-1.12	2.527178618803964	2.570536575580555
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC	0.09	3.1	-0.55	3.68	-0.82	-0.53	0.44	7.34	2.8826099085573706	2.884408408324492
CCCCc1ccccc1	-0.38	-0.06	-0.55	-0.21	-0.82	-0.53	-0.92	0.47	2.6593932114138483	2.666131039091786
C=CC(C)(C)C	0.1	-0.99	-0.55	-0.55	-0.82	-0.53	0.68	-0.05	2.4974134646862063	2.5250064419875837
CCc1ccc(O)cc1	-0.26	-0.04	1.36	-0.26	-0.82	0.85	-0.06	-0.21	2.6911257153786354	2.6964541291662196
CCCOC(=O)C(O)C(O)C(=O)OCCC	-2.84	1.07	3.45	0.87	-0.82	2.23	0.57	-1.69	2.7605355662208573	2.754481590617724
C=CS(=O)(=O)C=C	0.49	0.05	-0.18	0.1	0.88	-0.53	0.17	-1.01	2.705564390520156	2.694288127766281
CCOC(=O)C(C(C)=O)C(C)C	0.31	0.09	-0.55	0.34	-0.82	-0.53	0.24	-0.56	2.675915754895261	2.6741665467378715
CC(=O)c1cccc([N+](=O)[O-])c1	-0.07	0.49	1.67	0.51	1.95	-0.53	-1.58	-0.31	2.676830733600716	2.7069820085856295
COCC(O)COC	-0.1	-0.7	1.35	-0.66	1.41	0.85	-0.47	-1.68	2.6455696293511513	2.645123448138582
O=C(NNc1ccccc1)c1ccccc1	-0.55	1.39	-0.55	1.11	0.05	2.23	0.05	0.1	2.768749065217533	2.7703328145893162
CCCCCCCC(=O)OC	0.01	-0.17	-0.55	-0.18	0.19	-0.53	0.65	0.15	2.668432512310656	2.660947604588397
CCC1CCCS1	0.27	-0.03	-0.33	-0.43	0.01	-0.53	-0.7	0.0	2.6336199272367296	2.6319606565708558
O=C(O)c1ccccc1-c1ccccc1	-0.98	1.26	1.4	1.01	-0.82	0.85	0.34	0.48	2.790038735836031	2.773874991483616
OCCCCCCO	0.03	-0.76	3.04	-0.79	1.25	2.23	-0.14	-1.11	2.7186262296553676	2.71605139071697
FC(F)(F)c1cccc(Br)c1	-1.07	-0.04	-0.55	0.05	-0.12	-0.53	1.88	0.74	2.6280311284207842	2.629780874714446
CC(N)CN	0.1	-1.13	-0.55	-1.07	1.15	4.99	1.47	-1.9	2.5940056017883415	2.6155317832929494
Clc1ccc2ccccc2c1	0.38	0.73	0.15	0.48	-0.03	-0.53	-1.28	0.76	2.7235788004625765	2.722789789908862
FC(Cl)(Cl)c1ccccc1	-0.06	0.16	-0.55	0.28	0.05	-0.53	1.15	0.6	2.6552825351772134	2.6532957110399096
c1ccc2c(c1)Cc1ccccc1C2	-0.01	1.46	-0.55	0.93	-0.82	-0.53	-1.82	0.56	2.762040529978979	2.762183812284267
CC/C(C)=C\Cl	0.1	-0.6	-0.55	-0.92	0.05	-0.53	-1.07	0.16	2.567790710533536	2.572532311324857
Cc1ccccc1[N+](=O)[O-]	-0.04	0.14	1.66	0.03	1.0	-0.53	-1.69	-0.24	2.6947367833859928	2.6933226506679584
CC(C)(C)NCCNC(C)(C)C	-0.54	-0.39	0.94	1.05	2.96	2.23	1.16	-0.33	2.6722364404445473	2.6684934293547466
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC	-1.55	2.33	-0.55	2.52	1.19	-0.53	0.78	2.39	2.8389434923204773	2.831997511582866
CCC(C)(C)C(C)(C)CC	0.54	0.46	-0.55	0.18	-0.82	-0.53	1.47	0.99	2.646550753640341	2.6465025475674544
OC1CCOC1	0.1	-0.65	1.31	-0.8	0.22	0.85	-0.57	-1.59	2.657199318524401	2.6564881357082344
CCc1ccc(C(C)C)cc1	-0.34	0.36	-0.55	0.16	-0.82	-0.53	-0.57	0.68	2.6718667887725633	2.6838287355126855
SC1CCCC1	0.1	-0.49	-0.39	-0.61	0.01	0.85	-0.37	-0.27	2.6077230235205526	2.613766614604264
CCCCCOC(=O)c1ccccc1O	-2.19	0.93	1.48	0.78	-0.82	0.85	0.35	0.28	2.734919783872693	2.7361210383976124
Cc1ccc(O)cc1C	0.04	0.04	1.38	-0.1	-0.82	0.85	-0.06	-0.18	2.6991002731412457	2.6968951323467834
CC(C)(C)N	0.1	-1.6	-0.55	-0.51	0.05	2.23	1.64	-0.98	2.502631927572243	2.524573214601638
CSCCl	0.1	-0.95	-0.39	-1.04	-0.82	-0.53	-1.07	-0.47	2.577664104732127	2.552426908983487
Cc1cc([N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-]	-1.26	1.29	6.24	1.44	1.0	-0.53	-2.25	-0.36	2.75826829674409	2.759447691108269
Brc1ccc(Br)c(Br)c1	0.1	1.48	-0.55	0.97	1.28	-0.53	-0.8	1.06	2.738899418444579	2.747763481219673
CCC(=O)CC(C)CC	-0.24	-0.34	-0.55	-0.39	1.19	-0.53	-0.79	0.07	2.635634517336094	2.638959384669227
C1CC2OC2C1OC1CCC2OC12	0.11	1.49	-0.55	1.0	-0.82	-0.53	-0.65	-0.9	2.6777437886661413	2.7022101955272317
O=C(c1ccccc1O)c1ccccc1O	-1.23	1.67	3.57	1.22	-0.82	2.23	-0.31	0.02	2.7825801094983293	2.7832842829111195
CCc1cccc([N+](=O)[O-])c1	-1.82	0.32	1.67	0.16	1.08	-0.53	-1.68	-0.08	2.712355022085704	2.7111160501640974
CC(C)CON=O	-1.22	-0.95	-0.07	-0.73	-0.82	-0.53	0.54	-0.6	2.531670475296586	2.557735793764703
CCOc1ccccc1C	0.56	0.09	-0.55	-0.13	-0.82	-0.53	-0.31	0.07	2.660058724103915	2.6451658184223157
OC(c1ccccc1)(C(F)(F)F)C(F)(F)F	-4.43	0.02	1.38	0.28	0.05	0.85	1.19	0.45	2.6366383187350237	2.654957224495561
CCC(C#N)c1ccccc1	0.07	0.33	1.34	-0.06	-0.82	-0.53	-1.34	0.26	2.711089840140532	2.7066385328754787
