SMILES	AATSC0c	AATS1s	IC2	D/Dr5	AATS3s	AATS4s	SdssC	AATS0s	X2A	SIC0	AATSC1Z	nR_3_True_True_False_None	SMR_VSA7	MATS1c	VSA_EState5	nR_3_True_False_None_False	observed	predicted
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12	0.18	-0.05	0.42	0.49	-0.18	-0.46	0.25	-0.72	-0.36	-0.59	0.03	-0.73	1.21	0.79	1.25	1.18	-0.379863945	-0.06463048400496021
CN(C)CCC=C1c2ccccc2CCc2ccccc21	-1.44	-0.94	-0.74	-0.57	-0.95	-1.06	1.3	-1.24	-0.21	-1.26	0.06	1.25	1.61	2.92	0.12	1.18	0.6989700043000001	0.47634939233138857
CNC1(C)C2CCC(C2)C1(C)C	-1.43	-1.78	-1.29	0.36	-1.23	-1.31	0.25	-1.42	-1.06	-1.12	0.03	1.25	-1.42	0.8	1.11	0.39	-0.379863945	0.07997813319807255
CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C	-0.72	-0.33	-0.38	-0.57	-0.4	-0.46	1.48	-0.76	0.41	-1.18	-0.03	-0.73	1.33	0.25	0.44	-0.4	0.1760912591	0.3517242098655759
CCC[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O	-0.78	-1.27	1.09	0.49	-1.04	-0.87	0.25	-0.94	-1.85	-1.01	0.14	1.25	-0.25	0.61	0.73	0.39	0.123851641	-0.06317896740971134
CC(=O)Nc1ccc(C=NNC(N)=S)cc1	0.05	0.9	0.22	-0.57	0.23	-0.22	0.26	-0.12	1.24	1.07	-0.21	-0.73	-0.25	-1.06	0.07	-0.4	0.3979400086999999	0.47283702159076363
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1	-1.16	-0.88	0.29	-0.57	-0.84	-0.8	0.36	-0.91	-0.05	-0.7	0.04	-0.73	1.15	0.62	0.2	0.39	0.8241258339	0.3626008093690914
CC(C)(O)CC(C)(O)c1ccc(Cl)cc1	-0.69	-0.37	-0.81	-0.57	-0.08	-0.49	0.25	-0.44	1.02	-0.18	-0.24	-0.73	-0.05	-0.3	0.12	-0.4	1.0	0.8328391769770538
CNCCC=C1c2ccccc2CCc2ccccc21	-1.39	-0.87	-0.61	-0.57	-0.97	-0.96	1.29	-1.22	-0.45	-1.18	0.02	1.25	1.61	1.85	0.12	1.18	0.2227164711	0.30574526879054714
CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O	-0.85	-0.61	-0.11	-0.57	-0.58	-0.29	0.03	-0.43	-0.32	-0.56	0.0	-0.73	-0.01	-0.25	-0.04	-0.4	-0.0793549986	0.10219346554185987
NCCCCCC(=O)O	0.44	0.18	-1.13	-0.57	-0.7	-0.65	-0.28	0.29	3.0	0.47	-0.42	-0.73	-1.42	-1.17	-0.25	-1.19	2.3010299957	1.879791265919182
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1	0.96	0.84	1.43	-0.57	0.56	0.49	-0.99	0.76	-0.45	0.35	-0.09	1.25	0.68	-0.68	-0.77	-0.4	1.2227164711	1.2132476391504194
CC(C(=O)O)c1cccc(Oc2ccccc2)c1	0.13	0.6	-0.95	-0.57	0.09	0.18	-0.38	0.0	0.22	-0.37	-0.08	-0.73	0.95	-0.5	0.12	0.39	1.6989700043	1.290781421976872
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C	-1.12	-1.3	0.06	0.09	-0.92	-0.96	0.77	-0.53	-0.95	-1.23	0.02	1.25	-1.42	0.72	1.41	1.97	-0.1706962272	-0.04658883783516549
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O	2.04	1.66	-0.23	-0.57	1.58	0.31	-0.58	1.09	0.55	0.54	-0.44	-0.73	-0.49	-0.81	-0.73	-0.4	1.5224442335	1.422224030118322
CCCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O	-0.42	-1.15	-0.7	-0.57	-0.73	0.27	-1.18	-0.02	0.97	-0.95	0.7	-0.73	-1.42	-0.07	-0.71	-1.19	0.6989700043000001	0.7783189266070479
CC(N)Cc1ccc(O)cc1	-0.08	0.06	-0.44	-0.57	-0.4	-0.94	0.25	-0.49	1.17	0.09	-0.26	-0.73	-0.25	-0.34	0.28	-0.4	0.6020599913	0.6949358735464244
O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21	1.29	0.37	0.29	0.9	1.05	2.41	-0.43	2.19	-0.55	0.86	-0.64	1.25	1.59	-0.48	-1.19	1.18	0.6989700043000001	0.78680776298329
CCC1(CC)C(=O)NC(=O)N(C)C1=O	0.04	0.38	-0.96	-0.57	0.59	2.32	-0.88	0.81	-0.72	0.62	-0.04	-0.73	-1.42	-1.73	-0.34	-1.19	0.6989700043000001	0.825212726808953
CCC1(CC)C(=O)NC(=O)NC1=O	0.34	0.65	-1.57	-0.57	0.56	2.57	-1.02	1.1	-0.48	0.94	-0.13	-0.73	-1.42	-1.96	-0.39	-1.19	1.0	0.9618991725202319
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1	-0.98	-0.92	-0.22	1.21	-0.86	-0.58	0.44	-0.92	-0.59	-1.0	0.12	-0.73	1.41	1.26	0.32	0.39	-0.4775557665	-0.07036794660302682
O=C(CCBr)N1CCN(C(=O)CCBr)CC1	-0.47	-0.86	-1.73	-0.57	-0.46	0.0	0.5	-0.21	0.36	0.8	-0.07	-0.73	-1.42	-0.13	0.3	-1.19	0.4771212547	0.5886451038482072
O=C1N(Cc2ccccc2)C2C[SH]3CCCC3C2N1Cc1ccccc1	-0.95	-1.13	-0.13	2.11	-1.06	-0.92	0.43	-0.93	-0.83	-0.66	0.23	1.25	1.41	-0.5	1.51	0.39	-1.1758741661	-0.8605837417463623
NC(=O)NC(=O)Cc1ccccc1	0.31	1.21	-0.86	-0.57	0.43	1.15	-0.65	0.78	1.24	0.99	-0.23	-0.73	-0.01	-2.2	-0.08	-0.4	1.6989700043	1.4356591411905084
NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1	-0.84	-0.8	0.06	-0.57	-0.89	-0.88	0.14	-0.81	-0.38	-0.18	0.12	1.25	0.45	0.05	0.07	0.39	-0.6020599913	-0.21874188008815318
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12	-0.37	-0.25	0.24	-0.57	0.16	-0.07	0.25	-0.14	-0.28	0.05	0.76	-0.73	1.21	0.07	0.39	1.18	0.5105450102	0.38203217381580706
CN(C)CCOC(c1ccccc1)c1ccccc1	-1.1	-0.64	-1.24	-0.57	-0.75	-0.94	0.25	-1.12	0.39	-0.8	0.06	-0.73	1.41	2.03	0.12	0.39	-0.0793549986	0.3909748807471446
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1	-1.44	-0.87	-0.99	-0.57	-0.9	-1.0	2.53	-1.21	-0.65	-1.23	0.1	1.25	1.59	2.76	0.12	1.18	-0.3010299957	0.05023155404451919
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O	2.71	0.5	1.1	2.73	1.0	4.39	0.25	2.3	0.09	1.16	1.51	-0.73	-0.92	-1.84	0.14	-1.19	-0.6989700043000001	0.017641084587235897
Cc1ccccc1OCC(O)CO	0.32	0.33	-0.52	-0.57	0.48	-0.24	0.25	-0.13	0.62	-0.12	-0.19	-0.73	-0.25	0.48	0.51	-0.4	1.6989700043	1.1156130104760615
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)COC(=O)CCC(=O)O)C2C1	0.04	-0.12	1.64	0.53	-0.05	-0.34	0.07	0.42	-0.67	-0.96	-0.08	1.25	-0.5	-0.12	-1.21	1.97	0.620136055	0.4348920822796877
NC(CO)(CO)CO	1.36	1.44	-2.66	-0.57	1.15	1.45	0.25	1.01	0.6	1.02	-0.68	-0.73	-1.42	-0.16	0.12	-1.19	2.4771212547	2.233631218406609
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O	0.31	-0.25	-0.01	0.52	-0.18	-0.09	-0.95	0.3	-0.57	0.17	0.07	1.25	-1.42	-0.85	-0.72	-0.4	1.5224442335	1.1088001686307234
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	-0.55	-0.88	0.46	-0.57	-0.67	-0.55	0.87	-0.51	-0.14	-1.23	0.01	1.25	-0.48	-0.23	0.52	0.39	-0.1758741661	-0.0809963938158004
Cn1c(O)cc(-c2ccccc2)c1O	0.93	0.86	-1.13	0.12	0.35	0.57	0.25	-0.03	-0.33	0.42	-0.16	-0.73	0.01	-0.83	0.19	-0.4	1.6989700043	1.261595106909822
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1	-0.57	-0.15	-0.31	-0.57	-0.39	-0.51	1.74	-0.34	0.14	-0.91	0.04	-0.73	1.15	-0.71	0.35	1.18	0.8241258339	0.6326825037095909
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O	0.12	0.14	0.39	-0.57	0.77	0.99	-0.25	0.85	0.09	0.9	0.6	-0.73	0.63	-0.73	-0.45	0.39	-0.1758741661	0.22371654935931937
CCC1(C)OC(=O)N(C)C1=O	0.59	0.41	-1.19	-0.0	0.98	1.27	-0.36	0.64	-0.36	0.92	0.06	-0.73	-1.42	-1.86	-0.02	-1.19	1.6020599913	1.4974420181014425
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O	-0.3	0.1	0.15	-0.57	-0.09	0.26	-0.03	0.08	-0.43	0.07	-0.11	-0.73	-0.25	-1.03	-0.08	-0.4	1.2227164711	0.7918610810875877
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1	-0.49	0.15	0.46	-0.57	0.01	0.37	0.28	0.43	-0.43	-0.12	0.03	-0.73	1.76	-0.67	-0.08	0.39	0.123851641	0.10677786803376611
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1	-0.35	-0.73	-0.43	0.48	-0.89	-1.02	0.06	-0.7	-0.24	-0.29	0.11	-0.73	-0.01	-1.03	0.12	-0.4	0.903089987	0.5905973051611555
OCC(O)CN1CCN(c2ccccc2)CC1	-0.3	-0.48	-0.84	-0.57	-0.51	-0.96	0.25	-0.58	0.11	-0.23	-0.03	-0.73	-0.23	0.89	0.12	-0.4	0.4771212547	0.5510918325472135
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	-0.45	-0.47	1.3	0.47	0.1	-0.12	-0.11	0.23	-1.07	-0.96	-0.04	1.25	-0.48	0.22	-1.23	1.97	-0.8239087409	-0.6937885785925627
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	-1.1	-1.09	-0.01	-0.57	-0.87	-0.83	0.37	-0.94	-0.01	-0.93	0.01	-0.73	-0.27	-0.13	0.21	-0.4	0.5740312677	0.49726140258621654
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2	-0.97	-0.17	0.26	0.75	-0.32	-0.44	0.91	-0.92	-0.78	1.1	-0.11	1.25	1.02	-0.0	1.01	-0.4	-2.379863945	-1.5493541370611619
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O	0.68	0.07	0.49	-0.57	0.78	0.52	-0.15	0.2	-0.91	-0.08	-0.06	1.25	-1.42	0.36	-1.32	-0.4	1.8241258339	1.135950497234383
Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O	0.27	0.16	0.34	-0.57	-0.09	0.11	0.89	-0.3	-0.68	-0.56	-0.19	-0.73	1.37	-0.01	0.1	1.97	1.5740312677	0.7406906959946971
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C	-1.47	-1.16	-0.29	-0.57	-1.09	-1.22	0.25	-1.29	-0.15	-1.39	0.06	1.25	1.37	3.01	0.76	1.18	0.3979400086999999	0.3281098145196477
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1	-0.36	-0.12	0.83	-0.57	-0.49	-0.43	0.25	0.15	0.09	-0.05	-0.02	1.25	-0.11	1.17	0.12	-0.4	1.7781512504	0.9288792441671879
COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC	0.86	1.11	-0.18	-0.57	0.55	0.65	-0.89	0.36	0.06	-0.12	-0.07	-0.73	0.93	-0.18	-0.08	0.39	0.6989700043000001	0.6607042770051831
C#CC1(OC(C)=O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C	-0.92	-0.94	0.71	0.14	-0.77	-0.88	1.39	-0.49	-0.95	-1.11	0.07	1.25	-0.96	-0.22	2.95	1.97	-1.7772835289	-1.222513627507196
CC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12	-1.25	-1.44	0.03	0.05	-0.89	-1.13	1.63	-0.84	-1.02	-1.36	0.04	1.25	-0.96	0.49	1.68	1.97	0.6989700043000001	0.18805750384505443
CC(=O)OC1(C(C)=O)CCC2C3=CC(Cl)=C4CC(=O)C5CC5C4(C)C3CCC21C	-0.87	-0.93	0.71	0.24	-0.51	-0.72	2.54	-0.32	-1.22	-0.83	0.05	1.25	-0.55	0.11	0.67	2.75	0.6989700043000001	0.01182620249206932
CCC(Br)(CC)C(=O)NC(N)=O	0.12	0.32	-1.16	-0.57	-0.14	0.93	-0.63	0.43	0.8	1.18	-0.29	-0.73	-1.42	-2.66	-0.08	-1.19	1.2227164711	1.1988297316248269
OCC1COC(CCI)O1	0.17	-0.55	-0.55	-0.05	-0.44	-0.34	0.25	-0.44	0.4	0.98	-0.28	-0.73	-1.42	0.42	0.12	-1.19	0.6020599913	0.6864652294554061
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5	-0.03	-0.63	0.94	-0.22	-0.43	-0.72	0.41	-0.42	-1.46	-0.35	0.11	1.25	-0.51	0.77	0.9	1.18	-0.3979400086999999	-0.26694084654546363
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O	0.42	0.51	-1.2	-0.57	0.02	-0.12	0.25	-0.15	0.13	0.53	-0.32	-0.73	0.85	-0.31	0.27	0.39	2.0	1.4604436420139086
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O	1.88	1.47	0.79	-0.57	1.07	0.73	-2.48	1.68	1.3	0.9	-0.77	-0.73	-1.42	-1.23	-1.81	-1.19	0.6989700043000001	1.2661391981962875
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C	-0.86	-1.55	-0.99	0.41	-1.15	-1.06	0.3	-1.02	-0.22	-1.1	0.08	1.25	-1.42	0.3	0.23	-1.19	0.3979400086999999	0.3140534173901791
NCCNCCNCCN	-0.33	-0.71	-2.94	-0.57	-1.09	-1.24	0.25	-1.0	2.58	-0.42	-0.32	-0.73	-1.42	0.15	0.12	-1.19	1.5224442335	1.2636401939300657
CC(CN(C)C)CN1c2ccccc2S(O)(O)c2ccccc21	-0.76	-0.82	-0.29	-0.57	-0.44	-0.5	0.25	-0.67	-0.33	-0.3	0.83	1.25	0.49	1.61	0.35	0.39	-0.1758741661	0.19015669213799327
CC(=O)Oc1ccccc1C(=O)O	1.51	2.04	-0.78	-0.57	1.26	2.35	-0.97	1.54	0.86	0.65	-0.17	-0.73	-0.25	-0.98	-0.7	-0.4	1.8241258339	1.4956613620616483
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1	-0.05	0.29	-0.86	-0.06	0.21	-0.07	0.25	-0.24	-0.62	-0.21	0.09	-0.73	0.37	-0.3	0.57	-0.4	-0.7772835289	-0.0763799077033437
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C	-0.28	-0.24	1.53	0.35	0.44	-0.01	-0.21	0.49	-1.01	-0.75	-0.04	1.25	-0.48	0.26	-1.32	1.97	-0.8239087409	-0.9588039562014399
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O	-0.18	0.18	-0.06	-0.57	-0.04	1.21	-1.08	0.45	-0.24	0.1	-0.11	-0.73	-0.92	-1.7	-0.5	-1.19	0.5224442335	0.6864399787302623
CCC1(CC)C(=O)NCC(C)C1=O	-0.65	-0.6	-1.12	-0.57	-0.19	0.79	0.27	-0.07	-0.68	-0.12	-0.1	-0.73	-1.42	-0.12	0.12	-1.19	0.8241258339	0.7272526421417176
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	-0.19	-0.05	-1.1	-0.57	-0.09	1.24	-0.98	0.41	-0.37	0.13	-0.1	-0.73	-1.42	-1.86	-0.41	-1.19	1.2227164711	1.0139418195378609
NC(=O)c1cnccn1	1.03	2.46	-1.3	-0.57	2.05	2.02	-0.16	1.01	0.94	2.48	-0.22	-0.73	-0.47	-0.46	-0.17	-1.19	1.4771212547	1.2879897367515525
C#CC1(O)CCC2C3CCC4=CC(O)CCC4C3CCC21C	-1.01	-1.16	0.14	0.02	-0.88	-1.0	1.37	-0.77	-1.13	-1.23	-0.0	1.25	-0.96	-0.01	2.98	1.97	-1.7772835289	-1.4269267074034389
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21	-0.8	-0.36	-0.88	-0.57	-0.41	-0.35	0.29	-0.73	-0.43	-0.49	0.12	1.25	0.71	0.74	0.15	0.39	1.079181246	0.7572185739385672
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	1.24	2.58	-0.47	-0.57	1.81	3.46	-0.73	2.68	-0.01	0.8	-0.32	-0.73	0.69	-0.47	-1.56	0.39	1.3979400087	1.2787770660629632
C1CCN2CC3CC(CN4CCCCC34)C2C1	-1.37	-2.07	-1.67	-0.57	-1.46	-1.51	0.25	-1.49	-0.94	-1.13	0.24	1.25	-1.42	2.48	1.18	-1.19	1.0	0.6278377083433453
N=C(N)N=C(N)NCCc1ccccc1	0.29	0.66	-0.32	-0.57	-0.44	-0.24	0.16	-0.47	1.26	-0.0	-0.25	-0.73	-0.01	-2.12	0.06	-0.4	0.2227164711	0.43757457576120096
CCOC(=O)C1(c2ccccc2)CCN(C)CC1	-0.67	-0.71	-0.15	-0.57	-0.72	-0.4	0.2	-0.72	-0.31	-0.54	0.07	-0.73	-0.01	0.53	0.09	-0.4	1.1760912591	0.6199173934769677
C=C1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12	0.77	1.12	1.69	-0.57	1.24	2.1	-4.01	1.42	-1.02	-0.17	-0.2	1.25	-0.01	0.74	-6.68	1.97	1.1760912591	1.1547760565761145
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1	-0.46	-0.58	-0.03	-0.57	-0.29	-0.39	-0.19	-0.61	-0.41	-0.86	0.04	-0.73	1.41	0.41	-0.19	0.39	-0.6020599913	-0.22275996839924367
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	-0.14	-0.03	-1.6	-0.57	0.75	0.82	0.25	0.53	0.0	0.89	0.89	-0.73	0.49	-0.41	0.12	0.39	0.6989700043000001	0.6774319823636739
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1	1.43	1.3	2.05	1.67	1.34	0.75	-1.68	1.16	-0.46	0.89	-0.05	1.25	0.27	-0.18	-1.08	-1.19	1.8241258339	1.5580224020164226
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1	-0.51	-0.38	-0.38	-0.57	-0.43	-0.4	0.0	-0.68	0.41	-0.38	0.06	-0.73	-0.25	-1.24	0.43	-0.4	-0.6989700043000001	0.3107028414753716
CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1	-0.88	-0.73	-0.34	0.87	-1.04	-0.98	0.25	-1.13	0.28	-0.7	0.09	-0.73	-0.23	-0.6	0.44	-0.4	0.6020599913	0.42453039020413996
CCC(=O)c1ccc(O)cc1	0.07	0.64	-0.78	-0.57	0.52	0.55	0.32	0.36	0.48	0.16	-0.21	-0.73	-0.25	-0.17	0.27	-0.4	1.6989700043	1.390231221995678
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)(C)O	-1.24	-1.38	0.34	0.71	-1.01	-1.26	3.3	-1.03	-0.04	-1.64	-0.05	1.25	-0.03	0.38	1.29	1.18	-2.4775557665	-1.8432962223596936
CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC	0.68	0.02	1.87	1.14	-0.28	-0.16	-1.24	-0.29	-0.83	-0.85	0.14	1.25	0.44	0.1	-0.31	1.18	-1.3010299957	-0.7923697898172891
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1	-0.27	-0.34	0.97	1.6	-0.11	0.47	-0.57	0.21	0.19	0.03	0.72	-0.73	0.44	-0.38	0.23	-0.4	-0.5734887386	-0.1972530544463479
Cc1cc(C(=O)NNCc2ccccc2)no1	-0.28	0.72	-0.24	0.44	0.26	0.07	0.02	-0.23	0.3	0.53	0.03	-0.73	0.68	1.3	0.28	-0.4	0.0	0.2678464646456047
CNC(C)(C)Cc1ccccc1	-1.32	-0.96	-1.17	-0.57	-0.94	-1.3	0.25	-1.24	0.81	-0.85	-0.09	-0.73	-0.01	1.27	0.12	-0.4	0.0	0.2669478869768605
Cn1cc[nH]c1=S	0.03	-0.2	-1.64	-0.26	-0.92	-1.34	0.25	-1.08	0.65	2.41	-0.08	-0.73	-0.75	-0.75	0.12	-1.19	0.0	0.24578577179356137
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1	-1.29	-0.71	-0.57	-0.57	-0.65	-0.6	0.45	-0.86	-0.25	-1.11	-0.0	-0.73	1.41	2.08	0.27	0.39	-0.3010299957	-0.0009850301798576592
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O	1.95	1.78	0.03	-0.57	1.19	0.73	-0.56	0.98	0.19	0.65	-0.42	-0.73	-0.49	-0.48	1.96	-0.4	-0.0793549986	0.45068256596352224
CN(C)C(N)=NC(=N)N	1.06	1.38	-1.87	-0.57	0.39	0.22	0.22	-0.16	2.43	0.5	-0.34	-0.73	-1.42	-2.38	0.1	-1.19	1.6989700043	1.2892060381661787
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)C2SC1	0.96	0.68	1.76	1.74	0.46	0.96	-1.91	0.4	-0.13	0.26	0.18	1.25	-0.54	-0.78	-0.92	-1.19	1.0	1.288464397716011
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O	-0.62	-0.49	1.43	1.82	-0.5	-0.68	0.05	-0.52	-0.02	-1.05	0.0	1.25	2.57	0.2	-0.29	1.18	1.2227164711	0.45771159153740815
CC(=O)OC(C)C[N+](C)(C)C	-0.2	-0.8	-1.41	-0.57	-0.64	-1.16	0.1	-0.59	2.65	-0.21	-0.01	-0.73	-1.42	-0.07	0.01	-1.19	-0.379863945	0.13077752431991022
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21	-1.13	-0.87	-0.83	1.76	-1.0	-0.96	1.2	-1.2	-0.68	-0.68	0.32	1.25	1.84	0.91	0.12	0.39	0.5224442335	0.1601160292666493
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1	-0.92	-0.27	0.21	1.15	-0.48	-0.68	0.25	-0.1	-0.44	-0.66	0.06	-0.73	2.76	-0.65	-0.09	1.18	-0.7772835289	-0.40189941441884475
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1	-1.3	-1.19	-0.4	0.46	-1.15	-1.19	0.25	-1.3	-0.32	-1.3	0.09	1.25	1.17	2.18	0.12	1.18	0.6989700043000001	0.4843614704031124
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO	-0.61	-0.44	1.13	0.19	-0.02	-0.28	0.68	0.18	-1.16	-0.92	-0.06	1.25	-0.48	0.61	-0.36	1.97	-0.096910013	-0.0737723435652447
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21	-1.35	-0.98	-0.18	-0.57	-1.02	-1.01	0.25	-1.22	-0.6	-0.4	-0.06	1.25	1.3	1.22	0.33	1.18	0.5224442335	0.2849438923730734
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	-0.89	-0.27	0.26	-0.57	-0.18	-0.16	0.51	-0.29	-0.4	-0.14	0.03	1.25	1.12	0.7	-0.12	0.39	-0.3010299957	-0.1635189005618936
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O	0.94	0.87	0.67	0.31	0.79	1.31	0.25	0.99	-0.31	0.71	-0.13	-0.73	-0.14	-0.89	0.12	-1.19	2.0	1.50283547924601
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21	0.51	0.96	0.41	-0.57	0.66	1.81	-0.65	0.71	-0.33	0.61	-0.07	-0.73	0.15	-0.15	-0.51	-1.19	1.8241258339	1.5016705665249948
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1	-0.57	-0.81	0.04	-0.57	-0.84	-0.97	0.25	-0.83	0.16	0.27	-0.31	-0.73	-0.37	-0.15	0.12	0.39	0.3010299957	0.4453266857854171
CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1	-0.02	-0.24	-0.54	-0.57	0.41	1.31	-0.55	0.98	0.06	0.68	1.15	-0.73	-0.25	-1.24	-0.44	-0.4	1.6989700043	1.4575038588188594
O=C(O)C(S)C(S)C(=O)O	3.42	2.46	-1.95	-0.57	1.01	1.68	-1.66	2.76	1.48	2.5	-3.23	-0.73	-1.42	-1.17	-1.22	-1.19	1.0	1.1875177600979914
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	-0.76	-0.89	-0.22	1.18	-0.84	-0.65	0.34	-0.63	-0.38	-0.63	0.15	-0.73	-0.69	-0.33	0.61	-0.4	0.0	0.05530878401960732
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)N)CCC3N)C2O)OCC1(C)O	0.27	-0.27	0.9	-0.57	0.12	-0.27	0.25	-0.35	-0.33	-0.62	-0.1	-0.73	-1.42	-0.0	0.12	-0.4	0.4771212547	0.5068322924979325
O=C(O)C(O)c1ccccc1	1.29	1.73	-1.29	-0.57	1.95	0.94	-0.66	1.29	0.67	0.68	-0.37	-0.73	-0.01	-0.63	-0.52	-0.4	1.8241258339	1.6011888709556534
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O	0.12	0.67	-0.52	-0.57	0.4	1.85	-1.13	0.86	-0.18	0.57	-0.12	-0.73	-0.92	-1.76	-0.56	-1.19	0.4265112614	0.6030191992548526
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1	-0.47	-0.76	0.34	-0.57	-0.07	1.26	-0.26	0.37	0.71	0.44	1.1	-0.73	-0.25	-2.09	0.12	-0.4	1.5224442335	1.163541568334132
