SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]	observed	predicted
CNC(=O)CSP(=S)(OC)OC	0.69	3.0	0.17	0.05	0.6	-0.98	-1.47	-3.21	-0.77	-0.9	0.92	1.63	1.98	1.72	1.0	-1.32	1.0	1.0
CCCCC(=O)NC1(C(=O)NCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)CCCC1	-0.61	-0.53	1.08	-0.16	-0.19	-0.43	1.39	-0.66	0.0	-0.77	-0.73	-1.45	0.16	-0.8	-1.0	0.76	0.0	0.0
COc1cccc(C2(O)CCCCC2CN(C)C)c1	0.87	3.0	-0.74	-1.07	0.06	0.93	0.41	-0.32	-0.63	-0.4	-0.03	0.05	0.16	0.27	-1.0	0.76	0.0	1.0
C[C@@]12CCC3c4ccc(O)cc4CCC3C1CC(OC1OC(C(=O)O)C(O)C(O)C1O)C2O	-0.47	-0.53	0.17	0.25	-0.29	-0.11	-0.57	-0.49	1.28	1.53	-0.35	-0.44	-0.98	0.01	1.0	0.76	0.0	0.0
CC/C=C/CC1C(CC(=O)O)CCC1OC1OC(CO)C(O)C(O)C1O	-0.35	-0.53	0.17	0.26	-0.17	-0.23	-0.54	0.7	0.94	0.11	-0.67	-0.44	0.02	-0.33	1.0	0.76	0.0	0.0
CCOC(=O)C1(c2ccccc2)CCN(C)CC1	-0.54	0.65	0.17	-1.44	-0.02	0.42	0.69	-0.32	-1.0	-1.55	0.28	0.38	0.42	-0.24	1.0	-1.32	1.0	0.0
COc1ccc2c(=O)c(-c3ccc(OC)c(OC)c3)coc2c1	1.01	3.0	-0.74	-0.05	-0.38	1.13	0.22	-0.83	-0.08	-1.29	0.51	-0.53	-0.21	-0.63	-1.0	0.76	0.0	1.0
CN1CCC[C@H]1c1cccnc1	-0.14	0.65	-0.74	0.16	1.42	2.09	1.31	0.19	-1.07	-0.75	0.53	0.34	0.83	-1.46	-1.0	-1.32	1.0	1.0
C=CC(=C)C	0.77	-0.53	-0.74	-0.04	1.18	1.45	-0.52	0.19	-1.58	-1.93	-0.65	1.11	1.08	1.87	-1.0	-1.32	0.0	0.0
CC(=O)CC(c1ccccc1)c1c(O)oc2cc(O)ccc2c1=O	0.44	-0.53	-0.74	-1.17	-0.1	-0.22	-0.17	-0.66	1.04	-0.56	0.65	-0.37	0.4	-0.47	1.0	0.76	0.0	1.0
CCCCC(O)C(O)C/C=C\CCC(O)C1CCC(CCCCCCCCCCCCC(O)CC2=CC(C)OC2=O)O1	-3.74	-0.53	0.17	-0.08	-0.07	-0.08	0.11	0.36	-0.61	-0.56	-1.65	-1.29	-0.98	-0.85	1.0	0.76	0.0	0.0
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2	0.32	1.82	-0.74	-1.73	0.01	0.93	0.23	-0.49	-0.55	-1.05	0.91	-0.37	-0.44	-0.0	-1.0	-1.32	0.0	0.0
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC	1.04	1.82	1.08	-1.47	-0.95	-0.0	0.43	-0.49	-0.22	-2.01	0.24	-0.39	0.02	-0.37	1.0	-1.32	0.0	1.0
NCCCCN	0.16	-0.53	-0.74	0.07	0.41	-0.46	-1.89	2.06	-0.95	-0.44	-0.68	1.1	0.97	-1.65	-1.0	-1.32	0.0	0.0
O=c1ccc2ccccc2o1	1.2	-0.53	0.17	0.07	-1.1	-0.93	0.35	-0.66	-0.98	-0.71	1.86	0.23	0.88	-0.8	1.0	-1.32	1.0	1.0
CCCCC/C=C\CC1OC1C/C=C\C/C=C\CCCC(=O)NCCO	-1.7	-0.53	0.17	-0.03	-0.15	0.14	0.31	0.53	-0.76	-0.03	-1.37	0.19	-0.2	-1.7	-1.0	0.76	0.0	0.0
CC(=O)OC1C(C)=CC[C@@]2(C1OC(C)=O)C1C(C)COC(=O)C1O[C@]2(C)O	-0.52	-0.53	1.98	-1.3	-0.14	-0.45	0.09	0.19	0.38	0.27	0.33	-0.44	-0.3	0.82	1.0	-1.32	0.0	0.0
CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1	-0.8	-0.53	-0.74	0.6	-0.22	0.39	0.16	-0.15	-0.05	-0.23	0.03	-0.63	-0.88	0.54	1.0	0.76	0.0	0.0
C=C[C@](C)(CC/C=C(\C)CC/C=C(/C)CC/C=C(\C)COC1OC(CO)C(O)C(O)C1O)OC1OC(CO)C(O)C(O)C1O	-1.55	-0.53	-0.74	1.34	-0.07	0.15	-0.45	0.36	0.89	1.59	-1.48	-0.15	-1.6	0.2	1.0	0.76	0.0	0.0
C=C(C)C1NC(=O)C(NC)C(O)c2cc(Cl)c(O)c(c2)O[C@@](C)(CC)C(C(=O)N2CC=CC2C(=O)N/C(C(=O)N/C(=C/C(=O)O)C(=O)O)=C(\C)CC)NC1=O	-0.61	0.65	7.41	0.33	-0.55	-0.8	-0.5	-0.32	1.46	0.02	-1.09	-1.74	-1.46	0.44	1.0	0.76	0.0	0.0
O=C(O)c1ccc(CO)o1	0.82	-0.53	0.17	0.08	3.43	-0.54	-1.43	0.53	0.87	-0.76	1.29	-0.12	0.93	0.27	1.0	-1.32	0.0	0.0
N/C(=C/C=C\C(=O)O)C(=O)O	0.89	-0.53	1.98	-0.26	-1.19	-1.67	-1.84	0.19	1.3	-0.61	0.57	0.39	0.76	0.91	1.0	-1.32	0.0	0.0
CC(C)Cc1ccc(C(C)C(=O)O)cc1	0.6	-0.53	0.17	-0.19	-0.47	-0.94	0.1	-0.32	-0.2	0.4	0.13	0.84	0.33	0.48	1.0	-1.32	0.0	0.0
Cc1cc(OCC(F)(F)F)c(C)c(C[S@](=O)c2nc3ccccc3[nH]2)n1	0.57	-0.53	-0.74	-1.9	-0.65	0.13	0.32	-0.32	0.36	0.58	0.2	-1.02	0.82	0.5	-1.0	0.76	0.0	1.0
CC(C)[C@]12CC(=O)[C@@H](C)[C@H]1C2	0.78	-0.53	-0.74	-0.31	1.29	0.93	0.56	1.21	-1.25	0.49	0.45	1.27	0.66	1.33	-1.0	-1.32	0.0	0.0
COC1O[C@]23C=CC4[C@@]1(CC[C@@]1(C)C(C(C)C/C=C/C(C)(C)O)CC[C@]41C)C2CCC(OC1OC(CO)C(O)C(O)C1O)C3(C)C	-2.55	0.65	-0.74	0.92	-0.03	0.16	0.01	0.19	0.18	0.51	-0.99	0.14	-1.54	0.96	1.0	0.76	0.0	0.0
CCCCCCCCCCCCCCCCCCCCCC(=O)CC(O)CCC	-1.58	-0.53	-0.74	0.04	-0.12	0.81	0.29	1.55	-1.17	0.09	-1.59	0.43	0.16	-1.79	-1.0	0.76	0.0	0.0
C[C@]12CCC(=O)C=C1CCC1C3CCC(C(=O)CO)[C@]34CC(OC4OC3OC(C(=O)O)C(O)C(O)C3O)C12	-1.22	-0.53	0.17	0.72	-0.07	0.05	-0.32	0.02	1.16	1.75	-0.34	-0.64	-1.45	0.19	1.0	0.76	0.0	0.0
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@]1(O)C=COC1O2	1.84	0.65	0.17	-0.79	-0.48	0.44	-0.3	-0.83	0.64	-0.81	1.53	-1.67	-0.02	-0.42	1.0	-1.32	0.0	1.0
O=C(O)C1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O	0.23	-0.53	0.17	0.23	-0.06	-0.15	-1.93	1.55	2.41	1.8	-0.3	-0.39	-0.54	0.14	1.0	0.76	0.0	0.0
COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O	0.52	0.65	-0.74	-0.48	-0.37	0.41	-0.79	-0.32	1.85	1.08	-0.17	-0.92	-1.04	-0.31	-1.0	0.76	0.0	0.0
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1	0.22	0.65	1.98	-0.26	-0.16	-0.05	0.38	-0.15	0.42	-0.78	-0.28	-1.64	-1.24	-0.91	-1.0	0.76	1.0	1.0
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2	-0.19	-0.53	-0.74	-0.62	0.33	0.1	0.35	-0.66	-0.83	-1.1	0.02	0.36	-0.06	0.14	-1.0	0.76	0.0	1.0
CCCCCCOC	0.52	0.65	-0.74	-0.1	-0.48	1.95	0.95	1.89	-1.47	0.27	-0.67	0.81	0.92	-2.02	-1.0	-1.32	0.0	0.0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O	0.81	-0.53	0.17	-0.61	-0.09	-0.64	0.61	-0.66	-0.46	-1.93	1.09	-0.07	0.61	-1.11	-1.0	0.76	0.0	1.0
CN(C)c1ccc([C@@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)CCCO)[C@H]3CCC4=CC(=O)CCC4=C23)cc1	-1.43	1.82	-0.74	-0.3	-0.09	0.73	0.18	-0.49	-0.27	0.17	-0.39	0.21	-0.79	-0.17	-1.0	0.76	0.0	0.0
c1ccc2[nH]c(-c3cscn3)nc2c1	1.01	-0.53	-0.74	0.16	-1.24	-0.36	-0.49	-0.32	-1.45	-1.29	1.85	0.02	0.9	-1.33	-1.0	-1.32	1.0	1.0
O=C1Nc2c(O)cc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1	1.19	-0.53	-0.74	-0.62	-0.56	-0.89	-0.19	-0.83	1.71	0.33	1.95	-0.71	0.74	1.07	1.0	-1.32	0.0	1.0
CCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	-2.45	-0.53	1.98	2.96	-0.21	-1.72	-1.96	-2.36	0.85	-0.33	-1.42	-0.11	1.48	0.65	1.0	0.76	0.0	0.0
CCC(/C=C/C(C)C1CCC2C3=CCC4CC(O)CC[C@]4(C)C3CC[C@@]21C)C(C)C	-1.44	-0.53	-0.74	1.54	-0.07	0.71	0.31	0.02	-1.14	0.18	-0.7	0.48	-0.92	0.36	-1.0	0.76	0.0	0.0
C[C@]12CC(O)C3C(CCC4=CC(=O)CC[C@@]43C)C1CCC2O	-0.58	-0.53	-0.74	1.03	-0.07	0.25	0.01	0.02	-0.56	0.8	0.52	0.66	-0.62	0.65	-1.0	-1.32	0.0	0.0
Cc1c(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(CCC(=O)O)=C5CC(=O)O)c(CCC(=O)O)c4C)C(CC(=O)O)=C3CCC(=O)O	-1.39	-0.53	4.7	0.57	-0.06	-0.98	-0.53	-0.32	2.48	2.17	-0.87	-3.83	-1.08	0.16	1.0	0.76	0.0	0.0
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=C/C=C(C)/C=C/C=O)C(C)(C)CCC1	-1.14	-0.53	-0.74	2.49	0.09	2.01	0.54	-0.32	-0.72	-0.4	-0.95	0.24	-0.28	0.04	-1.0	0.76	0.0	0.0
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2	-0.21	1.82	0.17	1.13	-0.6	0.86	1.22	-0.49	-0.94	-0.68	-0.12	-0.64	-0.07	-0.72	-1.0	0.76	0.0	1.0
C=C/C=C\C=O	0.84	-0.53	-0.74	0.12	0.5	1.28	0.54	0.36	-1.06	-1.28	-0.0	0.94	1.14	-1.65	-1.0	-1.32	0.0	0.0
Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1	-0.47	-0.53	-0.74	-0.82	-0.21	-0.95	-0.02	-0.32	0.66	1.12	-0.28	-0.93	0.01	-0.19	-1.0	0.76	1.0	1.0
NC(CCC(=O)[O-])C(=O)NC(CC(=O)O)C(=O)O	0.26	-0.53	2.89	-0.23	-0.54	-0.23	-1.11	1.72	2.38	1.05	0.19	0.31	0.5	1.21	1.0	-1.32	0.0	0.0
CCCCCCCCCCS	0.1	-0.53	-0.74	-0.02	-0.12	1.35	-0.13	1.72	-1.8	0.2	-0.78	1.03	1.01	-2.3	-1.0	0.76	0.0	0.0
C/C=C(\C=O)CSC	1.22	0.65	-0.74	0.03	0.06	1.6	0.57	0.36	-0.93	-0.67	0.72	1.45	1.12	-0.19	-1.0	-1.32	0.0	0.0
CC(C)OP(=O)(O)OCC(N)C(=O)O	0.43	-0.53	0.17	-0.23	-0.27	-2.25	-2.29	-2.19	0.77	0.22	-0.01	1.55	1.0	2.48	1.0	-1.32	0.0	0.0
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	-0.73	-0.53	-0.74	-0.07	-0.22	0.12	-1.67	1.72	1.98	0.43	-0.85	-0.75	-1.66	-0.09	1.0	0.76	0.0	0.0
CCCNC(=O)C1OC1C(=O)NC(C(=O)N1CCCC1C(=O)OC)[C@@H](C)CC	0.25	0.65	2.89	-0.95	-0.1	-0.34	0.17	1.38	-0.52	-1.47	-0.82	-0.29	0.34	-0.51	1.0	0.76	0.0	0.0
COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C([C@@]34C)[C@]2(C)C1=O	0.81	1.82	1.98	1.48	-0.26	0.63	0.47	0.02	-0.21	-1.0	0.72	0.48	-0.48	0.58	1.0	0.76	0.0	0.0
CC1OC(OC2CC[C@]3(C)C(CCC4C3CC[C@@]3(C)C(C5=CC(=O)OC5)CC[C@]43O)C2)CC(O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	-2.36	-0.53	0.17	0.87	-0.01	0.11	-0.4	0.36	0.62	0.76	-1.32	-2.95	-2.53	0.22	1.0	0.76	0.0	0.0
COC(=O)/C=C/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(/C)C=O	0.24	0.65	0.17	0.77	0.06	0.23	0.61	-0.32	-0.55	-0.4	-0.93	0.35	0.35	-0.12	1.0	0.76	0.0	0.0
COc1ccc2c3c1O[C@@H]1C(=O)CC[C@]4(O)[C@H](C2)N(C)CC[C@]314	2.06	1.82	-0.74	-0.91	-0.31	1.0	0.16	-0.49	1.24	0.15	6.91	0.08	-0.83	-0.09	-1.0	0.76	1.0	1.0
CC(=O)OC1CC2[C@](C)(CCC[C@@]2(C)CO)C2CCC3C[C@]12C1O[C@@]31C	-1.18	-0.53	0.17	2.11	-0.54	0.04	0.42	0.53	-0.61	0.11	0.2	0.77	-0.54	1.33	1.0	-1.32	0.0	0.0
CCC(C)C(=O)OC1CC2CC[C@@]1(C)C2(C)C	-0.56	-0.53	0.17	-0.55	-0.36	-0.66	0.71	0.87	-1.26	-0.23	-0.27	0.44	0.31	1.33	1.0	-1.32	0.0	0.0
CCCCCCCCCCCCCCCC(=O)OCc1cc(OC)c(C/C=C(\C)CC(=O)C=C(C)C)c(O)c1C=O	-0.43	0.65	0.17	0.02	-0.01	0.37	0.46	-0.49	-0.71	-0.45	-1.49	-1.64	-1.16	-0.75	1.0	0.76	0.0	0.0
CNCCOC(c1ccccc1)c1ccccc1	-0.22	0.65	-0.74	-1.04	-0.31	1.34	0.59	-0.32	-0.47	-0.96	-0.09	0.26	0.55	-1.92	-1.0	0.76	1.0	1.0
O=C(O)C(=O)C(O)=C(O)O	1.17	-0.53	1.08	0.1	3.85	-0.86	-4.35	0.7	3.03	-1.65	1.43	0.2	0.79	1.33	1.0	-1.32	0.0	0.0
CC1=C(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CCC5CC(OC6OC(COC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(O)C[C@]5(C)C4CC[C@]3(C)C12	-2.67	-0.53	0.17	1.66	-0.02	0.29	-0.46	0.19	0.72	0.8	-1.47	-2.49	-2.98	0.03	1.0	0.76	0.0	0.0
CCC[C@H]1C[C@H](C(=O)N[C@H]([C@@H]2O[C@@H](SC)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](C)Cl)N(C)C1	0.66	1.82	0.17	0.41	-0.64	0.05	-0.27	1.55	-0.1	0.03	-0.65	0.01	-0.04	0.04	-1.0	0.76	0.0	0.0
N=C(N)N	0.7	-0.53	-0.74	-0.04	0.32	-3.04	-5.87	3.09	-0.1	-1.54	-1.76	1.09	1.15	3.47	-1.0	-1.32	0.0	0.0
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2	0.27	-0.53	0.17	-1.18	-0.41	-0.06	-0.07	-0.32	-0.52	-0.33	-0.52	0.32	-0.11	0.56	-1.0	0.76	0.0	0.0
CNC(C)Cc1ccccc1OC	0.39	1.82	-0.74	-0.49	0.31	1.05	0.58	-0.32	-0.93	-0.71	0.13	0.47	0.43	-0.47	-1.0	-1.32	0.0	1.0
NC(CC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O	-1.12	-0.53	1.98	-0.24	-0.2	-0.91	-0.92	-0.49	1.64	0.93	0.07	-0.89	0.4	-0.0	1.0	0.76	0.0	0.0
CC(/C=C/C=C(C)/C=C/[C@]12O[C@@]1(C)CC(O)CC2(C)C)=C\C=C\C=C(C)\C=C\C=C(/C)C1C=C2C(C)(C)CCC[C@]2(C)O1	-1.27	-0.53	-0.74	4.01	0.21	0.47	0.61	-0.32	-0.74	-0.2	-1.3	-0.67	-1.23	1.1	-1.0	0.76	0.0	0.0
C[C@@H](O[C@H]1OCCN[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	0.49	-0.53	-0.74	0.51	0.36	-0.45	0.23	-0.49	2.1	5.41	-0.05	-1.37	-0.11	0.87	1.0	0.76	0.0	1.0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)/C=C(\C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C	-3.55	3.0	1.08	0.38	-0.17	0.49	0.29	0.02	-0.12	-1.05	-1.65	0.29	-1.62	-0.05	1.0	0.76	0.0	0.0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O	-1.32	-0.53	1.08	-0.23	-0.27	-0.32	-0.08	-0.49	0.92	0.33	-0.8	-1.96	-0.65	-0.61	1.0	0.76	0.0	0.0
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1	0.02	-0.53	-0.74	2.15	0.31	1.84	0.54	-0.32	-0.74	-0.67	-0.47	0.31	0.17	0.42	-1.0	0.76	1.0	1.0
NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC=O)C(=O)O)C(=O)O)C(=O)O)C(=O)O	-1.25	-0.53	5.6	-0.02	-0.02	-1.24	-0.85	1.72	2.28	0.67	-1.02	-0.12	-0.14	0.54	1.0	0.76	0.0	0.0
CSc1nc(-c2ccnc(NC(C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1	0.61	0.65	-0.74	-0.41	0.1	-0.75	0.18	-0.32	0.42	-0.47	-0.13	-1.16	-0.17	-0.73	-1.0	0.76	1.0	1.0
O=C(O)CNC(=O)C1CCCN1	0.15	-0.53	1.08	-0.25	-1.84	-1.04	-0.71	1.89	0.06	-0.42	-0.06	0.43	0.9	-0.27	1.0	-1.32	0.0	0.0
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1	1.26	-0.53	1.08	0.29	-0.94	-0.25	0.37	0.19	-1.08	-2.02	0.07	0.64	0.91	0.27	1.0	-1.32	0.0	0.0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)C1C(O)C[C@]2(C)C3CC=C4C(CCC(O)C4(C)C)[C@@]3(CO)C(=O)C[C@]12C	-1.06	-0.53	0.17	0.34	0.05	-0.09	-0.01	0.02	-0.04	0.12	-0.56	0.77	-0.63	1.83	1.0	0.76	0.0	0.0
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1	0.08	0.65	-0.74	-0.88	-0.04	0.45	0.23	-0.32	-0.22	-0.01	0.45	0.76	0.15	0.44	-1.0	-1.32	0.0	0.0
C=CCC1/C=C(\C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(/C(C)=C/C3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC	-2.0	3.0	1.08	0.09	-0.24	0.39	0.23	0.36	-0.03	-0.31	-1.44	-0.46	-2.8	0.16	1.0	0.76	0.0	0.0
CCCCCN(CCCCC)N=O	-0.09	-0.53	-0.74	0.23	-0.37	0.9	3.78	1.89	-0.09	1.38	-0.74	0.96	0.84	-1.33	-1.0	0.76	1.0	1.0
COc1c(O)c(C)c(C=CCCCCCCCCO)c(O)c1OC	0.22	1.82	-0.74	-0.82	-0.11	0.29	-0.14	-0.49	0.22	0.11	-0.75	0.29	-0.08	-1.33	-1.0	0.76	1.0	1.0
CCCCCCCS	0.62	-0.53	-0.74	-0.02	-1.3	1.08	-0.3	1.72	-2.0	-0.31	-0.35	1.42	1.16	-2.02	-1.0	-1.32	0.0	0.0
N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1	0.48	-0.53	0.17	-0.72	0.5	0.69	0.14	-0.32	1.66	1.84	2.27	0.99	1.71	-0.71	-1.0	0.76	0.0	0.0
CCOc1ccc2c(CCl)cc(=O)oc2c1	1.28	-0.53	0.17	0.12	-1.03	-0.11	0.26	-0.66	-0.62	0.1	1.5	0.53	0.74	-0.3	1.0	-1.32	1.0	1.0
CC1CNC(=O)NC1=O	0.75	-0.53	0.17	0.02	0.24	-2.39	-0.56	1.72	0.04	1.24	0.23	0.81	0.71	0.62	-1.0	-1.32	0.0	0.0
CC1CCC2C[C@@]3(OC2(C)C)C(C)CCC13	-0.6	-0.53	-0.74	-1.48	0.91	0.55	1.02	1.21	-1.53	-0.49	0.55	0.72	0.42	1.33	-1.0	-1.32	0.0	0.0
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1	0.25	-0.53	-0.74	0.22	-0.06	-2.33	-1.12	-0.15	-0.27	-1.01	-0.23	0.65	0.76	0.83	-1.0	0.76	0.0	1.0
COc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12	0.48	0.65	-0.74	0.33	-0.28	0.79	0.37	-0.49	-0.98	-0.62	0.45	0.67	-0.21	-0.27	-1.0	0.76	1.0	1.0
O=C(NN=Cc1cc(Br)c(O)c(Br)c1O)c1ccc(Cl)cc1	0.81	-0.53	0.17	-0.35	0.8	-0.12	-0.6	-0.32	0.34	0.06	1.1	0.21	-1.49	-0.15	-1.0	0.76	0.0	0.0
Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21	1.48	1.82	-0.74	-0.51	2.1	1.58	0.73	-0.83	0.04	-0.38	2.05	0.2	0.7	0.08	-1.0	-1.32	0.0	0.0
CC(C)=CCC[C@@](C)(O)C1CC[C@]2(C)C1C(O)CC1[C@@]3(C)CCC(OC4OC(COC5OCC(O)C(O)C5O)C(O)C(O)C4O)C(C)(C)C3CC[C@]12C	-2.39	-0.53	-0.74	2.28	-0.03	0.2	-0.21	0.36	0.16	0.62	-1.26	-0.85	-3.41	0.82	1.0	0.76	0.0	0.0
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	-0.53	-0.53	0.17	-0.59	0.23	-0.01	1.77	-0.32	0.34	1.1	-0.72	-0.74	-0.56	-1.23	-1.0	0.76	1.0	1.0
CC(C)CCCCCCCCCCCCCCC(=O)O	-1.47	-0.53	0.17	-0.05	-0.12	-0.96	0.24	1.55	-0.54	0.87	-1.28	0.48	0.33	-1.25	1.0	0.76	0.0	0.0
C[C@]12CCC3C(CC=C4CC(O)CC[C@@]43C)C1CC(O)C2O	-0.7	-0.53	-0.74	0.81	-0.24	0.16	-0.22	0.19	-0.55	0.29	0.29	0.91	-0.56	0.65	-1.0	-1.32	0.0	0.0
CC1(C)O[C@]2(C)CC[C@H]1CC2	0.21	-0.53	-0.74	1.42	0.29	0.38	0.96	1.04	-1.62	-0.47	0.36	1.02	0.54	2.4	-1.0	-1.32	0.0	0.0
COCC1OC(OC2C(COC)OC(OC)C(OC)C2OC)C(OC)C(OC)C1OC	0.97	8.88	-0.74	-1.64	-0.19	1.36	0.06	1.72	-0.12	-0.65	-0.86	-1.03	-1.01	-0.73	1.0	0.76	0.0	0.0
O=c1[nH]cnc2sc3c(c12)CCCC3	0.86	-0.53	0.17	-0.11	3.19	-0.82	0.06	-0.15	-0.82	-0.29	1.91	0.66	1.16	-1.33	-1.0	-1.32	0.0	0.0
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21	0.8	0.65	0.17	0.32	-0.41	-0.2	-0.07	-0.49	0.37	-0.22	1.55	-0.05	-0.02	-0.71	-1.0	-1.32	0.0	1.0
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1	-0.26	0.65	0.17	-0.44	0.45	-0.52	0.8	-0.49	-0.26	0.6	-0.59	-0.86	-0.53	0.18	1.0	0.76	0.0	0.0
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1	0.46	0.65	-0.74	-0.81	-0.17	1.27	0.92	-0.49	0.45	1.0	-0.63	-0.88	-0.65	-0.68	-1.0	0.76	1.0	1.0
NCCCC(N)C(=O)O	0.13	-0.53	0.17	-0.03	1.47	-1.29	-1.37	1.72	0.83	0.42	-0.15	0.86	0.97	0.27	1.0	-1.32	0.0	0.0
N#[N+]c1ccc(CO)cc1	0.52	-0.53	-0.74	0.02	-2.55	2.56	0.56	-0.32	0.78	0.15	1.11	0.92	0.89	-0.37	-1.0	-1.32	0.0	0.0
COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC	0.93	1.82	1.08	2.6	-0.35	-0.13	-0.11	-0.32	-0.27	-0.87	-0.74	-0.34	-0.32	0.07	-1.0	0.76	0.0	1.0
CCNc1nc(NC(C)C)nc(SC)n1	1.02	0.65	-0.74	-0.93	-0.27	-2.69	-0.12	1.89	-1.08	-1.96	-0.09	0.59	0.82	0.48	-1.0	-1.32	1.0	1.0
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21	0.07	0.65	-0.74	0.33	-0.82	1.12	0.31	-0.49	-0.64	-0.17	1.0	0.73	0.26	-0.9	-1.0	0.76	1.0	1.0
COC[C@@](C)(O)C1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1	1.23	1.82	-0.74	-0.24	-0.77	0.69	-0.16	-1.0	0.41	-0.85	0.41	-1.0	-0.22	-0.29	-1.0	0.76	0.0	1.0
CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1	0.27	1.82	0.17	-2.74	-0.21	0.39	0.8	-0.49	-0.27	-0.74	-0.17	-0.31	0.32	-0.09	1.0	-1.32	0.0	0.0
O=c1[nH]c(O)c(Cc2ccc3cc(OCc4ccccc4F)ccc3c2)s1	0.65	-0.53	-0.74	-0.25	-0.32	-0.56	-0.03	-1.0	0.93	2.04	0.07	-0.46	0.32	-0.37	-1.0	0.76	0.0	1.0
CC1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC(O)C(O)[C@@](C)(CO)C5C(O)C[C@]43C)C2C1C	-1.4	-0.53	0.17	0.59	-0.01	-0.29	-0.2	0.02	0.18	1.25	-0.23	0.88	-1.43	1.23	1.0	0.76	0.0	0.0
