SMILES	Mor12u	C-005	C-019	ATSC6p	AATSC8Z	MATS1c	MATS1se	BELpe-1	R1s	Vu	TDB04v	Mor09m	Mor13m	JGI1	B02[O-O]	B09[C-C]	observed	predicted
OC[C@@H]1[C@H](O)[C@@H](O)[C@H](O)c2nc(-c3ccccc3)cn21	-0.24	-0.53	-0.74	0.1	-0.33	0.17	-1.05	-0.32	1.34	-0.44	0.62	-0.71	0.06	-0.9	-1.0	-1.32	0.0	0.0
O=C(O)C1Cc2[nH]cnc2CN1	0.52	-0.53	0.17	0.02	2.63	-0.67	-1.22	1.04	0.25	-0.64	1.2	0.09	0.72	-0.47	1.0	-1.32	0.0	0.0
CNC(=O)c1cccnc1	0.7	0.65	0.17	0.12	2.31	-0.37	-0.09	0.19	-1.15	-1.88	0.81	0.56	0.99	-1.01	-1.0	-1.32	0.0	1.0
CC(O)c1ccc2c(c1)C=CC(C)(C)O2	0.95	-0.53	-0.74	-0.95	-0.33	-0.01	0.15	-0.49	-0.74	-1.1	0.54	0.6	0.28	1.07	-1.0	-1.32	0.0	0.0
NCC1CCC(C(=O)O)CC1	0.23	-0.53	0.17	0.05	-1.72	-1.07	-0.45	1.21	-0.39	0.46	0.22	1.04	0.74	-0.02	1.0	-1.32	0.0	0.0
CC(C)=CCC/C(C)=C\COC(=O)C(C)C	0.34	-0.53	0.17	0.46	-0.25	-0.43	0.69	0.36	-1.06	-0.97	-0.84	0.59	0.36	0.48	1.0	0.76	0.0	0.0
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O	1.05	-0.53	0.17	-1.4	-0.14	1.65	2.53	-0.32	1.53	1.22	0.78	-0.25	0.61	0.59	1.0	-1.32	0.0	0.0
CCCCCCCCCCCCOC(=O)CC	-0.32	-0.53	0.17	-0.05	-0.12	-0.39	0.73	1.72	-1.34	-0.4	-1.16	0.69	0.65	-1.73	1.0	0.76	0.0	0.0
COP(=S)(OC)SCn1nnc2ccccc2c1=O	1.21	1.82	0.17	2.8	-2.04	-0.26	-0.28	-3.21	-0.13	-0.44	0.83	1.46	2.02	-0.05	1.0	0.76	1.0	1.0
O=C(CCCl)NCc1ccccc1	0.08	-0.53	0.17	-0.04	-0.3	-0.44	0.21	-0.32	-1.05	-0.76	0.25	0.62	0.94	-0.97	-1.0	-1.32	0.0	1.0
COC12CC(CO)CN(C)C1Cc1cn(C)c3cccc2c13	-0.12	3.0	-0.74	-2.15	-0.29	1.26	0.36	-0.66	-0.25	-0.97	0.72	-0.85	-0.29	-0.12	-1.0	-1.32	0.0	0.0
Cc1ncc(C=O)c(CO)c1O	1.15	-0.53	-0.74	0.27	0.24	0.21	-0.83	-0.15	0.62	-0.51	1.67	0.54	0.52	-0.27	-1.0	-1.32	0.0	0.0
CC(C)=CCC/C(C)=C/CC/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(\C)CC/C=C(\C)CCC=C(C)C	-1.93	-0.53	-0.74	2.24	0.06	3.28	0.42	-0.15	-0.93	-0.1	-1.6	0.16	-0.78	-0.14	-1.0	0.76	0.0	0.0
CC(NC(N)=O)c1cc2ccccc2s1	0.72	-0.53	-0.74	-0.73	0.28	-2.28	-0.54	-0.66	0.17	-0.27	1.18	0.56	0.98	-0.13	-1.0	-1.32	1.0	1.0
COc1cc(CNC(=O)CCCCCC(C)C)ccc1O	-0.04	0.65	0.17	-0.33	0.17	-0.2	0.17	-0.32	-0.44	-0.51	-0.9	0.28	0.06	-0.19	-1.0	0.76	0.0	1.0
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]	1.0	1.82	1.98	-1.82	-1.21	0.54	1.33	-0.32	0.86	-0.83	0.76	-0.43	0.12	-0.47	1.0	-1.32	1.0	1.0
Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O	1.56	-0.53	-0.74	-0.72	0.06	-0.04	-0.48	-1.51	-0.7	1.06	2.33	-0.11	-0.16	-1.21	-1.0	0.76	1.0	1.0
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	-1.5	-0.53	0.17	0.94	-0.04	-0.49	-0.04	0.53	-0.48	0.76	-0.27	0.76	-0.76	0.58	1.0	0.76	0.0	0.0
CO[C@@]12C[C@H](CO)CN(C)[C@H]1Cc1cn(C)c3cccc2c13	0.24	3.0	-0.74	-2.15	-0.29	1.26	0.36	-0.66	-0.25	-0.8	0.72	-0.79	-0.2	-0.12	-1.0	-1.32	0.0	0.0
OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O	0.6	-0.53	-0.74	-0.46	-0.46	0.15	-1.16	-0.32	0.76	0.77	1.06	0.23	0.33	-0.32	-1.0	-1.32	0.0	0.0
CC(C)=CC1CC(C)CCO1	0.24	-0.53	-0.74	-0.43	0.92	1.4	0.95	0.36	-1.62	-0.49	-0.18	0.89	0.6	0.56	-1.0	-1.32	0.0	0.0
COc1cc(/C=C/C(=O)OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)ccc1O	5.22	0.65	0.17	0.6	-0.15	0.17	-1.13	-0.66	2.68	-1.53	-0.29	-4.41	-3.98	-0.22	1.0	0.76	0.0	0.0
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl	1.04	-0.53	-0.74	0.04	-0.34	0.29	0.62	-0.66	-0.36	3.17	4.53	2.4	1.32	0.44	-1.0	-1.32	0.0	0.0
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl	-0.52	1.82	-0.74	-0.75	-0.99	0.86	0.18	-0.49	-0.27	-1.08	0.4	-0.53	-0.28	-0.19	-1.0	-1.32	0.0	1.0
CCOc1cccc(-c2ccc(NC(=O)C(C#N)C(C)=O)cc2)c1	0.29	-0.53	0.17	-0.21	-0.02	0.76	0.29	-0.49	0.13	-0.09	-0.04	-0.02	0.11	-0.37	-1.0	0.76	0.0	1.0
CCc1nc(C)cs1	0.92	-0.53	-0.74	0.18	0.83	-0.16	1.06	0.7	-1.51	-0.97	0.64	1.32	1.31	0.27	-1.0	-1.32	0.0	0.0
NC(=O)C(CS)NC(=O)CCCCCNC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)C(CC(=O)O)NC(=O)Cc1ccc(C(F)(F)P(=O)(O)O)cc1	-2.3	-0.53	4.7	0.62	-0.11	-0.99	-0.98	-2.53	1.72	0.05	-1.33	-1.7	-0.86	1.04	1.0	0.76	0.0	0.0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	-0.31	0.65	-0.74	-0.01	-0.39	0.95	0.33	-0.66	-0.09	-0.33	-0.01	0.22	-0.27	-0.8	-1.0	0.76	0.0	1.0
C[C@]12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O	-0.55	-0.53	-0.74	0.33	-0.13	-0.2	-0.34	-0.49	0.01	0.71	0.58	0.57	-0.48	-0.0	-1.0	-1.32	0.0	0.0
CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O	1.14	0.65	0.17	-0.79	-0.42	-0.46	0.24	0.19	0.7	0.62	1.44	0.81	0.7	-0.27	1.0	0.76	0.0	1.0
CC1C(O)CC[C@@]2(C)CCC(C(C)(C)O)CC12	-0.53	-0.53	-0.74	0.67	0.11	-0.1	-0.09	0.7	-0.77	0.35	0.1	0.97	-0.06	1.69	-1.0	-1.32	0.0	0.0
c1ncc2[nH]cnc2n1	0.84	-0.53	-0.74	0.1	1.82	-0.41	-1.91	0.7	-0.84	-1.87	1.04	0.07	0.95	-1.65	-1.0	-1.32	0.0	0.0
CCOC(=O)N[C@@H]1CC[C@@H]2[C@H](CC3C(=O)O[C@H](C)[C@H]3[C@H]2/C=C/c2ccc(-c3cccc(F)c3)cn2)C1	-0.54	-0.53	0.17	0.15	-0.09	-0.95	0.41	-0.49	0.31	0.4	-0.59	-0.83	-0.78	-0.53	1.0	0.76	0.0	0.0
CN(C)C[C@H](O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21	0.82	1.82	-0.74	1.61	-0.88	0.88	0.04	-0.83	-0.28	-0.04	0.7	-1.43	-0.29	-0.0	-1.0	0.76	0.0	1.0
C[C@@]12CCCC1C1CCC3CC(O)CC[C@]3(C)C1CC2	-1.31	-0.53	-0.74	0.75	0.03	0.52	0.23	0.53	-1.31	0.43	0.19	0.67	-0.32	0.41	-1.0	-1.32	0.0	0.0
CCCCCC(=O)CCC1C(O)CC(O)C1C/C=C\CCCC(=O)O	-1.04	-0.53	0.17	0.04	-0.19	-0.44	-0.08	0.7	0.21	0.27	-1.01	0.75	0.19	-0.63	1.0	0.76	0.0	0.0
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1	0.06	1.82	0.17	-2.74	-0.21	0.39	0.8	-0.49	-0.29	0.02	-0.17	-0.04	0.03	-0.09	1.0	-1.32	0.0	0.0
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12	0.89	-0.53	0.17	-0.47	-0.08	-0.36	-0.46	-0.83	0.67	-1.57	1.55	-0.11	0.31	-1.19	1.0	0.76	0.0	1.0
Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1	0.49	-0.53	-0.74	-1.72	-3.02	-0.34	-0.41	-0.49	0.8	1.11	1.95	0.33	0.45	0.59	-1.0	-1.32	0.0	0.0
COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1	-0.8	0.65	-0.74	-0.49	-0.12	-0.61	0.17	-0.32	0.74	1.05	-0.34	-0.84	-0.09	-0.29	-1.0	0.76	0.0	1.0
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C	-0.18	-0.53	-0.74	0.93	-0.21	-0.26	-0.16	-0.66	-0.25	0.04	0.77	0.45	-0.33	0.14	-1.0	0.76	1.0	1.0
c1ccc2c(c1)-c1nccc3ccnc-2c13	1.19	-0.53	-0.74	-0.51	3.03	1.39	0.7	-0.66	-1.23	-1.37	3.14	-0.49	0.62	-1.92	-1.0	-1.32	0.0	0.0
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12	1.11	-0.53	0.17	-0.15	-0.06	-0.45	0.19	-0.66	-1.12	-1.64	1.41	-0.96	0.08	-1.46	-1.0	0.76	1.0	1.0
CN1CC(O)c2cc(O)c(O)cc21	0.45	0.65	-0.74	0.07	2.31	-0.04	-1.17	-0.32	0.33	-0.37	1.33	0.2	0.36	0.27	-1.0	-1.32	0.0	0.0
COc1cc2c(CCN3CCN(c4cccc(Cl)c4C)CC3)nn(Cc3c[nH]cn3)c2cc1OC	0.24	1.82	-0.74	-0.71	-0.26	1.28	0.7	-0.49	0.15	0.0	-0.67	-1.4	-0.44	-0.8	-1.0	0.76	1.0	1.0
CC1(C)CCC[C@](C)(O)C1=O	0.25	-0.53	-0.74	1.34	-0.04	-0.11	0.07	0.87	-0.89	-0.04	0.52	1.04	0.62	2.89	-1.0	-1.32	0.0	0.0
CC(NC(=NC#N)Nc1ccncc1)C(C)(C)C	0.57	-0.53	-0.74	0.34	-0.99	-1.45	0.05	0.36	0.78	0.6	-0.22	0.56	0.62	0.62	-1.0	-1.32	0.0	1.0
CCC(C)CC(=O)O	0.71	-0.53	0.17	0.12	-1.34	-1.47	-0.06	1.55	-0.25	0.7	-0.04	1.12	0.85	1.64	1.0	-1.32	0.0	0.0
Oc1c(Br)cc(Br)cc1Br	1.51	-0.53	-0.74	-0.41	-0.08	-0.43	-1.11	-0.32	-1.63	-0.96	6.58	2.9	-1.94	0.91	-1.0	-1.32	0.0	0.0
C#CCN[C@@H]1CCc2ccccc21	0.52	-0.53	-0.74	0.44	0.05	0.88	0.32	-0.66	-0.75	-0.85	0.89	0.56	0.95	-1.56	-1.0	-1.32	1.0	1.0
O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OC[C@@H](Cc1ccccc1)[C@@H]2O	-0.31	-0.53	0.17	-1.04	-0.29	-0.31	0.08	-0.66	1.29	1.7	0.13	-1.1	-0.3	-0.11	1.0	0.76	0.0	0.0
CNC(=N)N	0.76	0.65	-0.74	-0.04	0.7	-2.42	-3.16	3.09	-0.67	-1.62	-0.75	1.0	1.03	1.87	-1.0	-1.32	0.0	0.0
NCCCC(=O)NC(Cc1c[nH]cn1)C(=O)O	-0.29	-0.53	1.08	-0.18	-0.46	-0.89	-0.96	1.21	0.65	-0.1	-0.1	-0.1	0.94	-0.3	1.0	0.76	0.0	0.0
CC1CC[C@]2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)C[C@]5(C)C4CC[C@]3(C)C1C2C	-2.63	-0.53	-0.74	1.88	-0.06	0.23	-0.28	0.53	0.43	0.35	-1.22	-0.98	-3.35	0.27	1.0	0.76	0.0	0.0
O=P1(N(CCCl)CCCl)NCCCO1	0.68	-0.53	-0.74	0.05	-1.76	-2.11	-1.33	-2.19	-1.53	1.38	0.77	1.37	1.33	-0.19	1.0	-1.32	1.0	1.0
COC1OC[C@@]2(O)C(OC(C)=O)C3CC(C)(C)CC3[C@@]3(C)C[C@]132	0.26	0.65	0.17	-1.59	-0.46	0.06	0.3	0.87	-0.51	-0.34	0.33	-0.58	0.0	1.5	1.0	-1.32	0.0	0.0
COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCCC1	0.7	0.65	-0.74	0.61	-0.14	0.49	0.15	-0.49	-0.28	-0.75	-0.65	-1.31	-0.4	-1.2	1.0	0.76	0.0	0.0
CC(C)C(N)C(=O)NC(CC(N)=O)C(=O)O	-0.06	-0.53	1.98	-0.21	-0.76	-1.41	-0.94	1.55	0.82	0.71	-0.07	0.64	0.81	1.33	1.0	-1.32	0.0	0.0
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@H]1O2	1.11	0.65	0.17	-0.67	-0.14	0.5	0.05	-0.83	0.1	-0.81	1.57	-1.28	0.07	-1.04	1.0	-1.32	1.0	1.0
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O	0.65	-0.53	-0.74	-0.36	-0.17	-0.03	-1.25	1.21	0.72	-0.17	0.39	-0.93	-0.14	-0.8	-1.0	-1.32	0.0	0.0
C=C(C(=O)O)C1CC[C@]2(C)C=CC(=O)C(C)=C2C1	0.89	-0.53	0.17	1.18	-0.62	-1.07	0.17	-0.15	0.18	0.97	0.94	0.76	0.32	0.77	1.0	-1.32	0.0	0.0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	-0.37	-0.53	0.17	2.45	-1.07	0.04	0.37	-0.32	-0.01	-0.21	-0.21	0.04	0.29	-0.23	-1.0	0.76	0.0	1.0
CC(=O)NC(CSC(F)(F)C(OCF)C(F)F)C(=O)O	1.34	-0.53	1.08	-0.44	-0.68	-0.55	-0.41	1.72	1.65	0.31	0.57	0.56	0.77	1.45	1.0	0.76	0.0	0.0
C=C[C@@]1(C)CCC(=O)O1	0.69	-0.53	0.17	0.16	1.76	-1.01	0.48	0.7	-0.0	1.12	0.47	0.85	0.82	2.05	1.0	-1.32	0.0	0.0
CC(C=O)C1CC[C@@]2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)[C@@]3(C)CC[C@]12C	-0.22	-0.53	-0.74	-0.21	-0.17	0.31	-0.22	0.02	0.26	0.38	-1.09	-0.79	-2.85	0.5	1.0	0.76	0.0	0.0
CC1C2C3CCC4[C@]5(C)CCC(=O)C(C)(C)C5CC[C@]4(C)[C@]3(C)CC[C@@]2(C)CC[C@]1(C)O	-1.53	-0.53	-0.74	0.63	-0.03	0.31	0.37	0.36	-1.02	0.62	-0.29	1.4	-0.49	1.69	-1.0	0.76	0.0	0.0
O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1	0.12	-0.53	0.17	-1.72	1.34	-1.95	-2.28	-2.19	1.58	1.23	0.33	0.69	1.24	1.03	1.0	-1.32	0.0	0.0
CNC(=O)Cc1ccc2ccn(C3CCN(CCc4ccccc4F)CC3)c2c1	-0.69	0.65	0.17	-0.97	-0.36	0.59	0.48	-0.66	-0.36	-0.63	-0.56	-0.9	-0.67	-0.73	-1.0	0.76	0.0	0.0
CN1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2	-0.61	0.65	0.17	-0.51	-0.78	0.18	0.43	-0.32	-0.87	-0.1	-0.21	0.02	0.25	0.62	-1.0	0.76	0.0	0.0
O=C(O)CNC(=O)c1cccc(Cl)c1	0.46	-0.53	1.08	-0.19	2.08	-1.24	-0.56	-0.32	0.77	-0.08	1.12	0.56	1.06	0.27	1.0	-1.32	0.0	0.0
CC(=O)NCCC=O	0.76	-0.53	0.17	-0.11	0.42	-0.44	0.05	2.23	0.04	0.55	-0.07	0.79	0.98	-0.19	-1.0	-1.32	0.0	0.0
CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21	-0.3	4.18	-0.74	-1.19	-0.07	1.14	0.62	-0.49	-0.31	-0.23	-0.69	0.44	-1.33	-0.64	-1.0	0.76	0.0	0.0
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)NCCO	-0.71	-0.53	0.17	-0.03	-0.15	-0.15	0.17	0.36	-0.72	-0.04	-1.32	0.27	0.19	-2.06	-1.0	0.76	0.0	0.0
CCOc1ccc2cc(C#N)c(=O)oc2c1	1.31	-0.53	0.17	0.06	-0.59	0.23	0.19	-0.66	0.7	-0.1	1.32	0.07	0.66	-0.3	1.0	0.76	1.0	1.0
CC(C)(C)NC(=O)[C@@H]1CC[C@@H]2[C@H]3CC[C@@H]4NC(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]12C	-0.31	-0.53	1.08	0.79	0.31	-1.11	0.4	0.36	-0.82	0.46	-0.23	0.42	-0.36	1.12	-1.0	0.76	0.0	0.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	0.12	-0.53	-0.74	-0.22	-0.02	-2.32	0.84	-0.32	-0.46	2.19	0.45	0.58	1.11	0.83	1.0	0.76	1.0	1.0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	-0.92	-0.53	0.17	0.82	-0.27	-0.48	-0.04	0.53	-0.01	1.69	-0.27	0.24	-0.44	0.58	1.0	0.76	0.0	0.0
COc1ccc2c3c([nH]c2c1)C(C)=NCC3	0.68	0.65	-0.74	-0.1	-1.09	0.74	0.34	-0.66	-1.29	-1.4	1.18	-0.3	0.35	-0.8	-1.0	-1.32	1.0	1.0
C=C1C=CC(C(C)CC(O)C=C(C)C)CC1	0.07	-0.53	-0.74	0.83	0.16	0.37	0.03	0.02	-0.93	-0.81	-0.34	0.85	0.4	0.67	-1.0	0.76	0.0	1.0
CCCCCCCCCCCCC#CCCCC(=O)O	0.01	-0.53	0.17	-0.12	-0.15	-0.8	0.22	-0.66	-0.27	1.62	-1.22	0.61	0.45	-1.92	1.0	0.76	0.0	0.0
CC(C)[C@]12CC[C@](C)(CC1)O2	0.09	-0.53	-0.74	0.11	1.13	0.37	0.96	1.04	-1.66	-0.38	0.31	0.47	0.61	2.4	-1.0	-1.32	0.0	0.0
CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)O	0.32	-0.53	1.98	-0.3	-0.32	-1.47	-0.68	1.55	0.78	-0.45	-0.46	0.59	0.85	1.21	1.0	0.76	0.0	0.0
CC1=C(C(C)CO)C[C@@]2(O)[C@]3(C)CC(=O)O[C@]4(C(O)C(C)CC[C@@]34O)[C@@]12O	0.22	-0.53	0.17	-0.92	0.26	-0.15	-0.47	0.19	0.2	-0.54	0.62	-0.64	-0.65	1.12	1.0	-1.32	0.0	0.0
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1	0.22	0.65	-0.74	-0.98	0.03	1.84	1.48	-0.49	-0.74	-0.8	-0.17	-0.3	0.02	-1.28	-1.0	0.76	1.0	1.0
CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CC[C@]4(C)C3CC(O)[C@]12C	-1.33	-0.53	-0.74	0.81	-0.02	0.16	-0.14	0.53	-0.65	0.3	-0.64	-0.08	-1.01	0.45	-1.0	0.76	0.0	0.0
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)OCC3OC(O)C(O)C(O)C3O)n2C1	-0.24	-0.53	0.17	-0.86	-0.27	0.2	-0.29	-0.49	0.48	-0.34	-0.64	-1.97	-0.75	-0.19	1.0	0.76	0.0	0.0
C=C(CCC=C(C)C)C1CCC=C(CCC=C(C)C)C1	-1.67	-0.53	-0.74	0.71	-0.13	3.13	0.54	0.19	-1.38	-0.73	-0.85	0.74	0.29	-0.05	-1.0	0.76	0.0	0.0
CNc1ccc(C(=O)OC2C[C@@]3(C)CC[C@]4(C)[C@@]5(C)CCC6[C@@](C)(CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7O)[C@@]6(C)CO)C5CC5O[C@@]54[C@]3(O)C[C@]2(C)C=O)cc1	-3.63	0.65	0.17	1.02	-0.14	0.23	-0.38	-0.32	0.87	0.33	-1.45	-3.34	-4.18	0.64	1.0	0.76	0.0	0.0
C=C(CC)C(=O)COC	0.89	0.65	-0.74	-0.28	1.35	1.19	0.55	0.53	-0.87	-1.21	0.07	0.78	1.18	0.27	-1.0	-1.32	0.0	0.0
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1	0.14	0.65	0.17	0.14	-0.17	1.23	1.23	-0.83	-0.55	-0.89	-0.17	-0.01	-0.08	-0.8	-1.0	0.76	1.0	1.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C	0.15	-0.53	-0.74	0.93	-0.21	-0.26	-0.16	-0.66	-0.03	0.43	0.8	0.66	0.22	0.14	-1.0	0.76	1.0	1.0
CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)NCC(=O)O	-1.2	-0.53	1.08	0.61	0.03	-1.06	0.25	1.38	-0.65	0.7	-1.26	0.4	0.19	0.27	1.0	0.76	0.0	0.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1	-1.61	-0.53	-0.74	1.82	-0.16	0.19	0.86	-0.32	-0.67	-0.04	-1.03	-1.35	-2.01	-0.28	-1.0	0.76	0.0	0.0
C=C1C(O)[C@]23C[C@@]1(O)CCC2[C@]1(C=O)CCC[C@](C)(C(=O)O)C1C3C(=O)O	-0.62	-0.53	1.08	-0.5	-0.04	-0.61	-0.31	0.53	1.15	0.82	1.08	0.63	-0.36	1.33	1.0	-1.32	0.0	0.0
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21	-0.59	-0.53	0.17	-0.56	-0.25	0.05	0.45	-0.32	-0.27	-0.3	-0.9	-0.77	-0.53	-0.51	1.0	0.76	0.0	0.0
NC(=O)CCC(NC(=O)C(N)Cc1ccccc1)C(=O)O	-0.36	-0.53	1.98	-0.41	0.2	-1.23	-0.71	-0.32	0.73	0.05	-0.29	-0.09	0.21	0.11	1.0	0.76	0.0	0.0
O=C(/C=C/c1ccc(O)c(O)c1)OC1C[C@@](O)(C(=O)O)CC(O)C1OC(=O)/C=C/c1ccc(O)c(O)c1	0.53	-0.53	1.98	0.33	-0.1	-0.56	-0.99	-0.32	2.65	-0.42	-0.73	-0.53	-0.06	0.68	1.0	0.76	0.0	0.0
CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O	-1.43	-0.53	1.98	2.86	-0.18	-1.62	-2.13	-2.36	1.13	0.38	-1.28	1.37	0.31	1.07	1.0	0.76	0.0	0.0
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1	0.02	-0.53	-0.74	0.01	0.1	0.43	-0.48	-0.49	0.6	0.31	-0.34	-0.0	-1.31	-0.37	-1.0	0.76	1.0	0.0
O=c1oc2ccccc2cc1O	1.05	-0.53	0.17	-0.05	3.51	-0.46	-0.42	-0.66	-0.36	-0.17	1.95	0.16	0.82	-0.47	1.0	-1.32	0.0	0.0
CC(N)Cc1ccc2c(c1)OCO2	0.24	-0.53	-0.74	-0.3	-1.9	-0.06	-0.05	-0.32	-0.54	-1.0	0.51	0.14	0.46	-0.19	1.0	-1.32	0.0	1.0
CC(=O)C[C@H](c1ccccc1)c1c(O)oc2ccccc2c1=O	0.27	-0.53	-0.74	-1.03	-0.17	-0.16	0.14	-0.66	0.42	-1.25	0.7	-0.52	0.25	-0.89	1.0	0.76	1.0	1.0
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2	-1.02	-0.53	-0.74	-1.77	0.01	1.32	0.57	-0.49	-0.28	-0.3	-0.47	-1.12	-0.5	-0.62	-1.0	0.76	0.0	0.0
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C	0.61	3.0	0.17	-0.62	0.03	1.31	1.51	-0.15	-0.75	-1.0	0.68	-0.23	0.03	-0.8	-1.0	-1.32	1.0	1.0
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O	-0.31	-0.53	-0.74	0.53	-0.34	-0.04	-0.14	-0.49	-0.55	-0.04	0.62	0.3	0.01	-0.15	-1.0	-1.32	1.0	1.0
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1	0.02	-0.53	-0.74	-0.36	0.28	-1.56	0.53	-0.32	0.37	1.12	0.89	0.27	0.69	0.27	1.0	0.76	0.0	1.0
CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4[C@]2(CCN3C)C1O5	0.17	0.65	0.17	-0.85	0.21	0.2	0.16	-0.49	-0.01	-1.27	1.09	-0.56	-0.58	-0.19	1.0	0.76	0.0	0.0
CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12	-0.12	0.65	-0.74	-0.65	-0.23	1.71	0.66	-0.66	-0.72	-0.68	0.69	0.51	-0.17	-1.33	-1.0	0.76	1.0	1.0
CC(C)CCCC(C)C1CCC2C3C(O)C[C@]4(C(=O)O)CC(O)CC[C@]4(C)C3CC(O)[C@]12C	-1.93	-0.53	0.17	1.22	-0.03	-0.38	-0.09	0.53	-0.59	0.12	-0.57	0.95	-0.97	0.8	1.0	0.76	0.0	0.0
CC1CC[C@@]2(C(=O)OC3OC(CO)C(O)C(O)C3O)CC[C@@]3(C)C(=CCC4[C@]3(C)CCC3[C@@](C)(CO)C(OC5OC(C(=O)O)C(O)C(O)C5O)CC[C@@]34C)C2C1C	-1.9	-0.53	1.08	1.29	-0.11	-0.09	-0.33	0.02	0.89	1.77	-1.11	-0.96	-2.16	0.62	1.0	0.76	0.0	0.0
