SMILES	C-017	H-046	H-050	AATSC1dv	MATS4s	GATS3d	BELd0	nR_3_True_False_None_False	H6m	R7p	RDF030m	JGI2	JGI3	B02[N-O]	PNSA4	observed	predicted
O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12	-0.249321075795678	-0.748108420058645	-0.1255792317688879	-0.5007936198886089	1.8542041111099785	-0.26435036554931474	-0.5175515527992438	0.29961181614366744	-0.42892815704456205	0.07445507740226333	-0.9789346914952501	-0.6594459933875626	-0.17541711500988177	-0.5938324862422478	-0.5234184667434834	0	0
Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1	-0.249321075795678	-0.748108420058645	-0.1255792317688879	-1.1695122626271794	-0.2842795129701718	-0.5013825974773108	1.017642372875906	0.29961181614366744	-0.6070836951364365	-0.20339174642178384	0.2636280345254969	-0.0022918658324134335	0.8273257160659899	-0.5938324862422478	-0.7060343107195752	1	0
CC/C=C\CC(O)/C=C/C1C(O)CC(=O)C1C/C=C\CCCC(=O)O	-0.249321075795678	0.07487376113286687	0.23150258378264552	-0.5521626675956351	0.3500569634840289	-0.40713225995569996	-0.7488821443393349	-0.37490153242073376	0.001959656014855041	0.12076288137293792	0.26272248656532166	-0.4270378263253761	0.401990745223669	-0.5938324862422478	-0.035127211841551625	0	0
CSCCC(N)C(=O)NC(CC(=O)O)C(=O)O	-0.249321075795678	-0.748108420058645	0.9456662148857123	0.35908946663696023	-1.0874072605393057	-0.5884480709936121	-0.854032413221195	-1.0494148809851351	-0.043615016520275655	-0.3075843053558016	-0.33146789996980325	0.2585662665080737	0.06471340506355172	1.6839765812206853	-0.943125483144883	0	0
C=C1CCC(O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)/C=C/C(C)C(C)C	-0.249321075795678	1.6460215615893896	-0.48266104732042137	-0.16460250832802545	0.06772875395180249	0.9942178436662923	1.0386724266522795	0.9741251647080688	-0.25077261895268765	0.7343412839843755	0.45318940752222453	0.8589540314187214	-0.006521895228888771	-0.5938324862422478	0.8152225273405094	1	0
CCOP(O)(=S)OCC	-0.249321075795678	-0.748108420058645	-0.48266104732042137	-1.8868748435438027	-0.5769252538593412	2.0925422879594913	1.0386724266522795	-1.0494148809851351	-0.7686666250337179	-1.1990095317912866	-0.9066417793412435	0.6187989254544625	1.1637723238611855	-0.5938324862422478	0.3214237341738409	0	0
c1ccc(C2(N3CCCCC3)CCCCC2)cc1	-0.249321075795678	-0.14957592464663635	-0.8397428628719548	-0.17011144249128396	0.031068520609040286	1.6857712487548255	1.0386724266522795	0.29961181614366744	-0.6568015197202154	1.0121881078084227	-0.02599638807061794	-0.3151375977398796	-0.5958047628837981	-0.5938324862422478	0.9851936052070253	1	1
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O	-0.249321075795678	-0.14957592464663635	0.5885843993341789	-0.7022054960905882	0.6043964393561275	-0.4787741363085971	-0.7488821443393349	0.29961181614366744	0.04753432854998574	-0.13393004046577195	0.13187080631996895	-1.036324102137057	-1.4035274671525937	-0.5938324862422478	0.17985107578034734	1	1
O=C(NC(O)C(=O)O)c1ccccc1	-0.249321075795678	-0.748108420058645	0.23150258378264552	-1.1361549367128276	-0.8035408761383455	-0.7366737891070062	-0.8330023594448226	-0.37490153242073376	-0.7562371688877731	-0.7706623450625469	-0.7320219476874108	0.2185404155140292	-0.7295644690254963	1.6839765812206853	-0.9599569729154546	0	0
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1	-0.249321075795678	-0.748108420058645	-0.8397428628719548	-0.06486138324579328	0.09017726852978239	0.5831268604773938	-0.664761929233847	-0.37490153242073376	0.014389112160799775	1.3363427356031448	0.565175505263922	-0.28178272191151127	-0.08647988535305613	-0.5938324862422478	0.12572557324904288	1	1
