SMILES	VSA_EState5	SdssC	SMR_VSA6	nDouble	EState_VSA5	AATS7se	ATSC4s	AATS5dv	GATS7se	AATS1s	AATS6se	GATS3c	GATS5i	GATS8se	GATS4dv	EState_VSA4	ATSC2c	JGI7	SaasC	SLogP_VSA1	observed	predicted
C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1	-0.54	-0.61	-0.65	-0.44	0.36	-0.1	1.2	-0.43	0.14	0.34	-0.01	-0.82	0.2	-0.83	-0.91	-0.5	0.35	-0.35	-0.15	0.81	0	1
CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1	-0.06	0.08	0.92	0.19	1.48	-0.59	0.73	-0.74	-0.5	-1.35	-0.91	0.37	0.09	-0.12	-1.19	0.85	0.58	0.14	-0.32	-0.25	1	0
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	-0.03	0.08	-0.39	0.19	1.36	1.41	0.49	0.79	3.0	0.22	1.44	1.17	-0.41	-1.87	-0.29	-1.19	1.72	0.29	-0.32	0.71	1	1
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	-0.19	0.08	0.27	-1.08	-0.07	-0.06	-0.12	-0.06	0.53	0.1	-0.6	-0.9	-0.65	0.66	-0.46	0.76	-0.59	0.91	0.77	-1.05	0	0
CCN(CC)C(=O)/C(C#N)=C\c1cc(O)c(O)c([N+](=O)[O-])c1	-1.18	-0.62	-0.22	0.83	-0.64	1.17	0.15	0.71	-0.88	2.14	0.79	-0.49	0.6	-1.24	-0.19	-0.21	-1.0	0.95	-2.13	-1.05	1	1
CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	0.17	0.92	-1.07	1.46	-0.58	-0.38	0.49	-0.58	-0.5	-0.72	-0.43	0.64	-0.03	-0.08	0.59	0.54	0.47	-0.11	-1.0	-1.05	1	1
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	0.63	-0.23	0.15	0.19	-0.02	-0.17	0.16	-0.3	0.23	-0.6	-0.06	-0.2	0.12	0.45	-0.26	0.47	0.22	0.22	0.01	0.74	0	0
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1	0.36	0.06	1.8	0.19	-0.64	-0.43	1.68	-0.72	-0.51	-0.58	-0.7	0.81	-1.62	-0.35	-0.11	1.59	0.86	0.33	-0.59	-0.22	0	0
CSc1ccc2c(c1)N(CC[C@@H]1CCCCN1C)c1ccccc1S2	-0.06	0.08	0.96	-1.08	3.52	-0.56	0.12	-0.53	-0.01	-1.3	-0.79	1.65	-0.3	-0.36	-0.14	-0.51	-0.45	-0.56	2.49	-0.22	0	0
CCN(CC)CC(=O)Nc1c(C)cccc1C	-0.02	0.14	0.55	-0.44	-1.02	-0.65	0.12	-0.72	-0.36	-0.57	-0.01	0.74	0.28	-1.47	-0.17	0.42	-0.04	0.11	0.61	-0.15	0	0
COc1ccc2nc([S@H](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1	0.93	0.08	-0.15	-0.44	-1.02	0.4	-0.46	-0.08	-0.32	-0.07	-0.1	0.39	1.52	0.96	1.27	0.93	-0.52	0.09	1.35	0.55	0	0
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1	0.32	0.08	-1.07	-0.44	-0.53	0.0	0.84	0.46	0.54	0.33	-0.03	2.46	0.69	-0.65	-0.44	-0.89	-0.35	0.28	0.08	0.66	1	1
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O	0.15	0.28	-0.22	2.73	0.31	0.85	3.26	-0.28	1.85	-0.61	0.58	0.97	-0.12	0.62	-0.2	0.8	3.54	-0.2	-0.59	1.53	1	1
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314	1.21	0.08	0.27	-1.08	-0.15	-0.22	-0.07	-0.56	0.82	-0.81	-0.31	-1.25	0.25	-0.34	0.02	1.17	-1.67	1.18	1.29	0.55	0	0
Cc1c(OCC(F)(F)F)ccnc1C[S@@H](=O)c1nc2ccccc2[nH]1	0.02	0.08	-0.64	-0.44	-0.06	1.97	-0.22	0.72	1.11	0.65	1.36	-0.39	-0.27	0.25	-0.55	-0.89	-0.74	0.18	-0.36	-0.25	1	1
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC	0.19	-0.19	1.93	-0.44	0.95	0.32	0.18	-0.24	0.04	0.14	0.14	0.32	-0.71	-0.19	-0.47	0.21	-0.72	-0.16	-0.12	2.4	0	0
COc1cc(Br)c2oc(C3CCNCC3)cc2c1	1.29	0.08	0.24	-1.08	-1.02	0.04	-0.02	-0.24	0.35	-0.56	-0.22	-0.1	-0.63	0.98	0.22	1.66	-0.47	-0.36	0.48	0.64	0	0
CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12	0.01	0.08	0.18	0.19	1.35	-0.4	-0.38	-0.27	-0.32	-1.1	-0.21	-0.44	-0.52	-0.83	-0.29	-0.25	-0.4	0.0	0.42	-1.05	1	0
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C	-0.63	-0.55	-0.15	0.19	-0.46	-0.33	-0.17	-0.03	-0.9	-0.12	1.14	0.68	-0.86	-0.11	0.04	-0.5	-0.17	-0.21	-0.74	-1.05	1	1
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1	-0.06	0.08	0.98	-1.08	0.73	-1.08	0.18	-0.42	-0.74	-0.89	-1.03	0.78	0.12	-1.22	-0.19	0.22	-0.75	-0.44	2.0	-0.22	0	0
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	0.31	0.08	2.09	1.46	-1.02	-0.23	1.41	-0.32	-1.43	-0.96	-0.07	1.19	-0.14	-0.22	-1.78	0.84	1.17	-0.32	0.44	1.34	1	1
CC(C)NC[C@H](O)COc1cccc2[nH]ccc12	0.38	0.08	-0.22	-1.08	-1.02	-0.1	0.23	-0.53	0.73	-0.21	-0.01	0.43	0.36	-0.19	-0.44	-0.29	-0.82	0.03	-0.59	0.64	0	0
C[C@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C	0.19	0.52	-0.73	-0.44	-1.02	-0.45	0.73	-0.33	-0.53	0.36	0.42	2.15	-0.69	0.19	-2.0	-0.88	1.38	-0.03	-0.57	0.74	0	1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	-0.06	2.38	0.21	0.19	1.15	-0.78	-0.78	-0.11	-1.41	-0.48	-0.6	0.2	0.04	0.16	1.68	0.77	0.9	0.9	1.87	-1.05	0	0
CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O	-0.14	0.08	-1.07	-0.44	-1.02	-0.3	1.05	0.21	-0.14	0.48	0.43	-0.03	0.65	-1.1	0.39	-0.89	0.18	-0.5	-0.31	-0.1	1	1
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl	-0.73	-1.23	-0.64	0.19	0.81	1.77	-0.38	0.98	0.08	1.22	2.01	-1.23	0.21	1.06	0.12	-1.19	-0.84	0.28	-0.5	-0.25	1	1
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N\N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C	-4.53	-1.67	1.44	3.37	5.61	0.43	-0.61	0.26	0.25	0.07	0.47	-0.04	1.0	0.34	-0.33	-0.48	-0.46	0.11	-2.14	0.64	1	1
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC	2.79	1.74	-1.07	0.83	-0.58	-0.73	-0.61	-0.85	0.19	-0.88	-1.12	-1.55	0.33	0.86	0.27	0.89	-0.05	1.0	-1.0	-1.05	1	1
Cc1cccc(Nc2ccccc2C(=O)O)c1C	-0.56	-0.81	-0.73	-0.44	-0.59	-0.11	0.28	-0.13	0.01	0.62	-0.52	-0.4	-1.53	1.47	-0.18	-0.58	0.53	0.19	1.09	-0.15	1	1
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1	0.84	0.13	1.59	-0.44	-0.02	-0.17	1.68	-0.46	-0.3	-0.31	0.66	0.79	0.87	-0.19	-1.01	0.22	-1.28	0.09	0.08	1.34	0	0
Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1	0.32	0.08	0.12	-1.08	-0.07	-0.49	-0.09	0.17	-1.13	-0.25	-0.0	0.97	-0.89	-1.06	0.0	1.43	0.81	-0.77	-0.11	0.74	1	0
CCCCc1ncc(/C=C(/Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1	-0.6	-1.46	-1.07	0.83	-0.14	0.04	-0.99	0.41	-0.18	0.39	0.28	-1.3	-0.15	-0.54	0.01	1.03	1.24	-0.2	0.93	-1.05	1	1
COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1	0.5	0.08	0.73	-1.08	-0.08	-0.95	0.19	-0.7	-1.38	-0.85	-0.6	-0.45	0.26	0.06	-0.6	0.86	-0.66	1.37	0.06	-0.25	0	0
C=CCOc1ccccc1OC[C@@H](O)CNC(C)C	0.64	0.08	0.21	-0.44	-1.02	-0.14	0.03	-0.35	0.59	-0.11	0.07	0.22	0.43	-0.43	0.24	-1.19	-1.47	-0.03	-0.34	1.44	1	0
Cc1c(F)c(N2CCN[C@H](C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1	-0.98	-1.14	0.52	0.19	-0.54	0.81	1.5	0.5	1.2	0.2	0.59	0.23	0.86	-0.37	-0.36	-0.14	-0.28	0.15	-1.01	1.58	1	1
CNCCCC12CCC(c3ccccc31)c1ccccc12	0.28	0.08	-0.19	-1.08	0.98	-0.95	0.07	-0.64	0.89	-1.09	-1.21	-1.81	0.9	1.22	0.66	-0.84	-0.38	-0.25	2.25	-0.15	0	0
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12	-0.06	-0.22	0.7	-0.44	0.7	-0.13	-0.06	-0.2	-0.08	-0.3	-0.24	-1.01	0.02	-0.13	-1.02	-0.14	0.87	-0.21	0.3	-0.15	1	0
COc1cc(OC)nc(NS(=O)(=O)c2ccc(N)cc2)n1	0.05	0.08	0.53	0.19	2.45	1.15	0.44	0.65	0.69	0.64	2.76	1.51	1.43	1.13	-0.56	-1.19	2.05	-0.24	-0.64	2.3	1	1
COCc1c(C(C)C)nc(C(C)C)c(/C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1	-0.75	-1.0	-0.61	0.19	0.4	-0.28	2.06	0.05	-0.82	0.31	-0.16	-0.59	0.55	-0.57	-0.01	0.63	0.33	0.2	1.4	-1.05	1	1
CN(C)CCOC(c1ccccc1)c1ccccc1	-0.06	0.08	0.7	-1.08	-0.15	-0.87	0.47	-0.26	-1.27	-0.53	-0.81	-0.37	-0.76	-1.04	-0.34	-0.48	-0.91	0.08	0.22	-1.05	0	0
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1	0.85	0.08	0.67	0.19	-0.46	-0.21	0.98	-0.5	-1.01	-0.46	0.12	0.5	1.66	0.49	-0.13	-0.58	-1.09	-0.35	0.29	3.1	0	0
CCCC(CCC)C(=O)O	-0.45	-0.53	-1.07	-0.44	-1.02	-1.62	-0.56	-1.12	-2.26	-0.44	-0.08	-1.38	0.6	-2.03	1.23	0.2	0.48	-2.22	-1.0	-1.05	1	1
COC1=CC(=O)O[C@H]1[C@H](O)c1ccccc1Cl	-0.18	-0.14	-0.61	0.19	0.01	0.74	0.49	0.37	-0.27	0.96	1.33	-0.16	-0.3	-0.02	-0.81	-1.19	-0.74	-0.63	-0.54	-1.05	1	1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21	0.16	0.08	-0.62	-1.08	0.28	-0.27	0.1	-0.51	0.82	-0.9	-0.79	-1.16	0.43	2.06	0.33	-0.5	-0.32	0.48	1.7	-0.15	0	0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1	-0.36	-0.62	2.13	0.19	0.38	0.68	-0.6	0.38	-0.55	0.39	1.33	0.26	1.23	0.16	-0.64	-1.19	0.47	-0.01	-0.71	1.49	1	1
CCCN(CCC)CCc1cccc2c1CC(=O)N2	0.01	0.21	0.55	-0.44	1.87	-0.8	0.44	-0.73	-0.96	-0.9	-0.96	0.44	0.73	-0.74	-0.9	-0.18	0.22	-0.06	0.8	-0.15	1	0
CN1C(=O)[C@@](C)(C2=CCCCC2)C(=O)N=C1O	-0.58	-0.54	-0.62	1.46	-0.47	-0.08	1.46	-0.54	0.33	0.35	0.42	0.54	0.82	-0.11	1.12	0.76	1.69	0.75	-1.0	-1.05	1	1
Nc1nc2ccc(OC(F)(F)F)cc2s1	-0.2	0.08	-0.7	-1.08	0.4	5.66	0.28	2.25	1.41	2.42	3.58	-0.54	2.03	-0.46	-0.33	-0.58	2.08	2.69	-0.98	0.71	1	1
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	-1.17	-2.05	2.76	2.1	1.56	0.26	-1.01	0.52	0.17	-0.17	0.46	-0.38	1.26	0.03	-0.31	-0.3	-1.72	0.6	0.8	0.57	1	1
COc1c(N2CCN[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	-0.92	-1.18	0.98	0.19	0.02	0.78	2.43	0.78	0.5	0.42	1.03	-0.29	1.33	-0.43	-0.87	0.18	-1.25	0.24	-1.16	2.38	1	1
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21	0.42	0.94	0.7	-0.44	0.18	-0.34	0.44	0.09	-0.53	-0.58	-0.21	0.31	-0.71	-0.45	-1.11	0.05	-0.78	0.2	1.74	-1.05	0	0
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12	0.0	0.19	-0.22	-0.44	-1.02	-0.05	-0.22	0.3	-0.34	-0.49	-0.06	1.5	0.76	0.31	0.53	1.43	0.13	0.16	0.95	-1.05	1	0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1	-0.6	-1.26	2.76	0.83	-0.46	0.01	0.25	0.13	0.06	-0.37	0.04	-0.61	1.06	-0.04	0.01	1.32	-1.79	0.67	1.31	1.54	1	1
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1	-0.29	0.03	0.2	-0.44	1.82	1.03	-1.88	-0.03	1.05	0.48	0.34	-0.51	-1.0	0.74	-0.69	-0.53	-0.17	-0.31	-1.2	-1.05	0	1
Cc1ccccc1[C@H](OCCN(C)C)c1ccccc1	-0.06	0.08	0.7	-1.08	0.28	-0.93	0.49	-0.38	-1.37	-0.61	-0.82	-0.25	-1.06	-0.84	-0.31	-0.48	-0.89	0.57	0.89	-1.05	0	0
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O	0.1	0.08	-0.29	-0.44	-0.03	0.5	0.41	-0.15	-0.56	0.53	1.36	-0.65	0.85	0.27	-0.93	-1.19	0.77	0.75	-0.86	-0.08	1	1
O=c1ccc2ccccc2o1	-0.06	0.08	-1.07	-0.44	-0.55	1.11	-0.12	-0.0	3.63	1.22	0.53	-0.54	0.41	-0.79	0.98	-0.9	0.38	-2.22	-1.0	-0.1	1	1
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O	-0.61	-0.33	1.15	-0.44	0.09	1.15	-1.19	0.76	-0.13	0.5	1.13	-1.16	0.15	-0.17	-0.32	-1.19	-2.52	0.34	0.63	2.14	1	1
CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2	0.29	0.03	-0.62	-0.44	-0.02	0.6	0.88	-0.32	2.77	-0.95	0.21	2.17	-0.47	0.33	-0.98	0.15	0.42	-0.01	0.48	0.64	1	1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	1.57	1.98	-1.07	0.19	0.98	-0.82	0.17	-0.98	0.01	-1.43	-1.18	-0.77	0.17	0.06	-0.4	1.15	-0.06	1.11	-1.0	-1.05	0	1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12	-1.01	0.84	-0.61	1.46	-0.46	0.81	-0.15	1.12	-0.06	0.87	0.99	1.52	0.73	0.16	-0.03	-1.19	0.2	0.74	-0.69	-0.15	1	1
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O	-0.43	-1.05	-0.65	0.19	0.06	-0.0	-2.15	-0.04	-0.22	0.51	-0.06	0.14	0.79	-0.4	1.12	-0.89	0.15	0.28	0.34	0.64	1	1
Cc1ncc([N+](=O)[O-])n1CCO	0.19	0.08	-0.64	-0.44	-0.18	0.13	-0.2	-0.24	0.61	1.86	2.64	-1.38	-0.77	-0.53	-0.52	-1.19	-0.38	-2.22	-0.77	-1.05	1	1
Cc1cc(=O)n(-c2ccccc2)n1C	-0.06	0.08	-1.07	-0.44	-1.02	-1.18	0.44	-0.45	-1.43	0.27	-0.72	1.25	-1.25	-1.92	0.6	-0.58	-0.25	2.19	-0.06	-0.11	1	0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	0.35	0.92	-1.07	1.46	-0.58	-0.35	0.71	-0.57	-0.34	-0.76	-0.48	0.67	-0.04	-0.19	0.49	0.2	0.49	-0.1	-1.0	-1.05	1	1
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2	1.1	0.18	-0.76	-0.44	-1.02	-0.13	-0.29	0.44	0.73	0.48	-0.18	1.11	0.3	-0.71	0.4	0.93	0.96	-0.07	3.14	-0.22	1	1
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1	2.07	0.48	1.1	0.19	-1.02	0.1	1.56	-0.68	-0.26	0.06	0.11	1.02	-0.27	-0.88	-1.43	0.74	-1.13	0.02	-0.03	0.74	0	0
NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1	0.16	0.08	-0.65	-1.08	-0.07	-0.53	-0.78	0.21	-1.67	0.77	-0.15	0.17	-0.73	-0.44	0.42	-0.23	-0.14	0.65	-0.67	0.71	0	0
CN(C)CCCN1c2ccccc2CCc2ccccc21	-0.06	0.08	1.01	-1.08	1.24	-0.89	0.08	-0.53	-0.44	-0.91	-1.11	0.73	0.71	0.63	0.52	0.21	-0.45	0.38	1.91	-0.22	0	0
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C\c2ccc3ccc(Cl)cc3n2)c1	0.01	-0.6	-0.7	0.19	-0.59	-0.56	0.65	-0.4	-0.97	-0.37	-0.9	-0.38	0.44	-0.56	-0.6	2.3	0.86	-0.1	2.03	-1.05	1	1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C	2.99	1.58	-1.07	-0.44	-0.08	-0.53	-0.91	-0.81	0.23	-0.77	-0.89	-1.46	-0.02	1.18	-0.32	1.2	-0.16	0.68	0.13	-1.05	1	1
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1	-0.06	0.08	0.24	-1.08	0.93	-0.61	0.22	-0.54	-0.75	-0.97	-0.71	1.65	-0.26	-0.4	-0.01	0.08	-0.41	0.1	0.56	-1.05	1	0
COc1ccc(-c2nc3cc(C4=NNC(=O)C[C@H]4C)ccc3[nH]2)cc1	0.84	0.9	-0.61	0.19	-1.02	0.34	-0.3	0.29	0.43	0.42	-0.39	-0.71	-0.07	0.38	0.38	0.94	0.08	0.47	0.83	0.66	1	1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1	-1.03	-1.65	-0.22	0.83	-0.64	0.02	-1.8	0.1	0.28	0.02	0.39	-0.72	0.78	0.74	0.48	-0.29	-0.19	-0.22	0.71	-0.15	1	1
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	-0.31	0.43	1.37	0.19	-0.55	0.55	0.21	0.16	0.37	-0.13	0.16	0.75	-0.08	0.49	-0.8	0.18	-0.57	-0.63	-0.02	-0.22	1	1
CC(=O)Nc1nnc(S(N)(=O)=O)s1	-0.25	-0.25	-0.73	0.83	-0.48	3.19	0.44	1.43	-0.83	0.87	2.4	0.53	-0.13	3.3	-1.51	-1.19	1.12	-2.22	-1.11	0.71	1	1
CC(C)Cn1cnc2c(N)nc3ccccc3c21	0.52	0.08	-0.7	-1.08	-1.02	-0.72	0.46	-0.2	-0.72	-0.0	-0.45	-0.79	1.62	0.68	0.31	0.35	-0.07	-0.07	-0.74	-0.08	1	1
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1	0.75	-0.43	0.11	-0.44	-0.08	0.14	0.41	0.21	0.4	0.21	0.05	1.28	1.23	0.14	-0.4	0.06	2.61	0.6	-0.19	-0.15	0	0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC	2.71	2.91	-1.07	0.83	-0.15	-0.98	-0.68	-0.82	-0.57	-0.89	-1.09	-1.22	0.46	1.21	0.26	1.24	-0.06	0.83	-1.0	-1.05	1	1
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1	-0.68	-1.03	-0.73	-0.44	0.87	1.17	-1.75	1.4	-0.2	2.12	1.12	-0.67	-1.33	1.14	0.24	-0.53	0.65	0.92	-1.2	-0.15	1	1
CN(C)CC/C=C1\c2ccccc2COc2ccc(CC(=O)O)cc21	-0.07	0.37	0.27	0.19	-1.02	-0.21	0.85	0.05	-1.08	0.03	-0.38	-0.99	0.38	-0.15	-1.07	1.32	-0.12	0.1	1.48	-0.25	1	1
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1	-0.06	0.08	-0.65	-1.08	-0.07	0.81	-0.16	-0.27	-0.28	0.17	0.14	-0.05	0.23	2.18	-1.08	-0.51	-0.08	-0.04	-0.93	-0.15	0	1
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21	0.85	1.7	-1.07	1.46	0.33	-0.22	-0.47	-0.71	0.27	-1.09	-0.56	-0.35	0.01	0.85	-0.69	1.24	0.72	0.85	-1.0	-1.05	1	1
CO/N=C\C1=CCCN(C)C1	-0.06	1.28	0.7	0.19	-0.58	0.13	0.28	-0.67	2.75	-0.22	0.13	-1.33	-0.17	-1.79	-1.16	-0.14	-0.86	-0.01	-1.0	-1.05	0	0
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1	0.63	-0.58	-0.22	0.83	1.43	1.74	3.26	0.2	4.1	-0.94	1.17	0.27	-1.13	0.67	-1.25	-0.18	1.23	1.04	-0.47	0.66	1	1
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	-0.06	0.08	-1.07	0.19	0.87	2.1	-1.22	1.19	1.55	0.65	1.06	-1.04	-0.94	1.23	-0.91	-0.31	0.13	0.52	-0.57	-0.18	0	1
O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1	-1.09	-1.77	-1.07	1.46	-1.02	0.92	-0.05	1.64	-0.68	1.33	1.12	-0.04	-0.68	-0.68	0.92	-0.93	1.38	0.26	-0.69	-0.15	1	1
Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1	-0.06	0.08	-1.07	-1.08	-1.02	0.32	0.23	0.38	-0.73	-0.28	0.46	-0.31	-0.7	-0.21	-0.25	-0.59	-0.63	0.13	1.03	-1.05	1	1
N=C(N)N1CCc2ccccc2C1	0.04	0.25	-0.65	-0.44	-0.15	-0.27	-0.34	-0.67	1.28	0.06	-0.82	0.37	-0.7	0.01	-0.34	-0.14	1.4	2.19	0.36	-0.08	0	0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	-0.7	-1.95	-0.22	1.46	-0.52	0.07	0.27	0.13	0.52	-0.23	0.26	-0.25	0.23	0.33	-0.64	0.79	0.59	0.28	-0.51	2.6	0	1
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1	-1.26	0.08	0.68	2.73	0.95	0.69	-0.75	0.87	0.38	0.71	0.86	0.44	0.46	0.07	-0.13	-0.89	-0.46	0.44	-0.39	-0.15	1	1
CCC[C@@H]1C[C@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1	0.13	-0.06	0.22	-0.44	-0.1	0.34	0.21	-0.54	0.17	-0.63	0.27	-0.63	0.31	0.23	0.58	0.2	-1.55	0.15	-1.0	-0.15	1	0
Cn1c(=O)c2[nH]cnc2n(C)c1=O	-0.06	0.08	-1.07	0.19	0.38	-1.84	-0.81	-0.61	-2.34	1.57	-0.53	0.61	1.28	-0.63	2.84	-0.94	0.99	-2.22	-1.0	0.84	0	1
CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1	0.27	-0.49	-1.07	0.83	-0.59	0.05	3.44	-0.35	2.09	-1.06	-0.05	1.08	1.23	0.42	-0.04	0.31	2.3	1.01	2.15	0.45	1	1
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1	-1.21	0.21	0.25	2.1	0.95	0.61	-0.38	0.85	-0.04	0.68	0.89	1.18	0.41	-0.5	-0.35	-1.19	-0.19	1.12	-0.87	-0.15	1	1
Cn1c(=O)[nH]c2ncn(C)c2c1=O	-0.06	0.08	-1.07	0.19	0.02	-0.66	0.33	-0.47	-0.14	1.56	-0.31	0.69	-2.23	-0.77	1.31	-0.94	1.14	-2.22	-1.0	0.84	1	1
