SMILES	H-050	AATS0d	AATS0i	AATSC0c	AATSC0i	AATSC1c	GATS1v	GATS1se	ESpm02u	EEig04u	SIC3	ZMIC1	B01(C-N)	nAr_NH	nCOO	observed	predicted
CCNc1ccc2c(C)cc(=O)oc2c1	0.01	0.25	-0.27	0.03	-0.14	-0.14	-0.2	-0.24	0.39	0.7	0.74	-0.58	1.06	-0.16	-0.32	2.5398912045347903	2.578108585912907
CCSc1nnc(C(C)(C)C)c(=O)n1N	0.77	-0.14	0.49	-0.3	0.02	0.24	0.29	-0.58	0.39	0.36	-0.59	-0.38	1.06	-0.16	-0.32	2.5660248048127206	2.601046203640532
CCCCCCCCCCCCCCCC(=O)O	0.01	-1.41	0.24	-0.62	-0.39	0.34	1.55	-0.13	0.0	0.46	-2.1	1.03	-0.94	-0.16	2.52	2.5249799821271193	2.532632644980714
Nc1ccc(Cl)cc1[N+](=O)[O-]	0.77	0.78	0.16	0.55	-0.03	0.15	-1.38	-1.27	-0.18	-0.11	1.13	-0.56	1.06	-0.16	-0.32	2.5906746805752014	2.5862559064687134
NCCNCCN	3.06	-1.76	1.28	-0.04	-0.47	-0.05	1.71	2.45	-1.77	-1.47	-1.11	-0.78	1.06	-0.16	-0.32	2.369494162118099	2.3768821689865303
CC(=O)Nc1cccc([N+](=O)[O-])c1	0.01	0.33	0.15	0.22	-0.05	0.15	-0.35	-1.41	0.0	0.18	0.98	-0.54	1.06	-0.16	-0.32	2.631595948357801	2.6117368403171137
Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O	1.54	1.45	-0.76	0.74	-0.1	-0.43	-1.37	-0.26	0.85	0.72	0.58	0.29	1.06	-0.16	-0.32	2.6894420578616383	2.6877514076977826
CC(C)(C)I	-0.75	-1.31	-0.08	-1.28	-0.11	0.92	-0.1	1.48	-1.52	-2.0	-3.07	-0.55	-0.94	-0.16	-0.32	2.3709754493589705	2.3742596229151096
CCCCOP(OCCCC)OCCCC	-0.75	-1.38	0.31	-0.62	-0.36	0.15	1.77	0.97	-0.18	0.36	-1.66	0.31	-0.94	-0.16	-0.32	2.285894712480839	2.3101452920945342
FC(F)Cl	-0.75	-0.57	5.1	1.14	4.62	-1.31	-0.37	0.64	-2.47	-1.05	0.13	-0.97	-0.94	-0.16	-0.32	2.063520999689991	2.100560028673947
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1	1.54	-0.47	0.04	1.07	-0.33	-1.02	0.36	0.31	0.58	0.72	0.05	0.31	-0.94	-0.16	-0.32	2.5747833931757764	2.583031298537762
CC(O)C#N	0.01	-1.27	0.61	0.35	-0.22	-0.43	0.49	0.59	-2.08	-2.45	0.34	-1.38	1.06	-0.16	-0.32	2.3676354197905107	2.3921929739728958
CCC(O)CN	1.54	-1.66	0.86	0.03	-0.49	-0.14	1.67	1.2	-1.77	-2.28	0.25	-1.32	1.06	-0.16	-0.32	2.441145047559696	2.4379130226505934
CCCCCCCCCCCCCCCCCCCCC	-0.75	-1.58	0.22	-1.28	-0.39	1.02	1.85	2.35	0.17	0.51	-3.38	2.21	-0.94	-0.16	-0.32	2.496445291873353	2.4994117357042662
CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C	0.01	-0.09	-0.07	-1.02	-0.3	0.83	0.56	0.47	1.21	0.95	0.47	0.47	-0.94	-0.16	-0.32	2.5442541306840103	2.5598614999713702
CCCCCC(=O)Nc1ccccc1	0.01	-0.73	-0.05	-0.69	-0.2	0.34	0.4	-0.47	-0.09	0.26	0.54	-0.29	1.06	-0.16	-0.32	2.5660248048127206	2.547926363674676
CCC(C(=O)O)c1ccc(CC(C)C)cc1	0.01	-0.55	-0.14	-0.36	-0.28	0.05	0.44	-0.26	0.32	0.59	0.19	-0.3	-0.94	-0.16	2.52	2.5120837583439175	2.526292889052529
C#CCCC#C	-0.75	-1.41	-0.75	-0.89	-0.22	1.02	-0.1	0.55	-2.08	-2.0	-1.29	-1.09	-0.94	-0.16	-0.32	2.4267551785189245	2.3254753985278827
O=C(/C=C/c1ccccc1)OCc1ccccc1	-0.75	0.08	-0.75	-0.36	-0.21	0.24	-0.42	-0.55	0.45	0.39	0.4	0.74	-0.94	-0.16	-0.32	2.4943633392673084	2.506635793875293
O=C(CC(c1ccccc1)c1ccccc1)c1ccccc1	-0.75	0.28	-0.89	-0.95	-0.22	0.92	-0.56	-1.1	0.9	0.69	-0.3	1.41	-0.94	-0.16	-0.32	2.5672028727584837	2.5672822160462725
CCCCCCCCCCCCCCCCCCOCC(O)CO	0.77	-1.41	0.31	-0.69	-0.42	0.63	1.68	0.55	0.45	0.63	-1.95	1.96	-0.94	-0.16	-0.32	2.536116348245079	2.5415983009368275
C#CC(C)(C)C	-0.75	-1.23	-0.06	-1.15	-0.3	0.92	1.09	1.64	-1.3	-2.0	-2.34	-1.17	-0.94	-0.16	-0.32	2.2899232395240046	2.304909842528755
FC(F)(Cl)CBr	-0.75	0.35	2.71	0.29	3.93	-0.53	-1.17	-0.15	-1.3	-2.0	0.17	-0.23	-0.94	-0.16	-0.32	2.294796781409242	2.2856069701052077
C=C(Cl)C#N	-0.75	-0.61	-0.23	-0.62	0.03	0.54	-1.01	-0.83	-2.08	-2.45	0.63	-1.13	1.06	-0.16	-0.32	2.3183764152227964	2.314629342008928
O=c1cccccc1	-0.75	-0.21	-0.75	-0.62	-0.21	0.63	-0.51	-1.22	-0.93	-1.05	-0.78	-0.69	-0.94	-0.16	-0.32	2.425126470508774	2.448843574794042
BrCC(Br)(Br)CBr	-0.75	-0.13	-1.07	-1.08	-0.59	0.92	-1.64	-0.81	-1.11	-2.0	-1.26	2.54	-0.94	-0.16	-0.32	2.452782787900721	2.4545149869627547
OC(C(F)(F)F)C(F)(F)F	0.01	1.63	6.28	2.9	5.4	-2.28	0.61	1.16	-0.18	-2.0	-1.54	-0.06	-0.94	-0.16	-0.32	2.4299943841517067	2.4308359337568164
CCCCCOC=O	-0.75	-1.55	0.36	0.03	-0.43	-0.05	1.7	-0.4	-1.52	-1.05	0.3	-1.0	-0.94	-0.16	-0.32	2.300269314530356	2.2943506078509
C1=CCC(c2ccncc2)CC1	-0.75	-0.23	-0.32	-1.02	-0.12	0.92	-0.04	-0.13	-0.09	-0.11	0.86	-0.79	1.06	-0.16	-0.32	2.4701899062855524	2.4664665899713194
NCCCCN	2.3	-1.88	1.06	-0.3	-0.45	0.15	1.72	2.54	-2.08	-2.0	-1.49	-1.04	1.06	-0.16	-0.32	2.478061208181518	2.4750079247936108
CCN(CC)c1ccc([N+](=O)[O-])cc1	-0.75	-0.31	0.22	-0.43	-0.16	0.92	0.47	-1.7	0.09	0.02	-0.31	-0.37	1.06	-0.16	-0.32	2.5448738432348015	2.5442727527404907
COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1	0.01	0.26	-0.33	0.29	-0.2	-0.34	-0.33	-0.3	1.0	1.05	1.02	0.45	1.06	-0.16	2.52	2.5895586720415062	2.5967918330410353
CCCC[NH+]1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12	0.77	0.13	-0.02	0.03	-0.25	0.15	0.26	0.07	1.29	1.07	0.61	0.32	1.06	-0.16	-0.32	2.619249898968967	2.6198536957246974
OC(c1ccccc1)c1ccccc1	0.01	0.1	-0.75	-0.62	-0.21	0.63	-0.61	0.39	0.17	0.19	-0.48	0.3	-0.94	-0.16	-0.32	2.5342165443323297	2.5327421996882933
O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1	-0.75	1.18	-0.94	-0.23	-0.19	-0.05	-0.89	-1.13	0.69	0.82	0.96	0.86	-0.94	-0.16	-0.32	2.5033139228158845	2.5491264379278418
O=C1c2ccccc2C(=O)N1Cc1ccccc1	-0.75	0.96	-0.76	-0.36	-0.11	0.15	-0.71	-0.97	0.75	0.86	0.06	0.52	1.06	-0.16	-0.32	2.59011703478479	2.5988638478762174
CCC(=O)C(C)(C)C	-0.75	-1.15	0.25	-0.95	-0.4	0.73	1.65	-0.99	-0.78	-2.0	-1.54	-0.91	-0.94	-0.16	-0.32	2.3582204731086795	2.3487610143325597
CC(=O)c1ccc(C(=O)O)cc1	0.01	0.28	-0.47	0.74	-0.22	-1.02	-0.54	-0.44	-0.09	-0.11	0.63	-0.49	-0.94	-0.16	2.52	2.6822804901301343	2.620196537160512
S=c1sc2nc3ccccc3nc2s1	-0.75	2.18	-1.71	-0.49	0.43	0.24	-1.63	-0.06	0.45	0.62	0.02	0.29	1.06	-0.16	-0.32	2.6562419843289615	2.654627356532889
COC	-0.75	-2.35	0.79	-0.1	-0.64	0.83	3.29	0.3	-3.76	-1.05	-3.0	-1.52	-0.94	-0.16	-0.32	2.119420863442087	2.1207312382694226
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O	0.01	1.23	0.37	2.11	-0.05	0.34	-1.04	-1.19	0.09	0.28	0.94	-0.23	1.06	-0.16	-0.32	2.527178618803964	2.5598324960401904
C[N+]1(C)CCCCC1	-0.75	-1.06	0.5	-0.89	-0.37	0.92	1.95	1.79	-0.64	-1.3	-1.2	-0.93	1.06	-0.16	-0.32	2.695612995691491	2.4487073695672925
O=C(O)CSCC(=O)O	0.77	-0.47	0.06	3.03	-0.12	-3.74	-0.52	0.49	-0.93	-1.29	-0.83	-0.53	-0.94	-0.16	5.36	2.6043880730385607	2.6041801455700115
O=C(/C=C/c1ccco1)/C=C/c1ccco1	-0.75	0.43	-0.75	0.29	-0.21	0.05	-0.52	-0.24	0.32	0.22	-0.04	0.35	-0.94	-0.16	-0.32	2.52329112918679	2.524729746234962
COc1cccc2cccnc12	-0.75	0.4	-0.5	-0.1	-0.08	0.44	-0.42	-0.01	0.0	0.15	0.98	-0.54	1.06	-0.16	-0.32	2.5087316694431436	2.5032174468032315
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O	0.77	0.41	-0.01	0.42	-0.11	-1.02	-0.58	-0.51	0.45	0.72	0.46	-0.05	1.06	-0.16	-0.32	2.645078234772925	2.6447044267279636
Cc1cc(Cl)cc(Cl)c1	-0.75	0.28	-0.78	-1.15	-0.36	0.92	-1.03	-1.18	-0.51	-1.38	0.53	-0.34	-0.94	-0.16	-0.32	2.4758890071780653	2.4461538965569187
Clc1cc(Cl)nc(-c2ccccc2)n1	-0.75	1.12	-0.66	-0.69	-0.02	0.34	-1.17	-0.76	0.25	0.57	0.96	0.27	1.06	-0.16	-0.32	2.568260408545417	2.568559871474895
Cc1ccc(SSc2ccc(C)cc2)cc1	-0.75	0.09	-1.06	-1.21	-0.04	1.02	-0.74	-0.72	0.39	0.84	-0.55	0.61	-0.94	-0.16	-0.32	2.5060312442532577	2.5238994473959635
CCC(C)OC	-0.75	-1.72	0.48	-0.69	-0.49	0.83	2.38	0.26	-1.77	-2.28	-0.19	-1.29	-0.94	-0.16	-0.32	2.2384224958854797	2.2244079626689017
COC(=O)c1ccc(I)cc1	-0.75	0.23	-0.84	0.29	-0.07	-0.34	-1.05	-0.44	-0.29	-0.11	0.9	-0.1	-0.94	-0.16	-0.32	2.5887757562041043	2.5205339464602328
O=C=Nc1cccc(N=C=O)c1	-0.75	0.7	-0.43	-0.17	0.16	-0.34	-0.69	-0.64	-0.29	-0.11	0.68	-0.22	1.06	-0.16	-0.32	2.5094041602586916	2.518710041285115
CCCO[N+](=O)[O-]	-0.75	-1.11	1.02	-0.23	-0.54	-0.34	1.65	-1.68	-1.52	-2.0	0.19	-1.19	-0.94	-0.16	-0.32	2.2384224958854797	2.2476128435147738
ClC(Br)C(Cl)Br	-0.75	-0.01	-0.85	-0.82	-0.74	0.83	-1.78	-0.2	-1.52	-2.0	-1.01	1.17	-0.94	-0.16	-0.32	2.3929606147967957	2.3951619269635454
O=C(/C=C/c1ccco1)c1ccccc1	-0.75	0.39	-0.86	-0.23	-0.21	0.44	-0.61	-0.56	0.25	0.21	1.06	0.18	-0.94	-0.16	-0.32	2.505353506160186	2.5066813815336886
Cc1cccc(/N=C/c2ccccc2)c1	-0.75	0.05	-0.66	-1.02	-0.11	0.92	-0.41	-0.17	0.25	0.36	0.68	0.17	1.06	-0.16	-0.32	2.483087820798942	2.4884021176336972
CCCCc1ccc(C(=O)O)nc1	0.01	-0.38	-0.02	0.22	-0.19	-0.43	0.18	-0.2	-0.09	0.08	0.72	-0.81	1.06	-0.16	2.52	2.5683777537182206	2.5703298477999614
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1	-0.75	0.54	-0.61	-0.69	-0.08	0.44	-0.4	0.05	1.21	1.1	0.6	0.53	1.06	-0.16	-0.32	2.5636590384728697	2.58113424164973
CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1	-0.75	0.11	0.05	0.48	-0.24	-0.34	0.33	-0.93	0.8	0.96	-0.82	0.16	1.06	-0.16	-0.32	2.5291093917613616	2.533451033074817
Oc1cc(Cl)cc(Br)c1	0.01	0.75	-0.99	0.61	-0.38	-0.63	-1.73	0.06	-0.51	-1.38	1.35	-0.3	-0.94	-0.16	-0.32	2.5354840032266903	2.5383844384313137
CC1(O)CCCCC1	0.01	-0.9	0.25	-0.69	-0.4	0.54	1.19	0.53	-0.64	-1.3	-0.98	-0.75	-0.94	-0.16	-0.32	2.474434813681758	2.4488821461691086
O=C(O)C1C(c2ccccc2)C(C(=O)O)C1c1ccccc1	0.77	0.66	-0.6	0.48	-0.21	-0.63	-0.68	-0.28	1.04	1.12	-0.34	1.11	-0.94	-0.16	5.36	2.6999677346938125	2.6957686511819996
CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1	0.77	-0.04	-0.03	0.29	-0.23	0.05	0.19	0.13	0.85	0.95	0.53	-0.17	1.06	-0.16	-0.32	2.588999590499436	2.59882743484296
O=C/C(Cl)=C(/Cl)C(=O)O	0.01	0.63	-0.28	2.63	-0.45	-2.47	-1.72	0.73	-0.78	-0.98	1.35	-0.19	-0.94	-0.16	2.52	2.602222821229977	2.6038996389541382
C[N+](C)(C)CCCCCC[N+](C)(C)C	-0.75	-1.28	0.62	-0.82	-0.41	0.92	2.55	2.03	0.09	0.0	-2.26	0.01	1.06	-0.16	-0.32	2.738899418444579	2.7404717378778276
C1CNCCNC1	0.77	-1.26	0.82	-0.49	-0.32	0.63	1.39	1.57	-1.3	-1.47	-0.93	-0.84	1.06	-0.16	-0.32	2.5005794923633378	2.5057910470140206
CC(C)c1ccc(O)c(O)c1	0.77	-0.31	-0.15	0.81	-0.28	-0.82	-0.04	0.63	-0.18	0.11	-0.12	-0.62	-0.94	-0.16	-0.32	2.5454926727523057	2.540126947312497
COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C	0.77	-0.01	-0.1	0.22	-0.14	-0.34	-0.04	-0.08	0.85	0.73	0.44	0.5	1.06	-0.16	-0.32	2.5967619862752436	2.5959312625289104
O=C=Nc1cccc([N+](=O)[O-])c1	-0.75	0.87	-0.09	0.16	0.11	0.34	-0.71	-1.5	-0.18	-0.11	1.35	-0.56	1.06	-0.16	-0.32	2.5107460259389227	2.516300640594242
Oc1ccc2ccccc2c1/N=N/c1ccc(/N=N/c2ccccc2)cc1	0.01	0.88	-0.58	-0.43	0.07	0.54	-0.86	-0.41	1.29	1.15	0.17	2.15	1.06	-0.16	-0.32	2.670385027721014	2.6731786856896584
O=[N+]([O-])c1ccc(/C=N/O)o1	0.01	0.84	0.52	2.24	-0.06	-0.92	-0.76	-0.59	-0.29	-0.22	1.35	-0.84	1.06	-0.16	-0.32	2.6396358768118477	2.641519275929528
CN(C)c1ccc(/N=N/c2ccccc2)cc1	-0.75	0.04	-0.17	-0.82	0.02	0.92	-0.11	-0.48	0.45	0.38	0.01	0.48	1.06	-0.16	-0.32	2.591231611251554	2.5715896496952597
C/C=C/CC/C=C/C	-0.75	-1.67	0.0	-1.15	-0.32	1.02	1.23	1.78	-1.52	-1.05	-1.22	-0.72	-0.94	-0.16	-0.32	2.294796781409242	2.3024420478834284
CCCCCCCCCCCCCCCCC(=O)OC	-0.75	-1.41	0.24	-0.82	-0.39	0.63	1.68	-0.31	0.17	0.51	-2.11	1.27	-0.94	-0.16	-0.32	2.481657572570985	2.4689598195509954
CCCCCNCCCCC	0.01	-1.7	0.46	-1.02	-0.39	0.92	2.02	1.81	-0.93	-0.27	-1.0	-0.35	1.06	-0.16	-0.32	2.423737249982329	2.4065008970934545
CC(C)(SC(=O)N1CCCCC1)c1ccccc1	-0.75	-0.22	-0.24	-0.82	-0.1	0.54	0.18	-0.64	0.64	0.59	-0.17	0.04	1.06	-0.16	-0.32	2.4943633392673084	2.5234202474990317
COC(=O)c1ccc(C)cc1	-0.75	-0.21	-0.35	0.03	-0.24	-0.14	0.06	-0.49	-0.29	-0.11	0.62	-0.7	-0.94	-0.16	-0.32	2.4862178846679726	2.4832700067931706
Cc1cccc2c1ccc1ccccc12	-0.75	0.67	-1.06	-1.15	-0.23	1.02	-0.78	-0.09	0.52	0.48	0.34	0.45	-0.94	-0.16	-0.32	2.597859660262605	2.5528487272395894
Nc1ccc(O)c(C(=O)O)c1	2.3	0.39	0.01	2.57	-0.14	-2.76	-1.19	0.68	-0.18	-0.11	1.16	-0.72	1.06	-0.16	2.52	2.745191941557655	2.7399298493966855
ClC(Cl)Cl	-0.75	-0.57	-0.05	-0.56	-0.98	0.24	-1.73	0.62	-2.47	-1.05	-1.56	-0.69	-0.94	-0.16	-0.32	2.321287665169863	2.3149907496740174
Cc1ccc2ccc(=O)oc2c1	-0.75	0.7	-0.75	-0.04	-0.21	-0.24	-0.59	-0.57	0.09	0.43	0.96	-0.53	-0.94	-0.16	-0.32	2.6033067965385137	2.5412404637063117
FC(F)(F)Oc1ccccc1	-0.75	0.78	1.71	1.07	3.5	-2.18	-0.23	-0.62	-0.18	-0.11	0.29	-0.14	-0.94	-0.16	-0.32	2.3485968911765482	2.3562193494125543
Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C	0.01	-0.43	-0.06	-0.69	-0.3	0.44	0.74	0.6	0.64	0.75	-1.83	0.02	-0.94	-0.16	-0.32	2.5253687865236367	2.5244414933233394
CCC(=O)c1ccc(N)cc1	0.77	-0.32	-0.13	-0.3	-0.14	0.15	-0.22	-0.33	-0.29	-0.11	0.72	-0.75	1.06	-0.16	-0.32	2.616107757092463	2.5840786524141133
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C	-0.75	0.45	-0.42	-0.3	-0.17	0.24	-0.12	-0.4	1.36	1.1	-0.32	0.89	1.06	-0.16	-0.32	2.505353506160186	2.583794685364011
Cc1ccccc1OC(=O)Oc1ccccc1C	-0.75	0.26	-0.58	0.09	-0.22	-0.82	-0.26	-0.28	0.58	0.35	-0.58	0.43	-0.94	-0.16	-0.32	2.5226398176041553	2.5302109649662623
C1CNCCNCCCNCCNC1	2.3	-1.26	0.82	-0.49	-0.32	0.63	1.54	1.69	-0.29	0.13	-1.85	0.45	1.06	-0.16	-0.32	2.6610076909010316	2.6127683793511807
O=Cc1ccc(C=O)cc1	-0.75	0.17	-0.75	-0.23	-0.21	0.63	-0.58	-1.16	-0.51	-0.37	-0.42	-0.44	-0.94	-0.16	-0.32	2.591231611251554	2.5442126788510198
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O	3.06	-0.21	0.3	0.03	-0.39	0.05	1.06	0.26	2.38	1.86	0.29	3.05	1.06	-0.16	-0.32	2.666658354789331	2.649364964864033
CC(C)CC(C)C(C)C	-0.75	-1.51	0.3	-1.28	-0.42	1.02	2.07	2.56	-0.78	-1.52	-1.9	-0.59	-0.94	-0.16	-0.32	2.162116141062368	2.1933349436372946
CC(=O)Nc1c(C)cccc1C	0.01	-0.34	-0.1	-0.56	-0.17	0.24	0.17	-0.5	-0.09	0.26	0.11	-0.58	1.06	-0.16	-0.32	2.6591076791998134	2.5884965709633256
Cc1c(N)c(=O)n(-c2ccccc2)n1C	0.77	0.35	0.11	-0.04	-0.01	0.15	-0.23	-0.26	0.45	0.63	0.49	-0.38	1.06	-0.16	-0.32	2.582233863920993	2.6195081938525258
c1ccc(Cn2cccc2)cc1	-0.75	-0.01	-0.52	-0.82	-0.09	0.92	-0.31	0.56	-0.09	0.0	0.62	-0.19	1.06	-0.16	-0.32	2.459618623917375	2.4692407955811406
CC(=O)OC1CC2CCC1(C)C2(C)C	-0.75	-0.09	0.06	-0.56	-0.33	0.34	0.86	-0.54	0.58	0.66	-0.34	-0.51	-0.94	-0.16	-0.32	2.4802225985844752	2.508822496957837
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)OC1N2C	0.01	0.36	0.22	-0.04	-0.16	-0.24	0.36	-0.27	1.09	1.16	0.63	-0.32	1.06	-0.16	-0.32	2.6043880730385607	2.608974347328879
O=CN1CCCCC1	-0.75	-0.89	0.4	-0.36	-0.28	0.44	1.15	-0.69	-0.93	-0.65	-0.59	-0.93	1.06	-0.16	-0.32	2.384443024058778	2.4123242829168947
CCCCCCCCl	-0.75	-1.71	0.26	-1.21	-0.45	1.02	1.3	-0.87	-1.52	-1.05	-0.44	-0.67	-0.94	-0.16	-0.32	2.3088844144220166	2.3158705618324302
CCSSCC	-0.75	-1.76	-0.29	-1.21	0.12	1.02	0.34	-0.58	-2.08	-2.0	-1.92	-0.72	-0.94	-0.16	-0.32	2.2346438077617687	2.253905255616669
Cc1ccc(N=C=S)cc1	-0.75	-0.01	-0.88	-1.02	0.14	0.83	-0.77	-0.38	-0.51	-0.11	0.87	-0.65	1.06	-0.16	-0.32	2.475162519083091	2.47125942665115
CCC(N)C(=O)O	1.54	-1.15	0.79	1.27	-0.44	-1.89	0.86	0.4	-1.3	-2.0	0.38	-1.24	1.06	-0.16	2.52	2.7612886999947945	2.7167021871094073
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	3.06	0.28	0.1	-0.04	-0.34	0.05	0.51	0.22	2.62	1.8	0.01	3.76	-0.94	-0.16	-0.32	2.7231682365428873	2.720073698910608
CCC(=O)Oc1ccccc1	-0.75	-0.34	-0.35	-0.1	-0.24	-0.24	0.06	-0.49	-0.4	-0.11	0.46	-0.56	-0.94	-0.16	-0.32	2.467089898520816	2.4690424108577975
O=S1(=O)CC=CC1	-0.75	0.1	-0.25	-0.49	-0.02	0.63	0.04	-1.69	-0.78	-1.76	-0.42	-0.78	-0.94	-0.16	-0.32	2.5284667540562014	2.5265514154823947
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1	-0.75	0.38	-0.67	-0.1	-0.24	0.44	-0.42	-0.1	1.25	1.24	-0.69	1.83	-0.94	-0.16	-0.32	2.588999590499436	2.5882993613174485
Cc1c(C)c2ccccc2c2ccccc12	-0.75	0.56	-0.94	-1.21	-0.22	1.02	-0.63	0.05	0.64	0.37	-1.13	0.49	-0.94	-0.16	-0.32	2.6202922479198407	2.624885471533452
COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC	-0.75	0.05	-0.13	0.22	-0.22	0.34	0.36	0.2	1.25	1.09	-0.28	0.91	1.06	-0.16	-0.32	2.5588884895367343	2.583351122618057
CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C	-0.75	-0.04	0.0	-0.62	-0.03	0.05	0.33	-0.32	0.95	0.79	-0.35	0.32	1.06	-0.16	-0.32	2.577664104732127	2.5691653418586604
O=C(O)c1ccccc1O	0.77	0.35	-0.4	2.24	-0.23	-2.38	-0.98	0.34	-0.4	-0.11	1.13	-0.61	-0.94	-0.16	2.52	2.634628390436653	2.640588460821393
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21	-0.75	1.23	-0.15	0.29	0.47	-0.24	-0.45	-0.71	1.4	1.08	0.51	0.01	1.06	-0.16	-0.32	2.6772875010827697	2.663037263868321
COc1cc2c(c(O)c1OC)CCN(C)C2C	0.01	-0.04	0.09	0.61	-0.25	-0.05	0.5	0.39	0.64	0.79	0.17	-0.4	1.06	-0.16	-0.32	2.6280311284207842	2.6185701402710784
COc1ccccc1C(=O)O	0.01	0.07	-0.31	1.46	-0.24	-1.21	-0.32	0.07	-0.29	-0.11	0.75	-0.71	-0.94	-0.16	2.52	2.5730457495590535	2.5780861473571153
CN(C)C(=O)n1cc(F)c(=O)[nH]c1=O	0.01	0.63	1.11	1.2	0.76	-2.09	0.31	-0.36	0.25	0.45	0.09	-0.44	1.06	5.43	-0.32	2.6986658917468582	2.6933744348494013
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2	-0.75	3.06	-1.44	0.48	-0.59	0.15	-1.75	0.1	1.04	1.17	-0.24	2.93	-0.94	-0.16	-0.32	2.737311937989625	2.72861807536936
O=[N+]([O-])c1ccc2ccccc2c1	-0.75	0.91	-0.62	-0.49	-0.06	1.02	-0.87	-2.14	0.17	0.36	0.69	-0.1	1.06	-0.16	-0.32	2.54672769272835	2.552510026622295
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1	0.01	1.23	0.37	1.92	-0.05	0.24	-1.04	-1.19	0.09	0.12	0.94	-0.23	1.06	-0.16	-0.32	2.5895586720415062	2.584153862934629
Cc1nccc2c1[nH]c1ccccc12	0.01	0.93	-0.55	-0.62	0.04	0.54	-0.81	0.49	0.45	0.43	0.92	-0.35	1.06	5.43	-0.32	2.70727202854802	2.708889719331916
CC(=O)NCCCCCC(=O)O	0.77	-1.05	0.47	0.55	-0.36	-1.02	1.05	-0.18	-0.51	-0.11	0.53	-0.69	1.06	-0.16	2.52	2.5770894890331864	2.5900381998514193
CCCOC(=O)c1cc(O)c(O)c(O)c1	1.54	0.05	-0.03	2.37	-0.3	-2.18	-0.25	0.53	0.25	0.49	0.6	-0.38	-0.94	-0.16	-0.32	2.605466664135372	2.6067022527886476
COC(=O)C(N)CS	1.54	-1.0	0.43	0.94	-0.09	-1.02	0.65	0.26	-1.11	-1.05	0.46	-1.05	1.06	-0.16	-0.32	2.6166330286633936	2.6173661013518323
FC(F)=C(F)C(F)=C(F)F	-0.75	1.68	6.58	1.85	7.62	-0.14	0.79	1.37	-0.51	-0.76	-1.63	-0.17	-0.94	-0.16	-0.32	2.149680882482938	2.154225016034423
Cc1cccc(C)n1	-0.75	-0.5	-0.12	-0.95	-0.1	0.83	0.22	-0.12	-0.78	-1.38	0.38	-0.93	1.06	-0.16	-0.32	2.426592582305156	2.437860713616526
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl	-0.75	3.32	-0.83	-0.43	-0.61	0.63	-1.81	-0.25	1.17	1.21	0.19	2.48	-0.94	-0.16	-0.32	2.595661530898903	2.5918163767988913
CCCCF	-0.75	-1.91	1.24	-0.89	0.88	0.92	2.19	-1.1	-2.47	-2.58	-0.08	-1.33	-0.94	-0.16	-0.32	2.1434832106700616	2.1441988268416257
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1	-0.75	0.89	-1.0	-0.76	-0.15	0.73	-0.85	-1.58	0.52	0.45	0.57	0.6	-0.94	-0.16	-0.32	2.5648435325438337	2.5625070449531453
N#Cc1nccnc1C#N	-0.75	1.17	0.08	0.29	0.72	0.44	-0.79	0.09	-0.51	-0.47	-0.63	-0.54	1.06	-0.16	-0.32	2.6076158432431322	2.60153063375912
